Curated Gene Symbol	gene_symbol	A? (Log2 Ratio)	A?AL (Log2 Ratio)	AL (Log2 Ratio)	RefSeq	description
		0.56	-0.53	-0.27	XM_291028	PREDICTED: hypothetical protein DKFZp434A128 [Source:RefSeq_peptide;Acc:XP_291028]
		0.05	-0.53	0.4	NM_182506	melanoma antigen, family B, 10 [Source:RefSeq_peptide;Acc:NP_872312]
		0	-0.53	-0.32		98 kDa protein [Source:IPI;Acc:IPI00477829]
KCNH8	KCNH8	0.56	-0.53	-0.27	NM_144633	Potassium voltage-gated channel subfamily H member 8 (Voltage-gated potassium channel subunit Kv12.1) (Ether-a-go-go like potassium channel 3) (ELK channel 3) (ELK3) (ELK1) (hElk1). [Source:Uniprot/SWISSPROT;Acc:Q96L42]
		-0.27	-0.53	-0.23	XM_496320	-
		-0.31	-0.53	-0.15		Hypothetical protein
		0.13	-0.53	0.64		Homo sapiens microRNA miR-191 stem-loop
SPRYD7	C13orf1	0.38	-0.53	-0.38	NM_020456	CLLL6 protein [Source:RefSeq_peptide;Acc:NP_065189]
		0.49	-0.53	1.04	NM_017773	-
TBX15	TBX15	0.6	-0.53	1.45	NM_152380	T-box transcription factor TBX15 (T-box protein 15). [Source:Uniprot/SWISSPROT;Acc:Q96SF7]
		0.34	-0.53	-0.28		Non-protein coding transcript
KRT5	KRT5	0.03	-0.53	0.05	NM_000424	Keratin, type II cytoskeletal 5 (Cytokeratin 5) (K5) (CK 5) (58 kDa cytokeratin). [Source:Uniprot/SWISSPROT;Acc:P13647]
PHF15	PHF15	1.09	-0.53	-0.32	NM_015288	PHD finger protein 15. [Source:Uniprot/SWISSPROT;Acc:Q9NQC1]
	Q9NRW6_HUMAN	-0.24	-0.53	-0.11		17-beta-hydroxysteroid dehydrogenase type VII-like [Source:RefSeq_peptide;Acc:NP_878249]
COBLL1	COBLL1	0.32	-0.53	0.72	NM_014900	COBL-like 1 [Source:RefSeq_peptide;Acc:NP_055715]
EPB41	EPB41	0.15	-0.53	4.07	NM_203342,NM_004437,NM_203343	Protein 4.1 (Band 4.1) (P4.1) (EPB4.1) (4.1R). [Source:Uniprot/SWISSPROT;Acc:P11171]
		0.49	-0.53	-0.24	NM_022746	-
CD5	CD5	-0.2	-0.53	1.68	NM_014207	T-cell surface glycoprotein CD5 precursor (Lymphocyte glycoprotein T1/Leu-1) (Lymphocyte antigen CD5). [Source:Uniprot/SWISSPROT;Acc:P06127]
CYP2R1	CYP2R1	-0.19	-0.53	-0.18		cytochrome P450, family 2, subfamily R, polypeptide 1 [Source:RefSeq_peptide;Acc:NP_078790]
		0.35	-0.53	-0.34	XM_371267	-
	CLEC5_HUMAN	0.04	-0.53	-0.38	NM_013252	C-type lectin superfamily member 5 (Myeloid DAP12-associating lectin) (MDL-1). [Source:Uniprot/SWISSPROT;Acc:Q9NY25]
		-0.12	-0.53	-0.47	XM_291757,XM_291726	PREDICTED: similar to protein of unknown function [Source:RefSeq_peptide;Acc:XP_291757]
PNLIPRP2	PNLIPRP2	0	-0.53	0.5	NM_005396	Pancreatic lipase related protein 2 precursor (EC 3.1.1.3). [Source:Uniprot/SWISSPROT;Acc:P54317]
		-0.02	-0.53	-0.27	XM_497823	-
AMICA1	AMICA1	-0.24	-0.53	0.04	NM_153206	adhesion molecule, interacts with CXADR antigen 1 [Source:RefSeq_peptide;Acc:NP_694938]
LGALS4	LGALS4	0.06	-0.53	0.1	NM_006149	Galectin-4 (Lactose-binding lectin 4) (L-36 lactose binding protein) (L36LBP) (Antigen NY-CO-27). [Source:Uniprot/SWISSPROT;Acc:P56470]
		-0.34	-0.53	-0.41	NM_198566	-
C1RL	C1RL	0.24	-0.53	0.57	NM_016546	complement component 1, r subcomponent-like precursor [Source:RefSeq_peptide;Acc:NP_057630]
	HT31_HUMAN	-0.25	-0.53	-0.36	NM_015607	Protein HT031 (pp7704). [Source:Uniprot/SWISSPROT;Acc:Q9Y3Y2]
		0.92	-0.53	-0.06	XM_373076	-
		0	-0.53	0.04	XM_292740	-
MED16	THRAP5	-0.22	-0.53	0.23	NM_005481	thyroid hormone receptor-associated protein 5 [Source:RefSeq_peptide;Acc:NP_005472]
	LYSC_HUMAN	0.11	-0.53	-0.37	NM_000239	Lysozyme C precursor (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C). [Source:Uniprot/SWISSPROT;Acc:P61626]
CCL7	CCL7	0.56	-0.53	0.5	NM_006273	Small inducible cytokine A7 precursor (CCL7) (Monocyte chemotactic protein 3) (MCP-3) (Monocyte chemoattractant protein 3) (NC28). [Source:Uniprot/SWISSPROT;Acc:P80098]
CHST9	CHST9	-0.03	-0.53	0.01	NM_031422	GalNAc-4-sulfotransferase 2 [Source:RefSeq_peptide;Acc:NP_113610]
KIF17	KIF17	0.24	-0.53	-0.32	NM_020816	Kinesin-like protein KIF17 (KIF3-related motor protein). [Source:Uniprot/SWISSPROT;Acc:Q9P2E2]
		1.56	-0.53	0.14	NM_145045	-
HPD	HPD	0.44	-0.53	0.62	NM_002150	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4HPPD) (HPD) (HPPDase). [Source:Uniprot/SWISSPROT;Acc:P32754]
		0.47	-0.53	0.5	NM_138959	-
		-0.19	-0.53	0.12	XM_211896	-
AEBP1	AEBP1	-0.03	-0.52	-0.31	NM_001129	adipocyte enhancer binding protein 1 precursor [Source:RefSeq_peptide;Acc:NP_001120]
LFNG	LFNG	-0.4	-0.52	0.3		Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase). [Source:Uniprot/SWISSPROT;Acc:Q8NES3]
CPNE8	CPNE8	-0.08	-0.52	-0.5	NM_153634	Copine VIII. [Source:Uniprot/SWISSPROT;Acc:Q86YQ8]
		0.34	-0.52	-0.46	XR_000275	14 kDa protein [Source:IPI;Acc:IPI00413661]
CD74	CD74	-0.08	-0.52	0.61		HLA class II histocompatibility antigen, gamma chain (HLA-DR antigens associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (p33) (CD74 antigen). [Source:Uniprot/SWISSPROT;Acc:P04233]
HSD3B2	HSD3B2	0.73	-0.52	-0.12	NM_000198	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II (3Beta-HSD II) [Includes: 3-beta-hydroxy-delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid delta-isomerase (EC 5.3
	Q8N2R9_HUMAN	0.17	-0.52	-0.39	NM_032447	Fibrillin 3 precursor. [Source:Uniprot/SWISSPROT;Acc:Q75N90]
DHX34	DHX34	-0.3	-0.52	-0.42	NM_194428,NM_014681	Probable ATP-dependent helicase DHX34 (DEAH-box protein 34). [Source:Uniprot/SWISSPROT;Acc:Q14147]
MKRN4P	MKRN4	0.22	-0.52	-0.16		Makorin 4 (Zinc finger protein 127-Xp) (ZNF127-Xp) (RING finger protein 64). [Source:Uniprot/SWISSPROT;Acc:Q13434]
		0.89	-0.52	0.04		-
		0.86	-0.52	1.07		-
		-0.31	-0.52	-0.21	XM_496359	-
		-0.41	-0.52	0.46	XM_498706,XM_294802	-
		-0.44	-0.52	-0.15		Conserved hypothetical protein
EMR4P	EMR4	0.48	-0.52	0.59	XM_377506	EGF-like module containing mucin-like hormone receptor-like 4 precursor (G-protein coupled receptor 127) (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q86SQ3]
POU4F2	POU4F2	-0.12	-0.52	0.04	NM_004575	POU domain, class 4, transcription factor 2 (Brain-specific homeobox/POU domain protein 3B) (Brn-3B). [Source:Uniprot/SWISSPROT;Acc:Q12837]
PLXDC2	PLXDC2	0.07	-0.52	0.42	NM_032812	plexin domain containing 2 precursor [Source:RefSeq_peptide;Acc:NP_116201]
		-0.25	-0.52	0.53	NM_014880	CD302 antigen [Source:RefSeq_peptide;Acc:NP_055695]
NUDT10	NUDT10	0.61	-0.52	-0.09	NM_153183	nudix (nucleoside diphosphate linked moiety X)-type motif 10 [Source:RefSeq_peptide;Acc:NP_694853]
	APC10_HUMAN	0.57	-0.52	0.1		Anaphase promoting complex subunit 10 (APC10) (Cyclosome subunit 10). [Source:Uniprot/SWISSPROT;Acc:Q9UM13]
		0.1	-0.52	-0.41		33 kDa protein [Source:IPI;Acc:IPI00261023]
		0.55	-0.52	0.67		13 kDa protein [Source:IPI;Acc:IPI00477637]
		-0.04	-0.52	-0.49	XM_293034	PREDICTED: similar to RIKEN cDNA 2010316F05 [Source:RefSeq_peptide;Acc:XP_293034]
GSTA5	GSTA5	0.48	-0.52	0.08	NM_153699	Glutathione S-transferase A5-5 (EC 2.5.1.18) (GST class-alpha). [Source:Uniprot/SWISSPROT;Acc:Q7RTV2]
PYCARD	PYCARD	0.67	-0.52	0.68	NM_145183,NM_013258,NM_145182	Apoptosis-associated speck-like protein containing a CARD (hASC) (PYD and CARD domain containing protein) (Target of methylation-induced silencing 1) (Caspase recruitment domain protein 5). [Source:Uniprot/SWISSPROT;Acc:Q9ULZ3]
		-0.23	-0.52	-0.28	XM_379036	-
		-0.28	-0.52	-0.43	XM_499501	-
RNF170	RNF170	0.19	-0.52	0.09		ring finger protein 170 [Source:RefSeq_peptide;Acc:NP_112216]
BLK	BLK	0.31	-0.52	-0.46	NM_001715	Tyrosine-protein kinase BLK (EC 2.7.1.112) (B lymphocyte kinase) (p55- BLK). [Source:Uniprot/SWISSPROT;Acc:P51451]
CD38	CD38	2	-0.52	2.26	NM_001775	ADP-ribosyl cyclase 1 (EC 3.2.2.5) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (Lymphocyte differentiation antigen CD38) (T10) (Acute lymphoblastic leukemia cells antigen CD38). [Source:Uniprot/SWISSPROT;Acc:P28907]
TNF	TNF	0.01	-0.52	0.39	NM_000594	Tumor necrosis factor precursor (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) (Cachectin). [Source:Uniprot/SWISSPROT;Acc:P01375]
PSG9	PSG9	0.54	-0.52	-0.16	NM_002784	Pregnancy-specific beta-1-glycoprotein 9 precursor (PSBG-9) (Pregnancy-specific glycoprotein 9) (Pregnancy-specific beta-1 glycoprotein B) (PS-beta-B) (PS34) (Pregnancy-specific glycoprotein 7) (PSG7). [Source:Uniprot/SWISSPROT;Acc:Q00887]
		0.13	-0.52	0.35	NM_213603	-
		0	-0.52	-0.39	XM_498213,XM_499443	-
MRPS10	MRPS10	-0.1	-0.52	-0.02	NM_018141	Mitochondrial 28S ribosomal protein S10 (S10mt) (MRP-S10) (MSTP040). [Source:Uniprot/SWISSPROT;Acc:P82664]
ZNF548	ZNF548	1.32	-0.52	0.19	NM_152909	zinc finger protein 548 [Source:RefSeq_peptide;Acc:NP_690873]
THRA	THRA	-0.48	-0.52	-0.35	NM_003250,NM_199334	Thyroid hormone receptor alpha (C-erbA-alpha) (c-erbA-1) (EAR-7) (EAR7). [Source:Uniprot/SWISSPROT;Acc:P10827]
	Q9H0V5_HUMAN	0	-0.52	0.52	NM_003453,NM_197968	-
PMF1	PMF1	-0.21	-0.52	-0.15	NM_199173	Osteocalcin precursor (Gamma-carboxyglutamic acid-containing protein) (Bone Gla-protein) (BGP). [Source:Uniprot/SWISSPROT;Acc:P02818]
		-0.46	-0.52	-0.5	XM_496688	PREDICTED: hypothetical protein BC012029 [Source:RefSeq_peptide;Acc:XP_496688]
CXorf27	CXorf27	0.27	-0.52	-0.27	XM_048235	PREDICTED: Huntingtin interacting protein M [Source:RefSeq_peptide;Acc:XP_048235]
FCER1G	FCER1G	-0.26	-0.52	-0.01	NM_004106	High affinity immunoglobulin epsilon receptor gamma-subunit precursor (FceRI gamma) (IgE Fc receptor gamma-subunit) (Fc-epsilon RI-gamma). [Source:Uniprot/SWISSPROT;Acc:P30273]
		0.8	-0.52	1.16		Hypothetical protein
MRPL38	MRPL38	0.36	-0.52	0.39		mitochondrial ribosomal protein L38 [Source:RefSeq_peptide;Acc:NP_115867]
	O75863_HUMAN	0	-0.52	-0.24		Fos39347_1. [Source:Uniprot/SPTREMBL;Acc:O75863]
PXDC1	C6orf145	-0.15	-0.52	-0.47	NM_183373	-
		0.31	-0.52	0.33		Non-protein coding transcript
USP6NL	USP6NL	0.2	-0.52	0.96	XM_374768	USP6 N-terminal like protein (Related to the N terminus of tre) (RN- tre). [Source:Uniprot/SWISSPROT;Acc:Q92738]
		-0.1	-0.52	0.24	XM_211837	-
		-0.1	-0.52	-0.12	XM_497832	-
		0.71	-0.52	0.12		Hypothetical protein
		-0.24	-0.52	-0.07		Peroxisomal assembly protein PEX3 (Peroxin-3)
	Q9H0X2_HUMAN	0.48	-0.52	-0.47	NM_206948,NM_001007470	Transient receptor potential cation channel subfamily M member 3 (Long transient receptor potential channel 3) (LTrpC3) (Melastatin 2) (MLSN2). [Source:Uniprot/SWISSPROT;Acc:Q9HCF6]
		0.52	-0.52	0.17		70 kDa protein [Source:IPI;Acc:IPI00183264]
MYL1	MYL1	0.73	-0.52	-0.11		Myosin light chain 1, skeletal muscle isoform (MLC1F) (A1 catalytic) (Alkali myosin light chain 1). [Source:Uniprot/SWISSPROT;Acc:P05976]
HHIP	HHIP	-0.5	-0.52	-0.06	NM_022475	hedgehog-interacting protein [Source:RefSeq_peptide;Acc:NP_071920]
		-0.3	-0.52	-0.32	NM_001010896	-
		-0.03	-0.52	1.31		Hypothetical protein
ACOXL	ACOXL	-0.15	-0.51	0.65		acyl-Coenzyme A oxidase-like [Source:RefSeq_peptide;Acc:NP_060778]
TROAP	TROAP	0.23	-0.51	-0.18	NM_005480	Trophinin-associated protein (Tastin) (Trophinin-assisting protein). [Source:Uniprot/SWISSPROT;Acc:Q12815]
	O51M1_HUMAN	-0.06	-0.51	1.09	NM_001004756	Olfactory receptor 51M1 (HOR5beta7). [Source:Uniprot/SWISSPROT;Acc:Q9H341]
		-0.07	-0.51	0.55	NM_003868	fibroblast growth factor 16 (FGF16), mRNA [Source:RefSeq_dna;Acc:NM_003868]
		0.89	-0.51	0.83		Non-protein coding transcript
PI3	PI3	-0.14	-0.51	0.05	NM_002638	Elafin precursor (Elastase-specific inhibitor) (ESI) (Skin-derived antileukoproteinase) (SKALP) (WAP four-disulfide core domain protein 14) (Protease inhibitor WAP3). [Source:Uniprot/SWISSPROT;Acc:P19957]
XRN1	XRN1	0.15	-0.51	0.89	NM_019001	5-3 exoribonuclease 1 [Source:RefSeq_peptide;Acc:NP_061874]
		0.07	-0.51	0.87	NM_173611	-
		0.07	-0.51	-0.34	NM_001821	-
		-0.4	-0.51	-0.32		Non-protein coding transcript
		-0.3	-0.51	0.24		HMG-I and HMG-Y DNA-binding domain (A+T-hook) containing protein
	N4BP2_HUMAN	-0.38	-0.51	-0.1	NM_018177	Nedd4-binding protein 2 (EC 3.-.-.-) (N4BP2) (BCL-3 binding protein). [Source:Uniprot/SWISSPROT;Acc:Q86UW6]
	Q96NK6_HUMAN	0.6	-0.51	-0.07		-
CCAR1	CCAR1	-0.07	-0.51	0.15	NM_018237	cell-cycle and apoptosis regulatory protein 1 [Source:RefSeq_peptide;Acc:NP_060707]
SGK3	SGKL	1	-0.51	0.05	NM_013257,NM_170709	Serine/threonine-protein kinase Sgk3 (EC 2.7.1.37) (Serum/glucocorticoid regulated kinase 3) (Serum/glucocorticoid regulated kinase-like). [Source:Uniprot/SWISSPROT;Acc:Q96BR1]
PI16	PI16	-0.08	-0.51	-0.41	NM_153370	protease inhibitor 16 [Source:RefSeq_peptide;Acc:NP_699201]
		-0.2	-0.51	0.68		-
MSR1	MSR1	0.05	-0.51	-0.18	NM_002445	Macrophage scavenger receptor types I and II (Macrophage acetylated LDL receptor I and II) (CD204 antigen). [Source:Uniprot/SWISSPROT;Acc:P21757]
RAB37	RAB37	0.41	-0.51	0.34	NM_175738,NM_001006637,NM_001006638	Ras-related protein Rab-37. [Source:Uniprot/SWISSPROT;Acc:Q96AX2]
NDEL1	NDEL1	-0.15	-0.51	-0.45	NM_030808	nudE nuclear distribution gene E homolog like 1 (A. nidulans) [Source:RefSeq_peptide;Acc:NP_110435]
SLC26A9	SLC26A9	0.6	-0.51	0.44	NM_134325,NM_052934	solute carrier family 26, member 9 isoform b [Source:RefSeq_peptide;Acc:NP_599152]
GNPDA2	GNPDA2	0.1	-0.51	-0.06	NM_138335	glucosamine-6-phosphate deaminase 2 [Source:RefSeq_peptide;Acc:NP_612208]
		0.32	-0.51	-0.31	NM_173670	RGM domain family, member B [Source:RefSeq_peptide;Acc:NP_775941]
		0.06	-0.51	-0.47	XM_498987	-
OSM	OSM	-0.06	-0.51	-0.44	NM_020530	Oncostatin M precursor (OSM). [Source:Uniprot/SWISSPROT;Acc:P13725]
		0.23	-0.51	0.28	XM_379651	-
		0	-0.51	0.91	NM_000609	-
		0.39	-0.51	0.79	XM_373600	-
PTX3	PTX3	0.42	-0.51	-0.47	NM_002852	Pentaxin-related protein PTX3 precursor (Tumor necrosis factor- inducible protein TSG-14). [Source:Uniprot/SWISSPROT;Acc:P26022]
ALDH1A1	ALDH1A1	0.1	-0.51	-0.33	NM_000689	Retinal dehydrogenase 1 (EC 1.2.1.36) (RalDH1) (RALDH 1) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (ALHDII) (ALDH-E1). [Source:Uniprot/SWISSPROT;Acc:P00352]
OR51F2	OR51F2	0.32	-0.51	0.23	NM_001004753	Olfactory receptor 51F2. [Source:Uniprot/SWISSPROT;Acc:Q8NH61]
WFDC12	WFDC12	0.67	-0.51	0.04	NM_080869	WAP four-disulfide core domain protein 12 precursor (Putative protease inhibitor WAP12) (UNQ544/PRO844). [Source:Uniprot/SWISSPROT;Acc:Q8WWY7]
CYFIP1	CYFIP1	0.18	-0.51	1.69	NM_014608	cytoplasmic FMR1 interacting protein 1 [Source:RefSeq_peptide;Acc:NP_055423]
		0.07	-0.51	-0.05	NM_198849	-
		-0.04	-0.51	0.62	XM_497221	-
		-0.39	-0.51	0.22		Hypothetical protein
PDCD1LG2	PDCD1LG2	0.38	-0.51	0.54	NM_025239	programmed cell death 1 ligand 2 [Source:RefSeq_peptide;Acc:NP_079515]
PLSCR4	PLSCR4	0.32	-0.51	0.38	NM_020353	Phospholipid scramblase 4 (PL scramblase 4) (Ca(2+)-dependent phospholipid scramblase 4). [Source:Uniprot/SWISSPROT;Acc:Q9NRQ2]
		0.37	-0.51	-0.03	XM_378316	-
FAM161B	C14orf44	-0.23	-0.51	2.98	NM_152445	-
LYNX1	LYNX1	0.29	-0.51	-0.44	NM_177457,NM_177476,NM_177477	Ly-6/neurotoxin-like protein 1 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9BZG9]
		-0.2	-0.51	0.18		7 kDa protein [Source:IPI;Acc:IPI00177651]
	OTUB2_HUMAN	-0.09	-0.51	-0.3	NM_023112	Ubiquitin thiolesterase protein OTUB2 (EC 3.4.-.-) (Otubain 2) (OTU domain-containing ubiquitin aldehyde-binding protein 2) (Ubiquitin- specific processing protease OTUB2) (Deubiquitinating enzyme OTUB2). [Source:Uniprot/SWISSPROT;Acc:Q96DC9]
		-0.19	-0.51	-0.18		similar to germ and embryonic stem cell enriched protein STELLA; stella-like (LOC401611), mRNA [Source:RefSeq_dna;Acc:XM_377033]
CPB2	CPB2	-0.35	-0.51	-0.46		plasma carboxypeptidase B2 isoform b [Source:RefSeq_peptide;Acc:NP_057497]
		0.24	-0.51	0.49	NM_012313,NM_014513	-
		-0.16	-0.51	0.1	NM_001001661	-
APOL1	APOL1	0.64	-0.51	0.08	NM_145343	Apolipoprotein-L1 precursor (Apolipoprotein L-I) (Apolipoprotein L) (ApoL-I) (Apo-L) (ApoL). [Source:Uniprot/SWISSPROT;Acc:O14791]
PGLYRP4	PGLYRP4	0.04	-0.51	0.95	NM_020393	Peptidoglycan recognition protein I-beta precursor (Peptidoglycan recognition protein intermediate beta) (PGRP-I-beta) (PGLYRPIbeta) (Peptidoglycan recognition protein 4) (SBBI67). [Source:Uniprot/SWISSPROT;Acc:Q96LB8]
ALK	ALK	0.14	-0.51	0.41	NM_004304	ALK tyrosine kinase receptor precursor (EC 2.7.1.112) (Anaplastic lymphoma kinase) (CD246 antigen). [Source:Uniprot/SWISSPROT;Acc:Q9UM73]
	Q69YU3_HUMAN	-0.04	-0.51	-0.33		-
	U9166_HUMAN	-0.46	-0.51	-0.22	NM_001007538	Protein UNQ9166/PRO28631 precursor. [Source:Uniprot/SWISSPROT;Acc:Q6UWI4]
RAPH1	RAPH1	-0.09	-0.51	0	NM_025252,NM_213589,NM_203365	Ras association and pleckstrin homology domains 1 isoform 1 [Source:RefSeq_peptide;Acc:NP_998754]
		0.4	-0.51	1.55		Hypothetical protein
		-0.43	-0.51	0.42		Homo sapiens microRNA miR-331 stem-loop
KIAA0513	KIAA0513	0.42	-0.5	0.23	NM_014732	-
ASIC4	ACCN4	-0.08	-0.5	0.17	NM_018674	amiloride-sensitive cation channel 4 isoform 1 [Source:RefSeq_peptide;Acc:NP_061144]
		0.89	-0.5	0.02	NM_153356	TBC1 domain family, member 21 [Source:RefSeq_peptide;Acc:NP_699187]
		-0.07	-0.5	0.48		Non-protein coding transcript
BRD3	BRD3	0.46	-0.5	-0.42	NM_007371	Bromodomain-containing protein 3 (RING3-like protein). [Source:Uniprot/SWISSPROT;Acc:Q15059]
		-0.46	-0.5	-0.25	NM_018142	-
NPEPL1	NPEPL1	0.69	-0.5	0.67	NM_024663	Probable aminopeptidase NPEPL1 (EC 3.4.11.-) (Aminopeptidase-like 1). [Source:Uniprot/SWISSPROT;Acc:Q8NDH3]
	Q8N1X1_HUMAN	-0.16	-0.5	0.98		-
		-0.12	-0.5	0.57	XM_498210,XM_499440	12 kDa protein [Source:IPI;Acc:IPI00479642]
		-0.47	-0.5	-0.3	NM_145203	-
		0	-0.5	0.46	XM_497406	-
ZMYM1	ZMYM1	0.66	-0.5	-0.26	NM_024772	zinc finger, MYM domain containing 1 [Source:RefSeq_peptide;Acc:NP_079048]
		-0.13	-0.5	0.31		35 kDa protein [Source:IPI;Acc:IPI00247806]
DIDO1	C20orf158	0.23	-0.5	0.85	NM_152302	-
		0.85	-0.5	-0.29		-
		-0.3	-0.5	-0.01	NM_015199	-
		0.57	-0.5	0.11	XM_497386	-
EVI5	EVI5	-0.14	-0.5	-0.08	XM_496371,NM_005665	ecotropic viral integration site 5 [Source:RefSeq_peptide;Acc:NP_005656]
RNF32	RNF32	0.43	-0.5	0.43		ring finger protein 32 [Source:RefSeq_peptide;Acc:NP_112198]
SIM1	SIM1	0	-0.5	-0.06	NM_005068	Single-minded homolog 1. [Source:Uniprot/SWISSPROT;Acc:P81133]
BCL10	BCL10	-0.06	-0.5	0.64	NM_003921	B cell lymphoma/leukemia 10 (B-cell CLL/lymphoma 10) (Bcl-10) (CED- 3/ICH-1 prodomain homologous E10-like regulator) (CIPER) (CARD- containing molecule enhancing NFkappaB) (Cellular homolog of vCARMEN) (cCARMEN) (Mammalian CARD-containing adapter molecule
		0.67	-0.5	-0.29	NM_019066	-
		0.84	-0.5	0.24	XM_496889,XM_499312	-
		-0.35	-0.5	-0.36	NM_025075	-
STX12	STX12	-0.14	-0.5	-0.11	NM_177424	Syntaxin-12. [Source:Uniprot/SWISSPROT;Acc:Q86Y82]
IBTK	IBTK	-0.14	-0.5	-0.43	NM_015525	inhibitor of Brutons tyrosine kinase [Source:RefSeq_peptide;Acc:NP_056340]
	Q7RTU7_HUMAN	-0.05	-0.5	-0.35		Class II bHLH protein scleraxis. [Source:Uniprot/SPTREMBL;Acc:Q7RTU7]
