Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	FFPE FD	FFPE p value	FF FD	FF p value
206826_at	peripheral myelin protein 2	PMP2	chr8q21.3-q22.1	+1.14076371586842	0.960760411	+3.42238010273041	0.000520305
206941_x_at	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	SEMA3E	chr7q21.11	+1.14076371586842	0.482693198	+17.3276007284148	1.07847E-08
206942_s_at	pro-melanin-concentrating hormone	PMCH	chr12q23-q24	+1.69349062472505	0.015970364	+3.10587550000416	3.26572E-05
207002_s_at	pleiomorphic adenoma gene-like 1	PLAGL1	chr6q24-q25	+1.18099266142953	0.081053269	+2.68514500556053	0.000399283
207013_s_at	matrix metallopeptidase 16 (membrane-inserted)	MMP16	chr8q21	+1.18920711500272	0.642004584	+3.82378127037497	4.16576E-05
207031_at	NK3 homeobox 2	NKX3-2	chr4p16.1	+1.15268634679886	0.321032672	+2.79917173119039	0.001483452
207120_at	zinc finger protein 667	ZNF667	chr19q13.43	+1.25266443862413	0.269796135	+2.21146130664054	5.49641E-05
207149_at	cadherin 12, type 2 (N-cadherin 2)	CDH12	chr5p14-p13	+2.0491136460656	0.040254442	+15.9446442052459	6.14391E-05
207230_at	Cdon homolog (mouse)	CDON	chr11q23-q24	+1.23541863712693	0.247505937	+2.43682052735038	2.32003E-05
207290_at	plexin A2	PLXNA2	chr1q32.2	+1.38031735339663	0.069899351	+3.27160823423112	0.000510144
207302_at	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)	SGCG	chr13q12	+1.75321144263207	0.208216939	+3.91768119034771	0.001370161
207308_at	solute carrier organic anion transporter family, member 1A2	SLCO1A2	chr12p12	+1.50524674741107	0.064797029	+3.02094517112565	0.000122305
207345_at	follistatin	FST	chr5q11.2	+1.11728713807222	0.409058551	+6.520578659221	3.62343E-07
207352_s_at	gamma-aminobutyric acid (GABA) A receptor, beta 2	GABRB2	chr5q34	+1.15668818390529	0.283241869	+2.24233215605702	0.000117268
207382_at	tumor protein p63	TP63	chr3q28	+1.01045144648676	0.784005045	+2.25792880961226	0.000642587
207397_s_at	homeobox D13	HOXD13	chr2q31.1	+1.18920711500272	0.560177706	+7.06162397032524	8.45261E-05
207437_at	neuro-oncological ventral antigen 1	NOVA1	chr14q	+1.02811382665607	0.729955229	+4.37717480504296	0.000627804
207558_s_at	paired-like homeodomain 2	PITX2	chr4q25-q27	+1.03526492384138	0.405086401	+5.52126941358652	7.27082E-07
207590_s_at	centromere protein I	CENPI	chrXq22.1	+1.71713087287551	0.024213876	+2.12874036490672	0.001662811
207661_s_at	SH3 and PX domains 2A	SH3PXD2A	chr10q24.33	+1.20163604952685	0.36986063	+2.43682052735038	0.00845242
207679_at	paired box 3	PAX3	chr2q35-q37|2q35	+3.41053956707183	0.039055132	+11.4716419841266	0.000122701
207680_x_at	paired box 3	PAX3	chr2q35-q37|2q35	+1.49484924863494	0.151753887	+2.25792880961226	0.005369586
207746_at	polymerase (DNA directed), theta	POLQ	chr3q13.33	+1.31494276020507	0.17930172	+2.18101546533052	0.000368965
207789_s_at	dipeptidyl-peptidase 6	DPP6	chr7q36.2	+1.65863909162888	0.021613191	+2.89788430910976	0.000918302
207793_s_at	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	EPB41	chr1p33-p32	+1.16070391438372	0.466591831	+2.17346972505212	0.001803969
207877_s_at	nuclear VCP-like	NVL	chr1q41-q42.2	+1.01045144648676	0.698383867	+2.09216987958506	0.005294467
207943_x_at	pleiomorphic adenoma gene-like 1	PLAGL1	chr6q24-q25	+1.30585978708892	0.151138844	+2.59367910930202	2.6018E-06
207990_x_at	acrosomal vesicle protein 1	ACRV1	chr11q23-q24	+1.0034717485095	0.36358477	+2.07052984768275	0.000514802
208013_s_at	acrosomal vesicle protein 1	ACRV1	chr11q23-q24	+1.32868581409651	0.080360042	+2.15845647300885	0.006417206
208123_at	potassium voltage-gated channel, Shab-related subfamily, member 2	KCNB2	chr8q13.2	+1.10190511587661	0.346497226	+2.32946717293691	3.7842E-05
208159_x_at	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	DDX11	chr12p11	+2.03495938420537	0.050911025	+6.72717132202972	0.005175232
208178_x_at	triple functional domain (PTPRF interacting)	TRIO	chr5p15.1-p14	+1.45397251732031	0.178814954	+3.78423058690238	0.004230618
208180_s_at	histone cluster 1, H4h	HIST1H4H	chr6p21.3	+1.1328838852958	0.292514846	+2.54030196507758	0.002502737
208243_s_at	cannabinoid receptor 1 (brain)	CNR1	chr6q14-q15	+1.21419488439505	0.576308756	+26.172865873849	0.002531768
208271_at	poly(A) polymerase beta (testis specific)	PAPOLB	chr7p22.1	+1.05701804056138	0.954539622	+3.43426174575102	2.21385E-06
208334_at	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4	NDST4	chr4q25-q26	+1.16070391438372	0.327042653	+2.65737162819302	0.000219078
208425_s_at	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	TANC2	chr17q23.3	+1.44894215455488	0.021807187	+2.32946717293691	0.001897956
208430_s_at	dystrobrevin, alpha	DTNA	chr18q12	+1.6993699982773	0.028939809	+3.08442165081588	0.001378818
208453_s_at	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	XPNPEP1	chr10q25.3	+1.20999408921929	0.579815018	+2.74156560995941	0.00909231
208493_at	homeobox A11	HOXA11	chr7p15-p14	+1.23114441334492	0.109599202	+2.30537269359773	0.003215471
208496_x_at	histone cluster 1, H3g	HIST1H3G	chr6p21.3	+1.27456062731926	0.354938882	+8.31087282638131	0.001743563
208506_at	histone cluster 1, H3f	HIST1H3F	chr6p22.1	+1.27898558127743	0.484148108	+7.49017797947594	0.003883455
208547_at	histone cluster 1, H2bb	HIST1H2BB	chr6p21.3	+1.29235283063749	0.218283744	+5.48313121991881	8.642E-05
208569_at	histone cluster 1, H2ab	HIST1H2AB	chr6p21.3	+1.88556907183648	0.021535355	+5.67649342480153	0.000491451
208571_at	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A /// acidic (leucine-rich) nuclear phosphoprotein 32 family, member D /// acidic (leucine-rich) nuclear phosphoprotein 32 family, member C /// hepatopoietin PCn127	ANP32A /// ANP32C /// ANP32D /// LOC723972	chr12q13.11 /// chr15q14 /// chr15q22.3-q23 /// chr4q32.3	+1.14472416059868	0.666143135	+2.03495938420537	0.000448951
208576_s_at	histone cluster 1, H3b	HIST1H3B	chr6p21.3	+1.86606598307361	0.026769831	+12.5969276251072	2.49116E-06
208577_at	histone cluster 1, H3c	HIST1H3C	chr6p21.3	+1.98618499087407	0.051250088	+7.38705848583515	0.000435338
208580_x_at	histone cluster 1, H4k /// histone cluster 1, H4j	HIST1H4J /// HIST1H4K	chr6p22-p21.3	+1.4742692172911	0.07158746	+2.70382166605625	0.009024172
208583_x_at	histone cluster 1, H2aj	HIST1H2AJ	chr6p22-p21.3	+2.54030196507758	0.014282689	+6.12623198837753	0.000684055
208644_at	poly (ADP-ribose) polymerase family, member 1 /// similar to Poly [ADP-ribose] polymerase-1 (PARP-1) (ADPRT) (NAD(+) ADP-ribosyltransferase-1) (Poly[ADP-ribose] synthetase-1)	LOC649459 /// PARP1	chr1q41-q42	+1.56373928625719	0.071617209	+2.54030196507758	0.000373229
208646_at	ribosomal protein S14 /// similar to ribosomal protein S14	MGC87895 /// RPS14	chr1p36.13 /// chr5q31-q33	+1.14472416059868	0.493714301	+2.18858740252148	0.00739161
208698_s_at	non-POU domain containing, octamer-binding	NONO	chrXq13.1	+1.08673486252606	0.647913334	+2.74156560995941	0.00387185
208856_x_at	ribosomal protein, large, P0	RPLP0	chr12q24.2	+1.10190511587661	0.262179505	+2.80888975147599	0.001384334
208930_s_at	interleukin enhancer binding factor 3, 90kDa	ILF3	chr19p13.2	+1.16473358646846	0.527103474	+2.86791049603165	0.009757983
208940_at	Selenophosphate synthetase 1	SEPHS1	chr10p14	+1.53687518128801	0.07607633	+4.11245530662426	0.00133667
208962_s_at	fatty acid desaturase 1	FADS1	chr11q12.2-q13.1	+1.6077019814863	0.16210155	+2.88785839104499	0.006587811
209012_at	triple functional domain (PTPRF interacting)	TRIO	chr5p15.1-p14	+1.05336103595484	0.303056184	+3.71921977045265	1.93093E-06
209026_x_at	tubulin, beta	TUBB	chr6p21.33	+1.9251888862035	0.044971036	+4.24275096547287	0.001075964
209035_at	midkine (neurite growth-promoting factor 2)	MDK	chr11p11.2	+1.04971668362307	0.531967507	+3.78423058690238	0.001630475
209050_s_at	ral guanine nucleotide dissociation stimulator	RALGDS	chr9q34.3	+1.03526492384138	0.93355195	+2.03495938420537	0.004165813
209080_x_at	glutaredoxin 3	GLRX3	chr10q26	+1.30134185544193	0.176734428	+2.04202425141439	0.001810345
209121_x_at	nuclear receptor subfamily 2, group F, member 2	NR2F2	chr15q26	+1.35660432744767	0.2011413	+2.29739670999407	0.00230076
209128_s_at	squamous cell carcinoma antigen recognized by T cells 3	SART3	chr12q24.1	+1.23541863712693	0.089829558	+2.10672207190967	0.000556136
209197_at	synaptotagmin XI	SYT11	chr1q21.2	+1.06068774136822	0.245573831	+2.05622765331213	0.001599472
209220_at	glypican 3	GPC3	chrXq26.1	+2.21146130664054	0.033747663	+3.9041270431049	0.006503713
209228_x_at	tumor suppressor candidate 3	TUSC3	chr8p22	+1.34723357686569	0.023282109	+2.09943336724613	1.56838E-05
209242_at	paternally expressed 3	PEG3	chr19q13.4	+1.45397251732031	0.036713097	+8.11167583832023	0.00031866
209243_s_at	paternally expressed 3	PEG3	chr19q13.4	+1.79626474576787	0.298299339	+11.7941537383288	0.001053603
209318_x_at	pleiomorphic adenoma gene-like 1	PLAGL1	chr6q24-q25	+1.09050773266526	0.266876762	+2.9690471412581	9.99574E-08
209408_at	kinesin family member 2C	KIF2C	chr1p34.1	+1.16877724856125	0.100523548	+4.28709385014517	1.48731E-07
209419_at	THO complex 5	THOC5	chr22q12.2	+1.23114441334492	0.052569749	+2.30537269359773	0.001213966
209464_at	aurora kinase B	AURKB	chr17p13.1	+1.14869835499704	0.151422768	+3.50642288526414	4.98108E-05
209518_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	SMARCD1	chr12q13-q14	+1.5965967727133	0.011037164	+2.12874036490672	0.004890052
209524_at	hepatoma-derived growth factor, related protein 3	HDGFRP3	chr15q25.2	+1.91852823865053	0.028944184	+2.54912125463852	0.000789424
209541_at	insulin-like growth factor 1 (somatomedin C)	IGF1	chr12q22-q23	+1.03168317930136	0.858133625	+3.61751751024435	0.001037588
209591_s_at	bone morphogenetic protein 7 (osteogenic protein 1)	BMP7	chr20q13	+1.19747870461893	0.084639162	+2.59367910930202	0.000148365
209642_at	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	BUB1	chr2q14	+1.53687518128801	0.064506141	+4.72397064571812	9.23643E-07
209680_s_at	kinesin family member C1	KIFC1	chr6p21.3	+1.9656411970905	0.01194507	+2.97935492624541	0.000817372
209692_at	eyes absent homolog 2 (Drosophila)	EYA2	chr20q13.1	+1.16473358646846	0.80064447	+10.1260527517622	4.25509E-06
209725_at	UTP20, small subunit (SSU) processome component, homolog (yeast) /// similar to Down-regulated in metastasis protein (Key-1A6 protein) (Novel nucleolar protein 73) (NNP73)	LOC653877 /// UTP20	chr12q23	+1.28788162950983	0.148279565	+2.64817782079079	0.006023309
209863_s_at	tumor protein p63	TP63	chr3q28	+1.07549439045738	0.779592332	+2.07052984768275	0.004633844
209883_at	glycosyltransferase 25 domain containing 2	GLT25D2	chr1q25	+1.63580411711556	0.034056658	+13.6421582682873	1.43697E-06
209888_s_at	myosin, light chain 1, alkali; skeletal, fast	MYL1	chr2q33-q34	+1.14076371586842	0.44495971	+30.1691051493837	1.06161E-08
209897_s_at	slit homolog 2 (Drosophila)	SLIT2	chr4p15.2	+1.08297504552592	0.456959736	+3.20427951035849	0.002148916
209908_s_at	transforming growth factor, beta 2	TGFB2	chr1q41	+1.80250092522166	0.429079279	+3.94493081797344	0.002951372
209909_s_at	transforming growth factor, beta 2	TGFB2	chr1q41	+1.67017583885674	0.279726524	+7.26015324253728	0.00018286
209915_s_at	neurexin 1	NRXN1	chr2p16.3	+1.641483217621	0.064908011	+7.01284577052828	0.00163528
209968_s_at	neural cell adhesion molecule 1	NCAM1	chr11q23.1	+2.73208051350879	0.02724501	+5.8360813769607	0.000600603
210094_s_at	par-3 partitioning defective 3 homolog (C. elegans)	PARD3	chr10p11.22-p11.21	+1.23114441334492	0.050995908	+2	0.000770958
210250_x_at	adenylosuccinate lyase	ADSL	chr22q13.1|22q13.2	+1.2834258975629	0.074628496	+2.02791895958006	0.006977349
210261_at	potassium channel, subfamily K, member 2	KCNK2	chr1q41	+1.3332986770912	0.072700954	+9.88334909701543	6.42713E-10
210329_s_at	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	SGCD	chr5q33-q34	+1.3240889103954	0.233410531	+2.46228882668983	0.001590947
210387_at	histone cluster 1, H2bg	HIST1H2BG	chr6p21.3	+1.12505848468881	0.886510732	+2.16595009105185	0.005078897
210416_s_at	CHK2 checkpoint homolog (S. pombe)	CHEK2	chr22q11|22q12.1	+1.03526492384138	0.564341047	+2.12137548273643	0.001430407
210454_s_at	potassium inwardly-rectifying channel, subfamily J, member 6	KCNJ6	chr21q22.1|21q22.13-q22.2	+1.0034717485095	0.989065872	+2.44528055538414	1.80206E-05
210470_x_at	non-POU domain containing, octamer-binding	NONO	chrXq13.1	+1.23970769993899	0.295046334	+2.67585510957222	0.001548815
210554_s_at	C-terminal binding protein 2	CTBP2	chr10q26.13	+1.36131411649947	0.332171966	+2.18858740252148	0.009479373
210572_at	protocadherin alpha 2	PCDHA2	chr5q31	+1.50003898928582	0.042873976	+2.30537269359773	0.001075375
210581_x_at	POZ (BTB) and AT hook containing zinc finger 1	PATZ1	chr22q12.2	+1.06068774136822	0.830014563	+2.12874036490672	0.004518452
210674_s_at	protocadherin alpha 9 /// protocadherin alpha subfamily C, 2 /// protocadherin alpha subfamily C, 1 /// protocadherin alpha 13 /// protocadherin alpha 12 /// protocadherin alpha 11 /// protocadherin alpha 10 /// protocadherin alpha 8 /// protocadherin alpha 7 /// protocadherin alpha 6 /// protocadherin alpha 5 /// protocadherin alpha 4 /// protocadherin alpha 3 /// protocadherin alpha 2 /// protocadherin alpha 1	PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2	chr5q31	+1.93857963387013	0.095112314	+3.1931935454266	0.00062394
210736_x_at	dystrobrevin, alpha	DTNA	chr18q12	+1.78385703884019	0.014954231	+3.74508898973797	0.000141579
210821_x_at	centromere protein A	CENPA	chr2p24-p21	+1.12116607802851	0.446963691	+2.62988552041014	0.002104548
210835_s_at	C-terminal binding protein 2	CTBP2	chr10q26.13	+1.27456062731926	0.056895687	+2.27363394647203	0.000442602
210868_s_at	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	ELOVL6	chr4q25	+1.34257250278026	0.026210865	+2.58470566127498	2.29831E-05
210872_x_at	growth arrest-specific 7	GAS7	chr17p13.1	+1.4439291955225	0.0991481	+2.5227548176625	0.000614219
210880_s_at	embryonal Fyn-associated substrate	EFS	chr14q11.2-q12	+1.30585978708892	0.134011194	+2.16595009105185	0.002512796
210881_s_at	insulin-like growth factor 2 (somatomedin A) /// INS-IGF2	IGF2 /// INS-IGF2	chr11p15.5	+1.82133966718396	0.011594093	+14.5707173374716	1.11732E-05
210933_s_at	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)	FSCN1	chr7p22	+1.72907446261573	0.026692214	+4.64281565753488	0.001073244
210948_s_at	lymphoid enhancer-binding factor 1	LEF1	chr4q23-q25	+2.07052984768276	0.016243165	+3.37526318452007	0.003134932
210957_s_at	AF4/FMR2 family, member 2	AFF2	chrXq28	+1.22264027769207	0.164344019	+6.91629785046292	7.20962E-05
210963_s_at	glycogenin 2	GYG2	chrXp22.3	+1.27898558127743	0.128445089	+3.42238010273041	0.00034792
210973_s_at	fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	FGFR1	chr8p11.2-p11.1	+1.42899413974109	0.180201116	+3.16016524745351	0.002477931
210990_s_at	laminin, alpha 4	LAMA4	chr6q21	+1.41912335620038	0.25605865	+3.94493081797344	0.006735466
211039_at	cholinergic receptor, nicotinic, alpha 1 (muscle)	CHRNA1	chr2q24-q32	+1.0034717485095	0.320986991	+3.44618463884807	1.11674E-05
211058_x_at	tubulin, alpha 1b	TUBA1B	chr12q13.12	+1.24401165329847	0.53618645	+2.41161565538152	0.006569971
211067_s_at	growth arrest-specific 7	GAS7	chr17p13.1	+1.4142135623731	0.101236038	+2.64817782079079	0.001870719
211072_x_at	tubulin, alpha 1b	TUBA1B	chr12q13.12	+1.16070391438372	0.350575823	+2.47941539987797	0.005767244
211080_s_at	NIMA (never in mitosis gene a)-related kinase 2	NEK2	chr1q32.2-q41	+1.29235283063749	0.10785092	+8.13983753682149	2.85853E-08
211162_x_at	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	chr10q23-q24	+1.31494276020507	0.063370538	+3.83705647730106	1.26742E-05
211164_at	EPH receptor A3	EPHA3	chr3p11.2	+1.65290063630842	0.044262058	+18.8958825828725	2.90459E-07
211173_at	cholecystokinin A receptor	CCKAR	chr4p15.1-p15.2	+1.50003898928582	0.107983723	+5.42641730979069	1.35557E-06
211318_s_at	RAE1 RNA export 1 homolog (S. pombe)	RAE1	chr20q13.31	+1.10956947206784	0.357481586	+2.07052984768276	0.000946567
211349_at	solute carrier family 15 (oligopeptide transporter), member 1	SLC15A1	chr13q33-q34	+2.81864151028404	0.024566574	+4.59479341998814	0.00101602
211480_s_at	solute carrier organic anion transporter family, member 1A2	SLCO1A2	chr12p12	+1.56373928625719	0.283866691	+17.9386572484561	0.000101429
211519_s_at	kinesin family member 2C	KIF2C	chr1p34.1	+1.16070391438372	0.357800405	+2.80888975147599	0.003581664
211623_s_at	fibrillarin	FBL	chr19q13.1	+1.2834258975629	0.119212019	+2.41998817843858	0.001275696
211701_s_at	trophinin	TRO	chrXp11.22-p11.21	+1.01747969210269	0.295715463	+2.0491136460656	0.001508712
211708_s_at	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	chr10q23-q24	+1.61888443309482	0.015154718	+3.78423058690238	3.93508E-05
211714_x_at	tubulin, beta	TUBB	chr6p21.33	+1.9251888862035	0.057063818	+4.27226163219141	0.001755333
211720_x_at	ribosomal protein, large, P0	RPLP0	chr12q24.2	+1.404444875738	0.039020382	+2.74156560995941	0.00248972
211767_at	GINS complex subunit 4 (Sld5 homolog)	GINS4	chr8p11.21	+1.17283494923188	0.258915622	+2.04202425141439	9.97353E-06
211783_s_at	metastasis associated 1	MTA1	chr14q32.3	+1.19333574303172	0.386207436	+3.138336391587	0.000286183
211874_s_at	MYST histone acetyltransferase (monocytic leukemia) 4	MYST4	chr10q22.2	+1.40932075514202	0.060962844	+2.37018554188316	0.003799018
211952_at	RAN binding protein 5	RANBP5	chr13q32.2	+1.53687518128801	0.049268657	+2.1961856275741	0.000757681
211955_at	RAN binding protein 5	RANBP5	chr13q32.2	+1.60213975517924	0.015969789	+2.06336635860272	0.000347646
211972_x_at	ribosomal protein, large, P0	RPLP0	chr12q24.2	+1.57461595313841	0.094532032	+2.77021893622185	0.002411744
212013_at	peroxidasin homolog (Drosophila)	PXDN	chr2p25	+1.38031735339663	0.343966232	+2.89788430910976	0.009432457
212021_s_at	antigen identified by monoclonal antibody Ki-67	MKI67	chr10q25-qter	+1.30585978708892	0.036362592	+6.14750072515205	4.30728E-06
212104_s_at	RNA binding motif protein 9	RBM9	chr22q13.1	+1.81503831063432	0.017439407	+2.68514500556053	0.003130266
212113_at	hypothetical LOC552889	LOC552889	chr12q21	+1.24401165329847	0.179689401	+2.47941539987797	0.004917826
212233_at	microtubule-associated protein 1B	MAP1B	chr5q13	+1.44894215455488	0.4328716	+2.28152743173685	0.004774052
212279_at	transmembrane protein 97	TMEM97	chr17q11.2	+1.24401165329847	0.035271826	+3.63007662126864	7.74676E-07
212281_s_at	transmembrane protein 97	TMEM97	chr17q11.2	+1.97931331283041	0.031484771	+2.90794503464062	0.004568466
212282_at	transmembrane protein 97	TMEM97	chr17q11.2	+1.69349062472506	0.043626277	+3.14923190627682	0.002083673
212385_at	transcription factor 4	TCF4	chr18q21.1	+1.69349062472506	0.051461551	+2.33755449712249	0.009456522
212424_at	programmed cell death 11	PDCD11	chr10q24.33	+1.19747870461893	0.486856028	+2.49666109780322	0.003834914
212452_x_at	MYST histone acetyltransferase (monocytic leukemia) 4	MYST4	chr10q22.2	+1.29235283063749	0.048654152	+2.49666109780322	0.002643136
212520_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	SMARCA4	chr19p13.2	+1.26137740883125	0.042595182	+3.28296643524199	8.3571E-05
