Ensembl ID	External gene Id	Chr	Gene start (bp)	MYC-binding sites
ENSG00000213524	AC_116407.1	17	30438577	0
ENSG00000214708	AC_090616.2	17	30468245	0
ENSG00000126858	RHOT1	17	30469473	0
ENSG00000141314	RHBDL3	17	30593195	0
ENSG00000010244	ZNF207	17	30677150	0
ENSG00000246715	AC_005899.2	17	30748305	0
ENSG00000108671	PSMD11	17	30771502	0
ENSG00000202100	Y_RNA	17	30790392	0
ENSG00000176658	MYO1D	17	30819628	0
ENSG00000250818	AC_025211.1	17	30831585	0
ENSG00000242994	AC_025211.2	17	30919113	0
ENSG00000226377	AC_084809.2	17	31203777	0
ENSG00000236377	AC_084809.3	17	31232680	0
ENSG00000006042	TMEM98	17	31254928	0
ENSG00000141316	SPACA3	17	31318887	0
ENSG00000108684	ACCN1	17	31340105	0
ENSG00000221699	AC_024610.1	17	32201337	0
ENSG00000226049	AC_123769.1	17	32364706	0
ENSG00000252370	5S_rRNA	17	32447075	0
ENSG00000108691	CCL2	17	32582313	0
ENSG00000108688	CCL7	17	32597240	0
ENSG00000172156	CCL11	17	32612761	0
ENSG00000108700	CCL8	17	32646055	0
ENSG00000181374	CCL13	17	32683471	0
ENSG00000108702	CCL1	17	32687399	0
ENSG00000241638	AC_011193.1	17	32706136	0
ENSG00000225582	AC_011193.1	17	32806331	0
ENSG00000197322	C17orf102	17	32901142	0
ENSG00000181291	TMEM132E	17	32907942	0
ENSG00000198783	ZNF830	17	33288549	0
ENSG00000224113	AC_004223.2	17	33332275	0
ENSG00000092871	RFFL	17	33333009	0
ENSG00000238858	snoU13	17	33381407	0
ENSG00000243423	RP5-837J1.1	17	33403756	0
ENSG00000253084	U6	17	33420928	0
ENSG00000252328	Vault	17	33424579	0
ENSG00000073598	FNDC8	17	33448650	0
ENSG00000164729	AMAC1	17	33519539	0
ENSG00000247843	AC_022916.2	17	33558469	0
ENSG00000166750	SLFN5	17	33570086	0
ENSG00000172716	SLFN11	17	33677324	0
ENSG00000172123	SLFN12	17	33738079	0
ENSG00000154760	SLFN13	17	33762115	0
ENSG00000213508	AC_015911.1	17	33786904	0
ENSG00000205045	SLFN12L	17	33801926	0
ENSG00000236320	SLFN14	17	33875144	0
ENSG00000242660	RP11-1094M14.1	17	33893536	0
ENSG00000108733	PEX12	17	33897849	0
ENSG00000207297	snoZ30	17	33900676	0
ENSG00000245181	AC_004134.1	17	34006411	0
ENSG00000239520	RP1-161P9.1	17	34046907	0
ENSG00000141150	RASL10B	17	34058679	0
ENSG00000132139	GAS2L2	17	34071530	0
ENSG00000129270	MMP28	17	34092876	0
ENSG00000245021	AC_015849.3	17	34151781	0
ENSG00000172653	C17orf66	17	34181955	0
ENSG00000237805	AC_015849.2	17	34195971	0
ENSG00000161570	CCL5	17	34198495	0
ENSG00000241628	AC_015849.1	17	34215778	0
ENSG00000223255	7SK	17	34216562	0
ENSG00000248695	AC_015849.4	17	34220711	0
ENSG00000187456	RDM1	17	34245070	0
ENSG00000161572	LYZL6	17	34261548	0
ENSG00000161573	CCL16	17	34303529	0
ENSG00000213494	CCL14	17	34310327	0
ENSG00000161574	CCL15	17	34310692	0
ENSG00000251502	AC_004675.1	17	34312626	0
ENSG00000167236	CCL23	17	34340097	0
ENSG00000006074	CCL18	17	34391640	0
ENSG00000224298	AC_069363.1	17	34408992	0
ENSG00000006075	CCL3	17	34415602	0
ENSG00000129277	CCL4	17	34431220	0
ENSG00000224226	TBC1D3B	17	34492877	0
ENSG00000205021	CCL3L1	17	34522271	0
ENSG00000205020	CCL4L1	17	34538310	0
ENSG00000251100	AC_131056.1	17	34575460	0
ENSG00000234972	TBC1D3C	17	34580902	0
ENSG00000197262	CCL4L2	17	34639793	0
ENSG00000242384	TBC1D3H	17	34746125	0
ENSG00000201792	U6	17	34773400	0
ENSG00000161583	TBC1D3G	17	34797172	0
ENSG00000252912	5S_rRNA	17	34847043	0
ENSG00000141140	MYO19	17	34851488	0
ENSG00000249827	AC_126327.4	17	34897577	0
ENSG00000245538	AC_126327.1	17	34897582	0
ENSG00000236002	CTB-75G16.1	17	34930301	0
ENSG00000108272	DHRS11	17	34948312	0
ENSG00000132130	LHX1	17	35294499	0
ENSG00000239581	RP11-19G24.1	17	35497536	0
ENSG00000242429	RP11-19G24.2	17	35519530	0
ENSG00000250985	AC_068400.1	17	35650484	0
ENSG00000108264	TADA2A	17	35766965	0
ENSG00000006114	SYNRG	17	35874900	0
ENSG00000141141	DDX52	17	35969826	0
ENSG00000108753	HNF1B	17	36046434	0
ENSG00000237184	AC_091199.1	17	36158869	0
ENSG00000224974	AC_113211.1	17	36202573	0
ENSG00000201283	U6	17	36267501	0
ENSG00000185128	TBC1D3	17	36283960	0
ENSG00000197681	AC_183087.2	17	36337528	0
ENSG00000174093	AC_183087.1	17	36351803	0
ENSG00000207212	Y_RNA	17	36387075	0
ENSG00000174100	MRPL45	17	36452990	0
ENSG00000188888	GPR179	17	36481493	0
ENSG00000228576	AC_124789.1	17	36606675	0
ENSG00000017373	SRCIN1	17	36686259	0
ENSG00000230055	CISD3	17	36886510	0
ENSG00000200115	5S_rRNA	17	36888055	0
ENSG00000056661	PCGF2	17	36890150	0
ENSG00000252278	U6	17	36911532	0
ENSG00000214556	C17orf98	17	36991339	0
ENSG00000252699	SNORA21	17	37007777	0
ENSG00000199293	SNORA21	17	37009116	0
ENSG00000244086	CTD-2303K11.1	17	37011567	0
ENSG00000214553	AC_091178.1	17	37186159	0
ENSG00000161381	PLXDC1	17	37219556	0
ENSG00000222494	AC_091178.1	17	37237318	0
ENSG00000141748	ARL5C	17	37313147	0
ENSG00000067191	CACNB1	17	37330054	0
ENSG00000141750	STAC2	17	37366789	0
ENSG00000223399	AC_015910.1	17	37393830	0
ENSG00000108306	FBXL20	17	37416848	0
ENSG00000223091	U6	17	37638739	0
ENSG00000222777	U6	17	37702357	0
ENSG00000171532	NEUROD2	17	37760021	0
ENSG00000131771	PPP1R1B	17	37783179	0
ENSG00000131748	STARD3	17	37793318	0
ENSG00000173991	TCAP	17	37816848	0
ENSG00000141744	PNMT	17	37824234	0
ENSG00000161395	PGAP3	17	37827376	0
ENSG00000141736	ERBB2	17	37844393	0
ENSG00000141741	C17orf37	17	37885409	0
ENSG00000141738	GRB7	17	37894187	0
ENSG00000226117	AC_079199.2	17	37995622	0
ENSG00000186075	ZPBP2	17	38024469	0
ENSG00000073605	GSDMB	17	38060848	0
ENSG00000172057	ORMDL3	17	38077294	0
ENSG00000204913	AC_090844.1	17	38097777	0
ENSG00000167914	GSDMA	17	38119226	0
ENSG00000108342	CSF3	17	38171614	0
ENSG00000008838	MED24	17	38175350	0
ENSG00000246237	AC_102799.1	17	38175382	0
ENSG00000238793	SNORD124	17	38183795	0
ENSG00000126351	THRA	17	38219063	0
ENSG00000239422	AC_068669.3	17	38238933	0
ENSG00000188895	MSL1	17	38278790	0
ENSG00000221555	AC_068669.2	17	38306389	0
ENSG00000108352	RAPGEFL1	17	38333309	0
ENSG00000171475	WIPF2	17	38375574	0
ENSG00000200735	Y_RNA	17	38399475	0
ENSG00000131759	RARA	17	38465436	0
ENSG00000183153	GJD3	17	38517235	0
ENSG00000213426	AC_080112.1	17	38524194	0
ENSG00000252618	5S_rRNA	17	38530341	0
ENSG00000131747	TOP2A	17	38544768	0
ENSG00000222881	Y_RNA	17	38547484	0
ENSG00000240125	RP11-58O9.1	17	38595719	0
ENSG00000141753	IGFBP4	17	38599713	0
ENSG00000131746	TNS4	17	38632080	0
ENSG00000073584	SMARCE1	17	38781214	0
ENSG00000245667	AC_073508.1	17	38804774	0
ENSG00000213424	KRT222	17	38810917	0
ENSG00000224244	AC_090283.3	17	38843290	0
ENSG00000167916	KRT24	17	38854243	0
ENSG00000229028	AC_090283.1	17	38873487	0
ENSG00000204897	KRT25	17	38904272	0
ENSG00000186393	KRT26	17	38922490	0
ENSG00000171446	KRT27	17	38933060	0
ENSG00000173908	KRT28	17	38948064	0
ENSG00000186395	KRT10	17	38974369	0
ENSG00000167920	TMEM99	17	38975358	0
ENSG00000187242	KRT12	17	39017195	0
ENSG00000171431	KRT20	17	39030852	0
ENSG00000234477	AC_004231.2	17	39077682	0
ENSG00000108244	KRT23	17	39078948	0
ENSG00000196859	KRT39	17	39114669	0
ENSG00000204889	KRT40	17	39133968	0
ENSG00000212899	KRTAP3-3	17	39149686	0
ENSG00000212900	KRTAP3-2	17	39155447	0
ENSG00000226776	AC_007455.9	17	39160733	0
ENSG00000212901	KRTAP3-1	17	39164776	0
ENSG00000221852	KRTAP1-5	17	39182278	0
ENSG00000204887	KRTAP1-4	17	39185929	0
ENSG00000221880	KRTAP1-3	17	39190136	0
ENSG00000188581	KRTAP1-1	17	39196811	0
ENSG00000212725	AC_007455.8	17	39202798	0
ENSG00000214518	KRTAP2-2	17	39210750	0
ENSG00000212724	KRTAP2-1	17	39215492	0
ENSG00000213417	KRTAP2-4	17	39221368	0
ENSG00000237230	AC_100808.10	17	39228198	0
ENSG00000240871	KRTAP4-7	17	39240402	0
ENSG00000204880	KRTAP4-8	17	39253233	0
ENSG00000241241	AC_100808.7	17	39257754	0
ENSG00000212722	KRTAP4-9	17	39261584	0
ENSG00000212721	KRTAP4-14	17	39273433	0
ENSG00000213416	KRTAP4-12	17	39279343	0
ENSG00000198090	KRTAP4-6	17	39295685	0
ENSG00000198271	KRTAP4-5	17	39305178	0
ENSG00000171396	KRTAP4-4	17	39315910	0
ENSG00000196156	KRTAP4-3	17	39323484	0
ENSG00000244537	KRTAP4-2	17	39333698	0
ENSG00000198443	KRTAP4-1	17	39340354	0
ENSG00000251439	AC_006070.12	17	39343196	0
ENSG00000239886	KRTAP9-2	17	39346100	0
ENSG00000240542	KRTAP9-1	17	39346139	0
ENSG00000248807	AC_006070.11	17	39368958	0
ENSG00000198083	KRTAP9-9	17	39382905	0
ENSG00000204873	KRTAP9-3	17	39388723	0
ENSG00000187272	KRTAP9-8	17	39394297	0
ENSG00000241595	KRTAP9-4	17	39405939	0
ENSG00000212659	KRTAP9-6	17	39421591	0
ENSG00000229351	AC_006070.7	17	39427563	0
ENSG00000180386	KRTAP9-7	17	39431911	0
ENSG00000237183	AC_006070.13	17	39436856	0
ENSG00000212658	KRTAP29-1	17	39458078	0
ENSG00000212657	KRTAP16-1	17	39463952	0
ENSG00000186860	KRTAP17-1	17	39471173	0
ENSG00000233014	AC_003958.5	17	39479679	0
ENSG00000108516	AC_003958.6	17	39490884	0
ENSG00000006059	KRT33A	17	39502344	0
ENSG00000131738	KRT33B	17	39519746	0
ENSG00000131737	KRT34	17	39533902	0
ENSG00000094796	KRT31	17	39549976	0
ENSG00000234859	AC_003958.2	17	39558668	0
ENSG00000225438	AC_003958.1	17	39562764	0
ENSG00000108417	KRT37	17	39577005	0
ENSG00000171360	KRT38	17	39593529	0
ENSG00000236473	AC_019349.4	17	39604435	0
ENSG00000108759	KRT32	17	39616063	0
ENSG00000223125	U2	17	39624208	0
ENSG00000197079	KRT35	17	39632941	0
ENSG00000126337	KRT36	17	39642388	0
ENSG00000171401	KRT13	17	39657233	0
ENSG00000229732	AC_019349.5	17	39657235	0
ENSG00000171346	KRT15	17	39669995	0
ENSG00000171345	KRT19	17	39679869	0
ENSG00000226629	AC_019349.2	17	39705858	0
ENSG00000171403	KRT9	17	39722096	0
ENSG00000186847	KRT14	17	39738531	0
ENSG00000186832	KRT16	17	39766030	0
ENSG00000128422	KRT17	17	39775689	0
ENSG00000214514	KRT42P	17	39782579	0
ENSG00000184502	GAST	17	39868578	0
ENSG00000201920	5S_rRNA	17	39874406	0
ENSG00000239542	AC_109319.2	17	39886379	0
ENSG00000173801	JUP	17	39910856	0
ENSG00000141696	AC_130686.6	17	39958199	0
ENSG00000141756	FKBP10	17	39968962	0
ENSG00000141698	NT5C3L	17	39981433	0
ENSG00000161594	KLHL10	17	39991937	0
ENSG00000204815	TTC25	17	40086898	0
ENSG00000173786	CNP	17	40118759	0
ENSG00000247918	AC_125257.1	17	40119785	0
ENSG00000168256	NKIRAS2	17	40169038	0
ENSG00000248181	AC_105024.1	17	40173596	0
ENSG00000187595	ZNF385C	17	40177594	0
ENSG00000197723	HSPB9	17	40274835	0
ENSG00000108774	RAB5C	17	40276998	0
ENSG00000236194	AC_003104.1	17	40423352	0
ENSG00000126561	STAT5A	17	40439565	0
ENSG00000221020	AC_107993.1	17	40551027	0
ENSG00000177469	PTRF	17	40554467	0
ENSG00000238704	U7	17	40592216	0
ENSG00000033627	ATP6V0A1	17	40610862	0
ENSG00000108785	HSD17B1P1	17	40698782	0
ENSG00000068120	COASY	17	40714092	0
ENSG00000131470	PSMC3IP	17	40724329	0
ENSG00000141699	FAM134C	17	40731540	0
ENSG00000131462	TUBG1	17	40761694	0
ENSG00000037042	TUBG2	17	40811266	0
ENSG00000068137	PLEKHH3	17	40819937	0
ENSG00000108797	CNTNAP1	17	40834632	0
ENSG00000239671	CTD-3193K9.1	17	40866317	0
ENSG00000197291	AC_100793.1	17	40905951	0
ENSG00000131477	RAMP2	17	40913205	0
ENSG00000131475	VPS25	17	40925454	0
ENSG00000126562	WNK4	17	40932696	0
ENSG00000183978	CCDC56	17	40949653	0
ENSG00000176563	CNTD1	17	40950854	0
ENSG00000126581	BECN1	17	40962150	0
ENSG00000131480	AOC2	17	40996609	0
ENSG00000131471	AOC3	17	41003201	0
ENSG00000213373	AC_100793.2	17	41026687	0
ENSG00000252039	U6	17	41043355	0
ENSG00000131482	G6PC	17	41052815	0
ENSG00000200510	Y_RNA	17	41084865	0
ENSG00000212149	SNORA40	17	41092592	0
ENSG00000198863	RUNDC1	17	41132582	0
ENSG00000200127	Y_RNA	17	41149933	0
ENSG00000068079	IFI35	17	41158769	0
ENSG00000108828	VAT1	17	41166622	0
ENSG00000108830	RND2	17	41177258	0
ENSG00000012048	BRCA1	17	41196312	0
ENSG00000240828	CTD-3199J23.2	17	41231319	0
ENSG00000198496	NBR2	17	41277609	0
ENSG00000251344	AC_135721.1	17	41300388	0
ENSG00000248253	AC_060780.1	17	41316200	0
ENSG00000188554	NBR1	17	41322498	0
ENSG00000184988	TMEM106A	17	41363894	0
ENSG00000236383	AC_109326.1	17	41368960	0
ENSG00000243582	AC_087650.5	17	41445276	0
ENSG00000188825	AC_087650.8	17	41448762	0
ENSG00000204733	AC_087650.1	17	41463231	0
ENSG00000222944	U2	17	41464594	0
ENSG00000252882	U6	17	41473361	0
ENSG00000175906	ARL4D	17	41476353	0
ENSG00000251763	U6	17	41489795	0
ENSG00000252589	hsa-mir-2117	17	41522174	0
ENSG00000252279	U6	17	41522875	0
ENSG00000252729	U6	17	41550953	0
ENSG00000237888	AC_087650.1	17	41553566	0
ENSG00000067596	DHX8	17	41561334	0
ENSG00000252843	U7	17	41563765	0
ENSG00000175832	ETV4	17	41605212	0
ENSG00000005102	MEOX1	17	41717770	0
ENSG00000215964	AC_055813.1	17	41825568	0
ENSG00000167941	SOST	17	41831103	0
ENSG00000108861	DUSP3	17	41843490	0
ENSG00000231256	C17orf105	17	41857828	0
ENSG00000161647	MPP3	17	41878167	0
ENSG00000161649	CD300LG	17	41924516	0
ENSG00000108852	MPP2	17	41952725	0
ENSG00000108849	PPY	17	42018172	0
ENSG00000131096	PYY	17	42030111	0
ENSG00000161653	NAGS	17	42082032	0
ENSG00000221044	U3	17	42102389	0
ENSG00000161654	LSM12	17	42112004	0
ENSG00000108840	HDAC5	17	42154121	0
ENSG00000212446	U6	17	42213251	0
ENSG00000125319	C17orf53	17	42219326	0
ENSG00000161664	ASB16	17	42248074	0
ENSG00000168597	C17orf65	17	42253354	0
ENSG00000251119	AC_004596.1	17	42264343	0
ENSG00000168591	TMUB2	17	42264354	0
ENSG00000004939	SLC4A1	17	42325753	0
ENSG00000221496	U3	17	42381382	0
ENSG00000252628	U6	17	42384456	0
ENSG00000225445	AC_003102.3	17	42384668	0
ENSG00000108309	RUNDC3A	17	42385927	0
ENSG00000237411	AC_003043.2	17	42396996	0
ENSG00000161682	FAM171A2	17	42430585	0
ENSG00000225835	AC_003043.1	17	42442382	0
ENSG00000005961	ITGA2B	17	42449550	0
ENSG00000186566	GPATCH8	17	42472652	0
ENSG00000240589	AC_007722.1	17	42486427	0
ENSG00000180340	FZD2	17	42634925	0
ENSG00000180336	C17orf104	17	42733772	0
ENSG00000161692	DBF4B	17	42785976	0
ENSG00000240305	RP11-1072C15.1	17	42797128	0
ENSG00000131097	HIGD1B	17	42925279	0
ENSG00000167131	CCDC103	17	42977084	0
ENSG00000214447	FAM187A	17	42977142	0
ENSG00000224911	AC_015936.3	17	42980529	0
ENSG00000131095	GFAP	17	42982993	0
ENSG00000247075	AC_015936.1	17	43002079	0
ENSG00000131094	C1QL1	17	43037061	0
ENSG00000136448	NMT1	17	43138680	0
ENSG00000200888	Y_RNA	17	43148810	0
ENSG00000161714	PLCD3	17	43189009	0
ENSG00000181513	ACBD4	17	43209967	0
ENSG00000186834	HEXIM1	17	43224684	0
ENSG00000224505	AC_002117.1	17	43227985	0
ENSG00000246393	AC_008105.1	17	43289616	0
ENSG00000233175	AC_138150.4	17	43317682	0
ENSG00000233483	AC_138150.3	17	43324751	0
ENSG00000229966	AC_003963.2	17	43325303	0
ENSG00000184361	C17orf46	17	43331760	0
ENSG00000250018	AC_003963.1	17	43357852	0
ENSG00000199953	5S_rRNA	17	43404732	0
ENSG00000159314	SH3D20	17	43471275	0
ENSG00000225190	PLEKHM1	17	43513267	0
ENSG00000236234	AC_091132.1	17	43530210	0
ENSG00000253034	U7	17	43556408	0
ENSG00000214425	AC_091132.2	17	43578685	0
ENSG00000131484	AC_091132.3	17	43580710	0
ENSG00000227387	LRRC37A4	17	43591506	0
ENSG00000214420	LRRC37A4	17	43592016	0
ENSG00000249248	AC_091132.1	17	43594142	0
ENSG00000204652	RPS26P8	17	43685937	0
ENSG00000204650	AC_126544.1	17	43697976	0
ENSG00000243787	AC_126544.2	17	43710415	0
ENSG00000167159	C17orf69	17	43717948	0
ENSG00000120088	CRHR1	17	43861646	0
ENSG00000185294	AC_217771.1	17	43922257	0
ENSG00000186868	MAPT	17	43971750	0
ENSG00000120071	KIAA1267	17	44107334	0
ENSG00000252698	U7	17	44204762	0
ENSG00000238723	Y_RNA	17	44292436	0
ENSG00000227561	AC_005829.1	17	44360677	0
ENSG00000176681	LRRC37A	17	44370099	0
ENSG00000228696	ARL17B	17	44376501	0
ENSG00000251651	AC_217777.1	17	44396628	0
ENSG00000227580	C17orf88	17	44418290	0
ENSG00000238083	LRRC37A2	17	44590076	0
ENSG00000185829	ARL17A	17	44594069	0
ENSG00000251098	AC_138645.2	17	44614485	0
ENSG00000249872	AC_138645.1	17	44627759	0
ENSG00000232300	C17orf88	17	44636196	0
ENSG00000073969	NSF	17	44668075	0
ENSG00000213326	CTC-305D20.1	17	44798948	0
ENSG00000108379	WNT3	17	44839876	0
ENSG00000158955	WNT9B	17	44910712	0
ENSG00000210709	U6atac	17	44998490	0
ENSG00000179673	RPRML	17	45055523	0
ENSG00000239399	AC_068152.1	17	45119195	0
ENSG00000187451	LRRC37A4	17	45125431	0
ENSG00000250104	AC_068152.2	17	45128639	0
ENSG00000246634	AC_068152.3	17	45132467	0
ENSG00000004897	CDC27	17	45195310	0
ENSG00000221016	AC_002558.2	17	45195868	0
ENSG00000249938	AC_002558.1	17	45212171	0
ENSG00000239291	RP5-867C24.1	17	45236557	0
ENSG00000198336	MYL4	17	45286428	0
ENSG00000252088	snoU13	17	45298008	0
ENSG00000056345	ITGB3	17	45331208	0
ENSG00000238419	U7	17	45336724	0
ENSG00000247683	AC_068234.1	17	45400564	0
ENSG00000178852	C17orf57	17	45401347	0
ENSG00000228782	AC_040934.1	17	45532488	0
ENSG00000141279	NPEPPS	17	45608444	0
ENSG00000206734	Y_RNA	17	45634779	0
ENSG00000198933	TBKBP1	17	45772630	0
ENSG00000073861	TBX21	17	45810610	0
ENSG00000243169	AC_015674.1	17	45833512	0
ENSG00000006025	OSBPL7	17	45884733	0
ENSG00000159111	MRPL10	17	45900638	0
ENSG00000141294	LRRC46	17	45909078	0
ENSG00000141295	SCRN2	17	45915049	0
ENSG00000189120	SP6	17	45922280	0
ENSG00000108439	PNPO	17	46018889	0
ENSG00000167183	PRR15L	17	46029336	0
ENSG00000005243	COPZ2	17	46103535	0
ENSG00000207947	hsa-mir-152	17	46114527	0
ENSG00000108468	CBX1	17	46147414	0
ENSG00000206954	U6	17	46166040	0
ENSG00000002919	SNX11	17	46184920	0
ENSG00000221739	hsa-mir-1203	17	46233789	0
ENSG00000207306	U6	17	46274042	0
ENSG00000235300	AC_090627.1	17	46371707	0
ENSG00000200538	U3	17	46459734	0
ENSG00000206805	Y_RNA	17	46556459	0
ENSG00000120094	HOXB1	17	46606797	0
ENSG00000173917	HOXB2	17	46618256	0
ENSG00000230148	RP11-357H14.12	17	46620913	0
ENSG00000120093	HOXB3	17	46626232	0
ENSG00000233101	RP11-357H14.7	17	46627247	0
ENSG00000239552	RP11-357H14.11	17	46634624	0
ENSG00000182742	HOXB4	17	46652869	0
ENSG00000207777	hsa-mir-10a	17	46657200	0
ENSG00000120075	HOXB5	17	46668619	0
ENSG00000108511	HOXB6	17	46673114	0
ENSG00000239558	RP11-357H14.8	17	46673114	0
ENSG00000120087	HOXB7	17	46684605	0
ENSG00000120068	HOXB8	17	46688739	0
ENSG00000170689	HOXB9	17	46694457	0
ENSG00000248304	AC_103702.1	17	46694460	0
ENSG00000242207	RP11-357H14.4	17	46706037	0
ENSG00000210741	hsa-mir-196a-1	17	46709852	0
ENSG00000233283	AC_036222.1	17	46710869	0
ENSG00000244559	CTD-2377D24.2	17	46767843	0
ENSG00000242067	CTD-2377D24.1	17	46768478	0
ENSG00000244649	CTD-2377D24.6	17	46782565	0
ENSG00000241788	COX6B1P2	17	46791092	0
ENSG00000159182	PRAC	17	46799084	0
ENSG00000229637	C17orf93	17	46800530	0
ENSG00000159184	HOXB13	17	46802125	0
ENSG00000242407	CTD-2377D24.4	17	46810453	0
ENSG00000170703	TTLL6	17	46839593	0
ENSG00000244514	AC_068531.2	17	46842916	0
ENSG00000249528	RP11-463M16.2	17	46886537	0
ENSG00000136436	CALCOCO2	17	46902123	0
ENSG00000248278	RP11-463M16.4	17	46952222	0
ENSG00000212565	SNORA68	17	46958202	0
ENSG00000248895	RP11-463M16.5	17	46958484	0
ENSG00000230532	AC_091133.1	17	47009153	0
ENSG00000200903	U1	17	47026723	0
ENSG00000238804	snoU13	17	47034012	0
ENSG00000159224	GIP	17	47035916	0
ENSG00000250838	RP11-501C14.5	17	47072628	0
ENSG00000251461	RP11-501C14.6	17	47082093	0
ENSG00000252636	U6	17	47113714	0
ENSG00000251550	RP11-501C14.7	17	47114484	0
ENSG00000248883	CTD-2244F11.2	17	47162737	0
ENSG00000167080	B4GALNT2	17	47209822	0
ENSG00000240995	RP11-708H21.1	17	47225701	0
ENSG00000167083	GNGT2	17	47280153	0
ENSG00000173868	PHOSPHO1	17	47300724	0
ENSG00000177369	RP1-62O9.3	17	47325601	0
ENSG00000198740	ZNF652	17	47366568	0
ENSG00000251964	U7	17	47403202	0
ENSG00000248714	RP11-1079K10.3	17	47438527	0
ENSG00000250948	RP11-1079K10.2	17	47452742	0
ENSG00000186244	RP11-1079K10.1	17	47477791	0
ENSG00000250186	RP11-1079K10.4	17	47481414	0
ENSG00000207127	Y_RNA	17	47494106	0
ENSG00000229944	AC_004797.1	17	47501631	0
ENSG00000249497	RP11-1079K10.5	17	47535223	0
ENSG00000250850	RP11-81K2.1	17	47556110	0
ENSG00000064300	NGFR	17	47572655	0
ENSG00000250310	RP5-1029K10.4	17	47622209	0
ENSG00000182575	NXPH3	17	47653220	0
ENSG00000250751	RP11-613C6.2	17	47785696	0
ENSG00000235183	RP11-613C6.4	17	47872705	0
ENSG00000176358	TAC4	17	47915671	0
ENSG00000204584	RP11-304F15.3	17	47923272	0
ENSG00000248954	RP11-304F15.4	17	47964961	0
ENSG00000249176	RP11-304F15.5	17	48016486	0
ENSG00000199492	U6	17	48043439	0
ENSG00000108813	DLX4	17	48046334	0
ENSG00000064195	DLX3	17	48067369	0
ENSG00000248172	RP11-1094H24.3	17	48074253	0
ENSG00000246640	RP11-1094H24.4	17	48127713	0
ENSG00000005884	ITGA3	17	48133332	0
ENSG00000248556	RP5-875H18.2	17	48167574	0
ENSG00000005882	PDK2	17	48171912	0
ENSG00000250282	RP5-875H18.4	17	48178068	0
ENSG00000167100	SAMD14	17	48187384	0
ENSG00000236472	AC_002401.1	17	48212951	0
ENSG00000108823	SGCA	17	48241575	0
ENSG00000108821	COL1A1	17	48260650	0
ENSG00000248670	RP11-893F2.4	17	48261457	0
ENSG00000249702	RP11-893F2.3	17	48262637	0
ENSG00000249406	RP11-893F2.5	17	48286333	0
ENSG00000251085	RP11-893F2.6	17	48292055	0
ENSG00000249838	RP11-893F2.7	17	48313206	0
ENSG00000239135	snoU13	17	48322257	0
ENSG00000167105	TMEM92	17	48351399	0
ENSG00000251179	RP11-893F2.9	17	48358938	0
ENSG00000249701	RP11-893F2.11	17	48430485	0
ENSG00000154920	EME1	17	48450581	0
ENSG00000249144	RP1-117B12.2	17	48452420	0
ENSG00000206824	Y_RNA	17	48463506	0
ENSG00000167107	ACSF2	17	48503519	0
ENSG00000136457	CHAD	17	48541857	0
ENSG00000248380	RP11-94C24.3	17	48553180	0
ENSG00000249451	RP11-94C24.6	17	48580773	0
ENSG00000136449	MYCBPAP	17	48585745	0
ENSG00000049283	EPN3	17	48609904	0
ENSG00000250286	RP11-94C24.8	17	48614655	0
ENSG00000006282	SPATA20	17	48620419	0
ENSG00000250107	RP11-94C24.10	17	48633568	0
ENSG00000006283	CACNA1G	17	48638429	0
ENSG00000250976	RP11-94C24.11	17	48640564	0
ENSG00000251239	CTB-22K21.2	17	48704393	0
ENSG00000108846	ABCC3	17	48712138	0
ENSG00000154945	ANKRD40	17	48770553	0
ENSG00000201340	Y_RNA	17	48774005	0
ENSG00000250879	RP11-294J22.3	17	48781323	0
ENSG00000167117	C17orf73	17	48838390	0
ENSG00000248702	RP11-294J22.5	17	48874727	0
ENSG00000173714	WFIKKN2	17	48912011	0
ENSG00000250557	RP11-506D12.3	17	48917418	0
ENSG00000243521	RP11-506D12.1	17	48925312	0
ENSG00000247011	RP11-700H6.1	17	49012350	0
ENSG00000251665	RP11-700H6.2	17	49021465	0
ENSG00000008294	SPAG9	17	49039535	0
ENSG00000249870	RP11-481C4.1	17	49119885	0
ENSG00000238815	snoU13	17	49175535	0
ENSG00000011052	NME1-NME2	17	49230951	0
ENSG00000249383	RP11-1018N14.1	17	49389970	0
ENSG00000249982	RP11-1018N14.3	17	49410040	0
ENSG00000249658	RP11-1018N14.4	17	49412622	0
ENSG00000225860	RP11-1018N14.2	17	49414076	0
ENSG00000250533	RP11-1018N14.5	17	49517014	0
ENSG00000187504	RP11-958E11.1	17	49579849	0
ENSG00000154975	CA10	17	49707675	0
ENSG00000252109	snoZ178	17	50303618	0
ENSG00000226364	AC_102948.2	17	50939481	0
ENSG00000227011	AC_102948.1	17	51062880	0
ENSG00000221534	AC_090079.1	17	51614874	0
ENSG00000233380	AC_090079.1	17	51834350	0
ENSG00000141200	KIF2B	17	51900301	0
ENSG00000228269	ISCA1P3	17	52555157	0
ENSG00000251809	7SK	17	52848310	0
ENSG00000141198	TOM1L1	17	52978052	0
ENSG00000166260	COX11	17	53029267	0
ENSG00000166263	STXBP4	17	53046088	0
