Probe sets	Symbol	Title	P value	Fold
235150_at	235150_at	MRNA; cDNA DKFZp313B1017 (from clone DKFZp313B1017)	0.0694	0.73
235307_at	LMTK2	lemur tyrosine kinase 2	0.0694	1.12
235393_at	235393_at	Transcribed locus	0.0694	1.24
235607_at	235607_at	NA	0.0694	0.78
235611_at	235611_at	NA	0.0694	1.36
235747_at	SLC25A16	Solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	0.0694	1.72
235761_at	235761_at	CDNA FLJ36553 fis, clone TRACH2008478	0.0694	1.68
235952_at	235952_at	Transcribed locus, weakly similar to NP_149931.1  dehydrogenase subunit 1 [Trichosurus vulpecula]	0.0694	0.67
236121_at	OR51E2	olfactory receptor, family 51, subfamily E, member 2	0.0694	0.9
236122_at	236122_at	Transcribed locus	0.0694	0.83
236251_at	236251_at	Transcribed locus	0.0694	0.49
236284_at	KIAA0146	KIAA0146	0.0694	0.86
236487_at	SCLT1	Sodium channel and clathrin linker 1	0.0694	0.72
236576_at	236576_at	Transcribed locus	0.0694	1.53
236677_at	NGB	neuroglobin	0.0694	0.89
236772_s_at	236772_s_at	Transcribed locus	0.0694	2.52
236924_at	GLMN	glomulin, FKBP associated protein	0.0694	0.65
237438_at	237438_at	Transcribed locus	0.0694	1.18
237447_at	FLJ34651	hypothetical protein LOC646023	0.0694	1.71
237510_at	237510_at	NA	0.0694	1.22
237666_at	XRRA1	X-ray radiation resistance associated 1	0.0694	0.9
238133_at	238133_at	Transcribed locus, moderately similar to XP_948623.1  hypothetical protein XP_948623 [Homo sapiens]	0.0694	0.82
238378_at	238378_at	Transcribed locus	0.0694	0.77
238393_at	238393_at	Transcribed locus	0.0694	0.9
238433_at	SNX5	sorting nexin 5	0.0694	1.14
238677_at	WDR36	WD repeat domain 36	0.0694	0.78
238695_s_at	RAB39B	RAB39B, member RAS oncogene family	0.0694	0.89
238975_at	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	0.0694	1.41
239017_at	239017_at	Transcribed locus, moderately similar to XP_497913.3  similar to alpha 3 type VI collagen isoform 1 precursor [Homo sapiens]	0.0694	1.34
239523_at	TUSC5	tumor suppressor candidate 5	0.0694	1.22
239730_at	DGCR14	DiGeorge syndrome critical region gene 14	0.0694	1.26
239765_at	239765_at	Transcribed locus, strongly similar to XP_507918.1  BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa [Pan troglodytes]	0.0694	2.46
239796_x_at	TIRAP	toll-interleukin 1 receptor (TIR) domain containing adaptor protein	0.0694	0.8
239821_at	FLJ30064	hypothetical protein LOC644975	0.0694	1.24
239967_at	239967_at	Transcribed locus	0.0694	1.18
240023_at	240023_at	NA	0.0694	1.16
240152_at	HDLBP	High density lipoprotein binding protein (vigilin)	0.0694	1.17
240172_at	ERGIC2	ERGIC and golgi 2	0.0694	1.81
240242_at	240242_at	Transcribed locus	0.0694	0.91
240417_at	240417_at	Transcribed locus	0.0694	0.8
240436_at	LOC729697	Hypothetical protein LOC729697	0.0694	1.22
240568_at	240568_at	NA	0.0694	1.14
240588_at	240588_at	NA	0.0694	1.2
240654_at	240654_at	Transcribed locus	0.0694	1.17
240691_at	240691_at	NA	0.0694	1.16
240698_s_at	240698_s_at	NA	0.0694	1.22
240882_at	240882_at	MRNA; cDNA DKFZp313N0236 (from clone DKFZp313N0236)	0.0694	0.9
240909_at	240909_at	NA	0.0694	1.11
241273_at	241273_at	NA	0.0694	1.13
241274_at	241274_at	Transcribed locus	0.0694	0.9
241331_at	SKAP2	Src kinase associated phosphoprotein 2	0.0694	1.12
241359_at	241359_at	CDNA FLJ20031 fis, clone ADSU02180	0.0694	2.3
241437_s_at	241437_s_at	NA	0.0694	1.16
241597_at	241597_at	NA	0.0694	1.21
241716_at	HSPD1	heat shock 60kDa protein 1 (chaperonin)	0.0694	0.4
241791_at	TTN	titin	0.0694	1.18
241835_at	241835_at	CDNA clone IMAGE:4822225	0.0694	1.25
241919_x_at	WDR31	WD repeat domain 31	0.0694	1.14
242015_x_at	APEH	N-acylaminoacyl-peptide hydrolase	0.0694	1.2
242316_at	242316_at	Transcribed locus	0.0694	1.24
242890_at	242890_at	CDNA FLJ34225 fis, clone FCBBF3023372	0.0694	1.78
243129_at	LOC642980	hypothetical LOC642980	0.0694	1.19
243299_at	243299_at	Transcribed locus	0.0694	0.7
243532_at	243532_at	CDNA FLJ42149 fis, clone THYMU1000692	0.0694	1.13
243729_at	243729_at	CDNA FLJ37931 fis, clone CTONG2004397	0.0694	0.85
244179_x_at	GGT1 /// GGT2 /// GGT3 /// LOC643171 /// LOC645367	gamma-glutamyltransferase 1 /// gamma-glutamyltransferase 3 /// similar to Gamma-glutamyltranspeptidase 1 precursor (Gamma-glutamyltransferase 1) (CD224 antigen) /// gamma-glutamyltransferase 1 pseudogene /// gamma-glutamyltransferase 2	0.0694	0.85
244274_at	244274_at	CDNA clone IMAGE:5269446	0.0694	1.14
244319_at	244319_at	Transcribed locus	0.0694	1.14
244610_x_at	244610_x_at	Transcribed locus	0.0694	0.7
244855_at	244855_at	Transcribed locus	0.0694	1.19
32837_at	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	0.0694	1.48
34206_at	CENTD2	centaurin, delta 2	0.0694	0.67
34225_at	WHSC2	Wolf-Hirschhorn syndrome candidate 2	0.0694	0.65
34764_at	LARS2	leucyl-tRNA synthetase 2, mitochondrial	0.0694	1.36
37860_at	ZNF337	zinc finger protein 337	0.0694	0.82
40420_at	STK10	serine/threonine kinase 10	0.0694	0.77
43427_at	ACACB	acetyl-Coenzyme A carboxylase beta	0.0694	1.99
57739_at	DND1 /// LOC644157 /// LOC644256 /// LOC649072	dead end homolog 1 (zebrafish) /// similar to dead end homolog 1	0.0694	1.27
