Probe Set ID	Gene Title	Gene Symbol	p-value	FC Absolute	Function
228731_at			0.008	-2.18	Miscellaneous
228732_at			0.021	-1.64	Miscellaneous
228740_at			0.05	-2.1	Miscellaneous
228843_at			0.029	-2.04	Miscellaneous
228919_at			0.025	-3.64	Miscellaneous
228951_at			0.03	-1.57	Miscellaneous
229130_at			0.004	-1.85	Miscellaneous
229193_at			0.027	-1.61	Miscellaneous
229351_at			0.024	-1.76	Miscellaneous
229373_at			0.001	-1.77	Miscellaneous
229380_at			0.018	-2.23	Miscellaneous
229544_at			0.047	-1.68	Miscellaneous
229612_at			0.05	-1.84	Miscellaneous
229754_at			0.022	1.56	Miscellaneous
229795_at			0.035	-1.6	Miscellaneous
229965_at			0.005	-1.62	Miscellaneous
230064_at			0.011	-1.97	Miscellaneous
230139_at			0.026	-2.12	Miscellaneous
230180_at			0.003	-3.21	Miscellaneous
230300_at			0.044	-2.82	Miscellaneous
230395_at			0.012	-1.58	Miscellaneous
230407_at			0	-4.28	Miscellaneous
231040_at			0.026	-3.76	Miscellaneous
231101_at			0.006	-1.92	Miscellaneous
231109_at			0.006	-1.76	Miscellaneous
231170_at			0.029	-2.11	Miscellaneous
231199_at			0.014	-1.76	Miscellaneous
231205_at			0.003	-2.23	Miscellaneous
231249_at			0.026	-1.72	Miscellaneous
231355_at			0.037	-2.38	Miscellaneous
231998_at			0.001	-5.1	Miscellaneous
232064_at			0.001	-1.84	Miscellaneous
232134_at			0.003	-1.63	Miscellaneous
232174_at			0.005	-2.38	Miscellaneous
232369_at			0.027	-2.17	Miscellaneous
232411_at			0.039	-2.32	Miscellaneous
232796_at			0.039	-1.84	Miscellaneous
232852_at			0.03	-1.9	Miscellaneous
233035_at			0.013	-1.61	Miscellaneous
233313_at			0.025	-1.72	Miscellaneous
233401_at			0.036	-1.66	Miscellaneous
233424_at			0.015	-1.57	Miscellaneous
233433_at			0	-1.59	Miscellaneous
233442_at			0.003	-2.38	Miscellaneous
233457_at			0.046	-1.55	Miscellaneous
233622_x_at			0.022	-1.75	Miscellaneous
233700_at			0.007	-1.61	Miscellaneous
233728_at			0.014	-1.52	Miscellaneous
234126_at			0.006	-1.87	Miscellaneous
234151_at			0.021	-1.72	Miscellaneous
234206_at			0.047	2.49	Miscellaneous
234723_x_at			0.035	-2.25	Miscellaneous
235017_s_at			0.001	-3.19	Miscellaneous
235018_at			0.01	-1.83	Miscellaneous
235028_at			0.01	-1.89	Miscellaneous
235138_at			0.041	-1.54	Miscellaneous
235172_at			0.017	-1.54	Miscellaneous
235190_at			0.028	-2.01	Miscellaneous
235274_at			0.026	-2.66	Miscellaneous
235376_at			0.001	-1.86	Miscellaneous
235386_at			0.017	-1.56	Miscellaneous
235423_at			0.031	-1.66	Miscellaneous
235429_at			0.04	-1.54	Miscellaneous
235494_at			0.002	-3.41	Miscellaneous
235556_at			0.02	-2.28	Miscellaneous
235571_at			0.005	-2.11	Miscellaneous
235573_at			0.014	-2.38	Miscellaneous
235660_at			0.019	-1.51	Miscellaneous
235803_at			0.023	-1.73	Miscellaneous
236060_at			0.019	-2.29	Miscellaneous
236090_at			0.022	-1.95	Miscellaneous
236103_at			0.027	-1.55	Miscellaneous
236110_at			0.029	-2.85	Miscellaneous
236131_at			0.014	-2.4	Miscellaneous
236143_at			0.01	-2.11	Miscellaneous
236149_at			0.004	-1.5	Miscellaneous
236215_at			0.02	-1.53	Miscellaneous
236229_at			0.013	-1.8	Miscellaneous
236261_at			0.032	-2.12	Miscellaneous
236375_at			0.005	-1.5	Miscellaneous
236404_at			0.001	-2.24	Miscellaneous
236417_at			0.04	-2.34	Miscellaneous
236571_at			0.024	1.58	Miscellaneous
236616_at			0.037	1.5	Miscellaneous
236685_at			0.002	-1.96	Miscellaneous
236716_at			0.003	2.23	Miscellaneous
236908_at			0.002	-1.63	Miscellaneous
237001_at			0.049	-1.54	Miscellaneous
237156_at			0.013	-1.67	Miscellaneous
237216_at			0.012	-1.82	Miscellaneous
237301_at			0.001	-3.32	Miscellaneous
237310_at			0.01	-1.79	Miscellaneous
237330_at			0.021	-1.97	Miscellaneous
237665_at			0.005	-1.51	Miscellaneous
237768_x_at			0.002	-1.72	Miscellaneous
238119_at			0.018	-1.53	Miscellaneous
238212_at			0.019	-2.82	Miscellaneous
238431_at			0.011	-1.98	Miscellaneous
238589_s_at			0.031	-1.52	Miscellaneous
238612_at			0.005	-1.68	Miscellaneous
238651_at			0.004	-1.86	Miscellaneous
238719_at			0.045	-2.77	Miscellaneous
238739_at			0.046	-1.64	Miscellaneous
238892_at			0.044	-1.55	Miscellaneous
238914_at			0.037	-1.52	Miscellaneous
238936_at			0.003	-1.5	Miscellaneous
238970_at			0.05	-1.6	Miscellaneous
239227_at			0.021	-1.51	Miscellaneous
239331_at			0.032	-1.79	Miscellaneous
239478_x_at			0.015	-2.02	Miscellaneous
239516_at			0.015	-1.62	Miscellaneous
239545_at			0.008	-1.65	Miscellaneous
239597_at			0.005	-1.93	Miscellaneous
239678_at			0.01	-2.2	Miscellaneous
239755_at			0	-1.62	Miscellaneous
239806_at			0.026	-1.59	Miscellaneous
239811_at			0.036	-1.59	Miscellaneous
239859_x_at			0.036	-1.62	Miscellaneous
239872_at			0	-2.5	Miscellaneous
239907_at			0.031	-1.65	Miscellaneous
239963_at			0.026	-1.52	Miscellaneous
240053_x_at			0.023	-3.47	Miscellaneous
240099_at			0.013	-1.76	Miscellaneous
240112_at			0.011	-2.43	Miscellaneous
240121_x_at			0.005	-1.78	Miscellaneous
240165_at			0.048	-1.61	Miscellaneous
240213_at			0.018	-1.82	Miscellaneous
240478_at			0.011	-1.78	Miscellaneous
240503_at			0.022	-1.6	Miscellaneous
240665_at			0.001	-2.91	Miscellaneous
240690_at			0.02	-1.54	Miscellaneous
240869_at			0.016	-5.03	Miscellaneous
240921_at			0.019	-1.73	Miscellaneous
240949_x_at			0.024	-1.54	Miscellaneous
241178_at			0.013	1.51	Miscellaneous
241344_at			0.045	-1.76	Miscellaneous
241391_at			0.02	-1.62	Miscellaneous
241456_at			0.007	-2.26	Miscellaneous
241472_at			0.037	-1.73	Miscellaneous
241489_at			0	-1.64	Miscellaneous
241677_x_at			0.004	-2.73	Miscellaneous
241838_at			0.004	-1.93	Miscellaneous
241996_at			0.025	-1.52	Miscellaneous
241997_at			0	-1.95	Miscellaneous
242024_at			0	-2.35	Miscellaneous
242239_at			0.002	-1.79	Miscellaneous
242261_at			0.004	-1.6	Miscellaneous
242273_at			0.037	-1.91	Miscellaneous
242551_at			0.005	-1.9	Miscellaneous
242563_at			0.04	-1.56	Miscellaneous
242769_at			0.014	-2.05	Miscellaneous
242881_x_at			0.034	-1.67	Miscellaneous
242901_at			0.012	-1.61	Miscellaneous
242968_at			0.047	-2	Miscellaneous
242972_at			0.006	-1.65	Miscellaneous
243088_at			0	-1.84	Miscellaneous
243139_at			0.024	-2.04	Miscellaneous
243149_at			0.005	-1.69	Miscellaneous
243150_at			0.012	-1.68	Miscellaneous
243183_at			0.002	-1.9	Miscellaneous
243240_at			0.012	-1.57	Miscellaneous
243273_at			0.006	-2.37	Miscellaneous
243305_at			0.012	-1.57	Miscellaneous
243308_at			0.007	-1.91	Miscellaneous
243330_at			0.008	-1.51	Miscellaneous
243473_at			0.009	-1.56	Miscellaneous
243490_at			0.001	-1.54	Miscellaneous
243511_at			0.007	-1.81	Miscellaneous
243629_x_at			0.01	-1.77	Miscellaneous
243635_at			0.033	-1.61	Miscellaneous
243666_at			0	-2.53	Miscellaneous
243691_at			0.01	-1.88	Miscellaneous
243706_at			0.007	-1.9	Miscellaneous
243734_x_at			0.014	-1.89	Miscellaneous
243742_at			0.041	-1.68	Miscellaneous
243768_at			0.004	-2.21	Miscellaneous
243929_at			0.003	-2.28	Miscellaneous
244028_at			0.04	-1.7	Miscellaneous
244037_at			0.006	-1.53	Miscellaneous
244099_at			0.002	-2.12	Miscellaneous
244112_x_at			0.001	-1.96	Miscellaneous
244217_at			0.001	-2.45	Miscellaneous
244292_at			0.018	-1.62	Miscellaneous
244341_at			0.038	-1.64	Miscellaneous
244387_at			0.005	-1.95	Miscellaneous
244433_at			0.017	-1.91	Miscellaneous
244674_at			0.01	-1.54	Miscellaneous
244869_at			0.001	-1.73	Miscellaneous
81811_at			0.023	-1.84	Miscellaneous
221815_at	abhydrolase domain containing 2	ABHD2	0.006	-1.86	Unknown
63825_at	abhydrolase domain containing 2	ABHD2	0	-2.53	Unknown
206281_at	adenylate cyclase activating polypeptide 1 (pituitary)	ADCYAP1	0.043	-1.63	Unknown
212502_at	2-aminoethanethiol (cysteamine) dioxygenase	ADO	0.007	-2.11	Unknown
212285_s_at	agrin	AGRN	0.037	-1.83	Unknown
233592_at	ankyrin repeat domain 18A	ANKRD18A	0.006	-1.54	Unknown
233592_at	ankyrin repeat domain 18B	ANKRD18B	0.006	-1.54	Unknown
233592_at	ankyrin repeat domain 19	ANKRD19	0.006	-1.54	Unknown
233592_at	hypothetical protein LOC728897	LOC728897	0.006	-1.54	Unknown
233592_at	hypothetical LOC644249	RP11-195B21.3	0.006	-1.54	Unknown
233592_at	coiled-coil domain containing 29-like	RP11-38M15.10	0.006	-1.54	Unknown
1569607_s_at	ankyrin repeat domain 20 family, member A1	ANKRD20A1	0.004	-3.83	Unknown
1569607_s_at	ankyrin repeat domain 20 family, member A2	ANKRD20A2	0.004	-3.83	Unknown
1569607_s_at	ankyrin repeat domain 20 family, member A3	ANKRD20A3	0.004	-3.83	Unknown
1569607_s_at	ankyrin repeat domain 20 family, member A4	ANKRD20A4	0.004	-3.83	Unknown
1569607_s_at	chromosome 21 open reading frame 81	C21orf81	0.004	-3.83	Unknown
1569607_s_at	hypothetical protein LOC100132733	LOC100132733	0.004	-3.83	Unknown
1569607_s_at	ankyrin repeat domain 20 family, member A2 pseudogene	LOC284232	0.004	-3.83	Unknown
1569607_s_at	hypothetical LOC643187	LOC643187	0.004	-3.83	Unknown
1569607_s_at	similar to ankyrin repeat domain 20A	LOC647595	0.004	-3.83	Unknown
1569607_s_at	hypothetical LOC653436	LOC653436	0.004	-3.83	Unknown
1569607_s_at	similar to ankyrin repeat domain 20 family, member A1	LOC727770	0.004	-3.83	Unknown
1569607_s_at	similar to FLJ00310 protein	LOC728783	0.004	-3.83	Unknown
227014_at	aspartate beta-hydroxylase domain containing 2	ASPHD2	0.047	-1.72	Unknown
230038_at	ataxin 7-like 2	ATXN7L2	0.001	-1.6	Unknown
243462_s_at	BTB (POZ) domain containing 3	BTBD3	0.005	-1.63	Unknown
235248_at	BTB (POZ) domain containing 9	BTBD9	0.016	-1.61	Unknown
227701_at	chromosome 10 open reading frame 118	C10orf118	0.024	-2.75	Unknown
229399_at	chromosome 10 open reading frame 118	C10orf118	0.007	-2.2	Unknown
242515_x_at	chromosome 11 open reading frame 17	C11orf17	0.005	-1.95	Unknown
52164_at	chromosome 11 open reading frame 24	C11orf24	0.025	-1.66	Unknown
223009_at	chromosome 11 open reading frame 59	C11orf59	0.003	-2.21	Unknown
1554765_a_at	chromosome 11 open reading frame 64	C11orf64	0.018	1.56	Unknown
238593_at	chromosome 11 open reading frame 80	C11orf80	0.009	-2.02	Unknown
236532_at	chromosome 11 open reading frame 87	C11orf87	0.001	-3.83	Unknown
236816_at	chromosome 12 open reading frame 30	C12orf30	0.045	-1.6	Unknown
1553987_at	chromosome 12 open reading frame 47	C12orf47	0.044	-1.65	Unknown
1554067_at	chromosome 12 open reading frame 66	C12orf66	0.045	-1.99	Unknown
225675_at	chromosome 14 open reading frame 101	C14orf101	0.049	-1.78	Unknown
218940_at	chromosome 14 open reading frame 138	C14orf138	0.021	-2.18	Unknown
227446_s_at	chromosome 14 open reading frame 167	C14orf167	0.042	-1.61	Unknown
1558420_at	chromosome 14 open reading frame 180	C14orf180	0.004	-1.69	Unknown
210672_s_at	chromosome 16 open reading frame 35	C16orf35	0.008	-1.74	Unknown
230296_at	Chromosome 16 open reading frame 52	C16orf52	0.001	-2.53	Unknown
1554016_a_at	chromosome 16 open reading frame 57	C16orf57	0	-1.75	Unknown
203173_s_at	chromosome 16 open reading frame 62	C16orf62	0.025	-1.79	Unknown
225087_at	chromosome 16 open reading frame 63	C16orf63	0.033	-2.07	Unknown
238295_at	Chromosome 17 open reading frame 42	C17orf42	0.001	-2.08	Unknown
218464_s_at	chromosome 17 open reading frame 63	C17orf63	0.004	-1.67	Unknown
214696_at	chromosome 17 open reading frame 91	C17orf91	0.045	-2.16	Unknown
227704_at	chromosome 19 open reading frame 12	C19orf12	0.01	-1.86	Unknown
213815_x_at	chromosome 19 open reading frame 29	C19orf29	0.014	-1.7	Unknown
214892_x_at	chromosome 19 open reading frame 29	C19orf29	0.021	-1.5	Unknown
220235_s_at	chromosome 1 open reading frame 103	C1orf103	0.039	-1.68	Unknown
1555112_a_at	chromosome 1 open reading frame 114	C1orf114	0.031	-1.66	Unknown
218546_at	chromosome 1 open reading frame 115	C1orf115	0.018	-4.52	Unknown
229086_at	chromosome 1 open reading frame 213	C1orf213	0.015	-1.53	Unknown
223404_s_at	chromosome 1 open reading frame 25	C1orf25	0.009	-2.01	Unknown
225825_at	chromosome 20 open reading frame 194	C20orf194	0.002	-1.84	Unknown
239208_s_at	Chromosome 21 open reading frame 57	C21orf57	0.013	-1.56	Unknown
1556414_at	chromosome 21 open reading frame 71	C21orf71	0.013	-1.6	Unknown
241233_x_at	chromosome 21 open reading frame 81	C21orf81	0.002	-2.48	Unknown
227086_at	chromosome 22 open reading frame 39	C22orf39	0.022	-1.73	Unknown
213148_at	chromosome 2 open reading frame 72	C2orf72	0.025	-1.54	Unknown
219114_at	chromosome 3 open reading frame 18	C3orf18	0.039	-1.81	Unknown
1554176_a_at	chromosome 3 open reading frame 33	C3orf33	0.031	-1.74	Unknown
208247_at	chromosome 3 open reading frame 51	C3orf51	0.009	-1.81	Unknown
238702_at	chromosome 3 open reading frame 57 ///hypothetical protein LOC100129285	C3orf57 /// LOC100129285	0.004	-2.94	Unknown
221935_s_at	chromosome 3 open reading frame 64	C3orf64	0.011	-2.09	Unknown
236240_at	chromosome 4 open reading frame 29	C4orf29	0.014	-2.65	Unknown
230424_at	chromosome 5 open reading frame 13	C5orf13	0.002	-1.67	Unknown
1553107_s_at	chromosome 5 open reading frame 24	C5orf24	0.002	-1.55	Unknown
228594_at	chromosome 5 open reading frame 33	C5orf33	0.039	-2.43	Unknown
226159_at	chromosome 5 open reading frame 51	C5orf51	0.047	-1.87	Unknown
221787_at	chromosome 6 open reading frame 120	C6orf120	0.037	-1.88	Unknown
225576_at	chromosome 6 open reading frame 72	C6orf72	0.041	1.98	Unknown
47083_at	chromosome 7 open reading frame 26	C7orf26	0.034	-1.51	Unknown
224478_s_at	chromosome 7 open reading frame 50	C7orf50	0.013	-1.67	Unknown
221596_s_at	chromosome 7 open reading frame 64	C7orf64	0.024	-2.04	Unknown
230903_s_at	chromosome 8 open reading frame 42	C8orf42	0.008	-2.17	Unknown
239297_at	chromosome 8 open reading frame 79	C8orf79	0.019	-1.82	Unknown
218904_s_at	chromosome 9 open reading frame 40	C9orf40	0.006	-1.63	Unknown
224962_at	chromosome 9 open reading frame 69	C9orf69	0.009	-1.56	Unknown
223398_at	chromosome 9 open reading frame 89	C9orf89	0.001	-2.29	Unknown
206280_at	cadherin 18, type 2	CDH18	0.035	-2.51	Unknown
223753_s_at	cripto, FRL-1, cryptic family 1 /// cripto, FRL-1, cryptic family 1B	CFC1 /// CFC1B	0.018	-1.54	Unknown
219397_at	coenzyme Q10 homolog B (S. cerevisiae)	COQ10B	0.008	-2.38	Unknown
225216_at	Chromosome X open reading frame 39	CXorf39	0.038	-3.38	Unknown
242292_at	chromosome X open reading frame 50B	CXorf50B	0.044	-1.77	Unknown
235365_at	deafness, autosomal recessive 59	DFNB59	0.019	-1.56	Unknown
1558118_at	DiGeorge syndrome critical region gene 5 (non-protein coding)	DGCR5	0.021	-1.77	Unknown
221127_s_at	dickkopf homolog 3 (Xenopus laevis)	DKK3	0.023	-2.75	Unknown
228622_s_at	DnaJ (Hsp40) homolog, subfamily C, member 4	DNAJC4	0.013	-1.65	Unknown
208141_s_at	deoxyhypusine hydroxylase/monooxygenase	DOHH	0.02	-1.67	Unknown
215143_at	dpy-19-like 2 pseudogene 2 (C. elegans)	DPY19L2P2	0.035	-2.14	Unknown
229211_at	dual specificity phosphatase 28	DUSP28	0.039	-1.65	Unknown
214036_at	ephrin-A5	EFNA5	0.033	-1.52	Unknown
227955_s_at	ephrin-A5	EFNA5	0.016	-2.14	Unknown
218935_at	EH-domain containing 3	EHD3	0.029	-3.3	Unknown
226568_at	family with sequence similarity 102, member B	FAM102B	0.03	-2.83	Unknown
212979_s_at	family with sequence similarity 115, member A	FAM115A	0.005	-1.88	Unknown
229739_s_at	family with sequence similarity 116, member B	FAM116B	0.007	-1.78	Unknown
1555945_s_at	family with sequence similarity 120A	FAM120A	0.013	-2.01	Unknown
200774_at	family with sequence similarity 120A	FAM120A	0.046	-3.09	Unknown
1554178_a_at	family with sequence similarity 126, member B	FAM126B	0.003	-3.06	Unknown
239481_at	family with sequence similarity 133, member A	FAM133A	0.002	-1.9	Unknown
230869_at	family with sequence similarity 155, member A	FAM155A	0.044	-3.59	Unknown
228875_at	family with sequence similarity 162, member B	FAM162B	0.006	-1.51	Unknown
36612_at	family with sequence similarity 168, member A	FAM168A	0.015	-2.72	Unknown
203482_at	family with sequence similarity 178, member A	FAM178A	0.023	-1.83	Unknown
202915_s_at	family with sequence similarity 20, member B	FAM20B	0.003	-1.53	Unknown
231880_at	family with sequence similarity 40, member B	FAM40B	0.044	-1.51	Unknown
227410_at	family with sequence similarity 43, member A	FAM43A	0.006	-1.64	Unknown
209683_at	family with sequence similarity 49, member A	FAM49A	0.012	-4.33	Unknown
235030_at	family with sequence similarity 55, member C	FAM55C	0.013	-2.16	Unknown
45749_at	family with sequence similarity 65, member A	FAM65A	0.029	-1.87	Unknown
228604_at	family with sequence similarity 76, member A	FAM76A	0.043	-2.05	Unknown
227756_at	family with sequence similarity 81, member A	FAM81A	0.041	-1.88	Unknown
234335_s_at	Family with sequence similarity 84, member A	FAM84A	0.038	-2.03	Unknown
244071_at	fibrillarin-like 1	FBLL1	0.017	-2.53	Unknown
242829_x_at	F-box and leucine-rich repeat protein 3	FBXL3	0.007	-1.7	Unknown
205310_at	F-box protein 46	FBXO46	0.009	-1.83	Unknown
223240_at	F-box protein 8	FBXO8	0.013	-1.71	Unknown
239710_at	fidgetin	FIGN	0.029	-1.79	Unknown
205510_s_at	hypothetical protein FLJ10038	FLJ10038	0.03	-1.93	Unknown
218920_at	hypothetical protein FLJ10404	FLJ10404	0	-2.11	Unknown
235147_at	Hypothetical LOC150538	FLJ32063	0.03	-2.84	Unknown
228686_at	hypothetical LOC644873	FLJ33630	0.015	-1.55	Unknown
235969_at	hypothetical protein FLJ33996	FLJ33996	0.022	-3.21	Unknown
244708_at	hypothetical protein FLJ33996 ///hypothetical protein LOC100127971	FLJ33996 /// LOC100127971	0.023	-2.19	Unknown
1558431_at	hypothetical protein FLJ36208	FLJ36208	0.011	1.72	Unknown
1569074_at	hypothetical protein FLJ37078	FLJ37078	0.009	-2.25	Unknown
230203_at	hypothetical LOC440918	FLJ46875	0.041	-1.61	Unknown
1566557_at	hypothetical LOC440465	FLJ90757	0.043	-1.78	Unknown
1566558_x_at	hypothetical LOC440465	FLJ90757	0.035	-1.82	Unknown
204359_at	fibronectin leucine rich transmembrane protein 2	FLRT2	0.038	-2.42	Unknown
235535_x_at	FSHD region gene 1 /// FSHD region gene 1 family, member B /// hypothetical protein LOC100134091 ///similar to FRG1 protein (FSHD region gene 1 protein)	FRG1 /// FRG1B /// LOC100134091 /// LOC642236	0.047	-1.8	Unknown
214718_at	GATA zinc finger domain containing 1	GATAD1	0.02	-2.79	Unknown
220734_s_at	glycolipid transfer protein domain containing 1 ///hypothetical LOC727825	GLTPD1 /// LOC727825	0.013	-1.51	Unknown
231871_at	G protein-coupled receptor 180	GPR180	0.045	-1.77	Unknown
203745_at	holocytochrome c synthase (cytochrome c heme-lyase)	HCCS	0.032	-2.39	Unknown
233599_at	hCG2003663	hCG_2003663	0.001	-1.82	Unknown
216176_at	hepatocellular carcinoma-related HCRP1	HCRP1	0.001	-1.61	Unknown
212597_s_at	HMG box domain containing 4	HMGXB4	0.028	-1.51	Unknown
205454_at	hippocalcin	HPCA	0.006	-2.36	Unknown
207404_s_at	5-hydroxytryptamine (serotonin) receptor 1E	HTR1E	0.024	-1.59	Unknown
241834_at	imprinted in Prader-Willi syndrome (non-protein coding)	IPW	0.046	-1.99	Unknown
38892_at	KIAA0240	KIAA0240	0.011	-3.3	Unknown
202181_at	KIAA0247	KIAA0247	0.019	-1.58	Unknown
213340_s_at	KIAA0495	KIAA0495	0.029	-1.6	Unknown
235021_at	KIAA2026	KIAA2026	0.001	-2.06	Unknown
227569_at	ligand of numb-protein X 2	LNX2	0.035	-1.77	Unknown
220405_at	hypothetical protein LOC100127998 ///syntrophin, gamma 1	LOC100127998 /// SNTG1	0.004	-1.6	Unknown
1559618_at	hypothetical protein LOC100129447	LOC100129447	0.002	-1.53	Unknown
238771_at	hypothetical protein LOC100129899	LOC100129899	0.004	-1.65	Unknown
239763_at	hypothetical protein LOC100129965 ///PR domain containing 11	LOC100129965 /// PRDM11	0.035	-1.57	Unknown
241376_at	Hypothetical protein LOC100130097	LOC100130097	0.009	-1.63	Unknown
238661_at	hypothetical protein LOC100130155	LOC100130155	0.015	-3.33	Unknown
242193_at	hypothetical protein LOC100130155	LOC100130155	0.02	-3.53	Unknown
218208_at	hypothetical protein LOC100131178 ///PQ loop repeat containing 1	LOC100131178 /// PQLC1	0.036	-2.09	Unknown
243648_at	hypothetical protein LOC100131402	LOC100131402	0.01	-1.57	Unknown
230552_at	hypothetical protein LOC100131606 ///hypothetical protein LOC100134317 ///hypothetical protein LOC284412	LOC100131606 /// LOC100134317 /// LOC284412	0.033	-2.01	Unknown
236841_at	hypothetical protein LOC100133859	LOC100133859	0.001	-2.45	Unknown
235217_at	hypothetical LOC100216546	LOC100216546	0.032	-1.55	Unknown
235083_at	hypothetical LOC151009	LOC151009	0.045	-2.46	Unknown
1556046_a_at	hypothetical LOC157627	LOC157627	0.022	-3.09	Unknown
214839_at	hypothetical LOC157627	LOC157627	0.022	-2.97	Unknown
220609_at	hypothetical protein LOC202181	LOC202181	0	-1.85	Unknown
236037_at	hypothetical protein LOC202451	LOC202451	0.048	-1.59	Unknown
232034_at	Hypothetical protein LOC203274	LOC203274	0.029	-1.71	Unknown
230077_at	succinate dehydrogenase complex, subunit A, flavoprotein pseudogene /// succinate dehydrogenase complex, subunit A, flavoprotein (Fp) /// succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1 /// succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 2	LOC220729 /// SDHA /// SDHALP1 /// SDHALP2	0.018	-1.95	Unknown
229734_at	hypothetical LOC283174	LOC283174	0.021	-2.03	Unknown
1560698_a_at	hypothetical LOC283392	LOC283392	0.034	-1.59	Unknown
229552_at	hypothetical protein LOC283454	LOC283454	0.008	-1.86	Unknown
227415_at	hypothetical protein LOC283508	LOC283508	0.022	-2.73	Unknown
230179_at	hypothetical protein LOC285812	LOC285812	0.021	-3.82	Unknown
