Probe	ChipID	name	FOLD PL 21-17	FOLD AM 21-17	 RATIO AM vs PL 	P_INT_GEA_R_AGE_TR
RAE230A:1367672_at	1367672_at	peroxisomal multifunctional enzyme type II	1.79	1.25	0.7	
RAE230A:1369938_at	1369938_at	pantothenate kinase 4	1.59	1.11	0.7	
RAE230A:1372665_at	1372665_at	phosphoserine aminotransferase 1	3.01	2.1	0.7	
RAE230A:1367780_at	1367780_at	pituitary tumor-transforming 1	1.72	1.2	0.7	
RAE230A:1370583_s_at	1370583_s_at	P-glycoprotein/multidrug resistance 1	2.84	1.98	0.7	
RAE230A:1368194_at	1368194_at	"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta)"	2.2	1.53	0.7	
RAE230A:1392887_at	1392887_at	Transcribed sequences	2	1.39	0.7	
RAE230A:1379500_at	1379500_at	Transcribed sequence with weak similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	1.8	1.25	0.69	
RAE230A:1376036_at	1376036_at	transporter	1.5	1.04	0.69	
RAE230A:1372790_at	1372790_at	malate dehydrogenase 1	1.89	1.31	0.69	
RAE230A:1374434_at	1374434_at	Transcribed sequences	2.08	1.44	0.69	
RAE230A:1388729_at	1388729_at	"Similar to RAS-RELATED PROTEIN R-RAS (P23) (LOC361568), mRNA"	1.69	1.17	0.69	
RAE230A:1372186_a_at	1372186_a_at	topoisomerase (DNA) 2 alpha	1.69	1.17	0.69	
RAE230A:1398242_at	1398242_at	"protein phosphatase 5, catalytic subunit"	1.72	1.19	0.69	
RAE230A:1387205_at	1387205_at	"RT1 class Ib, locus M3"	1.62	1.12	0.69	
RAE230A:1388182_at	1388182_at	"DNA primase, p49 subunit"	1.39	0.96	0.69	
RAE230A:1373731_at	1373731_at	Transcribed sequences	1.48	1.02	0.69	
RAE230A:1372264_at	1372264_at	phosphoenolpyruvate carboxykinase 1	1.35	0.93	0.69	
RAE230A:1388617_at	1388617_at	"Similar to RIKEN cDNA 2010012D11 (LOC361239), mRNA"	0.61	0.42	0.69	
RAE230A:1369928_at	1369928_at	actin alpha 1	2.46	1.69	0.69	
RAE230A:1387018_at	1387018_at	Arg/Abl-interacting protein ArgBP2	1.85	1.27	0.69	
RAE230A:1367655_at	1367655_at	"thymosin, beta 10"	0.7	0.48	0.69	
RAE230A:1372658_at	1372658_at	desmuslin	1.43	0.98	0.69	
RAE230A:1386879_at	1386879_at	"lectin, galactose binding, soluble 3"	2.24	1.53	0.68	3.24412E-05
RAE230A:1385454_at	1385454_at	no description	3.4	2.32	0.68	
RAE230A:1367999_at	1367999_at	aldehyde dehydrogenase 2	2.42	1.65	0.68	
RAE230A:1386160_at	1386160_at	"Similar to trichohyalin (LOC310588), mRNA"	0.44	0.3	0.68	
RAE230A:1387252_at	1387252_at	SEC14 (S. cerevisiae)-like 2	4.68	3.19	0.68	
RAE230A:1374339_at	1374339_at	Transcribed sequences	2.35	1.6	0.68	
RAE230A:1386158_at	1386158_at	no description	3.34	2.27	0.68	
RAE230A:1375498_at	1375498_at	Transcribed sequences	1.93	1.31	0.68	
RAE230A:1388194_at	1388194_at	dihydrolipoamide acetyltransferase	1.83	1.24	0.68	
RAE230A:1369250_at	1369250_at	"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1"	3.41	2.31	0.68	
RAE230A:1379036_at	1379036_at	"Similar to putative DNA methyltransferase (LOC291324), mRNA"	1.92	1.3	0.68	
RAE230A:1376185_at	1376185_at	kinesin family member KIFC1	1.61	1.09	0.68	
RAE230A:1389391_at	1389391_at	Transcribed sequence with strong similarity to protein ref:NP_061126.1 (H.sapiens) bladder cancer overexpressed protein [Homo sapiens]	1.6	1.08	0.68	
RAE230A:1368724_a_at	1368724_a_at	"tropomyosin 1, alpha"	1.69	1.14	0.67	
RAE230A:1371302_at	1371302_at	"Similar to Small EDRK-rich factor 2 (4F5rel) (h4F5rel) (Gastric cancer-related protein VRG107) (LOC296103), mRNA"	1.32	0.89	0.67	
RAE230A:1388665_at	1388665_at	"Similar to RIKEN cDNA 1110020A23 (LOC287452), mRNA"	1.62	1.09	0.67	
RAE230A:1376287_at	1376287_at	"Similar to Calpain 1, large [catalytic] subunit (Calcium-activated neutral proteinase) (CANP) (Mu-type) (muCANP) (Micromolar-calpain) (LOC362701), mRNA"	1.95	1.31	0.67	
RAE230A:1389668_at	1389668_at	"Similar to AD024 protein (LOC295661), mRNA"	2.07	1.39	0.67	
RAE230A:1370373_at	1370373_at	"RASD family, member 2"	2.7	1.81	0.67	
RAE230A:1375681_at	1375681_at	"Similar to hypothetical protein 6720484B16 (LOC304653), mRNA"	2.93	1.96	0.67	
RAE230A:1367626_at	1367626_at	"creatine kinase, muscle"	1.51	1.01	0.67	
RAE230A:1389755_at	1389755_at	"Similar to left-right dynein (LOC314527), mRNA"	1.57	1.05	0.67	
RAE230A:1371566_at	1371566_at	"Similar to F-box protein FBL2 (LOC363083), mRNA"	1.57	1.05	0.67	
RAE230A:1390397_at	1390397_at	Transcribed sequences	1.53	1.02	0.67	
RAE230A:1390601_at	1390601_at	no description	1.91	1.27	0.66	
RAE230A:1372691_at	1372691_at	"Similar to uridine phosphorylase (LOC289801), mRNA"	6.44	4.28	0.66	
RAE230A:1375072_at	1375072_at	Transcribed sequences	1.58	1.05	0.66	
RAE230A:1367686_at	1367686_at	ribosome associated membrane protein 4	1.49	0.99	0.66	0.000452846
RAE230A:1389358_at	1389358_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	2.02	1.34	0.66	
RAE230A:1369965_at	1369965_at	mismatch repair protein	1.54	1.02	0.66	
RAE230A:1393891_at	1393891_at	"Similar to Collagen alpha 1(VIII) chain precursor (LOC304021), mRNA"	1.68	1.11	0.66	
RAE230A:1370870_at	1370870_at	malic enzyme 1	1.64	1.08	0.66	
RAE230A:1393224_at	1393224_at	Transcribed sequences	1.93	1.27	0.66	
RAE230A:1387189_at	1387189_at	"solute carrier family 22, member 3"	2.07	1.36	0.66	
RAE230A:1388569_at	1388569_at	"serine (or cysteine) proteinase inhibitor, clade F), member 1"	1.6	1.05	0.66	
RAE230A:1369294_at	1369294_at	bone marrow stromal cell antigen 1	12	7.87	0.66	
RAE230A:1373915_at	1373915_at	"Similar to myotonic dystrophy protein kinase (LOC308405), mRNA"	1.51	0.99	0.66	
RAE230A:1387898_at	1387898_at	heat shock 20-kDa protein	1.48	0.97	0.66	
RAE230A:1385237_at	1385237_at	Transcribed sequences	4.96	3.25	0.66	
RAE230A:1367750_at	1367750_at	phosphoribosylpyrophosphate synthetase-associated protein (39 kDa)	1.45	0.95	0.66	
RAE230A:1388236_x_at	1388236_x_at	"RT1 class Ib, locus Aw2"	0.49	0.32	0.65	0.00047885
RAE230A:1374375_at	1374375_at	"Similar to 2610034M16Rik protein (LOC316679), mRNA"	2.1	1.36	0.65	
RAE230A:1372966_at	1372966_at	"Hypothetical LOC298504 (LOC298504), mRNA"	3.23	2.09	0.65	
RAE230A:1368484_at	1368484_at	TAP-like ABC transporter	2.15	1.39	0.65	
RAE230A:1386903_at	1386903_at	"S100 protein, beta polypeptide"	1.81	1.17	0.65	
RAE230A:1373918_at	1373918_at	"Similar to M42C60 (LOC362757), mRNA"	1.78	1.15	0.65	
RAE230A:1376737_at	1376737_at	Transcribed sequences	1.55	1	0.65	
RAE230A:1377311_at	1377311_at	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	3.38	2.18	0.64	
RAE230A:1375833_at	1375833_at	"protein tyrosine phosphatase, non-receptor type 4"	1.91	1.23	0.64	
RAE230A:1387502_at	1387502_at	serine/threonine kinase 17b (apoptosis-inducing)	2.78	1.79	0.64	
RAE230A:1373774_at	1373774_at	no description	2.47	1.59	0.64	
RAE230A:1387952_a_at	1387952_a_at	CD44 antigen	1.72	1.1	0.64	
RAE230A:1377112_at	1377112_at	"Similar to CYTIDINE DEAMINASE (CYTIDINE AMINOHYDROLASE) (LOC362638), mRNA"	2.38	1.52	0.64	
RAE230A:1377146_at	1377146_at	vasoactive intestinal polypeptide	1.49	0.95	0.64	
RAE230A:1371923_at	1371923_at	"Similar to hypothetical protein FLJ20481 (LOC361467), mRNA"	1.49	0.95	0.64	
RAE230A:1371817_at	1371817_at	"Similar to myo-inositol 1-phosphate synthase A1 (LOC290651), mRNA"	1.9	1.21	0.64	
RAE230A:1371697_at	1371697_at	"Similar to RIKEN cDNA 0610039C21 (LOC368018), mRNA"	1.98	1.26	0.64	
RAE230A:1389510_at	1389510_at	"Similar to Ly1 antibody reactive clone (LOC289707), mRNA"	1.95	1.24	0.64	
RAE230A:1367700_at	1367700_at	fibromodulin	1.56	0.99	0.63	
RAE230A:1387492_at	1387492_at	matrin F/G 1	1.56	0.99	0.63	
RAE230A:1376572_a_at	1376572_a_at	"Similar to archvillin (LOC361256), mRNA"	1.58	1	0.63	
RAE230A:1388602_at	1388602_at	adipsin	2.04	1.29	0.63	
RAE230A:1370361_at	1370361_at	cell growth regulator with EF hand domain 1	4.59	2.89	0.63	
RAE230A:1376410_at	1376410_at	Transcribed sequences	1.62	1.02	0.63	
RAE230A:1389408_at	1389408_at	Transcribed sequences	2.47	1.55	0.63	
RAE230A:1393979_at	1393979_at	no description	1.58	0.99	0.63	
RAE230A:1390253_at	1390253_at	"Similar to 2500003O20Rik protein (LOC314457), mRNA"	4.33	2.71	0.63	
RAE230A:1371400_at	1371400_at	thyroid hormone responsive protein	2.41	1.5	0.62	
RAE230A:1370374_at	1370374_at	tumor suppressor pHyde	2.19	1.36	0.62	
RAE230A:1373813_at	1373813_at	"Similar to ER-resident protein ERdj5 (LOC295690), mRNA"	1.39	0.86	0.62	
RAE230A:1387070_at	1387070_at	thymopoietin	1.92	1.18	0.61	
RAE230A:1374841_at	1374841_at	"Similar to hypothetical protein FLJ13511 (LOC308021), mRNA"	3.32	2.04	0.61	
RAE230A:1376903_at	1376903_at	Transcribed sequences	1.65	1.01	0.61	
RAE230A:1371762_at	1371762_at	retinol binding protein 4	2	1.22	0.61	
RAE230A:1375517_at	1375517_at	hypothetical protein	1.74	1.06	0.61	
RAE230A:1370376_a_at	1370376_a_at	cold shock domain protein A	1.56	0.95	0.61	0.000341272
RAE230A:1374079_at	1374079_at	Transcribed sequences	1.61	0.98	0.61	
RAE230A:1389914_at	1389914_at	"Similar to MGC31683 protein (LOC366504), mRNA"	3.06	1.86	0.61	
RAE230A:1387288_at	1387288_at	neurogenic differentiation 1	1.73	1.05	0.61	
RAE230A:1386965_at	1386965_at	lipoprotein lipase	2.23	1.35	0.61	
RAE230A:1390155_at	1390155_at	"Similar to RIKEN cDNA 0610041D24 (LOC305795), mRNA"	2.26	1.36	0.6	0.000225183
RAE230A:1367581_a_at	1367581_a_at	secreted phosphoprotein 1	1.48	0.89	0.6	
RAE230A:1367758_at	1367758_at	alpha-fetoprotein	0.05	0.03	0.6	
RAE230A:1368884_at	1368884_at	ectonucleoside triphosphate diphosphohydrolase 1	0.25	0.15	0.6	
RAE230A:1389440_at	1389440_at	Transcribed sequences	1.69	1.01	0.6	
RAE230A:1373947_at	1373947_at	dermatopontin	1.61	0.96	0.6	6.47399E-05
RAE230A:1370113_at	1370113_at	inhibitor of apoptosis protein 1	1.51	0.9	0.6	
RAE230A:1387292_s_at	1387292_s_at	calpain 8	2.74	1.63	0.59	
RAE230A:1375402_at	1375402_at	Transcribed sequences	0.39	0.23	0.59	
RAE230A:1389594_at	1389594_at	"Similar to KIAA0980 protein (LOC311529), mRNA"	1.73	1.02	0.59	
RAE230A:1377491_at	1377491_at	Transcribed sequences	2.19	1.29	0.59	
RAE230A:1372277_at	1372277_at	"taste receptor, type 1, member 2"	2.15	1.26	0.59	
RAE230A:1375962_at	1375962_at	Transcribed sequences	1.98	1.16	0.59	
RAE230A:1370127_at	1370127_at	"DNA polymerase delta, catalytic subunit"	1.63	0.95	0.58	
RAE230A:1393643_at	1393643_at	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	1.46	0.84	0.58	
RAE230A:1373766_at	1373766_at	Transcribed sequences	1.86	1.07	0.58	
RAE230A:1373250_at	1373250_at	Transcribed sequences	1.88	1.08	0.57	
RAE230A:1377416_at	1377416_at	no description	3.24	1.86	0.57	
RAE230A:1389394_at	1389394_at	Transcribed sequences	1.75	1	0.57	2.05994E-05
RAE230A:1374359_at	1374359_at	"Similar to RIKEN cDNA 2810013E07 (LOC297823), mRNA"	2.25	1.28	0.57	
RAE230A:1374978_at	1374978_at	"Similar to chromobox homolog 2 (Drosophila Pc class) (LOC303730), mRNA"	2.5	1.42	0.57	
RAE230A:1388087_at	1388087_at	vomeronasal receptor 5	2.59	1.47	0.57	
RAE230A:1370706_a_at	1370706_a_at	cytochrome P450 monooxygenase	2.88	1.63	0.57	
RAE230A:1370461_at	1370461_at	hyaluronan mediated motility receptor	1.63	0.92	0.56	
RAE230A:1368397_at	1368397_at	UDP-glucuronosyltransferase	3.22	1.81	0.56	
RAE230A:1388901_at	1388901_at	"Similar to FKBP51 (LOC361810), mRNA"	1.68	0.94	0.56	0.000021039
RAE230A:1389239_at	1389239_at	no description	1.49	0.83	0.56	
RAE230A:1390579_at	1390579_at	"Similar to RIKEN cDNA 1810029B16 (LOC290686), mRNA"	1.98	1.09	0.55	
RAE230A:1371040_at	1371040_at	sodium-dependent neutral amino acid transporter ASCT2	1.69	0.93	0.55	0.000333154
RAE230A:1368283_at	1368283_at	"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"	1.82	1	0.55	0.000182709
RAE230A:1387329_at	1387329_at	RING finger protein OIP1	2.15	1.18	0.55	
RAE230A:1373717_at	1373717_at	Transcribed sequences	1.97	1.08	0.55	
RAE230A:1370428_x_at	1370428_x_at	"RT1 class Ib, locus Aw2"	0.35	0.19	0.54	6.7188E-06
RAE230A:1388591_at	1388591_at	Transcribed sequences	1.53	0.83	0.54	
RAE230A:1372631_at	1372631_at	no description	1.97	1.06	0.54	0.00010985
RAE230A:1390495_at	1390495_at	Transcribed sequences	2.38	1.28	0.54	
RAE230A:1387556_at	1387556_at	contactin 6	2.69	1.44	0.54	
RAE230A:1376973_at	1376973_at	"Similar to Syndecan binding protein (syntenin) 2 (LOC311532), mRNA"	4.17	2.23	0.53	0.000146707
RAE230A:1367755_at	1367755_at	cytosolic cysteine dioxygenase 1	1.76	0.94	0.53	
RAE230A:1387618_at	1387618_at	BCL2-like 10 (apoptosis facilitator)	2.07	1.09	0.53	
RAE230A:1388804_at	1388804_at	Transcribed sequences	0.4	0.21	0.53	
RAE230A:1390519_at	1390519_at	"Similar to Glioma tumor suppressor candidate region gene 1 protein (LOC361513), mRNA"	2.3	1.2	0.52	
RAE230A:1368697_at	1368697_at	fatty acid binding protein 6	43.04	22.45	0.52	6.07425E-06
RAE230A:1375957_at	1375957_at	Transcribed sequences	3.9	2	0.51	
RAE230A:1368875_a_at	1368875_a_at	neurexin 2	2.42	1.22	0.5	
RAE230A:1398278_at	1398278_at	prolactin	4.54	2.28	0.5	
RAE230A:1368934_at	1368934_at	"cytochrome P450, 4a10"	3.27	1.64	0.5	
RAE230A:1390256_at	1390256_at	Transcribed sequence with weak similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	2.24	1.11	0.5	
RAE230A:1377444_at	1377444_at	"Similar to COX15 gene product (LOC309391), mRNA"	1.93	0.95	0.49	
RAE230A:1383926_at	1383926_at	"budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae)"	1.98	0.97	0.49	
RAE230A:1377334_at	1377334_at	"RT1 class II, locus Ba"	0.68	0.33	0.49	8.28336E-07
RAE230A:1388634_at	1388634_at	Transcribed sequence with strong similarity to protein pir:A41801 (H.sapiens) A41801 phosphoglucomutase	1.61	0.78	0.48	5.20555E-07
RAE230A:1382944_at	1382944_at	Transcribed sequences	0.44	0.21	0.48	2.99341E-06
RAE230A:1375022_at	1375022_at	"Similar to 2310036I02Rik protein (LOC307350), mRNA"	1.7	0.81	0.48	1.28406E-07
RAE230A:1369722_a_at	1369722_a_at	xylosyltransferase 2	0.64	0.3	0.47	4.02006E-06
RAE230A:1377299_at	1377299_at	"Similar to Nasp protein (LOC302730), mRNA"	2.37	1.11	0.47	1.62827E-07
RAE230A:1371180_a_at	1371180_a_at	"glutamate receptor, metabotropic 1"	3.17	1.48	0.47	
RAE230A:1377350_at	1377350_at	Transcribed sequence with weak similarity to protein ref:NP_115913.1 (H.sapiens) keratin associated protein 4.4 [Homo sapiens]	1.88	0.87	0.46	
RAE230A:1368271_a_at	1368271_a_at	fatty acid binding protein 4	2.17	1	0.46	1.38014E-06
RAE230A:1376170_at	1376170_at	"Similar to collagen type XIV (LOC314981), mRNA"	1.82	0.83	0.46	0.000222629
RAE230A:1373544_at	1373544_at	monokine induced by gamma interferon	2.03	0.92	0.45	
RAE230A:1370363_at	1370363_at	carboxylesterase 3	3.59	1.61	0.45	
RAE230A:1370695_s_at	1370695_s_at	kinase	12.61	5.65	0.45	
RAE230A:1369570_at	1369570_at	"sulfotransferase, hydroxysteroid preferring 2"	8.73	3.9	0.45	
RAE230A:1373674_at	1373674_at	"Similar to microfibril-associated glycoprotein-2 (LOC362429), mRNA"	1.73	0.77	0.45	1.05736E-05
RAE230A:1390158_at	1390158_at	Transcribed sequences	4.93	2.17	0.44	
RAE230A:1387334_at	1387334_at	mast cell protease 6	2.16	0.95	0.44	
RAE230A:1387532_at	1387532_at	fibroblast growth factor 3	4.78	2.1	0.44	
RAE230A:1389605_at	1389605_at	"Similar to hypothetical protein FLJ31564 (LOC305434), mRNA"	2.78	1.22	0.44	
RAE230A:1388166_at	1388166_at	"Rat ig delta heavy chain constant region and 3' ut, mrna"	1.83	0.8	0.44	2.2717E-07
RAE230A:1387291_at	1387291_at	"pre-alpha-inhibitor, heavy chain 3"	0.14	0.06	0.43	
RAE230A:1377429_at	1377429_at	"Similar to lactoperoxidase (LOC287610), mRNA"	3.48	1.49	0.43	
RAE230A:1381012_at	1381012_at	"serine (or cysteine) proteinase inhibitor, clade F), member 1"	2.97	1.27	0.43	
RAE230A:1367909_at	1367909_at	diacetyl/L-xylulose reductase	2.79	1.18	0.42	
RAE230A:1390744_at	1390744_at	no description	5.82	2.46	0.42	
RAE230A:1390528_at	1390528_at	Transcribed sequences	1.87	0.79	0.42	4.89666E-05
RAE230A:1372903_at	1372903_at	"Similar to 3000004C01Rik protein (LOC303575), mRNA"	3.19	1.34	0.42	6.06193E-05
RAE230A:1374974_at	1374974_at	"Similar to MLTK-beta (LOC311743), mRNA"	2.1	0.88	0.42	
RAE230A:1385265_a_at	1385265_a_at	"Similar to hypothetical protein MGC28965 (LOC362462), mRNA"	2.97	1.24	0.42	
RAE230A:1370089_at	1370089_at	"peroxisome proliferative activated receptor, gamma, coactivator 1"	5.36	2.22	0.41	
RAE230A:1386933_at	1386933_at	secretory (zymogen) granule membrane glycoprotein GP2	2.69	1.11	0.41	
RAE230A:1369734_at	1369734_at	"acyl-Coenzyme A oxidase 3, pristanoyl"	2.61	1.07	0.41	
RAE230A:1373368_at	1373368_at	no description	1.61	0.66	0.41	
RAE230A:1390660_at	1390660_at	"Similar to Tbx2 (LOC303398), mRNA"	2.76	1.11	0.4	
RAE230A:1367896_at	1367896_at	carbonic anhydrase 3	12.68	4.92	0.39	1.15298E-05
RAE230A:1368797_at	1368797_at	strain Fischer nuclear receptor (CAR)	4.64	1.79	0.39	
RAE230A:1372062_at	1372062_at	"Similar to cyclin-dependent kinase 2-interacting protein (LOC299334), mRNA"	1.85	0.7	0.38	4.68355E-06
RAE230A:1367784_a_at	1367784_a_at	clusterin	1.6	0.6	0.38	4.26769E-11
RAE230A:1374684_at	1374684_at	"LRRGT00193 mRNA, complete cds"	322.33	120.72	0.37	
RAE230A:1371144_at	1371144_at	trehalase	15.34	5.69	0.37	
RAE230A:1387852_at	1387852_at	thyroid hormone responsive protein	3.83	1.39	0.36	
RAE230A:1370620_at	1370620_at	chemokine (C-C motif) ligand 22	2.09	0.75	0.36	
RAE230A:1382076_at	1382076_at	"Similar to Solute carrier family 37 (glycerol-3-phosphate transporter), member 1 (LOC294321), mRNA"	1.87	0.67	0.36	1.97078E-08
RAE230A:1371232_a_at	1371232_a_at	chondroitin sulfate proteoglycan 2 (versican)	2.46	0.88	0.36	9.53008E-05
RAE230A:1390546_at	1390546_at	"LOC360601 (LOC360601), mRNA"	1.64	0.58	0.35	
RAE230A:1375764_at	1375764_at	"Similar to CGI-84 protein (LOC363720), mRNA"	5.18	1.82	0.35	
RAE230A:1387550_a_at	1387550_a_at	"solute carrier family 14, member 2"	2.95	1.01	0.34	
RAE230A:1368689_at	1368689_at	gap junction membrane channel protein beta 5	4.67	1.54	0.33	
RAE230A:1387902_a_at	1387902_a_at	"Rat anti-acetylcholine receptor antibody gene, kappa-chain, VJC region, complete cds"	11.61	3.73	0.32	7.02694E-12
RAE230A:1370967_at	1370967_at	"Rat Ig active lambda2-like chain mRNA, 3' end"	2.78	0.89	0.32	8.93858E-11
RAE230A:1369309_a_at	1369309_a_at	tachykinin 1	4.23	1.34	0.32	0.000410293
RAE230A:1377059_at	1377059_at	mitogen activated protein kinase 10	2.78	0.88	0.32	
RAE230A:1370355_at	1370355_at	stearoyl-Coenzyme A desaturase 1	3.21	1	0.31	2.54351E-06
RAE230A:1369602_at	1369602_at	fibroblast growth factor 17	5.19	1.59	0.31	
RAE230A:1368600_at	1368600_at	"solute carrier family 26 (sulfate transporter), member 1"	3.01	0.88	0.29	
RAE230A:1369021_at	1369021_at	hypocretin receptor 1	3.61	1.04	0.29	
RAE230A:1386501_at	1386501_at	no description	4.68	1.34	0.29	6.33218E-05
RAE230A:1373793_at	1373793_at	Transcribed sequence with moderate similarity to protein ref:NP_443100.1 (H.sapiens) CD81 partner 3 [Homo sapiens]	2.7	0.75	0.28	2.11195E-08
RAE230A:1375202_at	1375202_at	"RM5 mRNA for ler5, partial sequence"	5.75	1.56	0.27	
RAE230A:1373902_at	1373902_at	"Similar to hypothetical protein MGC47816 (LOC302036), mRNA"	4.7	1.26	0.27	
RAE230A:1370150_a_at	1370150_a_at	thyroid hormone responsive protein	6.53	1.75	0.27	
RAE230A:1388740_at	1388740_at	"Similar to cDNA sequence BC032204 (LOC309186), mRNA"	2.26	0.59	0.26	0.00004056
RAE230A:1387454_at	1387454_at	niban protein	4.96	1.28	0.26	
RAE230A:1384503_at	1384503_at	"Similar to Neuropsin precursor (NP) (Kallikrein 8) (Brain serine protease 1) (LOC308565), mRNA"	9.93	2.54	0.26	
RAE230A:1385303_at	1385303_at	no description	4.07	1.04	0.26	
RAE230A:1380262_at	1380262_at	Transcribed sequences	7.96	2.03	0.26	3.68491E-06
RAE230A:1374863_at	1374863_at	Transcribed sequence with moderate similarity to protein ref:NP_443192.1 (H.sapiens) retinoid binding protein 7 [Homo sapiens]	4.67	1.16	0.25	
RAE230A:1370133_at	1370133_at	calcium/calmodulin-dependent protein kinase I	5	1.24	0.25	
RAE230A:1387619_at	1387619_at	CREB binding protein	7.03	1.74	0.25	
RAE230A:1392623_at	1392623_at	"Similar to germinal histone H4 gene (LOC364721), mRNA"	5.5	1.36	0.25	
RAE230A:1368219_at	1368219_at	chloride channel 2	8.92	2.15	0.24	3.67239E-05
RAE230A:1386352_at	1386352_at	no description	3.21	0.76	0.24	
RAE230A:1374998_at	1374998_at	Transcribed sequences	3.06	0.72	0.24	
RAE230A:1371303_at	1371303_at	"Similar to L-threonine 3-dehydrogenase (LOC290315), mRNA"	4.22	0.94	0.22	
RAE230A:1380200_at	1380200_at	transcription factor 8	8.72	1.92	0.22	
RAE230A:1369233_at	1369233_at	potassium channel TREK-2	7.81	1.67	0.21	
RAE230A:1375379_at	1375379_at	"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"	5.35	1.14	0.21	
RAE230A:1373297_at	1373297_at	Transcribed sequences	5.9	1.22	0.21	
RAE230A:1387327_at	1387327_at	Sam68-like mammalian protein 1	4.36	0.86	0.2	
RAE230A:1386977_at	1386977_at	carbonic anhydrase 3	9.09	1.63	0.18	6.14997E-10
RAE230A:1370654_at	1370654_at	"NTT4 (Ntt4) mRNA, complete cds"	5.86	1.03	0.18	
RAE230A:1376296_at	1376296_at	Transcribed sequences	10.33	1.61	0.16	
RAE230A:1369628_at	1369628_at	synaptic vesicle glycoprotein 2 b	2.28	0.35	0.15	0
RAE230A:1385267_at	1385267_at	no description	6.37	0.96	0.15	3.07248E-06
RAE230A:1399128_at	1399128_at	Transcribed sequence with strong similarity to protein ref:NP_077268.1 (H.sapiens) ubiquitin-like 5 [Homo sapiens]	6.58	0.99	0.15	
RAE230A:1388597_at	1388597_at	"Similar to C protein (LOC295929), mRNA"	4.38	0.62	0.14	1.91933E-06
