UID	NAME	C1	C3	C2	EH2	EH6	EH3	EH5	EH1	EH4
A_01_P008842	||  || A_01_P008842 ||  || Homo sapiens translocase of inner mitochondrial membrane 22 homolog (yeast) (TIMM22), mRNA. [NM_013337] ||  ||  || 6273690	1.64	2.04	2.05	0.45	0.34	1.19	0.5	0.92	0.93
A_01_P001884	||  || A_01_P001884 ||  || PREDICTED: Homo sapiens lunatic fringe homolog (Drosophila) (LFNG), mRNA [XM_499250] ||  ||  || 6280716	2.8	2.91	3.22	2.38	2.1	1.93	2.04	1.74	2.09
A_01_P001621	||  || A_01_P001621 ||  || Homo sapiens cytidine deaminase (CDA), mRNA [NM_001785] ||  ||  || 6278622	1.26	0.81	0.46	-0.41	-0.5	-1.05	-0.2	-0.28	-0.17
A_01_P014194	||  || A_01_P014194 ||  || Homo sapiens chromosome 16 open reading frame 9 (C16orf9), mRNA. [NM_032039] ||  ||  || 6286724	0.76	0.62	0.78	-0.15	-0.05	0.05	0.03	0.24	-0.17
A_01_P003753	||  || A_01_P003753 ||  || Homo sapiens bassoon (presynaptic cytomatrix protein) (BSN), mRNA [NM_003458] ||  ||  || 6284998	1.83	2.06	1.99	0.72	0.6	1.33	0.88	1.06	1.17
A_01_P005607	||  || A_01_P005607 ||  || Homo sapiens mesenchymal stem cell protein DSC43 (LOC51333), mRNA [NM_016643] ||  ||  || 6288938	0.85	1.43	0.77	-0.38	-0.42	-0.14	-0.08	0.18	0.18
A_01_P001367	||  || A_01_P001367 ||  || Homo sapiens MAP kinase interacting serine/threonine kinase 2 (MKNK2), mRNA. [NM_199054] ||  ||  || 6285172	1.12	1.39	1.15	-0.09	0.03	0.43	0.52	0.32	0.43
A_01_P018136	||  || A_01_P018136 ||  || Homo sapiens synaptotagmin VIII (SYT8), mRNA. [NM_138567] ||  ||  || 6280031	0.01	0.52	0.4	-1.28	-1.35	-0.53	-1.24	-0.51	-0.89
A_01_P014480	||  || A_01_P014480 ||  || Homo sapiens peptidoglycan recognition protein 1 (PGLYRP1), mRNA. [NM_005091] ||  ||  || 6284882	1.91	2.25	2.28	0.72	0.32	1.23	0.78	1.27	1.17
A_01_P005744	||  || A_01_P005744 ||  || Homo sapiens SPPL2b (SPPL2B), mRNA [NM_020172] ||  ||  || 6278949	2.44	2.6	2.82	0.72	0.61	1.5	1.09	1.59	1.71
A_01_P011965	||  || A_01_P011965 ||  || Homo sapiens clone 23700 mRNA sequence [AF038185] ||  ||  || 6289714	2.36	1.93	1.3	-0.1	0.75	0.4	0.89	0.15	0.39
A_01_P004707	||  || A_01_P004707 ||  || Homo sapiens Bcl2 modifying factor (BMF), transcript variant 1, mRNA. [NM_001003940] ||  ||  || 6280532	1.13	1.13	0.74	0.17	-0.08	0.2	0.26	0.08	0.38
A_01_P004596	||  || A_01_P004596 ||  || Homo sapiens pancreasin (MPN), mRNA [NM_031948] ||  ||  || 6292545	2.31	2.55	2.61	1.05	0.63	1.31	0.79	1.27	1.86
A_01_P000832	||  || A_01_P000832 ||  || Homo sapiens tektin 1 (TEKT1), mRNA [NM_053285] ||  ||  || 6277133	1.45	2.18	1.8	0.25	-0.21	0.77	0.49	0.7	0.79
A_01_P012470	||  || A_01_P012470 ||  || Homo sapiens alkaline phosphatase, intestinal (ALPI), mRNA [NM_001631] ||  ||  || 6277392	1.33	1.07	1.24	-0.11	0.32	0.37	0.24	0.58	0.44
A_01_P002502	||  || A_01_P002502 ||  || full-length cDNA clone CS0DA004YM17 of Neuroblastoma of Homo sapiens (human) [CR607989] ||  ||  || 6276544	0.83	0.13	0.55	-0.61	-0.28	-0.57	-0.42	-0.26	-0.59
A_01_P014190	||  || A_01_P014190 ||  || Homo sapiens FLJ45455 protein (FLJ45455), mRNA [NM_207386] ||  ||  || 6292022	1.4	0.74	1.31	-0.86	-0.83	0.31	-0.31	0	-0.22
A_01_P003160	||  || A_01_P003160 ||  || Homo sapiens RAB3A, member RAS oncogene family (RAB3A), mRNA [NM_002866] ||  ||  || 6283165	2.46	2.53	2.69	0.88	0.81	1.8	0.98	1.49	1.63
A_01_P015371	||  || A_01_P015371 ||  || Homo sapiens beta-1,3-N-acetylglucosaminyltransferase protein (B3Gn-T6), mRNA. [NM_138706] ||  ||  || 6290787	1.59	0.86	0.9	-0.09	0.03	-0.12	-0.13	0.07	0.43
A_01_P013053	||  || A_01_P013053 ||  || Homo sapiens zinc finger protein 696 (ZNF696), mRNA. [NM_030895] ||  ||  || 6282932	1.84	2.64	2.37	0.88	1.06	1.36	0.87	1.24	1.47
A_01_P018850	||  || A_01_P018850 ||  || Homo sapiens vesicular inhibitory amino acid transporter (VIAAT), mRNA [NM_080552] ||  ||  || 6289439	2.58	2.7	3.02	2.16	1.59	1.51	1.36	1.85	1.82
A_01_P016950	||  || A_01_P016950 ||  || MMSP0024_G06 MMSP Macaca mulatta cDNA, mRNA sequence [CB554423] ||  ||  || 6267458	0.96	1.64	1.66	0.53	0.52	0.39	0.2	0.32	0.6
A_01_P013151	||  || A_01_P013151 ||  || PREDICTED: Macaca mulatta similar to Protein C7orf10 (Dermal papilla-derived protein 13) (LOC702855), mRNA [XR_012148] ||  ||  || 6275876	1.97	1.97	1.75	0.71	0.55	-0.23	0.29	1.18	0.61
A_01_P004529	||  || A_01_P004529 ||  || Homo sapiens hippocalcin (HPCA), mRNA [NM_002143] ||  ||  || 6279112	1.4	1.32	1.08	-0.21	0.11	0.53	0.02	0.14	0.61
A_01_P000517	||  || A_01_P000517 ||  || Homo sapiens neuro-oncological ventral antigen 2 (NOVA2), mRNA [NM_002516] ||  ||  || 6277599	2.24	2.55	2.55	0.98	1.04	1.61	1.06	1.62	1.68
A_01_P006680	||  || A_01_P006680 ||  || Homo sapiens cofactor required for Sp1 transcriptional activation, subunit 7, 70kDa (CRSP7), mRNA [NM_004831] ||  ||  || 6290224	1.08	0.6	0.97	-1.11	0.23	-0.85	-0.28	-0.67	-0.49
A_01_P011493	||  || A_01_P011493 ||  || Homo sapiens hypothetical protein FLJ37078 (FLJ37078), mRNA. [NM_153043] ||  ||  || 6280250	1.07	0.78	0.45	-1.67	-0.54	-0.03	-1.74	-1.12	-1.27
A_01_P011171	||  || A_01_P011171 ||  || Homo sapiens dihydrouridine synthase 1-like (S. cerevisiae) (DUS1L), mRNA. [NM_022156] ||  ||  || 6285503	0.73	0.82	0.66	-0.06	-0.19	0.15	-0.06	0.26	-0.06
A_01_P011500	||  || A_01_P011500 ||  || Homo sapiens myelodysplasia syndrome 1 (MDS1), mRNA [NM_004991] ||  ||  || 6271217	-0.03	-0.39	-0.22	-2.43	-1.92	-1.36	-1.18	-1.71	-1.2
