Gene	EntrezID	N_TPM	F_TPM	R_TPM
Tgtp	21822	1.34	0.19	0.41
Tnfrsf10b	21933	1.34	1.24	1.34
Nr2c1	22025	1.34	0.77	2.57
Upp1	22271	1.34	0.67	2.16
Sh2b2	23921	1.34	1.15	2.57
Homer1	26556	1.34	2.49	2.88
Eif2ak4	27103	1.34	1.24	1.75
Ebi3	50498	1.34	0.19	0.62
Fbxw7	50754	1.34	1.43	1.54
Ddah2	51793	1.34	1.91	0.82
Rasa4	54153	1.34	1.82	0.62
Slc23a2	54338	1.34	1.24	0.51
Apbb1ip	54519	1.34	0.38	1.65
Sult1b1	56362	1.34	3.44	1.65
Akap10	56697	1.34	1.34	2.98
C1d	57316	1.34	0.57	0.82
Xrcc2	57434	1.34	0.38	0.62
Hic2	58180	1.34	1.82	1.34
Usp14	59025	1.34	1.53	1.34
Cenpk	60411	1.34	0.96	1.85
Lpin3	64899	1.34	0.67	1.54
Pigy	66459	1.34	2.77	1.34
Cul7	66515	1.34	0.67	2.47
Fbxl15	68431	1.34	0.86	3.81
Ube2c	68612	1.34	0.86	0.21
1810019J16Rik	69073	1.34	1.72	1.75
Cd209f	69142	1.34	0.48	0.31
2210417A02Rik	70138	1.34	1.63	2.26
5530601H04Rik	71445	1.34	0.48	0.82
1600016N20Rik	72000	1.34	0.29	1.44
2010111I01Rik	72061	1.34	0.38	1.23
2510009E07Rik	72190	1.34	1.15	0.93
Rspo3	72780	1.34	1.82	3.29
1700065O13Rik	73451	1.34	0.48	4.01
Purg	75029	1.34	0.38	0.72
Tmem180	75146	1.34	0.19	2.78
Nudt16	75686	1.34	1.63	3.09
Rnf139	75841	1.34	0.86	2.67
Snrnp35	76167	1.34	2.01	3.6
Pcolce2	76477	1.34	0.38	0.31
2410131K14Rik	76792	1.34	1.63	0.93
2310046O06Rik	78323	1.34	2.2	2.16
Zc3hav1	78781	1.34	1.34	0.62
Apobec3	80287	1.34	2.3	0.93
Clec2i	93675	1.34	1.15	0.72
Hist2h3c2	97114	1.34	3.64	0.82
Ehd4	98878	1.34	0.57	0.21
Mdn1	100019	1.34	1.53	2.47
Wtip	101543	1.34	0.67	0.31
Hinfp	102423	1.34	1.15	0.62
Rtn1	104001	1.34	1.53	1.85
AU021092	106332	1.34	0.19	0.93
Col16a1	107581	1.34	0.38	0.62
Fam118b	109229	1.34	3.35	3.81
Slc18a1	110877	1.34	1.91	2.57
Apob48r	171504	1.34	2.01	2.37
Tet3	194388	1.34	0.48	1.54
Vps8	209018	1.34	1.91	2.16
Ttc28	209683	1.34	1.63	0.41
Dennd2a	209773	1.34	2.01	3.39
Sepsecs	211006	1.34	1.34	2.47
Kbtbd7	211255	1.34	2.68	1.13
Plekhh2	213556	1.34	0.29	0.72
Sec22c	215474	1.34	1.05	1.34
Ckap4	216197	1.34	0.77	1.23
Abca5	217265	1.34	1.34	0.51
D15Wsu169e	223666	1.34	0.38	0.51
Setd4	224440	1.34	2.87	1.44
Qsox2	227638	1.34	3.16	1.34
Dolk	227697	1.34	2.97	1.85
Amigo1	229715	1.34	1.05	1.34
Zfyve9	230597	1.34	1.15	1.54
9430015G10Rik	230996	1.34	1.82	1.23
Aasdh	231326	1.34	0.19	1.65
Tmem159	233806	1.34	0.86	2.57
Aard	239435	1.34	0.77	0.41
EG240853	240853	1.34	0.48	0.62
Zbtb34	241311	1.34	1.15	1.03
Tspan18	241556	1.34	1.43	0.41
Ss18l1	269397	1.34	0.77	1.44
Rccd1	269955	1.34	0.48	0.62
Slfn8	276950	1.34	0.86	1.54
E030030I06Rik	319887	1.34	0.57	1.03
Vps13c	320528	1.34	0.19	2.67
Wipf3	330319	1.34	2.2	3.09
Zfp780b	338354	1.34	0.67	1.23
Tmc4	353499	1.34	1.34	1.03
Serf2	378702	1.34	2.2	2.67
Als2cr4	381259	1.34	2.3	0.72
Zfp667	384763	1.34	0.38	1.54
Fam55c	385658	1.34	1.24	1.95
Zfp800	627049	1.34	1.05	2.06
EG640370	640370	1.34	3.64	0.72
LOC100048251	100048251	1.34	0.29	0.72
Cadps2	320405	1.34	1.72	7.1
LOC674193	674193	1.34	1.43	4.22
LOC100039117	100039117	1.34	1.34	4.11
Pla2g7	27226	1.34	6.41	1.65
Slc16a5	217316	1.34	39.32	2.98
LOC100047762	100047762	1.34	12.82	0.72
Ccdc122	108811	1.34	5.36	4.53
Ap4m1	11781	1.24	0.86	2.16
Apaf1	11783	1.24	0.67	1.54
Ctf1	13019	1.24	1.43	1.13
Cttn	13043	1.24	1.63	2.26
Elk3	13713	1.24	1.15	0.72
Nr6a1	14536	1.24	0.48	2.16
Large	16795	1.24	1.24	2.37
Mthfd2	17768	1.24	0.57	2.47
Muc1	17829	1.24	0.77	0.51
Ptpre	19267	1.24	1.05	0.51
Abcd4	19300	1.24	1.82	1.65
Ccl9	20308	1.24	2.49	0.93
Sema6a	20358	1.24	0.38	0.41
Snrpd1	20641	1.24	1.24	1.75
Spink3	20730	1.24	0.29	1.44
Tcfec	21426	1.24	1.34	2.06
Dedd	21945	1.24	0.96	1.44
Hcst	23900	1.24	1.34	1.03
Sh3d19	27059	1.24	0.77	1.03
Abcf3	27406	1.24	2.2	0.51
Pmm1	29858	1.24	2.58	0.62
Rif1	51869	1.24	0.29	1.23
Vti1a	53611	1.24	1.24	2.16
Rassf5	54354	1.24	1.24	1.44
Plagl2	54711	1.24	1.24	1.54
Zmym3	56364	1.24	1.63	2.57
Arl10	56795	1.24	0.57	1.03
Tmem218	66279	1.24	0.38	0.62
2310011J03Rik	66374	1.24	1.82	1.13
Fam119a	67099	1.24	1.91	1.54
2810022L02Rik	67198	1.24	0.38	0.93
Ccdc49	67480	1.24	1.05	0.62
Mfap1a	67532	1.24	1.72	2.06
Nudt13	67725	1.24	2.01	0.51
Rnf146	68031	1.24	2.39	2.06
Sfrs11	69207	1.24	0.77	0.31
Tspan2	70747	1.24	0.67	0.82
Ptplb	70757	1.24	2.39	1.13
Smug1	71726	1.24	2.01	0.62
Cul2	71745	1.24	1.34	1.65
Endod1	71946	1.24	0.38	1.03
Ppil6	73075	1.24	1.72	0.62
Rwdd3	73170	1.24	2.01	0.72
Rnf38	73469	1.24	1.43	0.93
1110006G06Rik	73833	1.24	1.53	2.88
Foxp4	74123	1.24	0.86	2.78
Sepn1	74777	1.24	1.43	3.19
4930455F23Rik	74895	1.24	1.63	2.67
Rnf121	75212	1.24	1.53	1.34
Usp31	76179	1.24	0.57	1.54
H2afv	77605	1.24	1.43	0.41
Utp23	78581	1.24	0.57	0.51
Zfp623	78834	1.24	0.77	1.54
Cttnbp2nl	80281	1.24	0.96	0.21
SEPT10	103080	1.24	0.67	2.37
2410017P07Rik	103268	1.24	1.24	0.62
Itga9	104099	1.24	0.77	0.93
Rhoq	104215	1.24	1.05	0.93
Kazald1	107250	1.24	0.29	0.21
Fbxw17	109082	1.24	0.48	0.62
Pygb	110078	1.24	1.24	2.67
Prdm15	114604	1.24	0.77	1.03
Slc2a9	117591	1.24	1.63	0.72
Recql5	170472	1.24	1.63	0.72
Pld6	194908	1.24	0.67	0.82
Pdlim2	213019	1.24	0.57	0.62
Ccdc5	225745	1.24	0.77	0.93
Dclre1c	227525	1.24	3.16	1.75
Smox	228608	1.24	0.29	1.95
Zgpat	229007	1.24	1.24	2.57
BC037112	231128	1.24	1.15	1.13
Cnot6l	231464	1.24	0.19	1.23
AW146242	232023	1.24	0.48	1.95
Gatad2a	234366	1.24	0.67	1.54
Zfp810	235050	1.24	1.05	3.19
Thada	240174	1.24	1.05	0.82
Gimap8	243374	1.24	0.29	2.16
Zfp791	244556	1.24	0.77	0.62
Zfp652	268469	1.24	1.05	1.95
Mon1b	270096	1.24	0.67	2.57
5830418K08Rik	319675	1.24	0.86	1.34
Smyd4	319822	1.24	2.97	0.51
Fubp3	320267	1.24	1.63	2.16
Ankrd44	329154	1.24	1.53	0.93
BC043476	381067	1.24	1.24	0.51
Mamdc4	381352	1.24	0.38	0.31
Xkr8	381560	1.24	1.05	1.34
Gm1673	381633	1.24	0.57	1.03
N4bp2l2	381695	1.24	1.82	1.54
ENSMUSG00000071204	381806	1.24	0.77	0.93
Neurl2	415115	1.24	1.05	0.82
Gnptab	432486	1.24	1.63	2.26
LOC636446	636446	1.24	0.77	2.16
EG666430	666430	1.24	0.86	1.75
EG668181	668181	1.24	1.63	0.93
EG668429	668429	1.24	0.48	0.31
LOC100042156	100042156	1.24	3.35	0.51
LOC100044322	100044322	1.24	0.29	1.85
LOC100048504	100048504	1.24	3.16	3.19
Lrp4	228357	1.24	3.06	4.32
Slc5a6	330064	1.24	2.39	4.22
2310016C08Rik	69573	1.24	4.02	3.09
Scand3	71970	1.24	5.07	2.67
Unk	217331	1.24	3.83	2.88
Accs	329470	1.24	4.78	2.78
OTTMUSG00000019749	100040640	1.24	5.74	2.37
Angpt2	11601	1.15	0.86	0.62
Ang2	11731	1.15	1.43	1.44
Cbx2	12416	1.15	2.77	0.41
Smc2	14211	1.15	1.34	3.09
Il4ra	16190	1.15	0.48	1.23
Mxd1	17119	1.15	0.86	2.47
Smad2	17126	1.15	1.15	1.44
Kitl	17311	1.15	0.48	0.82
Cxcl9	17329	1.15	0.48	1.54
Myh11	17880	1.15	0.77	1.85
Nin	18080	1.15	0.19	1.03
Plcb2	18796	1.15	2.58	1.13
Pa2g4	18813	1.15	1.72	1.85
Pmp22	18858	1.15	0.67	1.75
Prim2	19076	1.15	0.57	1.54
Cyth3	19159	1.15	0.67	1.03
Ptpn22	19260	1.15	0.86	0.21
Rab7	19349	1.15	0.86	1.95
Rasl2-9	19428	1.15	1.05	0.21
Tnnt2	21956	1.15	0.19	0.31
Wisp1	22402	1.15	0.38	0.72
Zfp161	22666	1.15	1.91	1.23
Mapk13	26415	1.15	0.38	0.82
D6Wsu163e	28040	1.15	2.3	1.44
Dkk3	50781	1.15	0.57	1.03
Tubgcp4	51885	1.15	0.29	3.7
Tax1bp1	52440	1.15	1.34	1.85
Sco1	52892	1.15	1.34	0.82
Metap2	56307	1.15	1.82	1.13
Vapb	56491	1.15	1.63	0.62
Lpar3	65086	1.15	0.38	1.75
Pacrgl	66768	1.15	1.63	1.23
9130011J15Rik	66818	1.15	0.57	0.21
Clec14a	66864	1.15	0.38	0.62
Ndc80	67052	1.15	0.77	0.93
Nrarp	67122	1.15	0.57	1.23
Sclt1	67161	1.15	0.96	0.72
Srfbp1	67222	1.15	0.96	0.62
Otub2	68149	1.15	0.19	0.62
Rnaseh2c	68209	1.15	0.48	1.03
Lzic	69151	1.15	1.63	1.54
1700025G04Rik	69399	1.15	0.29	1.54
Ggnbp1	70772	1.15	0.77	1.34
4933421O10Rik	71073	1.15	0.48	1.03
Telo2	71718	1.15	1.15	1.44
Zfp654	72020	1.15	0.57	0.41
Cenpn	72155	1.15	0.57	2.37
Zfp777	72306	1.15	1.05	1.85
Fam123b	72345	1.15	0.38	0.93
Reep4	72549	1.15	1.05	1.65
Rint1	72772	1.15	1.05	1.95
2900008C10Rik	72937	1.15	2.58	1.95
Fam118a	73225	1.15	0.29	0.51
Zbtb8a	73680	1.15	0.96	0.93
1200009I06Rik	74190	1.15	0.48	0.51
Fam160a2	74349	1.15	1.05	3.5
Pcf11	74737	1.15	3.44	1.34
Ippk	75678	1.15	2.3	2.67
Jmjd5	77035	1.15	2.68	1.54
Mtmr2	77116	1.15	3.06	1.75
Apex2	77622	1.15	1.15	0.82
A930004D18Rik	77940	1.15	0.67	1.34
Nuak1	77976	1.15	0.67	2.78
Car15	80733	1.15	1.63	0.51
Smarcd1	83797	1.15	0.86	0.51
Lztfl1	93730	1.15	1.53	1.95
Pdxdc1	94184	1.15	0.38	1.23
Zfand2a	100494	1.15	2.1	1.54
AI747699	107236	1.15	0.48	1.54
Unc5b	107449	1.15	1.05	2.16
Prkcdbp	109042	1.15	0.19	0.62
Ddhd1	114874	1.15	0.48	1.34
Tyw3	209584	1.15	0.67	0.62
Wwc1	211652	1.15	1.24	0.62
AA408296	215193	1.15	0.57	0.93
Cep68	216543	1.15	0.77	0.31
Jmjd3	216850	1.15	1.53	0.93
Atad4	217138	1.15	0.77	0.62
Spata13	219140	1.15	1.43	3.39
Farp1	223254	1.15	0.96	2.98
Impg2	224224	1.15	0.96	1.75
Crybg3	224273	1.15	0.67	0.82
AI606181	226118	1.15	0.96	3.29
Kctd3	226823	1.15	0.48	1.95
Ccdc76	229780	1.15	0.96	0.93
E130308A19Rik	230259	1.15	0.29	1.54
Prr12	233210	1.15	1.72	1.75
Zfp553	233887	1.15	1.05	1.13
Klhl6	239743	1.15	0.29	1.65
Oas3	246727	1.15	1.91	0.31
Slc39a9	328133	1.15	0.48	1.23
EG329521	329521	1.15	0.48	0.41
Ceacam-ps1	381849	1.15	0.57	1.23
LOC637477	637477	1.15	1.15	1.75
EG666127	666127	1.15	1.34	1.65
EG668300	668300	1.15	0.29	0.51
LOC100044130	100044130	1.15	0.57	0.41
LOC100044696	100044696	1.15	1.15	1.03
LOC100046302	100046302	1.15	2.49	1.85
Ngfr	18053	1.15	1.05	5.55
Nup205	70699	1.15	2.01	4.32
Acot3	171281	1.15	11.29	0.93
Zscan22	232878	1.15	3.73	0.82
Abl2	11352	1.05	1.15	1.85
Adra2b	11552	1.05	0.38	1.03
Atp9a	11981	1.05	2.2	2.88
Cdh13	12554	1.05	0.48	0.41
Cenpc1	12617	1.05	0.86	1.34
Ckmt1	12716	1.05	0.48	0.51
Darc	13349	1.05	0.48	2.37
Emp1	13730	1.05	0.77	1.34
Enc1	13803	1.05	3.16	0.93
Gda	14544	1.05	0.96	2.37
Grk4	14772	1.05	3.25	1.75
Heph	15203	1.05	0.19	0.21
Il16	16170	1.05	0.67	0.72
Inpp5d	16331	1.05	1.91	1.44
Itpr3	16440	1.05	0.48	0.93
Lmnb1	16906	1.05	0.57	1.13
Blnk	17060	1.05	0.38	2.06
Mep1b	17288	1.05	0.38	0.72
Mgmt	17314	1.05	1.43	1.85
Mtf1	17764	1.05	1.15	1.65
Myl4	17896	1.05	0.48	0.72
Ddr2	18214	1.05	1.05	1.44
P2ry2	18442	1.05	0.86	0.72
Pcnt	18541	1.05	0.86	2.98
Pex11b	18632	1.05	0.67	0.21
Ptgis	19223	1.05	0.67	1.23
Ptpn13	19249	1.05	0.29	1.54
Rab24	19336	1.05	0.19	0.31
Rad51l3	19364	1.05	0.57	0.21
Rbpj	19664	1.05	1.15	1.44
Sema3f	20350	1.05	0.96	1.95
Serpinb9	20723	1.05	0.67	1.34
Tacc3	21335	1.05	0.96	1.03
Taf1c	21341	1.05	1.05	0.93
Cd40	21939	1.05	0.29	0.41
Vamp1	22317	1.05	0.96	3.09
Zfp11	22648	1.05	0.19	0.93
Neu2	23956	1.05	0.29	0.21
Hsf4	26386	1.05	1.05	1.23
Map2k6	26399	1.05	3.25	1.75
Ddx3y	26900	1.05	3.06	0.31
Ctps	51797	1.05	1.72	3.09
Dnalc4	54152	1.05	2.1	1.75
Zfp316	54201	1.05	0.57	1.85
Thsd1	56229	1.05	0.67	0.93
Gltp	56356	1.05	1.43	1.13
Terf2ip	57321	1.05	1.34	2.06
1110054O05Rik	66209	1.05	0.86	0.31
Pgpep1	66522	1.05	1.82	1.34
2210012G02Rik	66526	1.05	0.77	1.44
Lrrc40	67144	1.05	0.67	1.03
Far1	67420	1.05	0.67	0.51
Pnpla8	67452	1.05	2.2	0.82
Fbxo32	67731	1.05	0.77	1.54
Limd2	67803	1.05	0.48	0.72
Mrp63	67840	1.05	0.19	0.41
Uxs1	67883	1.05	0.77	3.09
1500011H22Rik	68948	1.05	0.29	0.51
Zdhhc1	70796	1.05	0.86	0.62
Ints10	70885	1.05	1.05	1.34
Arid5b	71371	1.05	0.86	0.72
Chd6	71389	1.05	2.01	0.72
Wrb	71446	1.05	1.72	0.82
Snx20	71607	1.05	0.29	0.31
Susd2	71733	1.05	1.15	0.31
Mamdc2	71738	1.05	1.34	0.41
2400003C14Rik	71955	1.05	0.48	1.75
Rpusd4	71989	1.05	2.3	2.47
Sh2d4a	72281	1.05	1.15	3.09
2610002I17Rik	72341	1.05	0.48	0.62
1700086O06Rik	73516	1.05	1.82	0.41
Nfam1	74039	1.05	1.05	1.85
Cklf	75458	1.05	0.48	0.93
Nhej1	75570	1.05	0.19	0.62
Calml4	75600	1.05	0.77	1.34
Clasp2	76499	1.05	0.48	1.75
Il34	76527	1.05	1.72	1.54
Fam49a	76820	1.05	1.91	0.72
Tchp	77832	1.05	1.43	1.03
9530077C14Rik	78454	1.05	0.29	0.93
Usp54	78787	1.05	1.24	2.16
Gmip	78816	1.05	1.05	1.44
9130017N09Rik	78906	1.05	0.19	0.62
Hdac9	79221	1.05	0.48	0.41
Ssx2ip	99167	1.05	2.2	2.78
Exoc8	102058	1.05	1.72	1.13
BC030307	103220	1.05	0.77	2.16
Ankrd32	105377	1.05	1.05	1.54
Rfc4	106344	1.05	0.48	2.16
Krt7	110310	1.05	0.48	1.85
Vsx1	114889	1.05	0.86	0.21
B3galt6	117592	1.05	0.38	0.72
Ube2j2	140499	1.05	0.48	0.72
Mobkl2a	208228	1.05	0.77	2.67
AA474331	213332	1.05	0.96	1.13
Gpr126	215798	1.05	0.48	0.41
Arl5c	217151	1.05	0.57	0.72
Ube2o	217342	1.05	0.57	1.54
Mfsd7c	217721	1.05	2.87	0.21
Treml4	224840	1.05	0.57	0.62
Zfp770	228491	1.05	0.86	1.65
Slc35c2	228875	1.05	1.15	1.23
Zbtb10	229055	1.05	1.34	0.21
Pbxip1	229534	1.05	0.38	0.62
Pars2	230577	1.05	2.87	2.78
Iqcc	230767	1.05	1.34	3.39
Agbl5	231093	1.05	0.86	1.34
Sh3tc1	231147	1.05	1.72	1.44
Zfp764	233893	1.05	0.67	1.34
D10627	234358	1.05	1.34	2.16
Tessp2	235628	1.05	0.86	0.82
Cchcr1	240084	1.05	1.34	2.47
Plekhm3	241075	1.05	0.86	1.75
Sdr16c5	242285	1.05	0.29	0.62
Kbtbd8	243574	1.05	0.48	0.62
2210010B09Rik	244721	1.05	0.77	1.75
Olfr1033	258571	1.05	1.34	1.34
Tox4	268741	1.05	2.2	1.95
Lrig2	269473	1.05	0.48	0.82
Map3k10	269881	1.05	1.82	2.88
Timd4	276891	1.05	0.57	0.31
Smo	319757	1.05	1.05	1.65
D030074E01Rik	319936	1.05	0.29	0.21
Heatr5b	320473	1.05	1.34	3.5
Zhx3	320799	1.05	0.77	0.82
Hs3st6	328779	1.05	1.05	0.31
Hcfc1r1	353502	1.05	1.15	1.75
Xkr9	381246	1.05	0.86	0.82
Apold1	381823	1.05	0.48	0.62
EG619883	619883	1.05	1.24	1.95
OTTMUSG00000001247	623115	1.05	1.05	1.85
EG623402	623402	1.05	0.67	1.03
OTTMUSG00000001112	629777	1.05	0.48	2.16
LOC634390	634390	1.05	0.57	0.51
EG638833	638833	1.05	0.48	1.54
Tomm40l	641376	1.05	1.15	1.44
LOC100040507	100040507	1.05	2.01	0.62
LOC100040529	100040529	1.05	1.15	1.54
LOC100043685	100043685	1.05	0.48	0.41
LOC100043820	100043820	1.05	0.19	2.16
LOC100046471	100046471	1.05	0.57	0.62
LOC100047175	100047175	1.05	0.48	0.72
LOC100047506	100047506	1.05	0.96	1.03
LOC100048235	100048235	1.05	1.05	2.16
2410022L05Rik	66423	1.05	0.67	3.91
Fam98a	72722	1.05	2.01	4.11
Tspan17	74257	1.05	2.39	4.53
Ccdc125	76041	1.05	1.53	4.01
Ankmy2	217473	1.05	1.91	4.01
Dcun1d3	233805	1.05	1.72	4.11
Acot4	171282	1.05	3.54	1.65
Prkca	18750	1.05	3.73	5.35
Casp2	12366	0.95	1.05	0.93
Ctla2a	13024	0.95	1.53	2.26
Eif4ebp2	13688	0.95	0.29	2.47
Il15	16168	0.95	0.57	1.85
Arhgef2	16800	0.95	1.91	1.13
Mecp2	17257	0.95	0.96	1.95
Mtf2	17765	0.95	1.05	1.85
Ncf1	17969	0.95	2.01	1.85
Nfkbie	18037	0.95	0.19	1.44
Pldn	18457	0.95	2.01	0.93
Piga	18700	0.95	1.05	0.51
Renbp	19703	0.95	1.53	1.85
Rps24	20088	0.95	1.63	1.23
Slfn4	20558	0.95	0.38	1.03
Timp2	21858	0.95	0.86	2.47
Tyms-ps	22172	0.95	1.43	2.26
Nap1l3	54561	0.95	1.43	0.93
B4galt4	56375	0.95	0.67	1.03
Clec4n	56620	0.95	0.86	2.16
Noc3l	57753	0.95	2.68	1.85
Rpe	66646	0.95	1.24	1.23
Gtf3c6	67371	0.95	1.53	1.65
Alg13	67574	0.95	1.91	0.62
Gtf2e2	68153	0.95	1.05	2.67
Myct1	68632	0.95	1.53	0.41
Tmcc2	68875	0.95	1.91	1.44
2310004N24Rik	69535	0.95	0.67	1.44
2010321M09Rik	69882	0.95	0.86	1.85
Afap1	70292	0.95	1.05	1.13
Btf3l4	70533	0.95	1.15	2.06
Riok1	71340	0.95	1.53	1.65
Dhx35	71715	0.95	1.43	1.75
Cyb561d1	72023	0.95	1.91	2.26
Zbed3	72114	0.95	2.01	0.93
Ttc30b	72421	0.95	1.91	1.65
Bbs5	72569	0.95	0.96	1.34
Pard3b	72823	0.95	0.38	1.44
Ubash3b	72828	0.95	1.34	2.26
Clec4a3	73149	0.95	1.43	0.51
Herc3	73998	0.95	0.38	1.65
5730419I09Rik	74741	0.95	0.86	1.44
Rprd2	75137	0.95	1.05	2.06
Ccdc134	76457	0.95	1.63	0.93
Smndc1	76479	0.95	0.86	1.23
Atg2b	76559	0.95	1.05	0.31
C130038G02Rik	77521	0.95	1.24	0.62
Gats	80909	0.95	1.34	1.23
Cnnm4	94220	0.95	1.63	0.62
Dgcr8	94223	0.95	1.63	0.93
Sgsm2	97761	0.95	0.19	1.34
Slc6a8	102857	0.95	1.43	1.54
Synpo	104027	0.95	3.16	2.26
Cnot6	104625	0.95	0.48	1.54
Slc39a6	106957	0.95	0.86	1.85
1110034A24Rik	109065	0.95	0.86	2.06
Mtmr11	194126	0.95	0.57	2.06
Urb1	207932	0.95	0.96	1.75
Mtmr9	210376	0.95	2.1	1.44
Zswim4	212168	0.95	0.67	1.44
Mobkl2b	214944	0.95	2.68	1.75
Zfyve1	217695	0.95	1.24	1.13
Oxnad1	218885	0.95	2.2	2.26
Zfp472	224691	0.95	1.53	2.06
Samd10	229011	0.95	0.57	1.23
Zfp189	230162	0.95	1.34	2.06
Uba6	231380	0.95	0.86	1.23
Zfp212	232784	0.95	1.91	0.82
Samd4b	233033	0.95	0.77	1.44
Zc3h12d	237256	0.95	1.24	0.41
Pkhd1	241035	0.95	0.19	1.54
Cd207	246278	0.95	1.43	0.82
Usp7	252870	0.95	1.63	0.72
Dock5	277133	0.95	0.96	1.34
BC030046	277154	0.95	1.63	0.51
Slc15a5	277898	0.95	1.05	0.21
Fry	320365	0.95	1.43	1.54
Cenpt	320394	0.95	0.57	1.85
Hapln4	330790	0.95	0.29	2.67
Tbc1d22b	381085	0.95	0.57	1.13
Ssbp1	381760	0.95	1.24	2.16
Hnrnph3	432467	0.95	1.15	1.03
EG544707	544707	0.95	1.63	1.23
EG666889	666889	0.95	1.05	0.21
Ap1gbp1	217030	0.95	3.16	3.39
Pex11a	18631	0.95	4.11	1.13
Accn5	58170	0.95	3.73	1.54
Adh5	11532	0.86	1.15	1.13
Ap1g2	11766	0.86	0.67	2.67
Csf2rb2	12984	0.86	0.86	1.03
Dvl2	13543	0.86	0.48	3.09
Rhbdf1	13650	0.86	0.29	1.95
Fzd5	14367	0.86	2.68	2.57
Gfra2	14586	0.86	0.77	1.03
Gngt1	14699	0.86	0.29	2.98
Igfbp6	16012	0.86	1.63	1.65
Itga3	16400	0.86	1.53	2.16
Lrp6	16974	0.86	0.67	1.13
Ltbp3	16998	0.86	0.38	1.23
Mcm4	17217	0.86	2.2	1.65
Ngf	18049	0.86	0.29	1.85
Ripk1	19766	0.86	0.77	1.13
Scn1b	20266	0.86	1.34	2.37
Tcfcp2	21422	0.86	2.01	2.06
Twist1	22160	0.86	0.77	1.03
Unc13b	22249	0.86	0.96	1.44
Zfp46	22704	0.86	0.29	1.44
Oasl2	23962	0.86	2.39	2.47
Hip1r	29816	0.86	1.05	2.06
Preb	50907	0.86	1.43	1.75
Fut8	53618	0.86	0.77	1.13
Lrdd	57913	0.86	1.05	1.03
Dusp10	63953	0.86	0.57	1.54
Lpin2	64898	0.86	1.15	0.62
Mrpl51	66493	0.86	1.72	0.62
2700046G09Rik	67188	0.86	1.91	0.72
Sdccag3	68112	0.86	2.3	1.23
Rpap1	68925	0.86	1.24	0.31
Nt5dc2	70021	0.86	1.05	1.75
Saps2	71474	0.86	1.72	1.44
Fuca1	71665	0.86	1.05	1.44
Syde1	71709	0.86	1.24	0.82
Palld	72333	0.86	0.38	2.16
MAR1	72925	0.86	1.05	0.31
Armc8	74125	0.86	1.05	1.13
Cep72	74470	0.86	0.77	1.95
5830415F09Rik	74753	0.86	2.2	1.85
Tmem65	74868	0.86	0.67	1.13
Bcdin3d	75284	0.86	0.86	1.03
C030003D03Rik	77220	0.86	0.48	1.03
Ddx49	93899	0.86	1.15	0.62
C1galt1	94192	0.86	0.96	1.23
Wdr47	99512	0.86	0.48	1.75
4933434E20Rik	99650	0.86	0.57	1.13
Ankrd50	99696	0.86	0.29	1.65
Rcc1	100088	0.86	0.67	1.85
Tmem168	101118	0.86	1.24	1.23
Slco3a1	108116	0.86	1.63	1.13
AF251705	140497	0.86	1.24	0.21
Tmem47	192216	0.86	0.96	1.65
Ripk2	192656	0.86	1.72	2.67
Zfp710	209225	0.86	1.34	2.98
Tmem164	209497	0.86	1.05	1.34
Mfsd9	211798	0.86	0.48	1.23
D230014K01Rik	217364	0.86	0.48	1.03
Zfp503	218820	0.86	1.72	1.65
Slc37a1	224674	0.86	1.43	0.82
EG225058	225058	0.86	0.57	1.34
Taf6l	225895	0.86	0.67	1.03
Dyrk3	226419	0.86	0.29	1.03
Fbxw8	231672	0.86	0.96	1.03
Caprin2	232560	0.86	0.48	1.03
Atpbd3	233189	0.86	1.24	1.65
Arhgef10	234094	0.86	1.43	0.72
Coro2b	235431	0.86	1.15	0.41
Fam113b	239647	0.86	1.72	0.51
Fbxo46	243867	0.86	0.29	1.65
Sipa1l2	244668	0.86	1.34	2.26
EG245472	245472	0.86	1.43	0.93
Klhl18	270201	0.86	1.24	2.78
Chd7	320790	0.86	1.15	0.51
Wdr70	545085	0.86	0.29	1.85
Zmynd15	574428	0.86	1.43	1.95
EG628847	628847	0.86	0.19	1.34
LOC674888	674888	0.86	0.48	1.03
LOC100044508	100044508	0.86	1.24	0.82
LOC100044534	100044534	0.86	1.24	2.06
Cd93	17064	0.86	2.77	3.81
Dock7	67299	0.86	1.05	4.42
Rfc3	69263	0.86	1.24	4.11
Med23	70208	0.86	0.57	3.39
Lamb3	16780	0.86	5.64	0.62
Ddit4	74747	0.86	6.41	3.09
Agpat9	231510	0.86	8.8	1.54
Plekha6	240753	0.86	4.02	1.95
Lepr	16847	0.86	18.37	4.94
Chrnb1	11443	0.76	1.15	1.03
Cav1	12389	0.76	0.19	1.75
Ccne1	12447	0.76	0.48	2.26
Cys1	12879	0.76	0.38	2.16
Elf3	13710	0.76	0.67	1.13
Akr1b8	14187	0.76	0.29	2.37
Gng2	14702	0.76	0.29	1.13
Cmklr1	14747	0.76	1.63	1.95
Ica1	15893	0.76	0.19	1.13
Il1a	16175	0.76	1.63	2.67
Lmnb2	16907	0.76	1.24	0.82
Ltc4s	17001	0.76	0.48	1.03
Mef2d	17261	0.76	1.72	1.03
Rab5b	19344	0.76	0.19	1.44
Rnu2	19848	0.76	0.67	1.13
Trim30	20128	0.76	2.3	0.62
Trove2	20822	0.76	1.82	0.21
