Metaprobe	Entrez Gene ID	Gene Symbol	Gene Name	Chromosome	Cytoband	SAM Score	Numerator(r)	Denominator(s+s0)	Fold Change	Fold Change1	expression	DEG Jones-Lenburg	FC Jones-Lenburg
113655_at	113655	MFSD3	major facilitator superfamily domain containing 3	8	8q24.3	-6.87	-1.78	0.26	0.34	-2.95	down	N/A	N/A
113675_at	113675	SDSL	serine dehydratase-like	12	12q24.13	-8.6	-1.53	0.18	0.36	-2.79	down	N/A	N/A
114786_at	114786	XKR4	XK, Kell blood group complex subunit-related family, member 4	8	8q12.1	-7.19	-0.54	0.07	0.69	-1.45	down	N/A	N/A
114789_at	114789	SLC25A25	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	9	9q34.11	-7.38	-1.44	0.2	0.36	-2.78	down	N/A	N/A
114815_at	114815	SORCS1	sortilin-related VPS10 domain containing receptor 1	10	10q23-q25	-4.8	-1.89	0.39	0.23	-4.44	down	N/A	N/A
114819_at	114819	KIAA1922	KIAA1922 protein	1	1p36.13	-4.29	-0.44	0.1	0.74	-1.35	down	N/A	N/A
114822_at	114822	RHPN1	rhophilin, Rho GTPase binding protein 1	8	8q24.3	-4.23	-0.42	0.1	0.75	-1.33	down	N/A	N/A
114880_at	114880	OSBPL6	oxysterol binding protein-like 6	2	2q31-q32.1	-8.32	-1.73	0.21	0.29	-3.39	down	N/A	N/A
114905_at	114905	C1QTNF7	C1q and tumor necrosis factor related protein 7	4	4p16-p15	-6.17	-0.73	0.12	0.6	-1.66	down	N/A	N/A
114926_at	114926	C8orf40	chromosome 8 open reading frame 40	8	8p11.21	-4.41	-0.86	0.19	0.57	-1.75	down	N/A	N/A
114987_at	114987	WDR31	WD repeat domain 31	9	9q32	-5.76	-1.08	0.19	0.48	-2.1	down	N/A	N/A
115209_at	115209	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	1	1p32.1	-7.67	-1.18	0.15	0.45	-2.22	down	N/A	N/A
115584_at	115584	SLC5A11	solute carrier family 5 (sodium/glucose cotransporter), member 11	16	16pter-p11	-15.43	-2.26	0.15	0.21	-4.84	down	N/A	N/A
115749_at	115749	C12orf56	chromosome 12 open reading frame 56	12	12q14.2	-5.7	-1.34	0.24	0.45	-2.25	down	N/A	N/A
115811_at	115811	IQCD	IQ motif containing D	12	12q24.13	-4.28	-0.58	0.14	0.67	-1.49	down	N/A	N/A
115817_at	115817	DHRS1	dehydrogenase/reductase (SDR family) member 1	14	14q12	-5.29	-1.31	0.25	0.42	-2.38	down	N/A	N/A
116085_at	116085	SLC22A12	solute carrier family 22 (organic anion/cation transporter), member 12	11	11q13.1	-6.98	-1.16	0.17	0.43	-2.3	down	N/A	N/A
116113_at	116113	FOXP4	forkhead box P4	6	6p21.1	-5.56	-0.44	0.08	0.74	-1.36	down	N/A	N/A
116154_at	116154	PHACTR3	phosphatase and actin regulator 3	20	20q13.32	-4.92	-0.63	0.13	0.63	-1.58	down	N/A	N/A
116228_at	116228	FAM36A	family with sequence similarity 36, member A	1	1q44	-5.19	-0.73	0.14	0.61	-1.64	down	N/A	N/A
116238_at	116238	TLCD1	TLC domain containing 1	17	17q11.2	-4.84	-1.24	0.26	0.47	-2.11	down	N/A	N/A
116255_at	116255	MOGAT1	monoacylglycerol O-acyltransferase 1	2	2q36.1	-5.69	-0.86	0.15	0.55	-1.83	down	N/A	N/A
116449_at	116449	MIST	mast cell immunoreceptor signal transducer	4	4p16.1	-5.93	-1.24	0.21	0.44	-2.25	down	N/A	N/A
116840_at	116840	CNTROB	centrobin, centrosomal BRCA2 interacting protein	17	17p13.1	-4.31	-0.29	0.07	0.82	-1.22	down	N/A	N/A
117247_at	117247	SLC16A10	solute carrier family 16, member 10 (aromatic amino acid transporter)	6	6q21-q22	-8.57	-2.65	0.31	0.18	-5.52	down	N/A	N/A
117283_at	117283	IHPK3	inositol hexaphosphate kinase 3	6	6p21.31	-4.35	-1.23	0.28	0.43	-2.34	down	N/A	N/A
118471_at	118471	PRAP1	proline-rich acidic protein 1	10	10q26.3	-7.36	-2.32	0.32	0.19	-5.24	down	N/A	N/A
118491_at	118491	TTC18	tetratricopeptide repeat domain 18	10	10q22.2	-6.48	-1.2	0.19	0.43	-2.34	down	N/A	N/A
118672_at	118672	C10orf89	chromosome 10 open reading frame 89	10	10q26.13	-4.61	-0.8	0.17	0.59	-1.69	down	N/A	N/A
118738_at	118738	ZNF488	zinc finger protein 488	10	10q11.22	-4.96	-0.47	0.1	0.72	-1.39	down	N/A	N/A
118980_at	118980	SFXN2	sideroflexin 2	10	10q24.32	-11.82	-2.95	0.25	0.13	-7.85	down	N/A	N/A
119391_at	119391	GSTO2	glutathione S-transferase omega 2	10	10q25.1	-4.38	-1.73	0.39	0.41	-2.43	down	N/A	N/A
120071_at	120071	GYLTL1B	glycosyltransferase-like 1B	11	11p11.2	-4.25	-0.64	0.15	0.66	-1.52	down	N/A	N/A
120224_at	120224	TMEM45B	transmembrane protein 45B	11	11q24.3	-7.35	-2.47	0.34	0.21	-4.85	down	N/A	N/A
120939_at	120939	C12orf59	chromosome 12 open reading frame 59	12	12p13.2	-26.61	-6.44	0.24	0.01	-82.49	down	N/A	N/A
121506_at	121506	ERP27	endoplasmic reticulum protein 27 kDa	12	12p12.3	-6.52	-3.63	0.56	0.41	-2.45	down	N/A	N/A
121551_at	121551	BTBD11	BTB (POZ) domain containing 11	12	12q23.3	-6.7	-0.9	0.13	0.52	-1.92	down	N/A	N/A
122664_at	122664	C14orf8	chromosome 14 open reading frame 8	14	14q11.2	-5.35	-0.41	0.08	0.75	-1.33	down	N/A	N/A
122970_at	122970	ACOT4	acyl-CoA thioesterase 4	14	14q24.3	-4.74	-1	0.21	0.52	-1.91	down	N/A	N/A
123096_at	123096	SLC25A29	solute carrier family 25, member 29	14	14q32.2	-5.81	-0.65	0.11	0.64	-1.55	down	N/A	N/A
123264_at	123264	OSTbeta	organic solute transporter beta	15	15q22.31	-7.5	-2.73	0.36	0.17	-5.93	down	N/A	N/A
123355_at	123355	LRRC28	leucine rich repeat containing 28	15	15q26.3	-5.83	-0.68	0.12	0.62	-1.6	down	N/A	N/A
123688_at	123688	LOC123688	similar to RIKEN cDNA C630028N24 gene	15	15q25.1	-12.82	-1.57	0.12	0.34	-2.98	down	N/A	N/A
123872_at	123872	LRRC50	leucine rich repeat containing 50	16	16q24.1	-5.44	-0.5	0.09	0.7	-1.42	down	N/A	N/A
124402_at	124402	FAM100A	family with sequence similarity 100, member A	16	16p13.3	-4.58	-0.47	0.1	0.72	-1.38	down	N/A	N/A
124540_at	124540	MSI2	musashi homolog 2 (Drosophila)	17	17q22	-6.02	-0.75	0.13	0.6	-1.66	down	N/A	N/A
124842_at	124842	TMEM132E	transmembrane protein 132E	17	17q12	-6.74	-0.87	0.13	0.53	-1.88	down	N/A	N/A
124923_at	124923	FLJ25006	hypothetical protein FLJ25006	17	17q11.2	-6.33	-1.63	0.26	0.31	-3.18	down	N/A	N/A
124936_at	124936	CYB5D2	cytochrome b5 domain containing 2	17	17p13.2	-7.42	-1.13	0.15	0.47	-2.14	down	N/A	N/A
124975_at	124975	GGT6	gamma-glutamyltransferase 6 homolog (rat)	17	17p13.2	-14.53	-3.76	0.26	0.08	-11.83	down	N/A	N/A
126075_at	126075	LOC126075	hypothetical protein LOC126075	19	19p13.2	-4.34	-0.44	0.1	0.74	-1.36	down	N/A	N/A
126321_at	126321	C19orf28	chromosome 19 open reading frame 28	19	19p13.3	-5.41	-0.66	0.12	0.64	-1.57	down	N/A	N/A
126353_at	126353	C19orf21	chromosome 19 open reading frame 21	19	19p13.3	-8.83	-0.78	0.09	0.58	-1.71	down	N/A	N/A
126695_at	126695	C1orf172	chromosome 1 open reading frame 172	1	1p36.11	-4.37	-0.64	0.15	0.65	-1.54	down	N/A	N/A
126820_at	126820	WDR63	WD repeat domain 63	1	1p22.3	-4.64	-0.38	0.08	0.77	-1.3	down	N/A	N/A
126823_at	126823	KARCA1	kelch/ankyrin repeat containing cyclin A1 interacting protein	1	1q23.3	-7.42	-1.28	0.17	0.43	-2.3	down	N/A	N/A
127018_at	127018	LYPLAL1	lysophospholipase-like 1	1	1q41	-4.96	-1.24	0.25	0.46	-2.19	down	N/A	N/A
127124_at	127124	ATP6V1G3	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3	1	1q31.3	-7.57	-4.52	0.6	0.31	-3.19	down	N/A	N/A
127262_at	127262	FAM79A	family with sequence similarity 79, member A	1	1p36.32	-5.47	-0.85	0.16	0.56	-1.8	down	N/A	N/A
127294_at	127294	MYOM3	myomesin family, member 3	1	1p36.11	-4.47	-1.07	0.24	0.5	-2	down	N/A	N/A
127943_at	127943	FCRLB	Fc receptor-like B	1	1q23.3	-4.99	-0.96	0.19	0.53	-1.87	down	N/A	N/A
128153_at	128153	SPATA17	spermatogenesis associated 17	1	1q41	-4.93	-0.8	0.16	0.56	-1.78	down	N/A	N/A
129285_at	129285	CCDC128	coiled-coil domain containing 128	2	2p16.3	-4.19	-0.55	0.13	0.68	-1.46	down	N/A	N/A
129303_at	129303	TMEM150	transmembrane protein 150	2	2p11.2	-6.58	-0.94	0.14	0.52	-1.93	down	N/A	N/A
129642_at	129642	MBOAT2	membrane bound O-acyltransferase domain containing 2	2	2p25.1	-7.72	-0.96	0.12	0.52	-1.92	down	N/A	N/A
129807_at	129807	NEU4	sialidase 4	2	2q37.3	-5.19	-0.5	0.1	0.7	-1.42	down	N/A	N/A
130574_at	130574	LYPD6	LY6/PLAUR domain containing 6	2	2q23.2	-4.75	-0.4	0.08	0.76	-1.31	down	N/A	N/A
130576_at	130576	LOC130576	hypothetical protein LOC130576	2	2q23.2	-5.58	-1.01	0.18	0.47	-2.13	down	N/A	N/A
130589_at	130589	GALM	galactose mutarotase (aldose 1-epimerase)	2	2p22.1	-7.12	-1.88	0.26	0.28	-3.6	down	N/A	N/A
130733_at	130733	TMEM178	transmembrane protein 178	2	2p22.1	-14.51	-3.79	0.26	0.08	-12.84	down	N/A	N/A
130752_at	130752	MDH1B	malate dehydrogenase 1B, NAD (soluble)	2	2q33.3	-5.64	-1.35	0.24	0.43	-2.32	down	N/A	N/A
131034_at	131034	CPNE4	copine IV	3	3q22.1	-7.91	-0.86	0.11	0.54	-1.84	down	N/A	N/A
131118_at	131118	DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19	3	3q26.33	-4.81	-0.85	0.18	0.57	-1.77	down	N/A	N/A
131177_at	131177	FAM3D	family with sequence similarity 3, member D	3	3p14.2	-4.24	-0.45	0.11	0.73	-1.36	down	N/A	N/A
131474_at	131474	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	3	3p25.1	-5.61	-0.89	0.16	0.55	-1.83	down	N/A	N/A
131870_at	131870	NUDT16	nudix (nucleoside diphosphate linked moiety X)-type motif 16	3	3q22.1	-4.27	-0.69	0.16	0.63	-1.59	down	N/A	N/A
131920_at	131920	UNQ846	SRSR846	3	3q28	-14.47	-3.05	0.21	0.11	-9.18	down	N/A	N/A
132158_at	132158	GLYCTK	glycerate kinase	3	3p21.1	-10.52	-1.66	0.16	0.32	-3.1	down	N/A	N/A
132851_at	132851	SPATA4	spermatogenesis associated 4	4	4q34.2	-5.73	-0.65	0.11	0.65	-1.54	down	N/A	N/A
133121_at	133121	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	4	4q35.1	-28.21	-5.29	0.19	0.02	-41.67	down	N/A	N/A
133688_at	133688	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1	5	5p13.2	-5.78	-1.97	0.34	0.31	-3.25	down	N/A	N/A
133690_at	133690	CAPSL	calcyphosine-like	5	5p13.2	-5.05	-0.59	0.12	0.66	-1.51	down	N/A	N/A
134288_at	134288	TMEM174	transmembrane protein 174	5	5q13.2	-7.4	-2.1	0.28	0.24	-4.23	down	N/A	N/A
134526_at	134526	ACOT12	acyl-CoA thioesterase 12	5	5q14.1	-7.29	-1.36	0.19	0.37	-2.73	down	N/A	N/A
134548_at	134548	ANKRD43	ankyrin repeat domain 43	5	5q31.1	-5.72	-2.63	0.46	0.27	-3.69	down	N/A	N/A
135112_at	135112	NCOA7	nuclear receptor coactivator 7	6	6q22.31-q22.32	-7.72	-0.92	0.12	0.53	-1.87	down	N/A	N/A
136853_at	136853	SRCRB4D	scavenger receptor cysteine rich domain containing, group B (4 domains)	7	7q11.23	-4.61	-0.64	0.14	0.65	-1.55	down	N/A	N/A
137872_at	137872	ADHFE1	alcohol dehydrogenase, iron containing, 1	8	8q13.1	-6.67	-1.29	0.19	0.43	-2.34	down	N/A	N/A
138046_at	138046	LOC138046	hypothetical protein LOC138046	8	8q21.2	-28.86	-4.92	0.17	0.03	-30.62	down	N/A	N/A
1193_at	1193	CLIC2	chloride intracellular channel 2	X	Xq28	6.88	1.71	0.25	3.53	3.53	up	yes	4.82
140597_at	140597	TCEAL2	transcription elongation factor A (SII)-like 2	X	Xq22.1-q22.3	-10.29	-3.8	0.37	0.1	-10.52	down	N/A	N/A
140628_at	140628	GATA5	GATA binding protein 5	20	20q13.33	-5.76	-0.44	0.08	0.73	-1.37	down	N/A	N/A
140699_at	140699	C20orf132	chromosome 20 open reading frame 132	20	20q11.22	-5.45	-0.44	0.08	0.73	-1.36	down	N/A	N/A
140803_at	140803	TRPM6	transient receptor potential cation channel, subfamily M, member 6	9	9q21.13	-5.52	-0.49	0.09	0.7	-1.42	down	N/A	N/A
140862_at	140862	C20orf82	chromosome 20 open reading frame 82	20	20p12.1	-5.47	-0.54	0.1	0.68	-1.46	down	N/A	N/A
140893_at	140893	C20orf151	chromosome 20 open reading frame 151	20	20q13.33	-4.48	-0.65	0.14	0.64	-1.57	down	N/A	N/A
142680_at	142680	SLC34A3	solute carrier family 34 (sodium phosphate), member 3	9	9q34	-6.59	-0.64	0.1	0.64	-1.57	down	N/A	N/A
143662_at	143662	MUC15	mucin 15, cell surface associated	11	11p14.3	-10.65	-2.83	0.27	0.11	-9.09	down	N/A	N/A
143941_at	143941	LOC143941	similar to CDNA sequence BC021608	11	11q23.3	-8.16	-1	0.12	0.5	-2.02	down	N/A	N/A
144110_at	144110	TMEM86A	transmembrane protein 86A	11	11p15.1	-7.76	-0.87	0.11	0.55	-1.83	down	N/A	N/A
144363_at	144363	LYRM5	LYR motif containing 5	12	12p12.1	-4.5	-0.8	0.18	0.6	-1.67	down	N/A	N/A
145226_at	145226	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	14	14q24.1	-10.82	-3.44	0.32	0.08	-13.21	down	N/A	N/A
145376_at	145376	C14orf50	chromosome 14 open reading frame 50	14	14q23.3	-4.68	-1.19	0.25	0.39	-2.56	down	N/A	N/A
145407_at	145407	C14orf37	chromosome 14 open reading frame 37	14	14q23.1	-9.12	-1.56	0.17	0.35	-2.85	down	N/A	N/A
145837_at	145837	LOC145837	hypothetical protein LOC145837	15	15q23	-5.1	-1.79	0.35	0.29	-3.5	down	N/A	N/A
146223_at	146223	CMTM4	CKLF-like MARVEL transmembrane domain containing 4	16	16q22.1	-4.81	-1.31	0.27	0.5	-2	down	N/A	N/A
146556_at	146556	MGC45438	hypothetical protein MGC45438	16	16p13.3	-5.72	-2.49	0.44	0.44	-2.29	down	N/A	N/A
146802_at	146802	MATE2	H+/organic cation antiporter	17	17p11.2	-19.4	-5.06	0.26	0.03	-37.22	down	N/A	N/A
147700_at	147700	KLC3	kinesin light chain 3	19	19q13.2-q13.3	-5.17	-0.4	0.08	0.76	-1.32	down	N/A	N/A
147798_at	147798	TMC4	transmembrane channel-like 4	19	19q13.42	-6.55	-2.71	0.41	0.27	-3.7	down	N/A	N/A
148281_at	148281	SYT6	synaptotagmin VI	1	1p13.2	-6.1	-0.92	0.15	0.51	-1.96	down	N/A	N/A
148808_at	148808	MFSD4	major facilitator superfamily domain containing 4	1	1q32.1	-9.4	-2.4	0.26	0.16	-6.35	down	N/A	N/A
149345_at	149345	TMEM58	transmembrane protein 58	1	1q32.1	-5.02	-0.62	0.12	0.65	-1.55	down	N/A	N/A
149428_at	149428	BNIPL	BCL2/adenovirus E1B 19kD interacting protein like	1	1q21.2	-4.73	-0.36	0.08	0.77	-1.3	down	N/A	N/A
149461_at	149461	CLDN19	claudin 19	1	1p34.2	-6.54	-0.86	0.13	0.53	-1.89	down	N/A	N/A
149466_at	149466	C1orf210	chromosome 1 open reading frame 210	1	1p34.2	-5.83	-0.97	0.17	0.53	-1.9	down	N/A	N/A
149499_at	149499	C1orf92	chromosome 1 open reading frame 92	1	1q23.1	-4.4	-0.55	0.13	0.69	-1.46	down	N/A	N/A
149563_at	149563	C1orf64	chromosome 1 open reading frame 64	1	1p36.13	-4.98	-0.63	0.13	0.66	-1.52	down	N/A	N/A
150084_at	150084	LOC150084	hypothetical protein LOC150084	21	21q22.2	-4.53	-0.61	0.13	0.65	-1.54	down	N/A	N/A
151531_at	151531	UPP2	uridine phosphorylase 2	2	2q24.1	-11.75	-3.2	0.27	0.09	-10.8	down	N/A	N/A
151556_at	151556	GPR155	G protein-coupled receptor 155	2	2q31.1	-6.95	-1.9	0.27	0.29	-3.41	down	N/A	N/A
151835_at	151835	CPNE9	copine family member IX	3	3p25.3	-5.34	-0.67	0.12	0.63	-1.59	down	N/A	N/A
152404_at	152404	IGSF11	immunoglobulin superfamily, member 11	3	3q13.32	-7.68	-3.78	0.49	0.11	-9.45	down	N/A	N/A
152573_at	152573	LOC152573	hypothetical protein BC012029	4	4p13	-8.44	-2.77	0.33	0.16	-6.23	down	N/A	N/A
152926_at	152926	PPM1K	protein phosphatase 1K (PP2C domain containing)	4	4q22.1	-6.88	-1.32	0.19	0.41	-2.46	down	N/A	N/A
153572_at	153572	IRX2	iroquois homeobox protein 2	5	5p15.33	-11.21	-2.97	0.27	0.11	-8.9	down	N/A	N/A
154791_at	154791	HSPC268	hypothetical protein HSPC268	7	7q34	-4.48	-0.89	0.2	0.57	-1.75	down	N/A	N/A
155006_at	155006	LOC155006	hypothetical protein LOC155006	7	7q34	-8.74	-5.77	0.66	0.25	-4	down	N/A	N/A
155066_at	155066	ATP6V0E2	ATPase, H+ transporting V0 subunit e2	7	7q36.1	-5.07	-1.74	0.34	0.39	-2.57	down	N/A	N/A
157506_at	157506	RDH10	retinol dehydrogenase 10 (all-trans)	8	8q21.11	-4.36	-0.9	0.21	0.55	-1.81	down	N/A	N/A
157724_at	157724	SLC7A13	solute carrier family 7, (cationic amino acid transporter, y+ system) member 13	8	8q21.3	-23.1	-6.71	0.29	0.01	-133.58	down	N/A	N/A
157983_at	157983	C9orf66	chromosome 9 open reading frame 66	9	9p24.3	-4.89	-2.07	0.42	0.24	-4.21	down	N/A	N/A
158038_at	158038	LINGO2	leucine rich repeat and Ig domain containing 2	9	9p21.2-p21.1	-6.32	-1.2	0.19	0.46	-2.19	down	N/A	N/A
158326_at	158326	FREM1	FRAS1 related extracellular matrix 1	9	9p22.3	-5.24	-1.47	0.28	0.42	-2.36	down	N/A	N/A
160762_at	160762	CCDC63	coiled-coil domain containing 63	12	12q24.11	-4.29	-0.42	0.1	0.75	-1.33	down	N/A	N/A
161291_at	161291	TMEM30B	transmembrane protein 30B	14	14q23.1	-6.28	-2.98	0.47	0.27	-3.7	down	N/A	N/A
161823_at	161823	ADAL	adenosine deaminase-like	15	15q15.3	-4.77	-1.14	0.24	0.49	-2.04	down	N/A	N/A
162417_at	162417	NAGS	N-acetylglutamate synthase	17	17q21.31	-7.36	-1.59	0.22	0.35	-2.83	down	N/A	N/A
163183_at	163183	C19orf46	chromosome 19 open reading frame 46	19	19q13.12	-5.96	-1.56	0.26	0.42	-2.38	down	N/A	N/A
164091_at	164091	PAQR7	progestin and adipoQ receptor family member VII	1	1p36.11	-7.39	-1.35	0.18	0.4	-2.47	down	N/A	N/A
164284_at	164284	APCDD1L	adenomatosis polyposis coli down-regulated 1-like	20	20q13.32	-7.23	-0.82	0.11	0.57	-1.76	down	N/A	N/A
169026_at	169026	SLC30A8	solute carrier family 30 (zinc transporter), member 8	8	8q24.11	-8.35	-0.79	0.09	0.57	-1.75	down	N/A	N/A
169693_at	169693	C9orf71	chromosome 9 open reading frame 71	9	9q13	-6.29	-1.84	0.29	0.27	-3.68	down	N/A	N/A
170394_at	170394	PWWP2	PWWP domain containing 2	10	10q26.3	-4.33	-0.5	0.12	0.71	-1.4	down	N/A	N/A
170572_at	170572	HTR3C	5-hydroxytryptamine (serotonin) receptor 3, family member C	3	3q27.1	-5.03	-0.64	0.13	0.64	-1.56	down	N/A	N/A
171425_at	171425	CLYBL	citrate lyase beta like	13	13q32	-7.32	-1.22	0.17	0.44	-2.26	down	N/A	N/A
192668_at	192668	CYS1	cystin 1	2	2p25.1	-4.37	-2.02	0.46	0.31	-3.25	down	N/A	N/A
192683_at	192683	SCAMP5	secretory carrier membrane protein 5	15	15q24.1-q24.2	-4.86	-0.71	0.15	0.62	-1.6	down	N/A	N/A
196051_at	196051	PPAPDC1A	phosphatidic acid phosphatase type 2 domain containing 1A	10	10q26.12	-8.67	-2.58	0.3	0.19	-5.27	down	N/A	N/A
196475_at	196475	RMST	rhabdomyosarcoma 2 associated transcript (non-coding RNA)	12	12q23.1|12q21	-5.83	-1.45	0.25	0.37	-2.67	down	N/A	N/A
196792_at	196792	FAM24B	family with sequence similarity 24, member B	10	10q26.13	-4.24	-0.87	0.2	0.52	-1.92	down	N/A	N/A
196996_at	196996	GRAMD2	GRAM domain containing 2	15	15q23	-6.35	-0.68	0.11	0.63	-1.59	down	N/A	N/A
197257_at	197257	LDHD	lactate dehydrogenase D	16	16q23.1	-8.28	-2.08	0.25	0.25	-4.02	down	N/A	N/A
199223_at	199223	TTC21A	tetratricopeptide repeat domain 21A	3	3p22.2	-4.32	-0.45	0.1	0.74	-1.36	down	N/A	N/A
199731_at	199731	CADM4	cell adhesion molecule 4	19	19q13.31	-7.47	-0.75	0.1	0.59	-1.69	down	N/A	N/A
199964_at	199964	TMEM61	transmembrane protein 61	1	1p32.3	-6.34	-1.47	0.23	0.37	-2.68	down	N/A	N/A
200316_at	200316	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	22	22q13.1	-4.48	-0.89	0.2	0.55	-1.82	down	N/A	N/A
200373_at	200373	MGC33657	similar to hypothetical protein	2	2q14.2	-4.53	-0.81	0.18	0.59	-1.69	down	N/A	N/A
200845_at	200845	KCTD6	potassium channel tetramerisation domain containing 6	3	3p14.3	-4.62	-0.75	0.16	0.6	-1.68	down	N/A	N/A
200879_at	200879	LIPH	lipase, member H	3	3q27	-7.98	-1.51	0.19	0.35	-2.84	down	N/A	N/A
200931_at	200931	OSTalpha	organic solute transporter alpha	3	3q29	-5.05	-2.16	0.43	0.29	-3.42	down	N/A	N/A
201305_at	201305	MGC29671	hypothetical protein MGC29671	17	17p13.2	-4.39	-0.6	0.14	0.67	-1.5	down	N/A	N/A
201501_at	201501	ZBTB7C	zinc finger and BTB domain containing 7C	18	18q21.1	-5.18	-0.33	0.06	0.8	-1.25	down	N/A	N/A
201931_at	201931	FLJ38482	hypothetical protein FLJ38482	4	4q32.3	-6.01	-1.21	0.2	0.45	-2.23	down	N/A	N/A
202051_at	202051	LOC202051	hypothetical protein LOC202051	5	5q31.2	-5.72	-0.62	0.11	0.66	-1.52	down	N/A	N/A
202299_at	202299	C5orf27	chromosome 5 open reading frame 27	5	5q15	-4.59	-1.09	0.24	0.45	-2.22	down	N/A	N/A
202915_at	202915	MGC9712	hypothetical protein MGC9712	7	7p22.3	-4.28	-0.48	0.11	0.72	-1.38	down	N/A	N/A
203328_at	203328	SUSD3	sushi domain containing 3	9	9q22.31	-9.44	-1.81	0.19	0.29	-3.4	down	N/A	N/A
203447_at	203447	NRK	Nik related kinase	X	Xq22.3	-9.98	-1.15	0.12	0.44	-2.28	down	N/A	N/A
219595_at	219595	PSMAL	growth-inhibiting protein 26	11	11q14.3	-9.24	-3.43	0.37	0.08	-12.54	down	N/A	N/A
219928_at	219928	MRGPRF	MAS-related GPR, member F	11	11q13.2	-6.06	-1.79	0.3	0.32	-3.15	down	N/A	N/A
220004_at	220004	C11orf66	chromosome 11 open reading frame 66	11	11q12.2	-4.74	-0.53	0.11	0.69	-1.45	down	N/A	N/A
220441_at	220441	RNF152	ring finger protein 152	18	18q21.33	-8.55	-1.2	0.14	0.42	-2.37	down	N/A	N/A
221154_at	221154	EFHA1	EF-hand domain family, member A1	13	13q12.11	-4.6	-0.62	0.13	0.67	-1.5	down	N/A	N/A
221294_at	221294	NT5DC1	5-nucleotidase domain containing 1	6	6q22.1	-4.47	-0.84	0.19	0.58	-1.71	down	N/A	N/A
221476_at	221476	PI16	peptidase inhibitor 16	6	6p21.2	-5.32	-0.67	0.13	0.63	-1.58	down	N/A	N/A
221938_at	221938	MMD2	monocyte to macrophage differentiation-associated 2	7	7p22.1	-4.18	-0.32	0.08	0.8	-1.24	down	N/A	N/A
222166_at	222166	C7orf41	chromosome 7 open reading frame 41	7	7p15.1	-5.97	-0.96	0.16	0.53	-1.89	down	N/A	N/A
222171_at	222171	PRR15	proline rich 15	7	7p15.1	-11.22	-1.79	0.16	0.28	-3.63	down	N/A	N/A
222236_at	222236	NAPE-PLD	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	7	7q22.1	-7.03	-1.11	0.16	0.47	-2.12	down	N/A	N/A
222255_at	222255	ATXN7L4	ataxin 7-like 4	7	7q22.2	-6.94	-0.99	0.14	0.49	-2.04	down	N/A	N/A
222826_at	222826	C6orf146	chromosome 6 open reading frame 146	6	6p25.2	-4.79	-0.45	0.09	0.73	-1.37	down	N/A	N/A
245806_at	245806	VGLL2	vestigial like 2 (Drosophila)	6	6q22.2	-4.2	-0.36	0.09	0.78	-1.28	down	N/A	N/A
245973_at	245973	ATP6V1C2	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2	2	-	-4.74	-2.27	0.48	0.68	-1.46	down	N/A	N/A
253012_at	253012	LOC253012	hypothetical protein LOC253012	7	7q21.3	-5.99	-3.93	0.66	0.85	-1.18	down	N/A	N/A
253512_at	253512	SLC25A30	solute carrier family 25, member 30	13	13q14.12	-5.55	-0.53	0.1	0.69	-1.46	down	N/A	N/A
254013_at	254013	MGC50559	hypothetical protein MGC50559	12	12p11.21	-5.99	-0.7	0.12	0.62	-1.61	down	N/A	N/A
254050_at	254050	LRRC43	leucine rich repeat containing 43	12	12q24.31	-4.72	-0.48	0.1	0.71	-1.4	down	N/A	N/A
254295_at	254295	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	9	9q34.11	-11.67	-2.85	0.24	0.16	-6.09	down	N/A	N/A
255189_at	255189	PLA2G4F	phospholipase A2, group IVF	15	15q15.1	-5.01	-0.9	0.18	0.57	-1.75	down	N/A	N/A
256223_at	256223	LOC256223	hypothetical LOC256223	17	17p11.2	-4.31	-0.51	0.12	0.7	-1.42	down	N/A	N/A
256764_at	256764	WDR72	WD repeat domain 72	15	15q21.3	-6.28	-2.05	0.33	0.27	-3.7	down	N/A	N/A
256815_at	256815	C10orf67	chromosome 10 open reading frame 67	10	10p12.2	-4.97	-0.49	0.1	0.71	-1.4	down	N/A	N/A
257044_at	257044	C1orf101	chromosome 1 open reading frame 101	1	1q44	-5.52	-0.56	0.1	0.68	-1.47	down	N/A	N/A
259173_at	259173	ALS2CL	ALS2 C-terminal like	3	3p21.31	-5.57	-0.91	0.16	0.55	-1.81	down	N/A	N/A
259217_at	259217	HSPA12A	heat shock 70kDa protein 12A	10	10q26.12	-5.16	-1.56	0.3	0.39	-2.58	down	N/A	N/A
266977_at	266977	GPR110	G protein-coupled receptor 110	6	6p12.3	-4.79	-0.67	0.14	0.64	-1.56	down	N/A	N/A
