Index	Mutated	Normal	FC	P value	FDR	Probe set	Description	Gene symbol
3042	22,5	19,6	1,15	0,021428	0,385	240494_at	CTD small phosphatase-like protein	CTDSPL
1523	19,6	17,1	1,15	0,009416	0,337	233065_at	Ring finger protein 207	RNF207
4301	8,35	7,29	1,15	0,032011	0,407	238608_at	Laminin, beta 1	LAMB1
4455	5,15	4,50	1,15	0,033465	0,411	206035_at	v-rel reticuloendotheliosis viral oncogene homolog (avian)	REL
4727	6,16	5,38	1,15	0,035769	0,414	236678_at	Jagged 1 (Alagille syndrome)	JAG1
4000	12,4	10,8	1,15	0,029274	0,400	227225_at	Hypothetical gene supported by AK125693	LOC439985
5801	18,9	16,5	1,14	0,046784	0,441	219617_at	Chromosome 2 open reading frame 34	C2orf34
4365	9,04	7,90	1,14	0,032466	0,407	209359_x_at	Runt-related transcription factor 1 (aml1 oncogene)	RUNX1
6095	5,42	4,73	1,14	0,049745	0,446	235540_at	Gonadotropin-releasing hormone 1	GNRH1
4077	17,1	15,0	1,14	0,029919	0,401	240134_at	WWC family member 3	WWC3
5424	5,20	4,54	1,14	0,042684	0,430	220842_at	Abelson helper integration site 1	AHI1
5730	1453	1271	1,14	0,045972	0,438	222229_x_at	Similar to 60S ribosomal protein L26	LOC392501
1566	5,21	4,56	1,14	0,009729	0,340	1556113_at	cDNA DKFZp451A211 protein	DKFZp451A211
3788	8,76	7,66	1,14	0,027581	0,398	215415_s_at	Lysosomal trafficking regulator	LYST
5685	157	138	1,14	0,045379	0,436	222207_x_at	Williams Beuren syndrome chromosome region 19 pseudogene	LOC389517
5041	19,7	17,2	1,14	0,038851	0,420	236629_at	Chromosome 1 open reading frame 69	C1orf69
2188	5,56	4,86	1,14	0,014490	0,361	244340_x_at	-	-
3242	4,96	4,34	1,14	0,022993	0,388	219685_at	Transmembrane protein 35	TMEM35
3058	6,77	5,93	1,14	0,021531	0,385	228656_at	Prospero homeobox 1	PROX1
330	3,65	3,20	1,14	0,001639	0,272	1558920_at	Solute carrier family 8 (sodium/calcium exchanger), member 1	SCL8A1
5553	16,5	14,5	1,14	0,044202	0,435	229392_s_at	Phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta)	PIK3R2
5946	44,1	38,6	1,14	0,048181	0,443	201213_at	Protein phosphatase 1, regulatory (inhibitor) subunit 7	PPP1R7
6097	3,64	3,19	1,14	0,049760	0,446	220474_at	Solute carrier family 25 member 21	SLC25A21
2656	6,25	5,47	1,14	0,018114	0,373	204110_at	Histamine N-methyltransferase	HNMT
5060	9,64	8,45	1,14	0,038956	0,420	214600_at	TEA domain family member 1 (SV40 transcriptional enhancer factor)	TEAD1
4507	4,66	4,09	1,14	0,033953	0,412	234020_x_at	Copper metabolism (Murr1) domain containing 1	COMMD1
3518	9,93	8,71	1,14	0,025254	0,392	239306_at	Chromosome 14 open reading frame 93	C14orf93
4404	318	279	1,14	0,032875	0,408	223060_at	Chromosome 14 open reading frame 119	C14orf119
2100	4,12	3,61	1,14	0,013760	0,358	237963_x_at	KIAA1529 protein	KIAA1529
898	5,51	4,83	1,14	0,005203	0,313	232858_at	Sex comb on midleg homolog 1 (Drosophila)	SCMH1
2973	5,53	4,85	1,14	0,020879	0,384	1560332_at	Carbohydrate (chondroitin) sulfotransferase 11	CHST11
3797	3843	3374	1,14	0,027660	0,398	200012_x_at	Ribosomal protein L21	RPL21
3156	7,97	7,00	1,14	0,022400	0,387	205783_at	Kallikrein-related peptidase 13	KLK13
1298	4,16	3,66	1,14	0,007724	0,325	222172_at	Neuronal PAS domain protein 3	NPAS3
1818	4,02	3,53	1,14	0,011714	0,351	209125_at	Keratin 6A	KRT6A
5661	8,37	7,36	1,14	0,045180	0,436	205520_at	Striatin, calmodulin binding protein	STRN
5006	27,6	24,3	1,14	0,038454	0,420	1556066_at	Jumonji domain containing 3	JMJD3
2039	24,9	21,9	1,14	0,013274	0,355	1556014_at	Mesoderm posterior 2 homolog (mouse)	MESP2
6072	197	173	1,14	0,049585	0,446	203043_at	Zinc finger, BED-type containing 1	ZBED1
4770	10,3	9,02	1,14	0,036157	0,414	233117_at	Microtubule-associated protein tau	MAPT
3927	236	207	1,14	0,028727	0,399	226024_at	Copper metabolism (Murr1) domain containing 1	COMMD1
6100	14,6	12,8	1,14	0,049799	0,446	211993_at	WNK lysine deficient protein kinase 1	WNK1
1065	4,65	4,09	1,14	0,006246	0,319	239980_at	Chromosome 22 open reading frame 28	C22orf28
4509	4,84	4,27	1,14	0,033981	0,412	220986_s_at	Tigger transposable element derived 6	TIGD6
5948	4,33	3,81	1,14	0,048197	0,443	236277_at	p21 protein (Cdc42/Rac)-activated kinase 3	PAK3
1186	7,05	6,21	1,14	0,006976	0,322	207552_at	ATP synthase proteolipid P2	ATP5G2
2182	11,6	10,2	1,13	0,014441	0,361	1558484_s_at	Leucine rich repeat containing 27	LRRC27
5647	15,2	13,4	1,13	0,045057	0,436	214492_at	Sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	SGCD
4733	3,55	3,13	1,13	0,035831	0,414	237825_x_at	Transcribed locus	-
4379	5,24	4,62	1,13	0,032568	0,407	1559394_a_at	Receptor tyrosine kinase-like orphan receptor 1	ROR1
4943	5,25	4,63	1,13	0,037929	0,419	242636_at	Prolylcarboxypeptidase (angiotensinase C)	PRCP
2667	4,33	3,82	1,13	0,018241	0,374	232538_at	FLJ23573 fis, clone LNG12520	-
648	4,60	4,06	1,13	0,003681	0,308	215635_at	Phosphodiesterase 8A	PDE8A
5602	11,8	10,4	1,13	0,044708	0,436	1556229_at	Carboxylate kinase-like	CARLK
5585	6,75	5,97	1,13	0,044528	0,436	230067_at	Family with sequence similarity 124A	FAM124A
5103	5,21	4,61	1,13	0,039244	0,420	241041_at	Solute carrier family 8 (sodium/calcium exchanger), member 1	SLC8A1
2533	24,5	21,7	1,13	0,017131	0,369	226836_at	SFT2 domain containing 1	SFT2D1
3962	311	275	1,13	0,028950	0,399	1555948_s_at	Family with sequence similarity 120A	FAM120A
4092	43,6	38,6	1,13	0,030080	0,402	219128_at	Chromosome 2 open reading frame 42	C2orf42
3619	5,35	4,74	1,13	0,026136	0,395	221625_at	cDNA FLJ46609 fis, clone TKIDN2010200	-
398	3,84	3,41	1,13	0,002087	0,285	1554413_s_at	RUN domain containing 2BRUN domain containing 2C	RUNDC2BRUNDC2C
1773	5868	5198	1,13	0,011296	0,348	206559_x_at	Eukaryotic translation elongation factor 1 alpha 1	EEF1A1
4078	11,6	10,2	1,13	0,029924	0,401	209327_s_at	NOP16 nucleolar protein homolog (yeast)	NOP16
4722	42,3	37,5	1,13	0,035711	0,413	217142_at	Eukaryotic translation elongation factor 1 alpha 1Similar to translation elongation factor 1 alpha 1	EEF1A1LOC442215
5143	13,0	11,5	1,13	0,039594	0,421	231658_x_at	Ribosomal protein L36	RPL36
4222	19,9	17,6	1,13	0,031290	0,405	228663_x_at	FLT3-interacting zinc finger 1	FIZ1
3825	5,00	4,44	1,13	0,027925	0,399	236354_at	Zinc finger, MYND domain containing 17	ZMYND17
4776	8,93	7,92	1,13	0,036212	0,414	229859_at	Intercellular adhesion molecule 3	ICAM3
6052	6,45	5,72	1,13	0,049331	0,446	1569608_x_at	Similar to ankyrin repeat domain 20A	LOC643187
2140	7,37	6,55	1,13	0,014073	0,360	214401_at	Paired box 1	PAX1
1360	4,63	4,11	1,13	0,008199	0,328	1560230_at	Supervillin	SVIL
5465	228	203	1,13	0,043161	0,432	202469_s_at	Cleavage and polyadenylation specific factor 6, 68kDa	CPSF6
4918	95,9	85,2	1,13	0,037660	0,419	200767_s_at	Family with sequence similarity 120A	FAM120A
1852	3,70	3,29	1,13	0,011938	0,352	236999_at	Peptidylprolyl isomerase domain and WD repeat containing 1	PPWD1
3405	9,70	8,62	1,13	0,024293	0,390	1553169_at	Chromosome 20 open reading frame 75	C20orf75
5786	31,4	27,9	1,13	0,046596	0,440	220411_x_at	Podocan-like 1	PODNL1
1192	6,06	5,38	1,13	0,007032	0,322	214445_at	Elongation factor, RNA polymerase II, 2	ELL2
5894	5,66	5,03	1,13	0,047683	0,442	237671_at	RAD51-like 1 (S. cerevisiae)	RAD51L1
5038	19,4	17,2	1,13	0,038809	0,420	214525_x_at	MutL homolog 3 (E. coli)	MLH3
3155	6,96	6,19	1,13	0,022379	0,387	229188_s_at	Zinc and ring finger 2	ZNRF2
2882	7,89	7,02	1,12	0,020225	0,383	206012_at	Left-right determination factor 2	LEFTY2
1316	4303	3828	1,12	0,007836	0,325	213347_x_at	Ribosomal protein S4, X-linked	RPS4X
2363	575	511	1,12	0,015774	0,364	207988_s_at	Actin related protein 2/3 complex, subunit 2, 34kDa	ARPC2
4226	5340	4753	1,12	0,031322	0,405	216520_s_at	Tumor protein, translationally-controlled 1	TPT1
215	3,91	3,48	1,12	0,000963	0,244	214034_at	Endoplasmic reticulum aminopeptidase 1	ARTS-1
3345	7,84	6,99	1,12	0,023759	0,388	236688_at	FERM and PDZ domain containing 3	FRMPD3
5938	13,8	12,3	1,12	0,048146	0,443	1563529_at	Hydrocephalus inducing homolog 2 (mouse)	HYDIN2
4184	6,51	5,80	1,12	0,030944	0,404	241494_at	Serine incorporator 5	SERINC5
2583	3,86	3,44	1,12	0,017527	0,371	241913_at	Kelch-like 8 (Drosophila)	KLHL8
534	5,12	4,57	1,12	0,002857	0,292	238786_at	Transcribed locus	-
5490	6,77	6,04	1,12	0,043450	0,433	236779_at	Mitochondrial ribosomal protein S5	MRPS5
99	3,49	3,12	1,12	0,000386	0,213	208054_at	Hect domain and RLD 4	HERC4
6060	6,42	5,73	1,12	0,049414	0,446	234697_x_at	Chromosome 3 open reading frame 31	C3orf31
3228	8,41	7,52	1,12	0,022897	0,388	236869_at	Transcribed locus	-
4300	12,7	11,3	1,12	0,032007	0,407	1553346_a_at	Trinucleotide repeat containing 6A	TNRC6A
1949	4,07	3,64	1,12	0,012725	0,355	219195_at	PPAR-gamma coactivator 1-alpha	PPARGC1A
772	3,70	3,31	1,12	0,004423	0,311	1563389_at	cDNA clone IMAGE:4836780	-
839	4,06	3,63	1,12	0,004807	0,313	1557275_a_at	cDNA FLJ20031 fis, clone ADSU02180	-
3879	5,03	4,50	1,12	0,028335	0,399	244206_at	AN1, ubiquitin-like, homolog (Xenopus laevis)	ANUBL1
1774	11,6	10,4	1,12	0,011299	0,348	219674_s_at	High density lipoprotein binding protein (vigilin)	HDLBP
4871	6,08	5,44	1,12	0,037185	0,417	207653_at	Forkhead box D2	FOXD2
3876	4,81	4,31	1,12	0,028314	0,399	211086_x_at	NIMA (never in mitosis gene a)-related kinase 1	NEK1
5238	4,09	3,67	1,12	0,040574	0,423	217057_s_at	GNAS complex locus	GNAS
1982	3,45	3,09	1,12	0,012935	0,355	1566787_at	Similar to poly (ADP-ribose) glycohydrolase	PARG
4711	10,2	9,13	1,12	0,035646	0,413	177_at	Phospholipase D1, phosphatidylcholine-specific	PLD1
2696	7138	6404	1,11	0,018486	0,375	204892_x_at	Eukaryotic translation elongation factor 1 alpha 1	EEF1A1
3253	4,23	3,80	1,11	0,023081	0,388	243008_at	RAS homolog enriched in brain	RHEB
2949	14,9	13,4	1,11	0,020711	0,384	219626_at	MAP7 domain containing 3	MAP7D3
2859	4,55	4,09	1,11	0,020072	0,383	236944_at	Transcribed locus	-
481	4,28	3,85	1,11	0,002572	0,289	1556800_a_at	Glutamate receptor, metabotropic 8	GRM8
1684	3,91	3,51	1,11	0,010646	0,345	1558964_at	FAT tumor suppressor homolog 3 (Drosophila)	FAT3
5087	5,80	5,21	1,11	0,039159	0,420	229311_at	G kinase anchoring protein 1	GKAP1
821	3,96	3,56	1,11	0,004689	0,312	1553630_at	Chromosome 10 open reading frame 107	C10orf107
2205	5,54	4,99	1,11	0,014575	0,361	222337_at	Oxysterol binding protein-like 9	OSBPL9
257	3,17	2,86	1,11	0,001202	0,256	215647_at	RNA binding motif protein 26	RBM26
2774	6,94	6,25	1,11	0,019258	0,380	234079_at	Rho-guanine nucleotide exchange factor	RGNEF
1908	3,78	3,40	1,11	0,012416	0,355	230081_at	Phosphatidylinositol-specific phospholipase C, X domain containing 3	PLCXD3
4815	4,00	3,60	1,11	0,036593	0,416	220719_at	Hypothetical protein FLJ13769	FLJ13769
1363	3,57	3,22	1,11	0,008207	0,328	1567527_at	Ubiquitin B (UBB) mRNA, 3 UTR and genetic suppressor element	-
354	6207	5593	1,11	0,001808	0,279	212869_x_at	Tumor protein, translationally-controlled 1	TPT1
5376	10,1	9,07	1,11	0,042168	0,429	224458_at	Chromosome 9 open reading frame 125	C9orf125
3544	415	374	1,11	0,025498	0,393	200829_x_at	Zinc finger protein 207	ZNF207
3742	10,1	9,08	1,11	0,027228	0,397	233862_at	cDNA clone IMAGE:4698949	-
5626	24,0	21,6	1,11	0,044919	0,436	243860_at	Ataxin 1	ATXN1
2180	5,19	4,68	1,11	0,014410	0,361	237628_at	Tryptophanyl tRNA synthetase 2, mitochondrial	WARS2
580	4,96	4,48	1,11	0,003183	0,300	233240_at	cDNA FLJ10255 fis, clone HEMBB1000852	-
5846	4,32	3,90	1,11	0,047265	0,442	238279_x_at	Collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	COL4A3BP
6091	5114	4616	1,11	0,049719	0,446	224594_x_at	Actin, beta	ACTB
581	3,30	2,98	1,11	0,003186	0,300	242642_at	NudE nuclear distribution gene E homolog (A. nidulans)-like 1	NDEL1
5747	5,56	5,02	1,11	0,046116	0,439	217201_at	RAS protein activator like 2	RASAL2
1960	11,4	10,3	1,11	0,012812	0,355	237331_s_at	Hypothetical protein LOC100128977	LOC100128977
4867	7,21	6,51	1,11	0,037151	0,417	239701_at	Ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1
3247	3,59	3,24	1,11	0,023061	0,388	232945_at	pseudouridylate synthase 10	PUS10
4528	5,53	5,00	1,11	0,034179	0,412	241711_at	Transducin (beta)-like 1 X-linked receptor 1	TBL1XR1
4439	5,07	4,58	1,11	0,033326	0,410	1559672_a_at	Chromosome 9 open reading frame 93	C9orf93
1143	3,42	3,09	1,11	0,006695	0,320	1558107_at	FSHD region gene 1 family, member B	FRG1B
3425	47,2	42,7	1,11	0,024487	0,391	209547_s_at	Splicing factor 4	SF4
87	3,61	3,27	1,10	0,000328	0,201	234588_at	-	-
854	5215	4721	1,10	0,004916	0,313	211943_x_at	Tumor protein, translationally-controlled 1	TPT1
201	5945	5384	1,10	0,000925	0,244	212284_x_at	Tumor protein, translationally-controlled 1	TPT1
3171	3,66	3,31	1,10	0,022504	0,387	231925_at	CDNA FLJ23006 fis, clone LNG00414	-
5925	4,65	4,21	1,10	0,048007	0,443	237322_at	Myocardial infarction associated transcript (non-protein coding)	MIAT
1910	4,54	4,12	1,10	0,012436	0,355	231610_at	Tau tubulin kinase 2	TTBK2
3584	5,81	5,26	1,10	0,025871	0,394	1566609_at	cDNA FLJ25907 fis, clone CBR04607	-
2423	3,70	3,36	1,10	0,016202	0,365	220729_at	-	-
5592	4,13	3,75	1,10	0,044609	0,436	234243_at	Brix domain containing 5	BXDC5
4345	10,6	9,63	1,10	0,032356	0,407	201205_at	Ribosome binding protein 1 homolog 180kDa	RRBP1
1435	4,22	3,83	1,10	0,008700	0,331	241228_at	Transcribed locus	-
6093	7,75	7,04	1,10	0,049730	0,446	1562946_at	cDNA clone IMAGE:3503939	-
5299	4,02	3,65	1,10	0,041287	0,426	1568777_at	Echinoderm microtubule associated protein like 5	EML5
849	3,93	3,57	1,10	0,004889	0,313	1556925_at	Structural maintenance of chromosomes 3	SMC3
5446	3,82	3,47	1,10	0,042957	0,431	1560264_at	Mastermind-like 3 (Drosophila)	MAML3
4271	4,08	3,71	1,10	0,031749	0,406	211022_s_at	Alpha thalassemia/mental retardation syndrome X-linked	ATRX
3816	4684	4261	1,10	0,027829	0,399	200781_s_at	Ribosomal protein S15a	RPS15A
1723	4,47	4,07	1,10	0,011039	0,348	1561106_at	Chromosome 6 open reading frame 217	C6orf217
4542	5,12	4,66	1,10	0,034324	0,412	1555151_s_at	L-threonine dehydrogenase	TDH
1939	6,27	5,71	1,10	0,012633	0,355	206248_at	Protein kinase C, epsilon	PRKCE
2707	14,3	13,0	1,10	0,018561	0,375	227879_at	AlkB, alkylation repair homolog 7 (E. coli)	ALKBH7
5211	3,34	3,05	1,10	0,040226	0,422	233945_at	UDP-glucose ceramide glucosyltransferase-like 2	UGCGL2
2890	5,84	5,32	1,10	0,020289	0,383	1553506_at	Carboxypeptidase O	CPO
2817	3,84	3,50	1,10	0,019664	0,381	234805_at	ATPase family, AAA domain containing 1	ATAD1
3316	7,61	6,95	1,10	0,023566	0,388	223953_s_at	Zinc finger and BTB domain containing 37	ZBTB37
2955	5,01	4,57	1,10	0,020746	0,384	239690_at	Transcribed locus	-
2734	5,23	4,77	1,10	0,018849	0,377	206962_x_at	Zinc finger protein 638	ZNF638
4686	4622	4218	1,10	0,035378	0,413	213583_x_at	Eukaryotic translation elongation factor 1 alpha 1Similar to elongation FacTor family member (eft-4)	EEF1A1LOC648395
4205	4,13	3,77	1,10	0,031091	0,404	1566106_at	Mitofusin 2	MFN2
5887	16,5	15,0	1,10	0,047624	0,442	239381_at	Kallikrein-related peptidase 7	KLK7
1232	5,30	4,84	1,10	0,007329	0,324	228926_s_at	ATP-dependent helicase SMARCA2	SMARCA2
5025	7,92	7,24	1,09	0,038639	0,420	242624_at	Actin binding LIM protein family, member 2	ABLIM2
568	2167	1981	1,09	0,003107	0,299	214327_x_at	Tumor protein, translationally-controlled 1	TPT1
1472	3,23	2,96	1,09	0,008998	0,334	221057_at	Spermatogenesis associated 1	SPATA1
685	3,27	2,99	1,09	0,003927	0,308	239712_at	Chromosome 9 open reading frame 93	C9orf93
2083	4,30	3,93	1,09	0,013595	0,356	1558518_at	TGF-beta activated kinase 1/MAP3K7 binding protein 3	MAP3K7IP3
3882	5272	4827	1,09	0,028346	0,399	213614_x_at	Eukaryotic translation elongation factor 1 alpha 1	EEF1A1
5225	3,83	3,52	1,09	0,040414	0,423	244275_at	Transcribed locus	-
4677	4,21	3,86	1,09	0,035310	0,413	1559695_a_at	DLGAP1, Discs, large (Drosophila) homolog-associated protein 1	DLGAP1
5864	5,00	4,59	1,09	0,047415	0,442	1561631_at	Spermatogenesis associated, serine-rich 2-like	SPATS2L
4079	3,72	3,41	1,09	0,029936	0,401	240990_at	RAB5A, member RAS oncogene family	RAB5A
2236	3,57	3,28	1,09	0,014852	0,363	243316_x_at	Vacuolar protein sorting 26 homolog A (S. pombe)	VPS26A
2071	4,21	3,86	1,09	0,013541	0,356	229171_at	CENPB DNA-binding domains containing 1	CENPBD1
1346	4,46	4,09	1,09	0,008069	0,328	233227_at	KIAA1109 protein	KIAA1109
5380	10,6	9,73	1,09	0,042186	0,429	204250_s_at	Centrosomal protein 164kDa	CEP164
2165	3,79	3,49	1,09	0,014334	0,361	244146_at	DTW domain containing 1	DTWD1
5990	3,50	3,21	1,09	0,048718	0,444	216595_at	DnaJ (Hsp40) homolog, subfamily C, member 22	DNAJC22
6026	3,63	3,34	1,09	0,049024	0,445	231930_at	ELMO/CED-12 domain containing 1	ELMOD1
5749	3,73	3,43	1,09	0,046135	0,439	1559369_at	Chromosome 5 open reading frame 44	C5orf44
4484	4,35	4,01	1,09	0,033740	0,411	1556323_at	CUG triplet repeat, RNA binding protein 2	CUGBP2
2486	5,03	4,63	1,09	0,016751	0,367	216536_at	Olfactory receptor, family 7, subfamily E, member 19 pseudogene	OR7E19P
3003	9,32	8,59	1,09	0,021133	0,385	239085_at	Jun dimerization protein 2	JDP2
6124	3701	3412	1,08	0,049993	0,446	229563_s_at	Ribosomal protein L10a	RPL10A
713	3,01	2,77	1,08	0,004092	0,308	1558667_at	Spermatogenesis associated 22	SPATA22
3638	3,86	3,56	1,08	0,026309	0,395	235380_at	Arachidonate 5-lipoxygenase	ALOX5
5347	3,59	3,31	1,08	0,041919	0,429	1555038_at	Erythrocyte membrane protein band 4.1 like 4A	EPB41L4A
396	3,17	2,93	1,08	0,002086	0,285	238203_at	-	-
3355	4,68	4,32	1,08	0,023825	0,388	232953_at	Chromosome 20 open reading frame 69	C20orf69
4708	3,94	3,65	1,08	0,035603	0,413	217571_at	-	-
3810	4,82	4,46	1,08	0,027763	0,398	211347_at	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	CDC14B
3067	6,32	5,85	1,08	0,021654	0,385	1563098_at	EEF1A2 binding protein	EEF1A2BP1
378	2,82	2,61	1,08	0,001972	0,284	1554072_s_at	Coiled-coil domain containing 67	CCDC67
212	3,11	2,88	1,08	0,000958	0,244	240768_x_at	UBX domain protein 4	UBXD2
2515	4,92	4,56	1,08	0,016944	0,368	1566040_at	cDNA DKFZp667F083	-
5473	3,15	2,92	1,08	0,043268	0,432	1568916_at	Spire homolog 2 (Drosophila)	SPIRE2
3989	4,08	3,78	1,08	0,029178	0,400	210500_at	Ubiquitin associated protein 2-like	UBAP2L
802	3,24	3,01	1,08	0,004575	0,311	231391_at	Cortexin 3	CTXN3
5631	3,83	3,55	1,08	0,044947	0,436	239770_at	Family with sequence similarity 62 (C2 domain containing), member C	FAM62C
4980	3,30	3,06	1,08	0,038210	0,419	217175_at	UDP glucuronosyltransferase 2 family, polypeptide B15	UGT2B15
4819	5425	5039	1,08	0,036637	0,416	200933_x_at	Ribosomal protein S4, X-linked	RPS4X
5429	10,8	10,0	1,08	0,042726	0,430	241203_at	-	-
5654	4,69	4,36	1,07	0,045099	0,436	232179_at	Hypothetical protein LOC158863	LOC158863
1508	3,62	3,37	1,07	0,009285	0,337	233393_at	Methionine sulfoxide reductase A	MSRA
4517	4,06	3,78	1,07	0,034044	0,412	1563044_at	cDNA clone IMAGE:5164837	-
5648	3,69	3,43	1,07	0,045065	0,436	240034_at	Transcribed locus	-
6106	6,57	6,13	1,07	0,049851	0,446	210760_x_at	Thyroid hormone receptor interactor 11	TRIP11
3309	3,30	3,07	1,07	0,023531	0,388	222246_at	Syntaxin binding protein 3	STXBP3
5679	3,00	2,79	1,07	0,045343	0,436	1560775_at	cDNA FLJ25185 fis, clone CBR09429	-
337	2,84	2,64	1,07	0,001719	0,277	234432_at	Metastasis related protein (MB2)	-
1597	5094	4754	1,07	0,009955	0,341	207783_x_at	HECT, UBA and WWE domain containing 1	HUWE1
4933	4,96	4,63	1,07	0,037824	0,419	242038_at	Leucine rich repeat containing 8 family, member B	LRRC8B
155	2,66	2,49	1,07	0,000705	0,244	1569810_at	cDNA clone IMAGE:5271710	-
5362	8,52	7,96	1,07	0,042063	0,429	215500_at	Similar to RIKEN cDNA 4933437K13	LOC92017
5656	3,11	2,91	1,07	0,045103	0,436	1561362_at	cDNA FLJ36285 fis, clone THYMU2003470	-
5953	5,29	4,94	1,07	0,048296	0,444	217004_s_at	MCF.2 cell line derived transforming sequence	MCF2
860	3,08	2,88	1,07	0,004964	0,313	1563053_at	Coiled-coil domain containing 13	CCDC13
6087	3,07	2,87	1,07	0,049696	0,446	243262_at	-	-
3714	5,01	4,69	1,07	0,026935	0,396	240641_at	Transcribed locus	-
1936	3,25	3,05	1,07	0,012615	0,355	1564273_at	Jelch domain containing 1	KLHDC1
5077	3,16	2,96	1,07	0,039053	0,420	237830_at	-	-
5312	3,51	3,29	1,07	0,041437	0,426	1557869_at	Mitochondrial ribosomal protein L55	MRPL55
1693	3,68	3,45	1,07	0,010710	0,346	1562139_a_at	Forkhead box P2	FOXP2
4619	3,79	3,55	1,07	0,034847	0,412	241264_at	WD repeat domain 7	WDR7
2347	3,58	3,35	1,07	0,015661	0,364	1566867_at	Ataxin 2-binding protein 1	A2BP1
4666	2,97	2,78	1,07	0,035242	0,413	244817_at	Inhibitor of growth family, member 1	ING1
3166	2,88	2,70	1,07	0,022463	0,387	216097_at	PHD finger protein 14	PHF14
1313	2,79	2,62	1,07	0,007827	0,325	1561331_at	Chromosome 1 open reading frame 99	C1orf99
5246	3,97	3,73	1,07	0,040612	0,423	1568826_at	Hypothetical protein LOC389372	LOC389372
3371	3,35	3,15	1,06	0,023978	0,389	219962_at	Angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	ACE2
5812	3,75	3,53	1,06	0,046940	0,442	209638_x_at	Regulator of G-protein signaling 12	RGS12
3820	4,17	3,92	1,06	0,027890	0,399	234893_s_at	Dynein, axonemal, heavy chain 6	DNHL1
3401	3,27	3,07	1,06	0,024260	0,390	216619_at	GTP-binding protein 10 (putative)	GTPBP10
5610	3,45	3,24	1,06	0,044735	0,436	1570408_at	cDNA clone pp9953	-
4668	3,99	3,76	1,06	0,035244	0,413	1559109_a_at	Vacuolar protein sorting 53 homolog (S. cerevisiae)	VPS53
3775	3,80	3,57	1,06	0,027438	0,397	1568932_at	cDNA clone IMAGE:4830452	-
5932	3,34	3,15	1,06	0,048096	0,443	239905_at	YTH domain containing 1	YTHDC1
4193	6,73	6,35	1,06	0,030973	0,404	1561579_at	Hypothetical protein LOC728445	LOC728445
5734	3,04	2,87	1,06	0,045997	0,438	1569669_at	Forkhead box R2	FOXR2
1907	2,98	2,81	1,06	0,012409	0,355	244412_at	-	-
5261	3,34	3,15	1,06	0,040870	0,425	234765_at	Brain-specific angiogenesis inhibitor 3	BAI3
1187	3,01	2,84	1,06	0,006997	0,322	1565877_at	Nucleoporin 153kDa	NUP153
4934	3,95	3,73	1,06	0,037845	0,419	242904_x_at	Transmembrane protein 66	TMEM66
4136	3,39	3,20	1,06	0,030482	0,403	1570111_at	Chromosome 14 open reading frame 48	C14orf48
5875	3,32	3,13	1,06	0,047461	0,442	1555284_at	Amyotrophic lateral sclerosis 2 (juvenile)	ALS2
