Probe set	Symbol	Title	p value	Fold
1552950_at	C15orf26	chromosome 15 open reading frame 26	0.010857	0.88
1553603_s_at	ARL6IP2	ADP-ribosylation factor-like 6 interacting protein 2	0.010857	1.72
1554390_s_at	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	0.010857	1.63
1554593_s_at	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	0.010857	0.9
1554798_at	SNED1	sushi, nidogen and EGF-like domains 1	0.010857	0.9
1554863_s_at	DOK5	docking protein 5	0.010857	0.78
1555542_at	AFAP1L1	actin filament associated protein 1-like 1	0.010857	1.18
1555735_a_at	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	0.010857	1.39
1555803_a_at	C11orf57	chromosome 11 open reading frame 57	0.010857	1.43
1556406_at	LOC255025	hypothetical protein LOC255025	0.010857	0.91
1557135_at	1557135_at	CDNA FLJ32411 fis, clone SKMUS2000515	0.010857	1.39
1557783_at	1557783_at	NIK gene, exon 12, 5	0.010857	0.83
1558322_a_at	PAQR9	progestin and adipoQ receptor family member IX	0.010857	1.98
1558699_a_at	HERPUD2	HERPUD family member 2	0.010857	1.67
1558837_a_at	1558837_a_at	MRNA; cDNA DKFZp667A182 (from clone DKFZp667A182)	0.010857	0.64
1559584_a_at	C16orf54 /// hCG_1644884	chromosome 16 open reading frame 54 /// similar to chromosome 16 open reading frame 54	0.010857	0.48
1559880_at	1559880_at	Homo sapiens, clone IMAGE:5172739, mRNA	0.010857	0.86
1561206_at	KLHL8	kelch-like 8 (Drosophila)	0.010857	0.6
1561214_at	1561214_at	CDNA clone IMAGE:5271518	0.010857	0.75
1561690_at	1561690_at	CDNA clone IMAGE:5303966	0.010857	0.81
1562597_at	1562597_at	Homo sapiens, clone IMAGE:5742729, mRNA	0.010857	0.86
1563839_at	TBC1D7	TBC1 domain family, member 7	0.010857	0.88
1564323_at	1564323_at	CDNA: FLJ21389 fis, clone COL03455	0.010857	0.87
1565347_s_at	TFE3	transcription factor binding to IGHM enhancer 3	0.010857	1.3
1565777_at	1565777_at	MRNA; cDNA DKFZp667M067 (from clone DKFZp667M067)	0.010857	0.88
1569057_s_at	MIA3	melanoma inhibitory activity family, member 3	0.010857	1.76
1569106_s_at	SETD5	SET domain containing 5	0.010857	1.57
1569114_at	1569114_at	---	0.010857	1.23
1569193_at	1569193_at	CDNA clone IMAGE:4821290	0.010857	1.22
1569472_s_at	TTC3	tetratricopeptide repeat domain 3	0.010857	1.57
1569942_at	1569942_at	CDNA clone IMAGE:4796629	0.010857	0.9
1570588_at	1570588_at	Homo sapiens, clone IMAGE:4703872, mRNA	0.010857	0.66
200598_s_at	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1	0.010857	1.83
200658_s_at	PHB	prohibitin	0.010857	1.84
200727_s_at	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	0.010857	1.72
200866_s_at	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	0.010857	1.67
200880_at	DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	0.010857	1.8
201453_x_at	RHEB	Ras homolog enriched in brain	0.010857	1.41
201457_x_at	BUB3	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	0.010857	1.69
201528_at	RPA1	replication protein A1, 70kDa	0.010857	1.58
201562_s_at	LOC653381 /// SORD	sorbitol dehydrogenase /// similar to Sorbitol dehydrogenase (L-iditol 2-dehydrogenase)	0.010857	2.19
201581_at	TXNDC13	thioredoxin domain containing 13	0.010857	1.64
201589_at	SMC1A	structural maintenance of chromosomes 1A	0.010857	1.54
201629_s_at	ACP1	acid phosphatase 1, soluble	0.010857	1.89
201723_s_at	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	0.010857	1.58
201774_s_at	NCAPD2	non-SMC condensin I complex, subunit D2	0.010857	1.57
201775_s_at	KIAA0494	KIAA0494	0.010857	1.4
201947_s_at	CCT2	chaperonin containing TCP1, subunit 2 (beta)	0.010857	1.58
202143_s_at	COPS8	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)	0.010857	1.77
202184_s_at	NUP133	nucleoporin 133kDa	0.010857	1.6
202583_s_at	RANBP9	RAN binding protein 9	0.010857	1.5
202641_at	ARL3	ADP-ribosylation factor-like 3	0.010857	1.52
203013_at	ECD	ecdysoneless homolog (Drosophila)	0.010857	1.37
203404_at	ARMCX2	armadillo repeat containing, X-linked 2	0.010857	0.6
203484_at	SEC61G	Sec61 gamma subunit	0.010857	1.6
203560_at	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	0.010857	1.86
203730_s_at	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	0.010857	1.43
203732_at	TRIP4	thyroid hormone receptor interactor 4	0.010857	1.44
203812_at	203812_at	CDNA clone IMAGE:5922621	0.010857	0.78
203946_s_at	ARG2	arginase, type II	0.010857	2.36
204050_s_at	CLTA	clathrin, light chain (Lca)	0.010857	1.38
204113_at	CUGBP1	CUG triplet repeat, RNA binding protein 1	0.010857	1.59
204185_x_at	PPID	peptidylprolyl isomerase D (cyclophilin D)	0.010857	1.6
204236_at	FLI1	Friend leukemia virus integration 1	0.010857	0.67
204313_s_at	CREB1	cAMP responsive element binding protein 1	0.010857	1.5
204468_s_at	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	0.010857	0.61
204588_s_at	SLC7A7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	0.010857	0.6
204611_s_at	PPP2R5B	protein phosphatase 2, regulatory subunit B, beta isoform	0.010857	0.75
204689_at	HHEX	hematopoietically expressed homeobox	0.010857	1.37
204825_at	MELK	maternal embryonic leucine zipper kinase	0.010857	2.18
204864_s_at	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	0.010857	1.87
204931_at	TCF21	transcription factor 21	0.010857	0.77
204955_at	SRPX	sushi-repeat-containing protein, X-linked	0.010857	0.33
204990_s_at	ITGB4	integrin, beta 4	0.010857	0.71
205006_s_at	NMT2	N-myristoyltransferase 2	0.010857	1.88
205046_at	CENPE	centromere protein E, 312kDa	0.010857	1.83
205107_s_at	EFNA4	ephrin-A4	0.010857	1.4
205116_at	LAMA2	laminin, alpha 2 (merosin, congenital muscular dystrophy)	0.010857	0.6
205136_s_at	NUFIP1	nuclear fragile X mental retardation protein interacting protein 1	0.010857	1.4
205157_s_at	KRT17	keratin 17	0.010857	0.81
205455_at	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	0.010857	0.85
205477_s_at	AMBP	alpha-1-microglobulin/bikunin precursor	0.010857	1.4
205529_s_at	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	0.010857	0.53
205681_at	BCL2A1	BCL2-related protein A1	0.010857	0.63
205693_at	TNNT3	troponin T type 3 (skeletal, fast)	0.010857	0.84
205731_s_at	NCOA2	nuclear receptor coactivator 2	0.010857	2.01
205760_s_at	OGG1	8-oxoguanine DNA glycosylase	0.010857	1.42
205786_s_at	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	0.010857	0.59
205798_at	IL7R	interleukin 7 receptor	0.010857	0.38
205851_at	NME6	non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)	0.010857	1.4
206060_s_at	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	0.010857	0.72
206749_at	CD1B	CD1b molecule	0.010857	0.83
207282_s_at	MYOG	myogenin (myogenic factor 4)	0.010857	0.78
208042_at	AGGF1	angiogenic factor with G patch and FHA domains 1	0.010857	1.61
208229_at	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	0.010857	1.38
208534_s_at	FLJ21767 /// RASA4	RAS p21 protein activator 4 /// hypothetical protein FLJ21767	0.010857	0.75
208701_at	APLP2	Amyloid beta (A4) precursor-like protein 2	0.010857	1.31
208737_at	ATP6V1G1	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1	0.010857	1.44
208748_s_at	FLOT1	flotillin 1	0.010857	1.52
208939_at	SEPHS1	selenophosphate synthetase 1	0.010857	1.42
209258_s_at	SMC3	structural maintenance of chromosomes 3	0.010857	2.44
209316_s_at	HBS1L	HBS1-like (S. cerevisiae)	0.010857	1.75
209372_x_at	TUBB2A /// TUBB2B	tubulin, beta 2A /// tubulin, beta 2B	0.010857	1.75
209513_s_at	HSDL2	hydroxysteroid dehydrogenase like 2	0.010857	1.66
209561_at	THBS3	thrombospondin 3	0.010857	0.69
209789_at	CORO2B	coronin, actin binding protein, 2B	0.010857	0.78
209839_at	DNM3	dynamin 3	0.010857	0.71
209849_s_at	RAD51C	RAD51 homolog C (S. cerevisiae)	0.010857	1.61
210872_x_at	GAS7	growth arrest-specific 7	0.010857	0.8
210933_s_at	FSCN1	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)	0.010857	0.74
211285_s_at	UBE3A	ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)	0.010857	0.74
211547_s_at	PAFAH1B1	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	0.010857	1.7
211609_x_at	PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	0.010857	1.57
211804_s_at	CDK2	cyclin-dependent kinase 2	0.010857	1.23
211827_s_at	KCND3	potassium voltage-gated channel, Shal-related subfamily, member 3	0.010857	0.85
211852_s_at	ATRN	attractin	0.010857	1.86
211864_s_at	FER1L3	fer-1-like 3, myoferlin (C. elegans)	0.010857	0.65
212165_at	TMEM183A /// TMEM183B	transmembrane protein 183A /// transmembrane protein 183B	0.010857	1.53
212187_x_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)	0.010857	0.37
212595_s_at	DAZAP2	DAZ associated protein 2	0.010857	1.77
212749_s_at	RCHY1	ring finger and CHY zinc finger domain containing 1	0.010857	1.49
212824_at	FUBP3	far upstream element (FUSE) binding protein 3	0.010857	1.5
213908_at	WHDC1L1	WAS protein homology region 2 domain containing 1-like 1	0.010857	0.77
214234_s_at	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	0.010857	0.5
214241_at	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	0.010857	0.58
214552_s_at	RABEP1	rabaptin, RAB GTPase binding effector protein 1	0.010857	1.38
214553_s_at	ARPP-19	cyclic AMP phosphoprotein, 19 kD	0.010857	1.48
214668_at	C13orf1	chromosome 13 open reading frame 1	0.010857	1.59
214669_x_at	IGKC	Immunoglobulin kappa constant	0.010857	0.3
214776_x_at	XYLB	xylulokinase homolog (H. influenzae)	0.010857	1.5
214903_at	SYT2	synaptotagmin II	0.010857	0.8
214941_s_at	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	0.010857	1.39
215561_s_at	IL1R1	interleukin 1 receptor, type I	0.010857	1.38
216274_s_at	SEC11A	SEC11 homolog A (S. cerevisiae)	0.010857	1.83
216635_at	216635_at	MRNA; cDNA DKFZp566M0524 (from clone DKFZp566M0524)	0.010857	0.79
216728_at	216728_at	MRNA; cDNA DKFZp434D179 (from clone DKFZp434D179)	0.010857	0.85
216920_s_at	TARP /// TRGC2 /// TRGV9	T cell receptor gamma constant 2 /// T cell receptor gamma variable 9 /// TCR gamma alternate reading frame protein	0.010857	0.51
216976_s_at	RYK	RYK receptor-like tyrosine kinase	0.010857	1.48
217488_x_at	PMS2L3	postmeiotic segregation increased 2-like 3	0.010857	0.86
217654_at	217654_at	---	0.010857	0.85
217725_x_at	SERBP1	SERPINE1 mRNA binding protein 1	0.010857	1.58
217772_s_at	MTCH2	mitochondrial carrier homolog 2 (C. elegans)	0.010857	1.46
217786_at	PRMT5	protein arginine methyltransferase 5	0.010857	1.46
217952_x_at	PHF3	PHD finger protein 3	0.010857	1.6
218002_s_at	CXCL14	chemokine (C-X-C motif) ligand 14	0.010857	0.42
218187_s_at	C8orf33	chromosome 8 open reading frame 33	0.010857	1.7
218395_at	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	0.010857	1.86
218582_at	40973	membrane-associated ring finger (C3HC4) 5	0.010857	1.59
218625_at	NRN1	neuritin 1	0.010857	0.6
218636_s_at	MAN1B1	mannosidase, alpha, class 1B, member 1	0.010857	1.31
218703_at	SEC22A	SEC22 vesicle trafficking protein homolog A (S. cerevisiae)	0.010857	1.29
219031_s_at	NIP7	nuclear import 7 homolog (S. cerevisiae)	0.010857	1.4
219130_at	CCDC76	coiled-coil domain containing 76	0.010857	1.26
219179_at	DACT1	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)	0.010857	0.58
219292_at	THAP1	THAP domain containing, apoptosis associated protein 1	0.010857	1.74
219329_s_at	C2orf28	chromosome 2 open reading frame 28	0.010857	1.5
219356_s_at	CHMP5	chromatin modifying protein 5	0.010857	1.67
219371_s_at	KLF2	Kruppel-like factor 2 (lung)	0.010857	0.57
219376_at	ZNF322B	zinc finger protein 322B	0.010857	1.67
219421_at	TTC33	tetratricopeptide repeat domain 33	0.010857	1.42
219669_at	CD177	CD177 molecule	0.010857	0.82
219746_at	DPF3	D4, zinc and double PHD fingers, family 3	0.010857	0.85
220083_x_at	UCHL5	ubiquitin carboxyl-terminal hydrolase L5	0.010857	1.62
220365_at	ALLC	allantoicase	0.010857	0.77
220522_at	CRB1	crumbs homolog 1 (Drosophila)	0.010857	0.9
220817_at	TRPC4	transient receptor potential cation channel, subfamily C, member 4	0.010857	0.87
220999_s_at	CYFIP2	cytoplasmic FMR1 interacting protein 2	0.010857	0.51
221184_at	221184_at	---	0.010857	0.81
221453_at	G6PC2	glucose-6-phosphatase, catalytic, 2	0.010857	0.87
221471_at	SERINC3	serine incorporator 3	0.010857	1.34
221557_s_at	LEF1	lymphoid enhancer-binding factor 1	0.010857	0.78
221722_x_at	LZTS1	leucine zipper, putative tumor suppressor 1	0.010857	0.82
221873_at	ZNF143	zinc finger protein 143	0.010857	1.34
221939_at	YIPF2	Yip1 domain family, member 2	0.010857	0.7
222352_at	222352_at	Full-length cDNA clone CS0DI078YN09 of Placenta Cot 25-normalized of Homo sapiens (human)	0.010857	1.64
222441_x_at	SLMO2	slowmo homolog 2 (Drosophila)	0.010857	1.48
222450_at	TMEPAI	transmembrane, prostate androgen induced RNA	0.010857	0.49
222551_s_at	C8orf33	chromosome 8 open reading frame 33	0.010857	1.57
222921_s_at	HEY2	hairy/enhancer-of-split related with YRPW motif 2	0.010857	0.52
223254_s_at	KIAA1333	KIAA1333	0.010857	1.77
223514_at	CARD11	caspase recruitment domain family, member 11	0.010857	0.8
223533_at	LRRC8C	leucine rich repeat containing 8 family, member C	0.010857	0.68
224007_at	HSFY1 /// HSFY2	heat shock transcription factor, Y-linked 1 /// heat shock transcription factor, Y linked 2	0.010857	0.84
224013_s_at	SOX7	SRY (sex determining region Y)-box 7	0.010857	0.71
224019_at	SCD5	stearoyl-CoA desaturase 5	0.010857	1.13
224184_s_at	BOC	Boc homolog (mouse)	0.010857	0.78
224211_at	FOXP3	forkhead box P3	0.010857	0.75
224319_s_at	SMCR7L	Smith-Magenis syndrome chromosome region, candidate 7-like	0.010857	1.23
224320_s_at	MCM8	minichromosome maintenance complex component 8	0.010857	1.78
224452_s_at	MGC12966	hypothetical protein LOC84792	0.010857	1.57
224490_s_at	KIAA1267	KIAA1267	0.010857	1.22
224608_s_at	VPS25	vacuolar protein sorting 25 homolog (S. cerevisiae)	0.010857	1.5
224962_at	C9orf69	chromosome 9 open reading frame 69	0.010857	1.38
225039_at	RPE	ribulose-5-phosphate-3-epimerase	0.010857	1.36
225078_at	EMP2	epithelial membrane protein 2	0.010857	1.68
225079_at	EMP2	epithelial membrane protein 2	0.010857	1.93
225113_at	AGPS	Alkylglycerone phosphate synthase	0.010857	1.58
225353_s_at	C1QC	complement component 1, q subcomponent, C chain	0.010857	0.61
225496_s_at	SYTL2	synaptotagmin-like 2	0.010857	0.61
225509_at	LOC56757	hypothetical protein LOC56757	0.010857	1.72
225523_at	MRPL53	mitochondrial ribosomal protein L53	0.010857	1.42
225671_at	SPNS2	spinster homolog 2 (Drosophila)	0.010857	0.75
225681_at	CTHRC1	collagen triple helix repeat containing 1	0.010857	0.29
225738_at	RAPGEF1	Rap guanine nucleotide exchange factor (GEF) 1	0.010857	1.43
225886_at	225886_at	Full-length cDNA clone CS0DF030YM05 of Fetal brain of Homo sapiens (human)	0.010857	1.53
225980_at	C14orf43	chromosome 14 open reading frame 43	0.010857	0.71
226242_at	C1orf131	chromosome 1 open reading frame 131	0.010857	1.77
226309_at	DNAL1	dynein, axonemal, light chain 1	0.010857	0.86
226386_at	C7orf30	chromosome 7 open reading frame 30	0.010857	1.6
226504_at	FAM109B	family with sequence similarity 109, member B	0.010857	0.77
226521_s_at	CCDC98	coiled-coil domain containing 98	0.010857	1.72
226523_at	TAGLN	Transgelin	0.010857	0.79
226583_at	FLJ40142	FLJ40142 protein	0.010857	1.36
226726_at	MBOAT2	membrane bound O-acyltransferase domain containing 2	0.010857	0.85
226800_at	KIAA1799	KIAA1799 protein	0.010857	1.56
226878_at	HLA-DOA	major histocompatibility complex, class II, DO alpha	0.010857	0.65
226899_at	UNC5B	unc-5 homolog B (C. elegans)	0.010857	0.6
227070_at	GLT8D2	glycosyltransferase 8 domain containing 2	0.010857	0.47
227232_at	EVL	Enah/Vasp-like	0.010857	0.67
227657_at	RNF150	ring finger protein 150	0.010857	0.81
227971_at	NRK	Nik related kinase	0.010857	0.86
228258_at	TBC1D10C	TBC1 domain family, member 10C	0.010857	0.66
228327_x_at	MEIS3	Meis homeobox 3	0.010857	0.83
228636_at	BHLHB5	basic helix-loop-helix domain containing, class B, 5	0.010857	0.65
228952_at	228952_at	---	0.010857	1.92
229070_at	C6orf105	chromosome 6 open reading frame 105	0.010857	0.75
229084_at	CNTN4	contactin 4	0.010857	0.66
229161_at	IQCG	IQ motif containing G	0.010857	0.76
229180_at	229180_at	---	0.010857	0.73
229211_at	DUSP28	dual specificity phosphatase 28	0.010857	1.27
229265_at	SKI	v-ski sarcoma viral oncogene homolog (avian)	0.010857	0.62
229554_at	229554_at	Transcribed locus	0.010857	0.73
229721_x_at	DERL3	Der1-like domain family, member 3	0.010857	0.77
229863_s_at	TMEM103	transmembrane protein 103	0.010857	1.31
229928_at	229928_at	---	0.010857	1.22
230129_at	PSTK	phosphoseryl-tRNA kinase	0.010857	1.68
230253_at	SCUBE3	Signal peptide, CUB domain, EGF-like 3	0.010857	0.85
230383_x_at	230383_x_at	Transcribed locus	0.010857	0.75
230617_at	230617_at	Transcribed locus	0.010857	0.8
230663_at	230663_at	CDNA FLJ39159 fis, clone OCBBF2002161	0.010857	0.77
230764_at	230764_at	CDNA FLJ30669 fis, clone FCBBF1000684	0.010857	1.95
230966_at	IL4I1	interleukin 4 induced 1	0.010857	0.75
232036_at	KLC1	Kinesin light chain 1	0.010857	0.82
232774_x_at	ZIK1	zinc finger protein interacting with K protein 1 homolog (mouse)	0.010857	0.87
232798_at	DNAJC5B	DnaJ (Hsp40) homolog, subfamily C, member 5 beta	0.010857	0.77
232950_s_at	PITPNM2	phosphatidylinositol transfer protein, membrane-associated 2	0.010857	0.79
233510_s_at	PARVG	parvin, gamma	0.010857	0.77
233540_s_at	CDK5RAP2	CDK5 regulatory subunit associated protein 2	0.010857	1.92
233638_s_at	POMGNT1	protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase	0.010857	1.56
233756_at	233756_at	CDNA FLJ12031 fis, clone HEMBB1001874	0.010857	0.78
233841_s_at	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)	0.010857	1.32
234211_at	234211_at	CDNA: FLJ21436 fis, clone COL04279	0.010857	0.72
234883_x_at	TRBC1	T cell receptor, V beta 6.9, J beta 2.1, C beta 2 /// T cell receptor beta constant 1 /// T-cell receptor active beta-chain VD1.1J2.5 mRNA /// T-cell receptor rearranged alpha chain mRNA V-NDN-J-C region (cell line B6.6)	0.010857	0.86
234904_x_at	ELAVL4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)	0.010857	0.91
234942_s_at	DNTTIP1	deoxynucleotidyltransferase, terminal, interacting protein 1	0.010857	1.67
235112_at	235112_at	Homo sapiens, Similar to RIKEN cDNA E130308A19 gene, clone IMAGE:6198463, mRNA	0.010857	1.77
235196_at	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	0.010857	1.51
235345_at	RUFY2	RUN and FYVE domain containing 2	0.010857	1.19
235392_at	235392_at	Transcribed locus	0.010857	1.85
235570_at	235570_at	CDNA FLJ36544 fis, clone TRACH2006378	0.010857	0.52
235783_at	MRTO4	mRNA turnover 4 homolog (S. cerevisiae)	0.010857	1.5
236045_x_at	236045_x_at	CDNA clone IMAGE:5278089	0.010857	0.73
236064_at	SLC25A35	solute carrier family 25, member 35	0.010857	0.84
236231_at	236231_at	Transcribed locus	0.010857	1.18
236385_at	236385_at	Full-length cDNA clone CS0DN002YI17 of Adult brain of Homo sapiens (human)	0.010857	0.9
237206_at	MYOCD	myocardin	0.010857	0.72
237329_at	237329_at	Transcribed locus	0.010857	0.88
237654_at	C14orf50	chromosome 14 open reading frame 50	0.010857	0.82
237785_at	ASB14	Ankyrin repeat and SOCS box-containing 14	0.010857	0.85
238062_at	LOC338328	high density lipoprotein-binding protein	0.010857	0.79
238196_at	LOC285095	hypothetical LOC285095	0.010857	0.86
239196_at	ANKRD22	ankyrin repeat domain 22	0.010857	0.77
239257_at	MOV10L1	Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)	0.010857	0.86
