Rank	Parametric p-value	FDR	Geom mean of intensities in Controls	Geom mean of intensities 1.25 Gy	Geom mean of intensities 3.75 Gy	Unique id	Description	Gene symbol
1297	0.0005437	0.0082599	584.0672062	815.8983776	645.6948413	A_24_P236008	Homo sapiens mRNA for KIAA1360 protein, partial cds. [AB037781]	SCYL2
1298	0.0005454	0.0082793	186.991953	155.0441831	123.9549685	A_23_P163047	Homo sapiens WD repeat domain 89 (WDR89), transcript variant 1, mRNA [NM_001008726]	WDR89
1299	0.0005496	0.0083367	33091.58342	39611.3015	48510.67948	A_23_P100632	Homo sapiens hematological and neurological expressed 1 (HN1), transcript variant 3, mRNA [NM_001002033]	HN1
1300	0.0005537	0.0083924	177.0222078	186.5412811	321.5254739	A_32_P194915	Q62IN3_BURMA (Q62IN3) Triosephosphate isomerase (TIM) (Triose-phosphate isomerase) , partial (5%) [THC2648197]	THC2648197
1301	0.0005549	0.0083969	71.2010916	45.3347637	29.1467566	A_24_P182947	Homo sapiens germinal center expressed transcript 2 (GCET2), transcript variant 2, mRNA [NM_001008756]	GCET2
1302	0.0005551	0.0083969	220.0413315	129.4272791	106.810857	A_24_P945262	Homo sapiens cDNA FLJ39820 fis, clone SPLEN2010625. [AK097139]	AK097139
1303	0.0005554	0.0083969	443.2432127	643.5901283	613.2922087	A_23_P18490	Homo sapiens macrophage erythroblast attacher (MAEA), transcript variant 1, mRNA [NM_001017405]	MAEA
1304	0.0005557	0.0083969	26.4799588	17.7673734	11.6296567	A_24_P398016	Homo sapiens spermatid perinuclear RNA binding protein (STRBP), mRNA [NM_018387]	STRBP
1305	0.0005582	0.0084263	29.9779745	13.2288516	10.6755479	A_24_P366749	Homo sapiens ATPase, Class I, type 8B, member 2 (ATP8B2), transcript variant 2, mRNA [NM_001005855]	ATP8B2
1306	0.0005585	0.0084263	67.1761632	52.9764996	34.5967503	A_24_P735072	Homo sapiens cDNA FLJ46579 fis, clone THYMU3042758. [AK128436]	AK128436
1307	0.000559	0.0084273	166.8571081	121.3280648	90.1112463	A_23_P156996	Homo sapiens full length insert cDNA clone ZD81B04. [AF086442]	AF086442
1308	0.0005596	0.0084295	4873.205994	6802.082646	6778.911837	A_23_P354074	Homo sapiens lysosomal trafficking regulator (LYST), transcript variant 1, mRNA [NM_000081]	LYST
1309	0.00056	0.0084295	492.6749785	648.3343429	789.2259479	A_23_P305759	Homo sapiens abhydrolase domain containing 3 (ABHD3), mRNA [NM_138340]	ABHD3
1310	0.0005614	0.0084441	358.5262775	530.2500164	664.4623923	A_23_P259344	Homo sapiens cat eye syndrome chromosome region, candidate 6 (CECR6), mRNA [NM_031890]	CECR6
1311	0.0005623	0.0084512	244.7007197	177.2288556	173.050571	A_23_P351556	full-length cDNA clone CS0DF004YO04 of Fetal brain of Homo sapiens (human). [CR594281]	METTL3
1312	0.000564	0.0084703	195.3945575	153.924453	124.1956127	A_23_P403588	Homo sapiens ubiquitin specific peptidase 47 (USP47), mRNA [NM_017944]	USP47
1313	0.0005649	0.0084774	291.2665295	526.3302048	518.0008181	A_23_P42897	Homo sapiens maltase-glucoamylase (alpha-glucosidase) (MGAM), mRNA [NM_004668]	MGAM
1314	0.0005662	0.0084904	96.200353	57.1777217	34.3754614	A_24_P327084	Homo sapiens protease, serine, 33 (PRSS33), mRNA [NM_152891]	PRSS33
1315	0.0005678	0.0085079	504.7064583	362.6951118	292.2744851	A_23_P3111	Homo sapiens acyl-CoA thioesterase 2 (ACOT2), mRNA [NM_006821]	ACOT2
1316	0.0005735	0.0085868	161.5608159	197.9024058	266.472193	A_23_P204304	Homo sapiens protein tyrosine phosphatase, receptor type, O (PTPRO), transcript variant 1, mRNA [NM_030667]	PTPRO
1317	0.0005761	0.0086192	774.7482446	990.8859883	1208.405083	A_23_P53557	Homo sapiens lymphotoxin beta receptor (TNFR superfamily, member 3) (LTBR), mRNA [NM_002342]	LTBR
1318	0.0005783	0.0086455	12841.35169	15925.03835	18624.83085	A_23_P103282	Homo sapiens transmembrane protein 59 (TMEM59), mRNA [NM_004872]	TMEM59
1319	0.0005804	0.0086668	821.9942912	619.9764541	449.5621227	A_24_P707530	Q6ATL9_ORYSA (Q6ATL9) Expressed protein, partial (13%) [THC2537219]	THC2537219
1320	0.0005806	0.0086668	310.7117263	253.1203411	206.2142815	A_24_P927537	Transcription factor A, mitochondrial precursor (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6-like 2). [Source:Uniprot/SWISSPROT;Acc:Q00059] [ENST00000373899]	TFAM
1321	0.0005818	0.0086781	85.5914626	58.9779506	45.3086496	A_23_P502158	Homo sapiens ADAM metallopeptidase domain 11 (ADAM11), mRNA [NM_002390]	ADAM11
1322	0.0005827	0.008685	46.5377784	34.9997841	26.3395884	A_24_P145107	Homo sapiens, clone IMAGE:3460539, mRNA, partial cds. [BC001335]	BC001335
1323	0.0005859	0.0087261	67.9182072	48.1919665	41.2639226	A_24_P674924	Unknown	A_24_P674924
1324	0.0005916	0.0088043	2416.541485	3768.674103	3542.640217	A_23_P109508	Homo sapiens neutrophil cytosolic factor 4, 40kDa (NCF4), transcript variant 1, mRNA [NM_000631]	NCF4
1325	0.000594	0.0088333	443.9434656	293.8978268	231.0111937	A_23_P49638	Homo sapiens GRB2-related adaptor protein (GRAP), mRNA [NM_006613]	GRAP
1326	0.0005964	0.0088623	142.4881344	91.4358346	85.8627147	A_32_P200537	Q86TZ0_HUMAN (Q86TZ0) Full-length cDNA clone CS0DC023YN15 of Neuroblastoma of Homo sapiens (human) (Fragment), partial (85%) [THC2524570]	THC2524570
1327	0.000598	0.0088794	24.7366717	24.5498998	14.8898473	A_24_P37264	Homo sapiens ring finger protein 144 (RNF144), mRNA [NM_014746]	RNF144
1328	0.0005995	0.008895	130.6026143	98.8166345	83.2721984	A_23_P46819	Homo sapiens beta-transducin repeat containing (BTRC), transcript variant 1, mRNA [NM_033637]	BTRC
1329	0.0006004	0.0089001	66.7566524	35.7391457	32.4595669	A_23_P25060	Homo sapiens cDNA FLJ13769 fis, clone PLACE4000222. [AK023831]	FLJ13769
1330	0.0006009	0.0089001	256.8023913	165.6781467	221.0842828	A_23_P20427	Homo sapiens Rho-related BTB domain containing 2 (RHOBTB2), mRNA [NM_015178]	RHOBTB2
1331	0.0006012	0.0089001	18.0175602	35.6568381	28.7529554	A_24_P13715	Homo sapiens F-box protein 22 (FBXO22), transcript variant 1, mRNA [NM_147188]	FBXO22
1332	0.0006023	0.0089097	242.9918211	161.4955104	132.1470975	A_23_P149375	Homo sapiens thioesterase superfamily member 4 (THEM4), mRNA [NM_053055]	THEM4
1333	0.0006036	0.00892	50.8411053	86.9166468	87.8386611	A_24_P383788	Homo sapiens DKFZp761E198 protein (DKFZp761E198), mRNA [NM_138368]	DKFZp761E198
1334	0.0006039	0.00892	219.7144898	184.7414201	148.7338345	A_24_P686956	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (5%) [THC2519695]	THC2542546
1335	0.0006044	0.0089207	394.5902133	632.5892997	729.4614298	A_24_P396375	full-length cDNA clone CS0DI039YA23 of Placenta Cot 25-normalized of Homo sapiens (human). [CR595983]	CR595983
1336	0.0006068	0.0089494	134.5818565	159.3904641	198.0262978	A_32_P99753	Homo sapiens chromosome 3 open reading frame 25 (C3orf25), mRNA [NM_207307]	C3orf25
1337	0.0006078	0.0089574	31.1230449	19.3883008	16.4183239	A_32_P40456	AGENCOURT_6480053 NIH_MGC_92 Homo sapiens cDNA clone IMAGE:5575564 5, mRNA sequence [BM475547]	BM475547
1338	0.0006094	0.0089735	1844.756266	1420.157206	1069.244641	A_23_P122662	Homo sapiens glucose-fructose oxidoreductase domain containing 1 (GFOD1), mRNA [NM_018988]	GFOD1
1339	0.0006098	0.0089735	95.6399623	111.862004	50.9555685	A_24_P173754	Homo sapiens chromosome 1 open reading frame 21 (C1orf21), mRNA [NM_030806]	C1orf21
1340	0.0006144	0.0090336	30.1614844	53.2773483	56.1107183	A_32_P85330	Homo sapiens chromosome 15 open reading frame 37 (C15orf37), mRNA [NM_175898]	C15orf37
1341	0.0006148	0.0090336	1293.989497	2026.098121	2532.628457	A_23_P121716	Homo sapiens annexin A3 (ANXA3), mRNA [NM_005139]	ANXA3
1342	0.0006218	0.0091296	142.5053748	172.2940959	238.585952	A_32_P158524	Q74CT8_GEOSL (Q74CT8) Dethiobiotin synthase , partial (5%) [THC2578493]	THC2578493
1343	0.0006223	0.0091302	92.0253854	120.8974915	78.1556508	A_24_P171058	Homo sapiens transmembrane protein 64 (TMEM64), mRNA [NM_001008495]	TMEM64
1344	0.0006239	0.0091468	42.5829639	60.6232054	78.837287	A_32_P509964	Homo sapiens unknown mRNA. [AF136408]	AF136408
1345	0.0006251	0.0091576	241.2944447	176.937182	148.4051783	A_23_P259393	Homo sapiens Scm-like with four mbt domains 1 (SFMBT1), transcript variant 1, mRNA [NM_001005159]	SFMBT1
1346	0.0006266	0.0091728	14.6236771	29.3926463	30.3148244	A_23_P167159	Homo sapiens scrapie responsive protein 1 (SCRG1), mRNA [NM_007281]	SCRG1
1347	0.0006284	0.0091923	200.7015101	262.52291	314.3039653	A_23_P358244	Homo sapiens CGM1b mRNA for CD66d, complete cds. [D90278]	CEACAM3
1348	0.0006296	0.0091976	411.4972277	245.5118574	312.4479511	A_23_P370651	Homo sapiens family with sequence similarity 13, member A1 (FAM13A1), transcript variant 1, mRNA [NM_014883]	FAM13A1
1349	0.0006297	0.0091976	115.8381812	69.6758187	64.2854768	A_23_P80883	Homo sapiens B and T lymphocyte associated (BTLA), mRNA [NM_181780]	BTLA
1350	0.000631	0.0092059	222.1384089	141.8268412	149.5335503	A_24_P930707	BX098637 BX098637 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGp998F16386 ; IMAGE:200847, mRNA sequence [BX098637]	THC2653001
1351	0.0006312	0.0092059	63.5146078	50.0510541	34.5199797	A_24_P11462	Homo sapiens arginine decarboxylase (ADC), mRNA [NM_052998]	ADC
1352	0.0006366	0.0092778	688.2764979	482.3663876	416.8802068	A_24_P215765	Homo sapiens ATPase, Class V, type 10A (ATP10A), mRNA [NM_024490]	ATP10A
1353	0.0006376	0.0092855	150.2068836	197.0981668	272.3112299	A_24_P90900	Homo sapiens chymotrypsin-like (CTRL), mRNA [NM_001907]	CTRL
1354	0.0006392	0.0093019	196.8549839	148.0360402	134.3013815	A_23_P211459	Homo sapiens POZ (BTB) and AT hook containing zinc finger 1 (PATZ1), transcript variant 1, mRNA [NM_014323]	PATZ1
1355	0.0006409	0.0093198	2221.258516	2955.080871	3059.505015	A_23_P6914	Homo sapiens oxysterol binding protein-like 11 (OSBPL11), mRNA [NM_022776]	OSBPL11
1356	0.0006427	0.0093391	349.7594773	419.102613	678.6805754	A_32_P198223	ALU6_HUMAN (P39193) Alu subfamily SP sequence contamination warning entry, partial (4%) [THC2735727]	THC2735727
1357	0.0006446	0.0093598	14.3939049	17.9986431	31.2793456	A_24_P352637	Homo sapiens testis-specific serine kinase 4 (TSSK4), mRNA [NM_174944]	TSSK4
1358	0.0006488	0.0094112	2946.887142	4050.133909	3825.297138	A_23_P31097	Homo sapiens osteopetrosis associated transmembrane protein 1 (OSTM1), mRNA [NM_014028]	OSTM1
1359	0.0006491	0.0094112	544.6732882	575.9983499	260.5722225	A_23_P151046	Homo sapiens killer cell lectin-like receptor subfamily C, member 1 (KLRC1), transcript variant 1, mRNA [NM_002259]	KLRC1
1360	0.0006507	0.0094275	99.4619123	78.2253393	62.5987905	A_23_P74914	Homo sapiens KIAA0133 (KIAA0133), mRNA [NM_014777]	KIAA0133
1361	0.0006533	0.0094571	29.4948745	22.7950135	17.1507231	A_24_P348806	Homo sapiens pleckstrin homology domain containing, family A member 7 (PLEKHA7), mRNA [NM_175058]	PLEKHA7
1362	0.0006537	0.0094571	96.282404	81.3589799	64.1469437	A_32_P15139	Unknown	THC2530905
1363	0.000655	0.0094689	249.5694304	140.3111105	135.031958	A_23_P368996	Homo sapiens leucine rich repeat containing 56 (LRRC56), mRNA [NM_198075]	LRRC56
1364	0.000657	0.0094909	695.7159002	543.2485506	361.0278707	A_23_P201778	Homo sapiens protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 2, mRNA [NM_080588]	PTPN7
1365	0.0006612	0.0095445	133.5509837	160.6097484	185.0881587	A_23_P92140	Homo sapiens myeloid differentiation primary response gene (88) (MYD88), mRNA [NM_002468]	MYD88
1366	0.0006643	0.0095823	41.9865686	69.0148138	60.4201317	A_23_P9565	Homo sapiens RAB33B, member RAS oncogene family (RAB33B), mRNA [NM_031296]	RAB33B
1367	0.0006658	0.0095956	38.4579305	39.5930261	56.8924219	A_23_P133263	Homo sapiens 3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble) (HMGCS1), mRNA [NM_002130]	HMGCS1
1368	0.0006662	0.0095956	250.2005582	192.996122	148.2274946	A_24_P555510	Unknown	A_24_P555510
1369	0.0006667	0.0095958	297.9415349	189.2539054	187.5911927	A_32_P24295	Unknown	A_32_P24295
1370	0.0006686	0.0096161	1680.615924	2962.280263	2634.339845	A_23_P334021	Homo sapiens insulin-like growth factor 2 receptor (IGF2R), mRNA [NM_000876]	IGF2R
1371	0.0006711	0.0096396	64.3775062	40.163892	28.8282202	A_32_P84714	Unknown	A_32_P84714
1372	0.0006716	0.0096396	123.7965126	84.8850632	97.9935055	A_24_P592421	Homo sapiens mRNA; cDNA DKFZp586A0423 (from clone DKFZp586A0423) [AL050185]	NHEJ1
1373	0.0006717	0.0096396	254.8425937	351.5667433	370.6414707	A_23_P258814	CSL-type zinc finger-containing protein 1. [Source:Uniprot/SWISSPROT;Acc:Q9H4G8] [ENST00000328644]	ENST00000328644
1374	0.0006722	0.0096398	2023.486857	3250.722171	2205.570403	A_23_P33723	Homo sapiens CD163 molecule (CD163), transcript variant 1, mRNA [NM_004244]	CD163
1375	0.0006742	0.0096614	528.1687731	555.12861	278.4896783	A_23_P107744	Homo sapiens endothelial differentiation, sphingolipid G-protein-coupled receptor, 8 (EDG8), mRNA [NM_030760]	EDG8
1376	0.0006781	0.0097102	52.9533141	53.0404259	78.8284651	A_24_P456367	Homo sapiens cDNA FLJ11552 fis, clone HEMBA1003021. [AK021614]	AK021614
1377	0.0006795	0.0097232	108.3307567	89.4464211	69.1756858	A_23_P78170	Homo sapiens MYB binding protein (P160) 1a (MYBBP1A), mRNA [NM_014520]	MYBBP1A
1378	0.000681	0.0097376	72.6789083	46.681031	40.9426422	A_32_P129419	Homo sapiens NMDA receptor regulated 2 (NARG2), transcript variant 1, mRNA [NM_024611]	NARG2
1379	0.0006854	0.0097906	132.8841941	83.4321143	85.0750173	A_32_P486443	Homo sapiens mRNA for KIAA0557 protein, partial cds. [AB011129]	ZNF500
1380	0.0006857	0.0097906	32.9912892	19.6475643	15.1376958	A_24_P15630	Homo sapiens chromosome 12 open reading frame 42 (C12orf42), mRNA [NM_198521]	C12orf42
1381	0.0006862	0.0097906	105.286825	68.6822263	62.3906205	A_24_P941188	Homo sapiens mRNA for KIAA0459 protein, partial cds. [AB007928]	OTUD3
1382	0.0006867	0.0097907	131.678398	84.3573536	88.7592595	A_24_P943472	Homo sapiens mRNA; cDNA DKFZp779H1259 (from clone DKFZp779H1259). [BX537786]	NR1D2
1383	0.0006873	0.0097922	393.8731537	437.6275589	588.7491157	A_23_P214185	Homo sapiens ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast) (UBE2J1), mRNA [NM_016021]	UBE2J1
1384	0.0006883	0.0097993	247.8593745	342.6745846	403.4058022	A_32_P64475	Homo sapiens chromosome 1 open reading frame 55 (C1orf55), mRNA [NM_152608]	C1orf55
1385	0.0006894	0.0098079	290.4621281	332.9565781	427.5910386	A_23_P256784	Homo sapiens mucin 2, oligomeric mucus/gel-forming (MUC2), mRNA [NM_002457]	MUC2
1386	0.0006905	0.0098165	37.6488055	22.3656287	14.5740702	A_23_P86610	Homo sapiens zinc finger protein 365 (ZNF365), transcript variant A, mRNA [NM_014951]	ZNF365
1387	0.0006914	0.0098222	580.3188779	570.6958765	399.8941925	A_23_P50137	Homo sapiens ring finger and KH domain containing 2 (RKHD2), mRNA [NM_016626]	RKHD2
1388	0.0006942	0.0098548	32.3342477	44.1281558	49.9388814	A_23_P380326	Homo sapiens solute carrier family 39 (zinc transporter), member 9 (SLC39A9), mRNA [NM_018375]	SLC39A9
1389	0.0006987	0.0099116	6191.316289	6872.999956	9757.220296	A_23_P217109	Homo sapiens solute carrier family 31 (copper transporters), member 2 (SLC31A2), mRNA [NM_001860]	SLC31A2
1390	0.0007057	0.0100037	29.6733968	22.0959686	13.5374804	A_23_P156390	Homo sapiens janus kinase and microtubule interacting protein 2 (JAKMIP2), mRNA [NM_014790]	JAKMIP2
1391	0.0007064	0.0100064	167.271404	222.0160501	314.45091	A_24_P322215	Homo sapiens dehydrogenase/reductase (SDR family) member 13 (DHRS13), mRNA [NM_144683]	DHRS13
1392	0.0007093	0.0100403	109.2103307	75.1106394	64.9387584	A_23_P20328	Unknown	A_23_P20328
1393	0.0007107	0.0100529	24.3346286	34.2256524	15.9633406	A_23_P110253	Homo sapiens v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog (KIT), mRNA [NM_000222]	KIT
1394	0.000712	0.010064	476.3759012	713.8083425	542.8756486	A_23_P153320	Homo sapiens intercellular adhesion molecule 1 (CD54), human rhinovirus receptor (ICAM1), mRNA [NM_000201]	ICAM1
1395	0.000713	0.0100709	207.3250049	165.859077	132.8189062	A_23_P152136	Homo sapiens GINS complex subunit 3 (Psf3 homolog) (GINS3), mRNA [NM_022770]	GINS3
1396	0.0007146	0.0100863	26.8995709	35.8170131	44.237225	A_23_P351215	Homo sapiens SKI-like oncogene (SKIL), mRNA [NM_005414]	SKIL
1397	0.0007168	0.0101101	35.4896201	38.0942056	16.4494651	A_32_P93045	Homo sapiens mRNA; cDNA DKFZp564G1162 (from clone DKFZp564G1162). [AL080082]	AL080082
1398	0.0007174	0.0101113	1299.768729	1776.691725	2297.636125	A_32_P48397	Human mRNA for KIAA0315 gene, partial cds. [AB002313]	PLXNB2
1399	0.0007193	0.0101309	117.8930651	113.7923802	45.0837284	A_23_P97141	Homo sapiens regulator of G-protein signalling 1 (RGS1), mRNA [NM_002922]	RGS1
1400	0.0007226	0.0101701	2352.952282	3332.699187	2270.725287	A_23_P168188	Homo sapiens synaptotagmin-like 3 (SYTL3), mRNA [NM_001009991]	SYTL3
1401	0.0007285	0.0102458	289.6376475	233.4935251	169.5636551	A_23_P14957	Homo sapiens cerebellar degeneration-related protein 2, 62kDa (CDR2), mRNA [NM_001802]	CDR2
1402	0.0007314	0.0102747	627.5710294	1003.700925	792.276643	A_23_P53763	Homo sapiens chromosome 13 open reading frame 18 (C13orf18), mRNA [NM_025113]	C13orf18
1403	0.0007316	0.0102747	81.5049147	58.5969503	51.4814941	A_24_P51279	Homo sapiens mRNA; cDNA DKFZp434O1216 (from clone DKFZp434O1216). [AL833832]	AL833832
1404	0.0007328	0.0102843	699.3103499	561.9993429	468.8323535	A_23_P34144	Homo sapiens melanoma antigen family H, 1 (MAGEH1), mRNA [NM_014061]	MAGEH1
1405	0.0007354	0.0103134	204.3145334	138.7610819	120.6195313	A_23_P25463	Homo sapiens centrosomal protein 290kDa (CEP290), mRNA [NM_025114]	CEP290
1406	0.000737	0.0103281	328.2372192	237.2826006	241.6099357	A_24_P358976	Homo sapiens transmembrane protein 19 (TMEM19), mRNA [NM_018279]	TMEM19
1407	0.0007375	0.0103281	271.4517442	387.4073344	462.274642	A_24_P683829	Unknown	THC2496620
1408	0.0007403	0.01036	799.9943396	638.8721832	875.9491936	A_23_P63980	Homo sapiens leucine rich repeat and fibronectin type III domain containing 4 (LRFN4), mRNA [NM_024036]	LRFN4
1409	0.0007455	0.0104254	537.2369493	724.2082377	984.5457881	A_32_P100430	Unknown	A_32_P100430
1410	0.0007501	0.0104772	21.4986616	10.3830826	9.1813748	A_32_P186731	Homo sapiens cDNA FLJ23893 fis, clone LNG14589. [AK074473]	C20orf82
1411	0.0007504	0.0104772	451.0103094	705.3816812	670.226778	A_23_P123666	Homo sapiens TBC1 domain family, member 2 (TBC1D2), mRNA [NM_018421]	TBC1D2
1412	0.0007508	0.0104772	1582.239121	2425.115026	2410.834653	A_23_P250294	Homo sapiens abhydrolase domain containing 5 (ABHD5), mRNA [NM_016006]	ABHD5
1413	0.0007518	0.0104837	1818.695303	2611.644026	2824.571343	A_23_P41114	Homo sapiens cystatin A (stefin A) (CSTA), mRNA [NM_005213]	CSTA
1414	0.0007528	0.0104879	116.2488275	168.7841366	140.6070398	A_24_P4661	Homo sapiens etoposide induced 2.4 mRNA (EI24), transcript variant 1, mRNA [NM_004879]	EI24
1415	0.0007536	0.0104879	120.4318887	77.4480296	62.6438412	A_32_P205329	Homo sapiens full length insert cDNA clone YY74A01. [AF088007]	AF088007
1416	0.0007537	0.0104879	49.4490892	31.5278064	22.3723312	A_32_P232523	Unknown	THC2659519
1417	0.0007551	0.0105	72.7568271	50.8802973	36.1389501	A_23_P102117	Homo sapiens wingless-type MMTV integration site family, member 10A (WNT10A), mRNA [NM_025216]	WNT10A
1418	0.0007583	0.0105371	214.0967601	156.3054128	107.6531818	A_24_P368575	Homo sapiens solute carrier family 4, sodium bicarbonate cotransporter, member 7 (SLC4A7), mRNA [NM_003615]	SLC4A7
1419	0.00076	0.0105532	245.0691943	281.1465357	397.0803179	A_23_P345564	Homo sapiens opiate receptor-like 1 (OPRL1), transcript variant 1, mRNA [NM_182647]	OPRL1
1420	0.000765	0.0106152	336.1062412	598.1033792	674.3727939	A_23_P214935	Homo sapiens vanin 3 (VNN3), transcript variant 2, mRNA [NM_078625]	VNN3
1421	0.0007663	0.0106197	86.2283535	62.7689719	45.190944	A_32_P98940	Unknown	THC2745859
1422	0.0007664	0.0106197	153.5771666	115.3651292	96.2324666	A_23_P168747	Homo sapiens non-SMC condensin II complex, subunit G2 (NCAPG2), mRNA [NM_017760]	NCAPG2
1423	0.0007681	0.0106357	1216.929387	1654.541133	1752.947188	A_23_P46606	Homo sapiens lysophosphatidylglycerol acyltransferase 1 (LPGAT1), mRNA [NM_014873]	LPGAT1
1424	0.0007706	0.0106629	143.2399539	81.882193	71.4420763	A_23_P310931	Homo sapiens cannabinoid receptor 2 (macrophage) (CNR2), mRNA [NM_001841]	CNR2
1425	0.0007788	0.0107579	104.1456945	82.8221498	74.9283693	A_32_P96043	Unknown	THC2534106
1426	0.0007792	0.0107579	474.687588	352.0885744	272.0680525	A_23_P60977	Homo sapiens linker for activation of T cells (LAT), transcript variant 1, mRNA [NM_014387]	LAT
1427	0.0007794	0.0107579	835.1977696	672.7019594	528.0258127	A_32_P122285	Unknown	A_32_P122285
1428	0.0007797	0.0107579	212.9908228	134.3077453	124.915426	A_24_P204290	Unknown	ENST00000342893
1429	0.0007802	0.0107579	71.9907923	100.7418574	84.3182836	A_23_P501583	Homo sapiens nuclear transcription factor Y, alpha (NFYA), transcript variant 1, mRNA [NM_002505]	NFYA
