Accession No.	Gene Symbol	Exon.ID	logFC	t	P.Value	adj.P.Val	B	Transcript.ID	gene_assignment
NM_032569	N-PAC	3678406	0.231125532	2.891937025	0.010557158	0.911648439	-3.172382113	3678395	NM_032569 // N-PAC // cytokine-like nuclear factor n-pac // 16p13.3 // 84656 /// ENST00000321919 // N-PAC // cytokine-like nuclear factor n-pac // 16p13.3 // 84656 /// BC047223 // N-PAC // cytokine-like nuclear factor n-pac // 16p13.3 // 84656 /// ENST00000381983 // N-PAC // cytokine-like nuclear factor n-pac // 16p13.3 // 84656
NM_004145	MYO9B	3824089	-0.192230742	-2.891838633	0.010559319	0.911648439	-3.172474105	3823982	NM_004145 // MYO9B // myosin IXB // 19p13.1 // 4650 /// ENST00000319396 // MYO9B // myosin IXB // 19p13.1 // 4650 /// AB290184 // MYO9B // myosin IXB // 19p13.1 // 4650 /// ENST00000397274 // MYO9B // myosin IXB // 19p13.1 // 4650 /// ENST00000379793 // LOC100130442 // hypothetical protein LOC100130442 // 19p13.11 // 100130442 /// AK131364 // LOC100130442 // hypothetical protein LOC100130442 // 19p13.11 // 100130442
NM_144593	RHEBL1	3453723	-0.381500676	-2.891755625	0.010561142	0.911648439	-3.172551716	3453712	NM_144593 // RHEBL1 // Ras homolog enriched in brain like 1 // 12q13.12 // 121268 /// ENST00000301068 // RHEBL1 // Ras homolog enriched in brain like 1 // 12q13.12 // 121268 /// AY509932 // RHEBL1 // Ras homolog enriched in brain like 1 // 12q13.12 // 121268
NM_016226	VPS29	3471289	0.295542474	2.891712119	0.010562098	0.911648439	-3.172592392	3471264	NM_016226 // VPS29 // vacuolar protein sorting 29 homolog (S. cerevisiae) // 12q24 // 51699 /// NM_057180 // VPS29 // vacuolar protein sorting 29 homolog (S. cerevisiae) // 12q24 // 51699 /// ENST00000397678 // VPS29 // vacuolar protein sorting 29 homolog (S. cerevisiae) // 12q24 // 51699 /// ENST00000360579 // VPS29 // vacuolar protein sorting 29 homolog (S. cerevisiae) // 12q24 // 51699 /// AF168716 // VPS29 // vacuolar protein sorting 29 homolog (S. cerevisiae) // 12q24 // 51699
NM_173358	SSX7	4008862	-0.237352715	-2.891681677	0.010562766	0.911648439	-3.172620854	4008855	NM_173358 // SSX7 // synovial sarcoma, X breakpoint 7 // Xp11.23 // 280658 /// NM_174962 // SSX9 // synovial sarcoma, X breakpoint 9 // Xp11.23 // 280660 /// ENST00000298181 // SSX7 // synovial sarcoma, X breakpoint 7 // Xp11.23 // 280658 /// ENST00000396491 // SSX7 // synovial sarcoma, X breakpoint 7 // Xp11.23 // 280658 /// ENST00000376909 // SSX9 // synovial sarcoma, X breakpoint 9 // Xp11.23 // 280660 /// ENST00000376895 // SSX3 // synovial sarcoma, X breakpoint 3 // Xp11.23 // 10214
NM_004968	ICA1	3038081	0.21234887	2.891098769	0.010575579	0.911648439	-3.173165856	3038065	NM_004968 // ICA1 // islet cell autoantigen 1, 69kDa // 7p22 // 3382 /// NM_022307 // ICA1 // islet cell autoantigen 1, 69kDa // 7p22 // 3382 /// ENST00000265577 // ICA1 // islet cell autoantigen 1, 69kDa // 7p22 // 3382 /// U26591 // ICA1 // islet cell autoantigen 1, 69kDa // 7p22 // 3382 /// ENST00000396675 // ICA1 // islet cell autoantigen 1, 69kDa // 7p22 // 3382 /// ENST00000339809 // ICA1 // islet cell autoantigen 1, 69kDa // 7p22 // 3382 /// ENST00000317367 // ICA1 // islet cell autoantigen 1, 69kDa // 7p22 // 3382
NM_014048	MKL2	3649139	-0.516597676	-2.890895116	0.010580059	0.911648439	-3.173356267	3649052	NM_014048 // MKL2 // MKL/myocardin-like 2 // 16p13.12 // 57496 /// ENST00000389126 // MKL2 // MKL/myocardin-like 2 // 16p13.12 // 57496 /// ENST00000318282 // MKL2 // MKL/myocardin-like 2 // 16p13.12 // 57496 /// AY374297 // MKL2 // MKL/myocardin-like 2 // 16p13.12 // 57496 /// AF151906 // FAM18B // family with sequence similarity 18, member B // 17p11.2 // 51030 /// ENST00000341243 // MKL2 // MKL/myocardin-like 2 // 16p13.12 // 57496 /// ENST00000343519 // MKL2 // MKL/myocardin-like 2 // 16p13.12 // 57496
NM_173469	UBE2Q2	3602502	0.355871313	2.890744924	0.010583364	0.911648439	-3.173496695	3602497	NM_173469 // UBE2Q2 // ubiquitin-conjugating enzyme E2Q family member 2 // 15q24.2 // 92912 /// ENST00000267938 // UBE2Q2 // ubiquitin-conjugating enzyme E2Q family member 2 // 15q24.2 // 92912 /// ENST00000338677 // UBE2Q2 // ubiquitin-conjugating enzyme E2Q family member 2 // 15q24.2 // 92912 /// AK000617 // UBE2Q2 // ubiquitin-conjugating enzyme E2Q family member 2 // 15q24.2 // 92912
NM_002739	PRKCG	3841106	0.330961963	2.89046117	0.010589611	0.911648439	-3.173762	3841102	NM_002739 // PRKCG // protein kinase C, gamma // 19q13.4 // 5582 /// ENST00000263431 // PRKCG // protein kinase C, gamma // 19q13.4 // 5582 /// BC047876 // PRKCG // protein kinase C, gamma // 19q13.4 // 5582
NM_016541	GNG13	3675448	0.176507595	2.890037377	0.010598948	0.911648439	-3.174158243	3675447	NM_016541 // GNG13 // guanine nucleotide binding protein (G protein), gamma 13 // 16p13.3 // 51764 /// ENST00000248150 // GNG13 // guanine nucleotide binding protein (G protein), gamma 13 // 16p13.3 // 51764 /// AY029486 // GNG13 // guanine nucleotide binding protein (G protein), gamma 13 // 16p13.3 // 51764
NM_198564	DNAH12L	2678061	0.406576663	2.889607066	0.010608437	0.911648439	-3.174560582	2678029	NM_198564 // DNAH12L // dynein, axonemal, heavy chain 12-like // 3p14.3 // 375347 /// ENST00000311202 // DNAH12L // dynein, axonemal, heavy chain 12-like // 3p14.3 // 375347 /// ENST00000389536 // DNAH12L // dynein, axonemal, heavy chain 12-like // 3p14.3 // 375347
NM_019117	KLHL4	3983343	0.271856698	2.889317755	0.010614821	0.911648439	-3.174831088	3983324	NM_019117 // KLHL4 // kelch-like 4 (Drosophila) // Xq21.3 // 56062 /// NM_057162 // KLHL4 // kelch-like 4 (Drosophila) // Xq21.3 // 56062 /// ENST00000373119 // KLHL4 // kelch-like 4 (Drosophila) // Xq21.3 // 56062 /// ENST00000373114 // KLHL4 // kelch-like 4 (Drosophila) // Xq21.3 // 56062 /// BC161675 // KLHL4 // kelch-like 4 (Drosophila) // Xq21.3 // 56062
NM_022768	RBM15	2351412	-0.307895194	-2.889315421	0.010614873	0.911648439	-3.174833271	2351393	NM_022768 // RBM15 // RNA binding motif protein 15 // 1p13 // 64783 /// ENST00000369784 // RBM15 // RNA binding motif protein 15 // 1p13 // 64783 /// AF368063 // RBM15 // RNA binding motif protein 15 // 1p13 // 64783 /// ENST00000294837 // RBM15 // RNA binding motif protein 15 // 1p13 // 64783 /// ENST00000393601 // RBM15 // RNA binding motif protein 15 // 1p13 // 64783
NM_031440	RTP3	2620910	0.331891802	2.889023142	0.010621326	0.911648439	-3.175106554	2620894	NM_031440 // RTP3 // receptor (chemosensory) transporter protein 3 // 3p21.3 // 83597 /// ENST00000296142 // RTP3 // receptor (chemosensory) transporter protein 3 // 3p21.3 // 83597 /// BC131756 // RTP3 // receptor (chemosensory) transporter protein 3 // 3p21.3 // 83597
NM_020806	GPHN	3540867	0.192301161	2.888487927	0.010633153	0.911648439	-3.175606988	3540862	NM_020806 // GPHN // gephyrin // 14q23.3 // 10243 /// NM_001024218 // GPHN // gephyrin // 14q23.3 // 10243 /// ENST00000305960 // GPHN // gephyrin // 14q23.3 // 10243 /// ENST00000315266 // GPHN // gephyrin // 14q23.3 // 10243 /// AF272663 // GPHN // gephyrin // 14q23.3 // 10243
NM_005588	MEP1A	2909271	-0.350336397	-2.888384239	0.010635446	0.911648439	-3.175703938	2909263	NM_005588 // MEP1A // meprin A, alpha (PABA peptide hydrolase) // 6p12-p11 // 4224 /// ENST00000230588 // MEP1A // meprin A, alpha (PABA peptide hydrolase) // 6p12-p11 // 4224 /// AF478685 // MEP1A // meprin A, alpha (PABA peptide hydrolase) // 6p12-p11 // 4224
BC105014	FLJ33706	3902878	-0.270150743	-2.88836122	0.010635955	0.911648439	-3.175725461	3902871	BC105014 // FLJ33706 // hypothetical protein FLJ33706 // 20q11.21 // 284805 /// BC105042 // FLJ33706 // hypothetical protein FLJ33706 // 20q11.21 // 284805 /// ENST00000360785 // FLJ33706 // hypothetical protein FLJ33706 // 20q11.21 // 284805 /// AK091025 // FLJ33706 // hypothetical protein FLJ33706 // 20q11.21 // 284805
NM_052918	SORCS1	3305828	-0.324957207	-2.888174405	0.010640088	0.911648439	-3.175900137	3305801	NM_052918 // SORCS1 // sortilin-related VPS10 domain containing receptor 1 // 10q23-q25 // 114815 /// NM_001013031 // SORCS1 // sortilin-related VPS10 domain containing receptor 1 // 10q23-q25 // 114815 /// ENST00000263054 // SORCS1 // sortilin-related VPS10 domain containing receptor 1 // 10q23-q25 // 114815 /// ENST00000344440 // SORCS1 // sortilin-related VPS10 domain containing receptor 1 // 10q23-q25 // 114815 /// AY099453 // SORCS1 // sortilin-related VPS10 domain containing receptor 1 // 10q23-q25 // 114815
NM_006727	CDH10	2851302	0.419233848	2.887799921	0.010648376	0.911648439	-3.17625029	2851274	NM_006727 // CDH10 // cadherin 10, type 2 (T2-cadherin) // 5p14-p13 // 1008 /// ENST00000264463 // CDH10 // cadherin 10, type 2 (T2-cadherin) // 5p14-p13 // 1008 /// AB035303 // CDH10 // cadherin 10, type 2 (T2-cadherin) // 5p14-p13 // 1008
BC062471	C15orf26	3604279	0.44295662	2.887423269	0.010656719	0.911648439	-3.176602472	3604267	BC062471 // C15orf26 // chromosome 15 open reading frame 26 // 15q25.1 // 161502 /// ENST00000286732 // C15orf26 // chromosome 15 open reading frame 26 // 15q25.1 // 161502 /// ENST00000398681 // C15orf26 // chromosome 15 open reading frame 26 // 15q25.1 // 161502 /// ENST00000398683 // C15orf26 // chromosome 15 open reading frame 26 // 15q25.1 // 161502 /// AK095934 // C15orf26 // chromosome 15 open reading frame 26 // 15q25.1 // 161502
NM_013277	RACGAP1	3454239	0.203059333	2.887356249	0.010658204	0.911648439	-3.176665138	3454223	NM_013277 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// NM_001126103 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// NM_001126104 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// ENST00000312377 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// AB030251 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127
NM_001363	DKC1	3996684	-0.179867553	-2.887329808	0.01065879	0.911648439	-3.176689861	3996667	NM_001363 // DKC1 // dyskeratosis congenita 1, dyskerin // Xq28 // 1736 /// NR_002969 // SNORA36A // small nucleolar RNA, H/ACA box 36A // Xq28 // 677817 /// NR_002984 // SNORA56 // small nucleolar RNA, H/ACA box 56 // Xq28 // 677835 /// ENST00000369550 // DKC1 // dyskeratosis congenita 1, dyskerin // Xq28 // 1736 /// BC009928 // DKC1 // dyskeratosis congenita 1, dyskerin // Xq28 // 1736 /// ENST00000393535 // DKC1 // dyskeratosis congenita 1, dyskerin // Xq28 // 1736
NM_014872	ZBTB5	3205491	-0.227988362	-2.887154426	0.010662677	0.911648439	-3.17685385	3205488	NM_014872 // ZBTB5 // zinc finger and BTB domain containing 5 // 9p13.2 // 9925 /// ENST00000307750 // ZBTB5 // zinc finger and BTB domain containing 5 // 9p13.2 // 9925 /// AK292404 // ZBTB5 // zinc finger and BTB domain containing 5 // 9p13.2 // 9925
NM_001042573	FLJ21865	3736702	0.306314494	2.887035094	0.010665323	0.911648439	-3.17696543	3736666	NM_001042573 // FLJ21865 // endo-beta-N-acetylglucosaminidase // 17q25.3 // 64772 /// ENST00000300682 // FLJ21865 // endo-beta-N-acetylglucosaminidase // 17q25.3 // 64772 /// AF512564 // FLJ21865 // endo-beta-N-acetylglucosaminidase // 17q25.3 // 64772 /// ENST00000311595 // FLJ21865 // endo-beta-N-acetylglucosaminidase // 17q25.3 // 64772
NM_003496	TRRAP	3014453	-0.24447414	-2.886727706	0.010672141	0.911648439	-3.177252851	3014411	NM_003496 // TRRAP // transformation/transcription domain-associated protein // 7q21.2-q22.1 // 8295 /// ENST00000355540 // TRRAP // transformation/transcription domain-associated protein // 7q21.2-q22.1 // 8295 /// AF076974 // TRRAP // transformation/transcription domain-associated protein // 7q21.2-q22.1 // 8295 /// ENST00000359863 // TRRAP // transformation/transcription domain-associated protein // 7q21.2-q22.1 // 8295 /// ENST00000360902 // TRRAP // transformation/transcription domain-associated protein // 7q21.2-q22.1 // 8295
NM_000094	COL7A1	2673492	0.270050867	2.885908045	0.010690344	0.911648439	-3.178019278	2673345	NM_000094 // COL7A1 // collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and recessive) // 3p21.1 // 1294 /// ENST00000328333 // COL7A1 // collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and recessive) // 3p21.1 // 1294 /// L02870 // COL7A1 // collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and recessive) // 3p21.1 // 1294
NM_012448	STAT5B	3757791	0.175811937	2.885709879	0.010694749	0.911648439	-3.178204575	3757770	NM_012448 // STAT5B // signal transducer and activator of transcription 5B // 17q11.2 // 6777 /// ENST00000293328 // STAT5B // signal transducer and activator of transcription 5B // 17q11.2 // 6777 /// BC065227 // STAT5B // signal transducer and activator of transcription 5B // 17q11.2 // 6777
NM_015635	GAPVD1	3189136	0.266677771	2.885600118	0.01069719	0.911648439	-3.178307208	3189110	NM_015635 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// ENST00000394105 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// ENST00000394101 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// ENST00000361657 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// ENST00000394104 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// ENST00000265956 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// ENST00000297933 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// ENST00000394083 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// ENST00000312123 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130 /// AB040954 // GAPVD1 // GTPase activating protein and VPS9 domains 1 // 9q33.3 // 26130
NM_001735	C5	3223836	0.264149152	2.88554157	0.010698492	0.911648439	-3.178361954	3223776	NM_001735 // C5 // complement component 5 // 9q33-q34 // 727 /// ENST00000223642 // C5 // complement component 5 // 9q33-q34 // 727 /// AB209031 // C5 // complement component 5 // 9q33-q34 // 727
NM_020416	PPP2R2C	2759246	0.352133294	2.885476782	0.010699933	0.911648439	-3.178422535	2759205	NM_020416 // PPP2R2C // protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform // 4p16.1 // 5522 /// NM_181876 // PPP2R2C // protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform // 4p16.1 // 5522 /// ENST00000382599 // PPP2R2C // protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform // 4p16.1 // 5522 /// ENST00000335585 // PPP2R2C // protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform // 4p16.1 // 5522 /// AF145027 // PPP2R2C // protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform // 4p16.1 // 5522 /// ENST00000382597 // PPP2R2C // protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform // 4p16.1 // 5522
NM_015247	CYLD	3660227	0.229927869	2.885456178	0.010700392	0.911648439	-3.178441801	3660213	NM_015247 // CYLD // cylindromatosis (turban tumor syndrome) // 16q12.1 // 1540 /// NM_001042355 // CYLD // cylindromatosis (turban tumor syndrome) // 16q12.1 // 1540 /// NM_001042412 // CYLD // cylindromatosis (turban tumor syndrome) // 16q12.1 // 1540 /// ENST00000311559 // CYLD // cylindromatosis (turban tumor syndrome) // 16q12.1 // 1540 /// ENST00000398568 // CYLD // cylindromatosis (turban tumor syndrome) // 16q12.1 // 1540 /// AK292975 // CYLD // cylindromatosis (turban tumor syndrome) // 16q12.1 // 1540
NM_015723	PNPLA8	3067632	-0.376509555	-2.885415131	0.010701305	0.911648439	-3.178480182	3067592	NM_015723 // PNPLA8 // patatin-like phospholipase domain containing 8 // 7q31 // 50640 /// ENST00000257694 // PNPLA8 // patatin-like phospholipase domain containing 8 // 7q31 // 50640 /// ENST00000388727 // PNPLA8 // patatin-like phospholipase domain containing 8 // 7q31 // 50640 /// BC032999 // PNPLA8 // patatin-like phospholipase domain containing 8 // 7q31 // 50640 /// ENST00000388728 // PNPLA8 // patatin-like phospholipase domain containing 8 // 7q31 // 50640
NM_001012337	ROPN1B	2640277	-0.332969905	-2.88537422	0.010702215	0.911648439	-3.178518437	2640263	NM_001012337 // ROPN1B // ropporin, rhophilin associated protein 1B // 3q21.2 // 152015 /// ENST00000251776 // ROPN1B // ropporin, rhophilin associated protein 1B // 3q21.2 // 152015 /// ENST00000251776 // ROPN1 // ropporin, rhophilin associated protein 1 // 3q21.1 // 54763 /// BC141849 // ROPN1B // ropporin, rhophilin associated protein 1B // 3q21.2 // 152015 /// BC132744 // ROPN1 // ropporin, rhophilin associated protein 1 // 3q21.1 // 54763
ENST00000254271	LRRC9	3538445	-0.277744721	-2.885235512	0.010705302	0.911648439	-3.178648139	3538403	ENST00000254271 // LRRC9 // leucine rich repeat containing 9 // 14q23.1 // 341883 /// AK128037 // LRRC9 // leucine rich repeat containing 9 // 14q23.1 // 341883
NM_004797	ADIPOQ	2656823	0.347547005	2.884913249	0.010712476	0.911648439	-3.178949478	2656818	NM_004797 // ADIPOQ // adiponectin, C1Q and collagen domain containing // 3q27 // 9370 /// ENST00000320741 // ADIPOQ // adiponectin, C1Q and collagen domain containing // 3q27 // 9370 /// D45371 // ADIPOQ // adiponectin, C1Q and collagen domain containing // 3q27 // 9370
NM_203299	C9orf131	3167697	0.30991996	2.884909058	0.01071257	0.911648439	-3.178953397	3167684	NM_203299 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724 /// NM_001040410 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724 /// NM_001040412 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724 /// NM_001040411 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724 /// ENST00000312292 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724 /// ENST00000378745 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724 /// BC045643 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724 /// ENST00000354479 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724
NM_173632	ZNF776	3843476	-0.337865626	-2.884624601	0.010718907	0.911648439	-3.179219385	3843463	NM_173632 // ZNF776 // zinc finger protein 776 // 19q13.43 // 284309 /// NM_138347 // ZNF551 // zinc finger protein 551 // 19q13.43 // 90233 /// ENST00000317178 // ZNF776 // zinc finger protein 776 // 19q13.43 // 284309 /// ENST00000282296 // ZNF551 // zinc finger protein 551 // 19q13.43 // 90233 /// BC005868 // ZNF551 // zinc finger protein 551 // 19q13.43 // 90233 /// ENST00000254182 // ZNF776 // zinc finger protein 776 // 19q13.43 // 284309 /// ENST00000356715 // ZNF551 // zinc finger protein 551 // 19q13.43 // 90233 /// ENST00000391702 // ZNF776 // zinc finger protein 776 // 19q13.43 // 284309 /// BX957217 // ZNF776 // zinc finger protein 776 // 19q13.43 // 284309 /// AK055448 // ZNF587 // zinc finger protein 587 // 19q13.43 // 84914
NM_213649	SFXN4	3309374	-0.458508312	-2.884342876	0.010725186	0.911648439	-3.179482821	3309345	NM_213649 // SFXN4 // sideroflexin 4 // 10q26.11 // 119559 /// ENST00000355697 // SFXN4 // sideroflexin 4 // 10q26.11 // 119559 /// ENST00000392875 // SFXN4 // sideroflexin 4 // 10q26.11 // 119559 /// ENST00000330036 // SFXN4 // sideroflexin 4 // 10q26.11 // 119559 /// BC050475 // SFXN4 // sideroflexin 4 // 10q26.11 // 119559
BT020081	NFYC	3213225	-0.156966091	-2.884276101	0.010726675	0.911648439	-3.179545261	3213219	BT020081 // NFYC // nuclear transcription factor Y, gamma // 1p32|1p32 // 4802 /// U62296 // NFYC // nuclear transcription factor Y, gamma // 1p32|1p32 // 4802 /// BC068978 // LOC494127 // NFYC pseudogene // 9q21.33 // 494127
