GID	yorf	NAME	GWEIGHT	155 A	67 A	17 A	218 A	117 A	146 A	148 A	149 A	145 A	203 B	203 A	148 B	152 A	152 B	201 A	202 A	227 A	263 A	90 A	21 A	262 B	30 A	30 B	175 A	125 A	61 A	70 A	141 A	123 A	262 A	151 A	123 B	223 B	217 B	217 A	202 B	263 B	228 B	216 A	216 B	228 A	125 B	90 B	201 B	218 B	145 B	175 B	227 B	67 B	P3 B	61 B	138 A	138 B	39 B	39 A	64 A	64 B	P3 A	155 B	223 A	141 B	146 B	21 B	117 B	17 B	70 B	149 B	151 B
GENE386X	HSI037B12	RHOA		-0.5351	-1.386	-0.1663	0.6973	-0.5061	-0.3597	-0.5582	-0.356	-0.818	0.9015	0.5692	1.121	-1.008	0.4495	-0.6078	1.038	0.9059	1.105	-0.2074	0.2856	1.475	-1.532	-1.196	-0.9443	-0.5975	-1.983	-1.136	0.8708	-1.12	-1.092	-0.956	-0.5782	-1.531	0.7475	1.48	1.798	-2.057	0.4202	1.155	1.895	0.7857	1.093	0.9581	1.421	0.9444	1.902	1.196	0.478	0.8504	0.1527	0.7536	-2.307	-0.3744	-0.17	-0.8095	-0.7694	0.1476	-0.06754	-0.9144	0.03597	0.008174	-0.4148	0.05849	-0.3639	-0.4085	-0.4442	-0.1351	0.713
GENE158X	HSI001E09	ANXA5		-0.2783	-1.061	-1.119	-0.4178	1.012	-0.1698	-1.719	-0.6286	-0.07272	-0.489	-0.9398	0.411	-0.8372	0.2487	-0.3144	0.3926	-0.08653	-0.1266	0.2175	0.7242	0.3506	-0.6791	-1.24	-1.379	-0.5579	-0.5714	-1.037	-0.2979	-1.264	-1.985	-1.228	-0.5461	-1.399	0.6714	0.3995	1.718	-1.861	0.7337	1.102	1.512	1.026	1.05	0.9644	1.923	0.481	2.929	1.277	1.393	0.4634	0.4914	1.332	-1.866	-0.4198	1.239	0.9688	0.3449	1.086	-0.7513	0.2635	-0.8772	0.1687	0.1777	-0.004608	0.2722	-0.5901	-0.3636	-0.1543	-0.01412
GENE229X	HSI034C10	MAT2B		0.4874	-1.285	-0.4091	0.1275	-0.9215	-0.9748	-0.6971	-0.5994	-1.518	1.087	0.3458	1.396	-0.718	-0.1593	0.7245	-0.38	1.153	-0.0014	-1.567	-0.7461	-0.5945	-1.085	-0.229	0.3617	-1.299	-1.547	-1.491	-0.5172	-1.002	-0.4099	-1.172	-1.008	-0.72	1.144	1.009	0.01842	-1.945	1.101	1.395	1.549	1.365	1.819	0.3175	1.666	1.118	0.6793	1.904	0.07517	0.9362	1.154	0.1503	-1.955	0.6792	-0.741	-1.533	-0.6486	0.9123	0.9957	-0.1467	-0.03776	1.06	0.8294	-0.2325	-0.0869	0.1574	0.0776	0.3019	0.2815
GENE77X	HSI003E02	PPT1		-0.6393	-2.03	0.9296	-1.047	-0.004671	-0.6129	-0.9767	-0.353	-0.8563	0.1319	-0.7059	0.59	-0.06006	1.097	0.3295	-0.02519	-0.4941	0.3178	-0.6276	0.2343	-0.2538	-0.907	-0.2308	-0.6355	-0.5024	-1.684	-0.6803	-0.5052	-0.8955	-1.338	-0.3543	-0.9208	-1.285	1.025	2.495	1.512	-0.2415	1.684	1.762	1.686	1.956	0.9922	-0.3773	2.517	2.271	1.213	0.4252	-0.5792	-0.1594	0.3645	-0.1189	-1.171	-0.2808	0.3133	-0.8966	-1.109	-0.1571	0.02899	-0.4979	-0.5686	-0.651	-0.2303	1.711	0.2269	0.3891	0.03115	-0.3771	-0.1927
GENE170X	HSI135A09	TMSB4X		-1.014	-1.014	-0.5548	-0.6464	-0.903	-1.082	-0.5201	-0.9272	-0.764	0.03132	0.2084	0.04825	0.001414	0.2599	0.5149	-0.4498	-0.3179	-0.7329	0.0418	1.205	0.5301	-0.3387	-0.04792	0.262	-0.266	-0.8901	-0.1496	-0.4797	-1.433	-2.038	-1.748	-0.633	-1.719	1.415	1.524	1.705	3.02	1.32	1.326	0.9587	0.459	1.619	0.6665	1.662	1.035	1.946	0.4003	1.182	0.7168	0.6709	0.6842	-1.758	-0.3874	0.2434	0.3335	-0.216	0.3979	0.2146	-0.03583	-1.047	-1.28	-0.9876	-0.5421	-0.7694	0.08158	0.1786	-0.5852	-0.5867
GENE285X	HSI157D11	MYO15B		-1.029	-1.092	-0.465	-0.4404	-1.007	-0.6568	0.04072	-0.2778	-0.2932	0.03655	0.2235	-0.004296	-0.1354	0.2873	0.4708	-0.4626	-0.3041	-0.5489	-0.0823	1.116	0.223	-0.1641	-0.2464	0.2189	-0.5736	-1.016	-0.5172	-0.4293	-1.695	-1.865	-1.084	-0.6892	-1.813	1.421	1.612	1.81	3.204	1.428	1.711	0.724	0.3503	1.642	0.5659	1.651	1.168	1.895	0.4006	1.215	0.7578	0.4352	0.4058	-2.112	-0.0697	0.1855	0.1082	-0.3634	0.08816	-0.07069	-0.08593	-0.9726	-1.429	-0.8329	-0.6012	-0.8547	-0.07035	0.1545	-0.6169	-0.5802
GENE97X	HSI135A08	CADPS		-1.167	-1.131	-0.8476	-0.8896	-0.8979	-0.9875	-0.7785	-0.6394	-0.7524	-0.1746	0.2987	-0.01648	0.3809	0.5595	0.2731	-0.4631	-0.3986	-0.8971	0.09055	1.608	0.3817	0.1941	-0.1031	0.8329	-0.2965	-0.5977	-0.2848	-0.1138	-1.565	-1.826	-1.133	-0.4611	-1.83	1.212	1.291	1.419	3.044	1.441	1.654	0.4525	0.4428	1.532	0.4948	1.172	0.7944	1.758	0.01033	1.192	0.725	0.5784	0.7144	-1.578	-0.2805	0.3472	0.7996	-0.08117	0.6445	0.09529	-0.08659	-1.344	-1.437	-1.97	-0.459	-0.6281	0.3641	0.3427	-0.4661	-0.5584
GENE189X	HSI164B03	C21orf2		-1.32	-1.286	-0.4851	-0.9281	-0.9191	-1.112	-0.4374	-0.3026	-0.6956	-0.2853	0.1736	-0.08112	0.3884	0.5678	0.3929	-0.5832	-0.519	-0.5832	-0.05024	1.799	0.09095	0.1783	0.04206	0.8106	-0.3655	-0.8326	-0.3248	-0.5627	-1.802	-1.395	-0.7012	-0.3124	-1.647	1.038	1.334	1.251	3.097	1.351	1.738	0.547	0.4041	1.687	0.6606	1.147	0.912	1.57	0.2295	1.475	0.5614	0.3613	0.7561	-1.833	-0.1209	0.5977	0.7368	-0.2645	0.5337	-0.02186	-0.2356	-1.442	-1.807	-1.2	-0.7728	-0.7747	0.3046	0.5221	-0.6352	-0.6191
GENE207X	HSI164A03	CEBPD		-1.157	-1.207	-0.5291	-0.762	-0.7774	-0.9271	-0.2711	-0.4274	-0.5793	-0.4016	0.1203	-0.01181	0.2165	0.6113	0.2939	-0.6	-0.5298	-0.6965	0.0177	1.596	0.5049	0.07019	-0.04874	0.5705	-0.3375	-0.7859	-0.3713	-0.5652	-1.711	-1.582	-1.005	-0.6403	-1.68	1.053	1.31	1.295	3.317	1.549	1.679	0.6535	0.4214	1.807	0.4834	1.218	0.8382	1.614	0.2765	1.532	0.5193	0.2266	0.8164	-1.985	-0.2006	0.4432	0.603	-0.127	0.6811	-0.1124	-0.3263	-1.318	-1.66	-1.049	-0.6654	-0.6362	0.2479	0.2994	-0.613	-0.5883
GENE208X	HSI164C03	ZNF135		-0.9364	-1.276	-0.5278	-0.6772	-0.8883	-0.9038	-0.4352	-0.5691	-0.6737	-0.3954	0.1538	-0.0807	0.2709	0.6628	0.2236	-0.5873	-0.4357	-0.6545	0.002183	1.628	0.4549	0.08511	-0.1683	0.4087	-0.3236	-1.056	-0.4532	-0.4943	-1.666	-1.632	-1.22	-0.6731	-1.716	1.172	1.457	1.47	3.178	1.403	1.775	0.7694	0.5468	1.476	0.4606	1.265	0.8926	1.598	0.3514	1.506	0.6015	0.5102	0.828	-1.907	-0.1534	0.4035	0.4978	-0.2817	0.4913	0.08109	0.1209	-1.234	-1.638	-1.038	-0.62	-0.7055	0.2912	0.2933	-0.6367	-0.6704
GENE190X	HSI164D03	EST		-0.9606	-1.12	-0.5644	-0.6574	-0.7339	-0.8651	-0.5674	-0.6262	-0.6188	-0.2477	0.0594	0.02008	0.1326	0.746	0.1702	-0.7108	-0.4008	-0.6483	-0.0738	1.335	0.6648	-0.1092	-0.1475	0.333	-0.4079	-1.082	-0.5199	-0.5204	-1.681	-1.753	-1.145	-0.3724	-1.815	1.174	1.506	1.523	3.227	1.484	1.778	0.835	0.4922	1.556	0.6424	1.371	0.9593	1.624	0.3718	1.497	0.4168	0.3951	0.8062	-1.888	-0.2379	0.3575	0.3932	-0.2519	0.6676	-0.05065	-0.1233	-1.216	-1.52	-0.9851	-0.4914	-0.5968	0.0007159	0.4109	-0.6314	-0.6075
GENE392X	HSI081F12	ZFHX1B		-0.2991	-1.431	-0.195	-0.5185	-1.306	-1.424	-2.017	-1.337	-1.032	1.218	1.268	0.7382	-0.2759	1.623	-0.4519	0.1021	-0.2565	-0.6076	-1.143	-1.089	-0.4963	-1.052	-1.427	0.09239	0.361	-0.7643	-0.9968	-0.3993	-0.6319	-1.008	-1.146	-0.8578	-0.6063	0.644	-0.3843	0.5487	1.614	0.3829	0.3923	0.7358	-0.05235	0.5233	0.03256	0.8775	0.4664	3.394	1.658	0.3921	0.9903	1.285	1.222	-1.155	-0.1217	1.213	-0.9425	0.4819	0.419	1.084	0.7167	-0.2402	0.977	-0.4679	0.2852	0.1571	1.272	0.1838	0.3011	-1.518
GENE149X	HSI054F09	RCBTB2		1.289	-1.485	-0.344	-0.5387	-1.403	-1.348	-2.14	-1.38	-1.248	0.8737	0.5598	0.581	-0.4679	0.7933	-1.095	-0.1288	-0.1003	-0.377	-0.1332	-1.259	-0.6771	-1.519	-1.208	-0.4309	0.07157	-0.5995	-1.017	-0.8196	-0.3406	-1.365	-0.7784	-0.585	-0.708	0.2203	0.1949	0.4792	1.7	1.545	0.3256	0.8382	0.8321	0.05251	0.4491	1.236	1.416	2.659	1.412	1.446	1.02	1.347	0.519	-1.606	-0.8674	0.8185	-1.098	0.04097	-0.2151	0.5163	1.758	0.1852	0.2856	-0.4102	0.4764	-0.3189	0.9739	0.4569	0.1498	0.4889
GENE382X	HSI006B06	ADRBK2		-0.4507	-1.472	-0.6693	-1.232	-1.047	-1.473	-1.437	-1.251	-1.192	0.1317	0.3956	-0.4821	0.2949	2.689	-0.4046	-0.3495	0.6025	-1.073	-0.4669	-0.9846	0.09227	-1.573	-0.8803	-0.03815	0.2743	-0.09981	-0.5669	-0.5392	-0.5257	-1.259	-1.175	-0.8111	-0.5408	1.173	-0.2764	-0.0778	0.6475	0.5367	-0.7023	0.4385	0.6928	-0.4592	0.9608	-0.2396	0.8418	3.583	0.7795	-0.6106	1.662	1.052	0.9387	0.2636	-0.8487	0.9611	-0.5626	0.2421	0.3764	1.647	1.483	-0.0374	0.3839	-0.08689	0.7461	-0.7202	1.488	0.5234	0.8898	-0.1766
GENE175X	HSI023D03	GPR34		0.8833	-1.161	-0.6747	-0.9058	-1.037	-1.091	-1.609	-0.7196	-1.007	-0.05929	0.5896	1.134	0.9146	1.496	-0.457	0.4974	0.05673	-0.9687	-0.7294	-1.448	-0.3973	-1.307	-0.4786	1.136	0.589	-1.143	-1.444	-0.1738	-0.3006	-1.215	-1.011	-1.228	-1.166	0.2828	-0.7334	0.8956	0.9575	0.2089	-0.4104	0.3023	0.3743	-0.4229	0.2044	0.6743	-0.3569	4.32	1.128	-0.4367	1.287	0.8486	1.476	-0.4585	-0.6889	1.108	-0.6677	-0.282	0.4587	0.08444	0.8192	-0.3016	0.9971	-0.3651	1.225	-0.1565	0.9028	0.3011	0.07811	0.7816
GENE107X	HSI021B08	PDK4		-0.928	-1.6	-0.7924	-0.5235	-0.6152	-0.9416	-1.077	-1.012	-0.4727	0.077	1.479	0.4691	-0.2037	0.6089	-0.7026	-0.2145	0.5668	-0.9614	-1.353	-0.6206	0.9114	-1.093	-0.268	-1.689	0.2049	-0.5377	-0.564	-0.8484	0.2556	0.5065	-0.8568	-0.2033	-1.526	-0.04364	-0.6414	1.651	0.5403	1.828	-0.4994	-0.3654	-0.4594	0.2019	0.6512	0.787	0.41	4.353	1.695	1.341	2.025	-0.1788	0.6804	-1.146	0.6012	0.9895	-0.1274	-0.3422	0.1536	0.383	0.4399	0.5062	-0.6563	-0.4168	-0.6632	0.3157	0.8858	0.2488	-0.3455	-0.2762
GENE330X	HSI067E05	MRC1L1		-0.327	-1.195	-0.6377	-1.023	-0.6288	-0.9177	-1.403	-0.9256	-1.159	0.3707	0.013	1.04	-0.7934	-0.03834	-0.5025	-0.7374	-0.5177	-1.022	-0.8198	-1.014	-0.5825	-0.9006	-0.1269	-1.137	0.837	-0.8659	-1.172	-0.9247	-0.8435	-1.207	-1.155	-0.9498	-0.6667	0.5833	-0.3325	1.325	0.7827	0.5968	0.951	0.6438	0.5362	1.101	0.2215	0.7099	0.5215	3.335	1.982	1.936	2.109	0.7043	0.75	-0.934	-0.1836	0.1235	-0.1686	1.067	1.068	-0.03498	2.271	-0.8011	-0.6063	0.137	0.865	-0.2159	0.7196	0.285	-0.166	0.05208
GENE326X	HSI182D05	MRC1L1		-0.4228	-1.234	-0.7464	-0.9184	-0.4086	-1.058	-1.169	-0.8756	-1.176	0.3632	0.5059	0.4896	-0.8729	-0.234	-0.2177	-0.08174	-0.2183	-0.6202	-0.8827	-1.109	-0.6995	-1.331	-0.1979	-1.301	0.258	-1.06	-0.8167	-1.301	-0.9598	-1.067	-1.369	-1.094	-0.8248	0.5682	0.2912	1.399	-0.06627	1.411	0.6857	0.7418	0.5099	1.515	0.3766	0.8943	0.9371	2.588	2.061	1.762	1.433	0.5073	0.5799	-1.213	-0.2281	1.367	-0.2241	0.5224	1.588	0.6505	2.191	-0.8344	-0.6408	-0.2619	1.377	-0.5477	0.7015	0.09563	-0.1103	0.02394
GENE286X	HSI090F05	GIMAP6		-0.3751	-1.211	-1.206	-0.8029	-0.7981	-1.551	-1.304	-1.281	-0.8529	1.511	1.066	1.165	-0.06862	1.04	-0.9781	-0.3904	-0.343	0.3783	-1.376	-0.1711	1.578	-0.8062	0.6362	0.02285	0.09917	-0.6126	-0.6923	-1.039	-0.5606	-0.1287	-1.26	-1.611	-1.057	0.4207	-1.419	1.267	2.167	2.01	0.5123	-0.9292	1.163	0.9359	-0.299	0.8622	-0.5326	2.1	0.9456	1.209	1.118	0.3075	0.1796	-1.835	-1.33	0.953	-0.6744	0.5472	1.413	0.9128	0.6831	0.1257	-0.07454	-0.1505	0.5934	-0.1012	-0.3774	0.3146	-0.1273	0.09003
GENE365X	HSI030C06	PTPRC		0.3901	-1.665	-1.197	-1.035	-0.8836	-1.328	-1.148	-0.846	-0.9864	0.4945	1.011	0.6976	0.4202	1.434	-0.7329	-0.5135	-0.4973	-0.2762	-0.8789	-1.153	-0.5265	0.02532	1.05	-0.3221	0.6018	-1.119	-1.211	-1.241	-1.196	-1.466	-1.285	-1.496	-1.189	0.801	-0.7878	-0.3673	0.9803	1.645	0.354	-0.1565	0.6161	1.371	-0.05177	0.2675	-0.09056	1.95	0.8166	1.601	0.02556	1.722	1.509	-1.165	-0.3663	0.5559	0.4712	1.118	2.401	1.563	1.001	-0.9007	-0.3213	-0.0626	0.08452	0.0738	0.4861	0.5119	0.1854	0.2283
GENE29X	HSI082A07	GGTA1		0.3446	-1.392	-0.6223	-0.8269	-1.254	-1.174	-2.017	-1.371	-0.9594	-0.00579	0.7971	0.4525	-0.2478	0.8543	-0.8308	-0.8114	-0.3773	0.3111	-1.494	-0.7425	-0.7306	-1	-0.6627	0.1588	0.06491	-1.024	-0.9551	-0.1965	-0.8358	-0.2249	-1.727	-0.7636	-0.7189	0.2237	-0.4386	0.5384	0.6114	1.099	0.2555	-0.3382	0.7266	1.391	0.6048	0.6484	0.3275	3.057	1.91	2.768	1.731	0.9069	0.6103	-1.116	0.005042	1.504	-0.3432	-0.4536	0.5527	0.5065	1.217	-0.008359	0.1408	-0.2046	0.1562	-0.5274	-0.449	1.31	0.4916	0.5689
GENE287X	HSI015G11	AKR1B1		0.8296	-1.396	-1.328	-0.5621	-0.7662	-0.7874	-1.467	-1.618	-1.256	0.433	-0.4228	0.5955	0.7356	1.045	-1.149	-1.456	0.5265	-0.1668	-0.5854	0.5394	0.6165	-1.365	0.1952	0.3646	0.1743	-1.482	0.02721	-1.239	-1.458	-0.6654	-1.711	-0.6704	0.4828	0.3002	0.2083	-0.2186	0.2208	0.7274	0.9488	0.7018	0.9968	2.26	0.09127	1.037	0.4716	2.332	1.18	2.173	1.3	0.1055	0.5773	-1.735	-0.9134	1.847	-0.4646	0.5632	1.296	-0.3184	0.8776	0.0343	-0.9433	-0.2949	-0.377	-0.5541	-0.4058	0.7235	0.1721	0.06535
GENE396X	HSI158H06	SLC9A9		-0.7837	-0.5202	-1.206	-0.4805	-0.621	-1.697	-1.157	-1.219	-0.9928	-0.00171	-0.02811	-0.2191	-0.4251	0.869	-0.6605	-0.9755	-0.6075	-0.374	-0.7816	-0.4624	0.2861	0.8521	0.9365	0.2555	-0.2237	-0.4477	-0.819	-1.875	-1.409	-0.8954	-1.273	-0.8258	-0.7548	0.8537	0.4784	0.4568	1.351	1.631	1.297	0.3305	0.6677	1.643	-0.04632	0.8278	0.5252	3.129	1.254	2.294	1.557	0.1965	0.5695	-1.324	-0.5944	1.156	0.1261	1.129	1.685	0.2393	0.4599	-0.7982	-0.7153	-0.5284	-0.1447	-0.4245	-0.722	0.6895	-0.1139	-0.5971
GENE95X	HSI096G02	MS4A6E		0.2576	-1.092	-0.7738	-0.5715	-0.4489	-1.107	-1.463	-1.221	-1.286	0.4688	0.721	0.2668	0.7369	0.8789	-0.9775	-0.1106	0.2923	-0.8429	-0.8217	0.0396	0.09321	-0.3193	-0.5348	-0.306	-0.6013	-1.121	-0.6121	-0.7863	-1.231	-0.9363	-1.448	-1.12	-0.4264	1.022	-0.01768	0.6374	-1.001	1.583	0.4093	0.1026	1.436	-0.5619	0.3743	0.4448	0.4067	4.587	0.03414	0.8893	1.253	0.9445	1.151	-1.053	-0.6406	0.7537	0.04426	0.829	2.037	0.6611	1.319	-0.7045	0.023	-0.5528	-0.3072	0.07303	-0.6301	0.5677	-0.08163	0.3707
GENE139X	HSI172G02	EST		-0.5198	-1.22	-0.8479	-1.011	-0.7273	-1.331	-1.6	-1.474	-1.385	0.1681	0.3763	1.126	0.09332	1.622	-0.7232	-0.1447	0.4169	-1.014	-0.7164	-0.477	-0.9064	-0.09893	-0.5142	0.05069	1.018	-0.4575	-0.6194	-0.758	-0.542	-1.292	-1.298	-1.331	-0.6402	0.7583	-0.2965	-0.1522	0.7379	0.7152	-0.4431	0.3387	0.6053	-0.2419	0.1767	0.823	0.2761	3.754	0.8005	0.6638	0.6832	0.6202	1.66	-0.6455	-0.5767	2.415	-0.1845	1.191	1.865	-0.03158	-0.2325	-0.6094	-0.01319	-1.436	0.7415	-0.009957	0.9858	0.8916	0.3367	0.6104
GENE53X	HSI025E01	CSF2RB		-0.4606	-1.257	-1.36	-1.185	-0.7369	-1.708	-1.415	-1.269	-1.466	0.3405	0.7835	1.302	0.1755	1.338	-0.3975	-0.365	0.05384	-0.7493	-0.6864	-0.4032	-0.4836	-0.5525	-0.3705	0.01735	0.2421	-0.2926	-0.6816	-1.039	-0.3397	-1.236	-1.451	-1.348	-0.8158	0.447	-0.5065	0.5929	1.085	1.895	0.594	0.5249	1.116	-1.296	0.7537	0.8	0.523	2.162	0.9635	1.261	0.416	0.5159	1.868	-0.6795	-0.7011	1.531	0.05077	1.57	2.185	0.1357	0.4517	-1.198	-0.3218	-1.586	0.6442	0.459	0.02345	0.9556	0.01771	0.5629
GENE137X	HSI126G08	FLJ31033		-0.37	-1.226	0.8562	-0.5759	-1.047	-0.7027	-0.2172	0.0202	-0.2644	2.355	1.185	0.5637	-0.5171	0.7665	-0.006864	-0.3119	0.1815	-0.4686	-0.4492	-1.907	-0.8382	-0.4841	-0.5431	-0.1101	-0.3418	-0.4082	-1.06	-0.1503	-1.244	-1.394	-0.9199	-0.9584	-0.8274	3.535	-0.1149	1.506	1.119	1.705	0.6645	0.9929	1.321	0.8409	0.1807	2.347	0.496	2.103	0.2776	0.4113	-0.1297	0.4438	0.6579	-1.361	-1.106	-0.245	-1.083	-0.3814	-0.5419	-0.1365	-0.5417	-0.6566	-0.4781	-0.7457	0.6977	0.4963	-0.8505	0.08848	-0.09363	-0.001382
GENE312X	HSI018H11	HERC5		-0.6821	-1.602	0.08294	-0.7434	-1.744	-2.024	0.2015	1.683	-1.086	1.784	1.435	0.5121	-0.1138	0.4969	0.1993	0.7324	-0.3817	-0.797	0.1112	-1.146	-0.8134	0.882	0.3153	1.193	-0.6156	-0.5243	-1.008	-1.521	-0.5956	-1.243	-1.3	-1.516	-1.22	2.373	-0.7812	0.9755	1.527	1.47	0.6064	0.8342	1.141	0.5747	0.9119	2.241	0.1195	0.6712	0.7811	-0.416	-0.861	0.5435	1.015	-0.712	-0.9019	0.204	-0.585	-0.9288	-0.5	0.4459	-0.08472	-0.1803	-0.7762	-0.5973	-0.3956	-0.1495	0.4622	0.3837	0.7376	0.8992
GENE159X	HSI009E03	MARCKS		-2.525	-1.799	0.1672	0.3429	-1.149	0.06961	-0.09537	-0.0611	-0.6315	1.419	1.192	0.05276	0.7491	2.035	-0.286	0.8734	-0.5123	-1.393	-0.8437	0.3819	-1.546	-1.554	-1.482	0.1347	0.273	-0.7502	-0.9055	-0.2505	-1.164	-1.644	-0.3888	-0.923	-1.228	0.6563	-1.042	1.691	1.338	0.3196	-0.614	0.4671	0.7104	1.408	0.06458	1.972	-0.1114	1.777	0.8525	0.76	0.256	0.2209	1.426	-0.8929	-0.3472	1.036	-0.2579	0.3741	1.401	-0.9603	-0.6638	0.7973	-0.6408	-0.6755	0.5317	-0.3554	0.2376	0.4577	0.5509	0.6965
GENE291X	HSI036G11	C3AR1		-0.4093	-2.063	-0.6766	-0.893	-0.9456	-0.2227	0.7841	0.7789	-0.4239	1.732	-0.2488	1.131	0.8651	1.794	-0.7773	-0.3879	0.6023	-0.2919	-1.314	-0.2832	-1.598	-1.267	-0.2263	1.218	0.4494	-1.355	-0.5858	-0.7023	-1.198	-1.444	-0.1044	-1.29	-0.637	1.624	-0.3512	0.4455	0.2778	0.7675	0.2242	0.7755	1.288	1.128	-0.7715	1.606	0.3164	2.479	1.861	2.051	0.6044	-0.4274	0.2803	-1.017	-0.1166	0.8058	-1.261	0.04228	0.1695	-1.064	0.08644	-0.6645	-0.5962	-0.6771	0.5062	-1.341	0.8191	0.3259	-0.06824	-0.1371
GENE88X	HSI046E08	TLR7		-0.6109	-1.579	-0.9448	-0.3392	-0.8594	-0.6808	-1.351	-0.2212	-0.9359	1.417	0.9389	1.136	1.456	1.994	-0.7509	-0.4307	0.1425	-0.4499	-0.7398	-0.9493	-0.9953	-1.159	-0.3659	1.173	0.1603	-1.589	-1.378	-0.09175	-0.4915	-1.059	-0.947	-0.8402	-1.079	2.157	-0.5402	0.4885	2.727	0.8177	0.4181	0.8574	1.017	1.29	-0.3986	0.8247	0.3404	2.522	1.81	0.3767	0.8467	0.3552	0.5866	-1.126	-0.03691	0.1892	-0.5814	-0.2171	-0.4041	-0.9988	0.2778	-0.4487	0.09381	-0.8893	-0.4437	-0.4748	0.08746	0.9293	-0.0821	0.04879
GENE176X	HSI023D09	MNDA		-0.9597	-1.703	-0.9851	-0.9211	-0.9568	-1.088	-1.414	0.193	-1.013	1.207	0.7213	1.086	0.8714	1.496	-0.8894	-0.3767	0.3747	-0.5374	-0.9185	-1.715	-1.604	-0.1685	0.2031	1.58	0.04712	-0.8051	-0.2192	-0.4081	-0.5035	-1.537	-0.8141	-1.031	-0.9422	1.321	-0.4361	-0.01276	0.4053	0.8547	0.7233	0.7562	1.487	0.634	0.02499	0.8838	-0.122	3.481	1.477	-0.04491	0.3792	-0.6992	0.7093	0.414	1.135	1.919	-0.4811	0.1695	-0.06042	-0.6756	-0.9412	-0.4294	-0.4338	-0.3228	1.15	-0.7175	0.6191	1.116	-0.422	-0.1313
GENE165X	HSI044C09	SAT		-1.804	-1.553	-0.5841	-0.7763	-1.024	-0.1917	-1.306	-0.1226	-0.3778	1.347	0.7004	1.315	-0.2453	1.508	-0.2642	-0.8531	0.1448	-0.6152	-0.2262	0.7256	-0.6848	-1.562	-0.8848	-0.4392	-0.5173	-1.469	-1.53	-0.9951	-0.969	-1.752	-1.069	-0.05486	-1.7	1.211	0.1178	1.187	1.178	0.2587	0.1213	0.6655	0.146	0.7301	0.3615	2.788	1.119	3.168	1.169	0.4394	0.336	0.04861	0.3368	0.0871	1.34	0.7836	-0.5268	0.585	0.5783	0.08045	-0.08542	-0.09403	-1.088	0.1784	0.1917	-0.1267	0.7586	-0.2018	-0.04691	0.03219
GENE108X	HSI021D08	IFNGR1		-0.545	-1.849	-0.7544	-0.1532	-1.779	-0.7549	-2.609	-0.9159	-1.247	1.175	0.9958	0.7218	0.1905	1.161	0.5864	-0.09069	-0.184	-0.03689	-0.5836	-1.558	-0.1585	-1.434	-0.6627	0.8882	-0.8997	-0.7463	-1.472	-0.6957	-0.9694	-1.56	0.2224	-0.4668	-0.8393	-0.2786	0.4289	0.7799	0.902	1.145	1.112	1.218	0.2058	1.208	0.6681	2.142	1.26	1.723	1.707	0.7621	1.151	0.852	0.073	-0.9237	0.8844	0.9246	-1.522	0.8401	1.224	0.435	0.3751	-0.3737	-0.5537	-0.4591	-0.2481	-0.3866	-0.09498	0.1614	-0.1561	-0.164
GENE352X	HSI078D06	C6orf192		-0.3556	-0.948	-0.0428	-1.27	-1.502	-0.4609	-1.011	-0.1287	-0.8581	0.6695	0.2131	1.275	0.6823	1.43	-0.6242	-1.489	-0.6608	0.5374	-0.3283	-1.511	-1.065	-1.878	-0.9588	1.112	-0.4777	-0.1538	-1.303	-1.481	-0.3363	-1.037	-1.055	-0.8963	-0.8326	0.5205	-0.6213	-0.1212	2.891	1.034	0.1857	0.5587	0.3198	0.5454	1.407	0.739	0.9549	2.744	1.951	0.896	0.9627	0.8614	-0.04897	-0.6459	-0.2383	1.531	-0.119	-0.1345	0.2718	0.9415	0.7257	-0.355	-1.094	0.3668	0.4124	0.2953	-0.1853	-0.9071	0.06887	0.03066
GENE55X	HSI037C07	SGK		-1.801	-2.232	-1.034	-0.3086	-0.06891	-1.372	-0.4543	-1.031	-0.6317	0.1495	-0.5963	1.133	-0.5137	1.454	-0.8933	-1.214	0.07528	-0.6048	-1.199	-0.3346	-0.3835	-1.316	-0.7913	0.4729	0.02919	0.3562	-0.4128	-0.553	-0.8414	-2.665	-0.6871	0.203	-0.3371	0.1532	0.0591	-0.1332	2.399	0.3674	0.6224	1.373	-0.01967	1.176	-0.276	1.128	0.5987	2.775	1.942	1.981	0.3253	-0.05682	0.5726	-0.07451	0.513	1.682	0.2276	0.7131	0.917	-0.477	0.03691	-0.271	-1.015	0.3436	-0.6216	0.6021	0.3488	0.08308	0.1403	0.2657
GENE124X	HSI174F08	TLR4		-0.8756	-1.692	-0.03469	-0.6091	-1.057	-0.8919	-1.186	-0.6074	-0.2578	1.018	1.391	0.8434	-0.409	1.258	-0.3023	-0.2363	-0.4848	-0.4742	-0.6844	-0.838	-0.6686	-0.9919	-1.389	0.2116	0.1805	-0.5581	-0.6702	-0.279	-0.9943	-0.8426	-1.414	-0.5316	-1.251	2.29	-0.08284	0.8434	1.271	1.283	0.1475	0.9503	0.7243	0.2986	-0.03382	1.336	0.5479	4.094	1.518	0.9453	0.3407	0.161	0.4139	-1.74	-0.6485	1.404	-0.6216	0.6573	0.9069	-0.05399	0.7534	-0.639	-0.3683	-0.2572	-0.368	-0.7757	-0.1022	0.2943	-0.1427	-0.01728
