GID	yorf	NAME	GWEIGHT	216 A	216 B	228 A	228 B	125 B	175 B	217 B	217 A	218 B	201 B	202 B	145 B	263 B	39 A	39 B	138 A	138 B	64 A	64 B	262 B	21 A	227 B	155 A	155 B	218 A	223 A	67 A	17 A	21 B	146 A	146 B	117 A	117 B	30 A	30 B	148 B	148 A	149 A	70 A	70 B	223 B	61 A	175 A	125 A	17 B	141 A	141 B	123 A	123 B	151 A	145 A	262 A	61 B	67 B	90 A	90 B	149 B	151 B	P3 A	P3 B	201 A	202 A	227 A	263 A	203 A	203 B	152 A	152 B
GENE1761X	HSI040C11	FLJ21749		-0.6577	-0.2595	1.401	0.3256	-1.322	-0.9647	-0.0501	-0.4778	-1.096	-0.8746	2.397	-1.604	-1.013	-0.9339	-1.365	0.05806	-1.178	0.99	0.6106	1.28	2.489	-0.1631	1.176	0.1326	1.48	1.002	1.293	0.9093	-0.5031	0.6584	0.7375	-0.2839	-1.99	1.271	-0.05025	0.0815	-0.2559	-0.1032	0.8649	-0.09967	1.052	0.2509	-1.016	0.1706	-0.1276	0.142	0.542	0.01219	-0.3942	-1.766	0.2388	1.107	-0.1837	-1.267	0.06765	-1.33	-0.7063	-0.7994	-0.8437	-1.02	-0.5837	2.633	0.7998	-0.07263	-0.4212	-0.6698	0.2876	-0.01273
GENE108X	HSI030G01	RFX1		-0.02133	0.4061	0.7389	-0.5244	-0.6518	-0.7533	-1.745	-0.7106	-2.047	-0.8052	0.6765	-2.119	-4.509	0.1508	-0.4621	-0.5294	-0.1632	0.7652	0.7898	1.582	1.004	-0.9081	-0.1106	-0.04959	0.2609	0.01325	0.8723	0.3054	-0.5975	0.9425	0.9562	0.9797	-0.9547	-0.5134	0.2119	0.7067	0.7866	0.5147	0.7677	0.1927	0.2149	-0.8775	0.8149	-0.3242	0.09929	1.116	1.259	0.2883	0.4267	-0.5196	0.8075	1.14	-0.9654	-0.587	-1.015	-1.639	-0.1289	-0.3286	0.5206	0.03645	0.9041	1.507	0.7053	1.064	0.5555	-0.6721	0.3776	-0.2281
GENE836X	HSI030H09	PMVK		-0.1953	0.464	0.8418	-0.9506	-1.632	-0.4928	-1.193	-0.5886	-1.713	-0.9007	0.481	-2.562	-2.821	0.01137	-0.4575	-0.5273	-0.0974	0.8711	0.9606	1.79	1.042	-1.122	-0.1376	-1.014	-0.2212	0.03081	1.159	0.09514	-0.5792	1.157	0.7723	1.063	-1.072	-0.6333	0.252	0.8138	1.164	0.496	0.7033	0.1033	0.3482	-1.087	0.7128	-0.3988	-0.07077	2.014	1.245	0.5206	0.4985	-1.249	0.874	1.436	-0.9619	-0.3086	-1.097	-1.804	-0.3175	-0.3569	0.6647	0.3694	1.164	1.342	0.8536	0.4314	0.2263	-0.7512	0.6616	-0.3208
GENE1536X	HSI014A04	SEC61A1		-1.486	-0.3411	0.2662	-0.5618	-1.264	0.3454	-1.902	-2.612	-2.755	-1.391	-1.014	-2.255	-2.567	0.2754	0.3646	0.6379	0.7323	1.035	1.647	0.3753	1.679	0.8736	0.628	-0.5204	0.5708	0.3834	1.023	0.2324	0.2533	0.5035	0.6159	1.399	-0.9532	1.483	1.373	0.7002	1.141	0.36	0.7891	0.3448	0.7755	0.1569	-0.231	0.593	0.5022	0.2749	0.1965	-0.2749	-0.3286	-0.7512	0.3166	0.8794	0.3946	-0.8942	-0.2397	-1.487	0.2118	0.1717	-0.6792	-0.27	0.1516	-0.4118	-0.4126	0.2978	-0.5199	-0.2757	0.6322	0.8115
GENE2210X	HSI181E12	CTTN		-1.086	0.6693	-0.2099	-0.2852	-0.1496	-0.2104	-2.646	-2.733	-3.116	-1.012	0.2092	-2.141	-2.513	0.3324	-0.1517	0.704	1.198	0.291	0.3029	-1.188	0.9446	0.6137	0.868	-0.04625	1.024	0.3929	0.6999	0.9497	-0.363	-0.2873	0.3901	0.8293	-0.4917	1.775	1.187	0.4284	0.5041	-0.06875	0.2739	0.1013	0.7388	0.08575	-0.9567	-0.1386	0.5884	0.2486	0.6063	-0.09827	0.6206	0.01641	1.622	0.1554	-0.154	-0.5403	-0.5224	-1.422	0.477	0.2534	-0.3431	-0.1229	1.648	1.697	-0.3046	0.2276	-0.1816	-0.1003	-0.3945	0.3047
GENE639X	HSI047H08	SIPA1		-0.4453	-0.9457	-0.9997	0.5363	-1.426	-0.5265	-0.8739	-1.198	-1.399	-0.6472	-0.4362	-1.302	-0.9823	-0.4936	-0.3086	-0.8452	-1.122	1.147	1.224	1.307	2.043	2.02	0.2573	0.3632	0.4864	-0.6256	-0.7235	0.14	-0.6889	-0.259	-0.5125	0.9871	-1.303	0.7676	2.077	1.078	1.825	0.5196	2.45	1.016	1.371	0.6007	1.006	0.272	-1.144	0.2468	0.1084	-0.9506	0.07276	-0.6426	0.3647	0.5911	0.1971	-0.4186	-0.2836	-1.945	-0.2523	-0.3559	-0.0548	0.4938	-0.4196	-0.6412	-1.942	0.5495	-0.2007	-0.7585	0.8367	1.119
GENE1808X	HSI159C11	VIT		-0.4282	-0.545	-0.6336	0.09779	-2.558	-0.08395	-0.4697	-0.9968	-0.8865	-0.9097	-0.4185	-1.696	-0.273	-0.2126	-0.776	0.07983	0.4607	1.016	0.7695	1.939	2.379	1.03	0.2656	0.5211	1.198	0.6032	0.8203	0.785	-0.9731	-0.05548	-0.2904	-0.1629	-1.865	0.7419	1.689	0.4238	0.45	-0.2783	1.246	0.5224	0.4734	0.3574	-0.3127	-0.7306	0.001326	-0.4742	-0.2009	0.1196	0.5639	-1.404	-1.045	1.748	-0.639	-1.668	-0.3277	-1.816	-1.067	-1.077	1.81	0.7568	-0.04142	-0.08267	-0.9515	0.1482	-0.03016	0.1636	1.129	2.071
GENE362X	HSI075A01	BOK		-0.9462	-0.2378	-0.007699	0.1929	-2.661	-0.2832	-1.078	-0.9816	-0.8384	-0.9194	-0.5818	-2.338	-0.8419	-0.133	-1.077	1.345	1.248	0.2595	-0.4007	1.566	1.474	1.164	0.3298	0.5271	0.9754	0.6997	1.844	1.049	-0.908	0.5185	0.5303	1.297	-0.7508	1.028	1.506	-2.094	0.1059	-1.066	0.4148	-0.3896	0.9976	1.551	0.1762	-0.3067	-0.8488	0.1461	0.08149	0.5995	0.631	0.5762	-1.227	1.808	-0.705	-0.3372	-0.5535	-1.595	-0.09031	-0.2127	-0.3462	-0.7888	0.8619	0.08212	-0.7566	0.2322	-0.7043	-0.7708	0.9819	0.9765
GENE1176X	HSI079A03	MMP15		-0.2375	-0.438	-1.513	-0.9598	-0.03839	-0.9659	-1.127	-0.4143	-0.8718	-1.086	-0.4199	-1.361	-0.2392	-0.6889	-0.5568	0.9884	0.277	1.129	1.875	1.285	1.309	-0.02158	0.682	-0.3669	1.197	0.4139	3.654	0.7851	-0.3341	-1.116	-0.8168	1.271	0.4537	1.305	2.334	-1.29	1.331	-0.02263	1.393	0.394	0.8932	0.8085	-0.6225	0.06969	-0.5426	0.2047	0.6658	-0.695	0.2978	-0.7229	-1.334	1.03	0.2707	0.2517	-0.1541	-0.9139	-0.1578	-0.3082	-0.4425	-1.412	-0.7617	-1.089	-1.437	-0.8552	-0.07941	-0.07707	-0.00097	-0.07812
GENE2063X	HSI056H06	SIDT2		-0.3753	-1.036	-1.05	-0.511	-0.9787	-0.9444	-2.407	-1.161	-1.534	-0.9973	-1.335	-0.2929	-1.779	-0.2393	0.2202	-0.224	-0.01705	0.2785	-0.1951	2.159	1.37	1.51	-0.8514	-0.717	0.8515	1.365	1.133	1.038	0.7759	1.262	0.8602	0.1513	-0.7442	0.3969	1.548	0.1437	2.389	0.9114	0.7028	0.1805	0.3171	0.2145	0.456	0.3115	-0.4672	-0.2257	0.688	-0.2078	-0.1854	-0.898	0.1794	2.546	-0.2431	0.8911	0.7939	-0.5778	0.07405	-0.07027	-0.02671	-0.3397	-1.25	-1.38	-1.28	0.07233	-1.006	-1.201	0.2974	0.6579
GENE1537X	HSI014C04	CD151		-0.4104	-0.955	-0.05852	0.03012	-2.119	-0.5319	-1.367	-1.031	-2.049	-2.382	-0.402	-1.015	-2.343	-0.2191	-0.8835	0.6842	0.6072	-0.1526	-0.6999	1.27	2.128	0.9699	0.2132	-0.7836	1.26	0.4134	1.61	1.761	0.1075	0.2283	0.1628	0.07427	-1.224	1.409	0.9982	1.186	1.07	0.6359	0.6464	-0.8023	1.182	0.3149	-0.05493	-0.3933	-0.6314	0.5774	0.9733	0.09736	0.5557	0.1941	-0.8891	1.053	-0.7246	0.007423	0.6176	-0.6988	0.4431	0.4133	0.2403	-0.04089	-2.132	0.1887	-0.1206	1.082	-0.234	-1.268	0.844	0.3687
GENE2329X	HSI004C12	NINJ1		0.1749	-0.7366	-0.8649	-0.35	-0.4503	-0.649	-0.816	-0.8905	-2.232	-1.529	-1.686	-1.311	-2.476	1.193	0.04828	-0.5985	-0.5391	-0.188	-0.03563	1.552	2.908	1.145	0.7465	-0.3551	1.483	0.201	1.369	0.9844	-0.353	0.8661	0.07536	0.8743	-0.9416	1.25	0.5797	0.9001	2.047	1.206	0.3472	-0.05591	-0.2571	0.9576	0.6389	0.1762	-0.7151	1.012	-0.4027	-0.4971	0.508	0.1493	0.07414	0.5025	0.7912	0.05723	0.7864	-1.055	0.051	-0.0993	-0.3166	-0.5852	-1.208	-1.197	-0.1308	0.4398	-1.433	-1.558	0.1691	0.2498
GENE1421X	HSI060A04	C20orf127		0.05361	0.1799	0.1513	-0.8386	-0.2091	-0.4359	-1.405	-0.1831	-0.9157	-0.6396	-1.309	-0.4357	-1.935	-0.2519	-0.3162	-0.2764	-0.2383	-0.2308	0.1569	1.288	1.003	-0.2369	0.3101	-0.3832	0.7664	0.9413	2.016	-0.4526	-0.118	2.213	1.515	2.232	1.101	2.007	2.024	-0.4057	0.8296	-0.2193	0.8233	0.3124	0.161	-0.273	0.3026	-0.4048	0.04815	-0.4564	-0.7711	0.02842	0.4304	-0.6635	1.049	1.071	0.5644	0.5657	-0.4374	-1.421	0.1996	0.08986	-0.5814	-0.9554	0.7152	-2.051	-0.5189	0.4818	-2.453	-2.216	-0.4877	-0.5038
GENE1825X	HSI181E11	PYGB		-1.055	-0.5585	-0.7418	-0.1276	-1.04	-0.9085	-1.769	-1.335	-1.971	-1.299	-1.341	-1	-3.045	1.626	0.7626	0.6285	1.316	0.01226	0.5688	1.078	0.9891	1.007	1.219	0.2983	1.646	0.8511	1.828	0.3143	-0.6321	1.611	1.072	1.676	0.4957	0.7923	1.151	0.3453	1.022	0.03141	0.1005	-0.2141	0.7071	0.2111	-0.8548	-0.8564	-0.7929	-0.005065	0.226	-1	-0.003502	-1.133	0.3257	1.399	0.7416	0.06366	-0.5883	-1.344	-0.153	-0.3274	-0.5648	-0.4477	0.4052	-0.955	-0.6849	0.8511	-0.3259	-0.353	0.07578	-0.02047
GENE1634X	HSI007H05	GALE		0.373	1.261	0.2939	-1.457	-1.343	-0.3648	-0.1313	0.2692	-0.8523	-0.3532	-1.381	-1.118	-1.049	-0.119	-0.3029	0.697	1.048	0.6487	1.522	1.341	0.782	-0.6459	0.3825	-0.2295	0.9757	0.4892	1.169	-0.2679	0.139	1.662	1.252	0.7528	0.007353	1.205	1.989	0.1146	-0.1669	-0.9123	0.4425	-1.958	0.8334	-0.6642	0.9076	1.713	0.5171	0.1354	-0.3046	0.3656	-1.685	-0.1547	-1.252	1.254	0.8251	-0.9919	0.4641	-0.182	-1.139	-0.8327	-0.4282	-0.8493	-0.8916	-1.802	0.5858	1.914	-0.7783	-0.3854	-1.571	-1.768
GENE2201X	HSI173A06	EST		0.8229	-0.2155	-1.307	-0.6068	-1.249	-1.157	-1.391	1.617	0.4279	-0.4422	-0.517	-0.9966	-1.014	0.1685	-0.4857	0.2699	0.2215	1.208	2.191	3.419	1.317	-0.8155	-0.7734	-0.2933	1.398	-0.2045	1.221	-0.0002385	-0.977	1.255	1.259	1.009	-0.5538	-0.7694	-0.02277	1.321	0.8931	0.1938	-0.2836	-1.331	1.917	-0.5876	-0.4727	-0.4682	-0.711	1.466	1.358	-0.2391	-0.04938	-1.22	-0.1334	0.9729	-0.01506	-0.2417	-0.5422	-1.124	-0.6219	-0.5207	0.2711	0.1595	-0.757	-0.8683	0.1156	0.7918	-0.6198	-0.5867	-1.089	-0.9918
GENE1063X	HSI062H03	ST14		0.03197	-0.07169	-0.1815	-0.8713	-1.27	-1.127	-1.122	-0.3155	-1.172	-0.8272	-0.2766	-0.7436	-2.557	2.321	1.403	1.232	1.357	0.985	1.487	1.453	1.6	-0.3872	0.7948	-0.02101	1.185	1.046	0.8626	1.285	-0.2388	1.403	0.3965	-0.6463	-1.182	-0.7789	0.1585	0.2988	1.083	-0.2765	-0.09818	-1.002	0.6922	-0.6981	0.7475	0.0729	-0.002805	-0.6631	-0.8607	0.09174	0.3166	-1.293	-1.567	2.125	-0.07017	0.381	0.2879	-0.6128	-1.112	-1.088	0.02078	-0.6217	-1.243	-1.186	0.1985	0.2257	-0.9627	-0.5419	0.8927	1.252
GENE1483X	HSI062H04	NFIX		-0.4118	-0.52	-0.5644	-0.8011	-1.181	-1.256	-1.545	-1.331	-1.857	-0.9276	-0.9547	-0.4637	-2.833	2.642	1.432	1.188	1.561	1.347	1.185	1.104	1.72	-0.6171	0.8508	0.3106	1.051	0.7958	1.278	1.528	0.146	1.58	0.4476	0.1155	-0.5839	0.2035	0.03607	0.1535	1.094	0.1141	0.1829	-0.4843	0.1045	-0.006837	1.062	0.1718	-0.0484	-0.448	-0.417	0.1865	0.6322	-0.8625	-1.148	1.32	0.02592	-0.8693	0.2817	-0.4336	-0.7521	-0.818	-0.2649	-0.3416	-0.8003	-0.8791	-0.5102	-0.1128	-1.312	-0.8205	0.5627	0.763
GENE1641X	HSI013D05	TAGLN2		0.5089	0.2898	0.02445	-0.9449	-0.9997	-0.8309	-0.6617	-0.46	-1.517	0.4125	-0.7533	-1.788	-3.323	1.445	0.2233	-0.2457	-1.193	0.8975	1.083	2.051	2.337	-0.09935	-1.311	-1.185	0.9572	0.6487	1.212	-0.1575	-0.6603	-0.08312	-0.4902	0.9468	-0.293	1.364	0.1736	0.4457	0.9992	0.5393	1.057	-0.6579	1.148	-0.2293	-0.8274	0.4322	-0.4557	1.526	0.6213	0.4696	0.6014	-1.369	-0.4067	-0.1017	0.312	0.433	0.2103	-1.277	-1.147	-1.188	0.3568	0.5525	0.6067	-0.426	0.545	-0.3544	-0.4211	-1.526	0.8776	1.076
GENE2378X	HSI075E12	HMGA1		-0.8689	-1.571	0.03491	-0.2391	-1.937	-0.5783	-0.5332	-1.111	-1.715	-1.251	-1.179	-1.398	-1.05	3.029	1.898	1.267	-0.06099	1.9	2.35	0.6151	0.5932	-0.4482	-0.3306	-0.8232	0.5356	0.8605	0.2859	1.198	0.3823	0.5924	-0.8895	0.5395	-0.8224	0.9561	0.1799	0.06789	0.5327	0.9024	0.9586	0.3863	-0.4645	-0.4101	0.2228	0.9129	-0.9876	0.08757	0.3444	0.2273	0.8286	-0.9775	0.4276	-0.3989	-0.2188	-0.817	-0.6102	-0.8825	-0.9948	-1.057	0.2123	-0.4693	0.4397	-0.4928	0.1508	-1.565	0.3988	0.2288	1.955	0.6505
GENE1415X	HSI159E04	EST		-1.44	-0.2883	-0.6496	-0.8371	-0.1495	-0.4398	-1.547	-1.392	-0.1158	0.02776	1.319	-1.148	-1.714	-0.818	-1.391	-0.4968	0.5126	-0.4999	-0.8493	3.93	1.566	-1.32	0.8433	0.7326	0.01144	0.2723	1.189	-0.2846	-1.013	0.2881	1.331	1.211	-0.1169	2.05	1.181	0.3815	-0.9479	-0.7748	0.1016	0.225	-0.7462	-0.06845	-0.9256	-1.396	-1.139	-0.6629	0.4018	-1.206	0.4475	-0.6302	0.0338	1.176	0.8597	-0.1416	-0.1537	-0.6411	0.6205	0.6623	0.7535	0.5602	0.9844	0.7252	-0.7522	0.4865	0.4087	0.3651	0.1753	0.8612
GENE240X	HSI062D07	SDC4		-1.5	-0.4131	-1.118	-0.5286	-0.8487	-0.4754	-2.172	-1.984	-2.269	-0.7939	0.5452	-2.814	-1.615	-0.1793	-0.7893	0.2737	1.127	-0.2707	-0.8919	2.939	0.9303	-1.016	0.446	-0.2773	0.2837	0.3363	1.302	0.4625	-0.5425	0.3331	0.7075	1.377	-0.01786	1.784	1.364	-0.3324	-0.3284	-0.3185	0.6842	0.3185	0.3338	0.6625	-0.9927	-0.4503	-1.05	0.02651	0.5385	-0.3481	0.9685	0.6995	0.4658	1.636	0.8091	0.2334	-0.009937	-0.8753	0.487	0.2903	-0.3535	-0.2031	1.164	0.5234	-0.3559	0.5531	0.6002	0.134	0.2649	0.53
GENE355X	HSI062E07	DMRT2		-1.371	-0.3681	-1.003	-0.4201	-0.3965	-0.4488	-1.66	-1.742	-1.125	-0.8408	0.1318	-2.674	-0.7911	-0.3773	-1.02	-0.04024	0.9529	-0.5668	-1.453	3.347	0.9209	-0.5689	0.2952	-0.5637	-0.02072	0.5608	1.471	0.4445	-0.7412	0.3885	0.4453	1.631	0.1058	1.993	1.633	-0.6413	-0.3515	-0.4972	0.6245	0.2102	0.3212	1.069	-0.5557	-1.391	-1.455	-0.5953	0.5658	-0.5451	1.284	0.7172	0.5101	1.674	0.7679	-0.2043	0.001731	-1.003	0.4048	0.44	-0.582	-0.003376	0.8537	0.7982	-0.4116	0.4275	0.4122	0.1906	0.2223	0.6136
GENE1113X	HSI008A09	CLDN4		0.09147	-0.3482	-0.4361	-0.472	0.7495	-0.7998	-0.2264	0.6145	-0.3012	-1.121	-0.348	-2.955	-1.812	1.605	-0.1131	1.309	1.496	0.3075	-0.4575	2.204	1.746	-0.7928	-1.295	-1.309	1.285	0.5253	-0.1863	-0.3799	-1.042	-0.2029	0.1057	0.8387	-0.4093	1.608	2.666	0.6125	0.9419	-0.2464	0.7272	-0.5151	0.2272	0.9486	-1.134	-0.3878	0.02922	-1.439	-0.4164	-0.9875	0.2494	-1.134	-0.5326	0.8226	0.9494	-1.873	0.113	-0.9046	0.08093	0.007574	-0.1062	-0.1265	-0.1032	-0.303	-0.05815	-0.5523	0.3546	0.2112	1.167	1.233
GENE1880X	HSI077B11	ELF3		-0.8813	-0.227	-1.237	-0.8089	0.7218	-0.5026	-1.067	-2.257	-1.56	-0.1078	1.123	-2.825	-2.547	0.8984	0.1358	0.7632	1.257	-0.2149	-0.3883	1.598	0.9356	-1.15	-2.054	-0.6456	0.4545	0.8137	-0.5652	-0.294	-0.7502	-0.4021	-0.4998	1.173	0.02679	0.8986	1.389	1.174	1.217	0.6243	0.3947	-0.1487	0.7907	-0.2816	-0.8374	-0.07219	0.08479	0.2157	0.4517	-0.3004	0.2671	-0.5424	-0.6026	-0.6261	1.517	-1.207	0.1053	-0.01886	0.5933	0.4939	0.957	0.977	-0.9308	0.4798	0.1319	-0.08745	-0.1594	1.195	1.001	1.938
GENE461X	HSI084F08	C20orf54		0.4896	-0.07825	-0.959	-0.1799	-0.1745	-0.8134	1.071	1.028	-0.305	-0.03112	-0.6615	-1.615	-1.901	0.5549	-0.1306	0.1115	0.932	-0.3987	0.2328	2.5	1	-0.9183	-0.7279	-0.9202	-1.444	-1.555	-0.5891	-0.9679	-1.195	-0.6439	-1.209	0.6926	0.1299	2.284	1.356	-1.026	0.1759	-0.2465	0.2315	-0.1447	0.2738	0.2195	-0.09825	0.04561	-0.7768	-0.4292	-0.6713	-0.512	-0.1207	-1.256	-0.0408	2.912	1.231	-0.9056	-0.1333	-0.06418	-1.139	-0.5236	-0.06548	-0.3681	1.176	-0.1074	0.8453	0.7843	1.545	0.8294	1.516	1.878
GENE717X	HSI025E08	PRSS8		-0.0588	-0.3102	-1.079	-0.8251	-0.3562	-0.639	-0.8283	0.3772	0.07673	-0.6568	0.2222	-2.458	-0.9133	-0.3163	-1.756	-0.5648	-1.004	0.6595	0.839	2.758	0.63	-1.08	-1.63	-0.6823	-0.3458	-0.4883	1.077	-0.4101	-1.805	-0.1268	-0.6783	-0.3959	-1.472	2.627	1.847	0.09301	2.007	0.9524	0.9171	0.2524	0.9453	0.4948	-0.3267	0.2949	-1.124	0.1354	0.2681	-0.3476	0.7084	0.5157	-0.8514	2.343	0.7864	-0.8392	0.2268	-0.1171	0.407	0.3907	0.69	0.2615	-0.9521	-0.1175	-0.1594	0.552	-0.1263	-0.04507	0.7165	0.8148
GENE1911X	HSI070B11	TJP3		-0.007649	-1.312	-1.264	-0.5807	-0.2561	-1.141	0.3441	0.4342	-0.4427	-1.413	-0.905	-1.846	-1.127	-1.997	-2.782	0.1838	1.011	0.33	0.4165	2.085	0.5465	-0.7891	-0.7211	-1.235	0.3686	-0.261	1.169	1.073	-1.29	0.648	-0.1186	-0.1416	-0.2252	2.41	1.396	0.4232	1.098	0.4875	0.7061	-0.5199	1.322	0.7004	-0.04359	-0.0453	-1.758	0.1092	0.5847	-0.613	-0.2499	-0.01716	-0.03952	2.05	0.3263	-1.126	1.181	0.4974	-0.3667	-0.467	0.5252	-0.2682	-0.6179	0.07149	0.3495	0.8922	-0.08682	-0.1811	1.233	1.284
GENE1386X	HSI088C10	BCAS4		-1.575	-1.677	-0.5655	-1.061	1.173	-1.915	0.9944	0.9515	0.2333	1.674	2.204	-1.03	-1.469	-0.5925	-0.968	-0.6225	-1.972	-1.326	0.01078	2.78	0.9556	-1.349	0.6559	0.002655	0.639	0.3401	0.3953	-0.1168	-0.07502	0.8364	0.4063	1.04	0.7135	0.3555	0.2969	0.6365	0.3207	0.7863	0.08624	-0.7678	-0.1495	-0.08275	-0.1574	0.3308	-0.5453	-0.4537	0.0591	-0.3381	-0.5064	-2.404	1.617	1.978	0.4859	-0.6396	0.1033	-1.308	-0.3046	-0.2937	0.3229	-0.02003	0.4139	0.03096	0.7147	-0.5799	-0.9116	-0.2868	0.7195	0.7996
GENE1633X	HSI007F05	MGMT		-1.099	-1.412	-0.1217	-0.8969	-0.8645	-0.3744	-0.7022	0.9424	-0.2347	1.57	1.051	-0.5544	-1.119	-1.935	-1.72	-0.4225	-0.6916	-0.2636	0.01261	3.173	-1.285	0.1731	0.3069	-0.08151	-0.3579	-0.06891	1.328	-0.1511	0.7816	1.481	0.6851	-0.3248	-1.202	1.137	0.1861	1.227	1.637	1.217	1.184	-0.8399	-0.6578	0.3698	0.7805	0.5956	-1.598	-0.4686	-0.3398	-0.02048	-1.794	-0.9154	0.2272	1.025	1.267	-0.9472	-0.1552	-1.499	0.06163	0.2128	-0.2448	0.1466	1.538	0.4866	0.8031	0.4007	-0.8994	-0.9568	0.7674	0.4429
GENE351X	HSI055A01	C6orf108		-0.12	-0.3164	0.4027	-0.8986	-0.03173	-0.4724	-0.5318	-0.286	-2.236	-0.6629	-0.4632	-0.4748	-3.955	0.6274	0.2576	-0.8659	-0.5943	0.2517	0.2068	2.687	1.206	-0.45	0.4934	-1.268	-0.06441	-0.7548	0.611	1.134	0.5456	-0.8011	1.401	1.457	-0.4016	0.4267	0.4124	0.5518	1.943	0.9656	1.068	0.6411	-1.022	-0.9875	0.6331	0.3506	0.1469	-0.2378	-0.3523	-0.301	-0.7271	-0.9294	1.966	1.42	-0.6467	-0.464	-0.005348	-1.281	0.1958	0.02454	-0.02018	-0.5613	0.01656	-0.2917	0.2329	-0.2509	-0.1688	-0.8977	1.51	1.007
GENE2075X	HSI072B12	CTSF		-0.9008	-1.403	0.04947	0.05668	-0.2828	-0.5048	-1.018	-1.22	-0.7294	0.2717	-0.3072	-0.6567	-3.168	-1.721	-0.7163	-1.376	-1.665	-0.8194	-0.9079	2.194	0.5519	1.037	1.256	1.237	0.5348	0.1053	1.17	1.186	0.5979	-0.4562	-0.6689	1.95	0.8073	0.04579	0.509	0.517	2.196	1.667	-0.008693	0.3135	0.6643	0.06528	0.114	-0.5435	-0.4467	0.7721	-0.2177	-0.3384	-0.4172	-0.3753	1.293	1.985	-0.08418	0.6916	-0.3141	-0.4212	-0.02923	-0.02434	0.03794	-0.04545	1.795	-0.6031	-0.6423	-0.06515	-0.8132	-0.8113	-0.08392	-0.8642
GENE997X	HSI157C09	TMEM58		-0.2223	-0.1217	-0.2396	-1.066	0.8419	0.3675	-0.7743	-0.4404	-1.493	0.0851	1.786	-1.467	-1.894	-1.361	-0.9784	-1.007	-1.345	-0.9279	-1.361	3.796	1.802	1.558	-1.14	-0.6009	-0.7893	-1.165	0.602	-1.084	0.04254	-0.4409	0.05231	0.474	-0.7502	-0.7449	-0.153	-0.004774	1.355	0.6449	0.7942	-0.1292	0.8331	0.1286	0.6473	0.7591	-0.3761	0.7159	0.2859	-0.1798	0.05457	-1.265	0.5648	2.139	0.2471	-0.3104	0.2905	-0.4786	1.05	1.025	0.5338	1.088	-0.2832	0.1468	0.4939	-0.4831	-0.6084	-0.1736	-0.2225	0.8778
GENE1881X	HSI077H11	EFNA1		-0.8474	-0.5822	-1.868	-0.5432	0.1577	0.2474	-1.181	-1.025	-0.1832	0.3416	2.344	-2.348	-0.8037	0.9547	0.3561	-0.6314	-0.4732	-0.9688	-0.7499	3.612	1.297	-1.126	-0.9263	-0.2564	-0.8533	-0.6926	0.5486	-0.07347	-0.7559	-0.8618	0.3233	0.9737	0.9617	0.1093	-0.3017	0.1556	-0.4902	-0.8122	-0.5903	-0.9318	2.462	0.2191	-0.51	-0.7189	-0.03251	1.283	1.323	-0.3336	-0.1172	-0.9462	-0.9087	0.9638	1.298	-0.2411	0.07337	0.148	-0.5208	-0.4854	0.364	1.055	0.1432	1.533	0.5264	0.8338	-0.2318	0.6702	0.1476	0.4965
GENE759X	HSI073E02	FAM3B		0.1912	-0.8637	-0.3238	0.2848	-0.544	-0.1976	-0.6948	-1.134	-0.8532	-0.8721	1.315	-0.004598	2.501	-0.6828	0.02663	-0.7908	-0.7488	-0.7695	-0.3326	2.066	-0.8823	-0.8472	-1.05	-0.6961	-1.29	-0.9568	-0.2071	-0.6306	-0.5615	-0.3265	0.8294	1.515	0.7606	-0.4437	1.162	-0.4358	0.7949	-0.7773	0.1105	-0.4756	-0.2004	-0.2618	-0.3013	-0.3388	-0.1548	0.5542	0.4075	0.3849	-0.4586	-0.9967	-0.48	2.737	-0.441	-0.4906	1.624	2.093	-0.6456	-1.044	0.00298	0.6019	-0.1259	0.7958	-0.03737	2.518	1.714	1.658	-0.9735	-1.305
GENE2353X	HSI037A06	PVALB		0.3005	-0.5397	2.106	1.282	-0.5322	1.145	-0.2102	-0.3231	-0.235	-0.4498	1.658	-0.6209	-0.3413	-0.4342	-0.2788	-0.1207	-0.6183	-0.767	0.4835	3.159	-0.5467	-0.4936	-1.003	-1	-0.4646	-0.5186	-0.6445	-0.8375	-0.5805	-1.347	-1.165	-0.2381	2.244	-1.044	0.3499	-0.9064	1.119	1.056	-0.4023	-0.08064	-0.192	0.3618	1.73	-1.084	-0.08052	0.2895	-0.7345	-1.135	-0.8796	-0.8446	-0.4995	1.993	0.154	-0.9222	0.4289	3.011	0.4736	0.6688	-0.08788	-0.1585	-0.5869	0.5354	-0.5596	-0.7263	-0.6502	-0.3616	1.205	0.4929
GENE1630X	HSI003B11	UBXD8		-0.3887	-0.7877	0.2165	-0.8951	-0.4939	-0.9032	1.193	0.8628	0.08067	-0.745	-0.2067	0.146	1.038	0.5098	-0.8592	0.9699	-1.206	0.2308	1.138	1.349	1.244	-1.017	0.08496	-0.8953	-0.7165	-0.7127	1.768	0.4967	0.8012	1.534	0.7672	1.473	-1.176	1.048	1.403	-0.4373	-0.704	-0.2158	0.8516	-1.984	0.2526	-1.437	-0.857	1.384	0.3043	0.03639	-1.683	-0.1499	-1.504	0.2381	1.354	2.774	-1.157	-1.628	1.163	-1.559	-0.7312	-0.1983	-0.3733	-0.4637	-0.2064	-0.2281	0.4448	-1.094	0.2657	0.3707	0.4178	-0.5993
