geneid	symbol	description	pvalue	zscore	probe	w_pvalue	signed_p(negative--down, positive--up in LSC)
54947	LPCAT2	lysophosphatidylcholine acyltransferase 2	0.025381	-1.953488	227889_at;227889_at;	0.066666667;0.005594406;	-0.963869
60674	GAS5	growth arrest-specific 5	0.025381	-1.953488	224841_x_at;1560402_at;	0.066666667;0.005594406;	-0.963869
64282	PAPD5	PAP associated domain containing 5	0.025381	-1.953488	229043_at;229043_at;	0.066666667;0.005594406;	-0.963869
84142	CCDC98	coiled-coil domain containing 98	0.025381	-1.953488	226521_s_at;233543_s_at;	0.066666667;0.005594406;	-0.963869
144438	LOC144438	hypothetical protein LOC144438	0.025381	-1.953488	225493_at;225493_at;	0.066666667;0.005594406;	-0.963869
166012	CHST13	carbohydrate (chondroitin 4) sulfotransferase 13	0.025381	-1.953488	239647_at;239647_at;	0.066666667;0.005594406;	-0.963869
730200	LOC730200	hypothetical protein LOC730200	0.025381	-1.953488	233249_at;233249_at;	0.066666667;0.005594406;	-0.963869
440823	MIAT	myocardial infarction associated transcript (non-protein coding)	0.024773	-1.963867	228658_at;227168_at;	0.051988699;0.01958042;	-0.964215
93621	MRFAP1	Mof4 family associated protein 1	0.023676	-1.983138	226091_s_at;226091_s_at;	0.05034965;0.02103526;	-0.964308
222171	PRR15	proline rich 15	0.023381	-1.988452	226961_at;226961_at;	0.053427824;0.016666667;	-0.964953
2040	STOM	stomatin	0.012818	-2.231692	201061_s_at;201061_s_at;	0.002797203;0.066666667;	-0.965268
2822	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	0.012818	-2.231692	203608_at;203608_at;	0.002797203;0.066666667;	-0.965268
3983	ABLIM1	actin binding LIM protein 1	0.012818	-2.231692	200965_s_at;200965_s_at;	0.002797203;0.066666667;	-0.965268
5142	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)	0.012818	-2.231692	203708_at;203708_at;	0.002797203;0.066666667;	-0.965268
5645	PRSS2	protease, serine, 2 (trypsin 2)	0.012818	-2.231692	205402_x_at;205402_x_at;	0.002797203;0.066666667;	-0.965268
6038	RNASE4	ribonuclease, RNase A family, 4	0.012818	-2.231692	213397_x_at;213397_x_at;	0.002797203;0.066666667;	-0.965268
8763	CD164	CD164 molecule, sialomucin	0.012818	-2.231692	208405_s_at;208405_s_at;	0.002797203;0.066666667;	-0.965268
55013	CCDC109B	coiled-coil domain containing 109B	0.012818	-2.231692	218802_at;218802_at;	0.002797203;0.066666667;	-0.965268
79752	ZFAND1	zinc finger, AN1-type domain 1	0.012818	-2.231692	218919_at;218919_at;	0.002797203;0.066666667;	-0.965268
56849	TCEAL7	transcription elongation factor A (SII)-like 7	0.025043	-1.959227	227705_at;227705_at;	0.066666667;0.002797203;	-0.965268
57456	KIAA1143	KIAA1143	0.025043	-1.959227	226816_s_at;227493_s_at;	0.066666667;0.002797203;	-0.965268
84527	ZNF559	zinc finger protein 559	0.025043	-1.959227	224518_s_at;224518_s_at;	0.066666667;0.002797203;	-0.965268
114915	C5orf26	chromosome 5 open reading frame 26	0.025043	-1.959227	225698_at;225698_at;	0.066666667;0.002797203;	-0.965268
116151	C20orf108	chromosome 20 open reading frame 108	0.025043	-1.959227	224690_at;224690_at;	0.066666667;0.002797203;	-0.965268
154043	CNKSR3	CNKSR family member 3	0.025043	-1.959227	227481_at;227481_at;	0.066666667;0.002797203;	-0.965268
161742	SPRED1	sprouty-related, EVH1 domain containing 1	0.025043	-1.959227	235074_at;235074_at;	0.066666667;0.002797203;	-0.965268
169200	TMEM64	transmembrane protein 64	0.025043	-1.959227	225974_at;225972_at;	0.066666667;0.002797203;	-0.965268
253827	MSRB3	methionine sulfoxide reductase B3	0.025043	-1.959227	225782_at;225790_at;	0.066666667;0.002797203;	-0.965268
283578	TMED8	transmembrane emp24 protein transport domain containing 8	0.025043	-1.959227	225343_at;225343_at;	0.066666667;0.002797203;	-0.965268
326625	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	0.025043	-1.959227	242082_at;242082_at;	0.066666667;0.002797203;	-0.965268
349565	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	0.025043	-1.959227	228090_at;228090_at;	0.066666667;0.002797203;	-0.965268
6019	RLN2	relaxin 2	0.011817	-2.263037	214519_s_at;214519_s_at;	0.052443187;0.016666667;	-0.965445
23363	OBSL1	obscurin-like 1	0.004317	-2.626219	227574_at;227574_at;212775_at;	0.066666667;0.002797203;0.033333333;	-0.965734
10914	PAPOLA	poly(A) polymerase alpha	0.004318	-2.626164	228569_at;228569_at;222035_s_at;	0.033333333;0.002797203;0.066666667;	-0.965734
1191	CLU	clusterin	0.011685	-2.267332	208791_at;208792_s_at;	0.05034965;0.016666667;	-0.966492
1434	CSE1L	CSE1 chromosome segregation 1-like (yeast)	0.011685	-2.267332	218098_at;201111_at;	0.05034965;0.016666667;	-0.966492
1645	AKR1C1	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)	0.011685	-2.267332	204151_x_at;204151_x_at;	0.05034965;0.016666667;	-0.966492
4692	NDN	necdin homolog (mouse)	0.011685	-2.267332	209550_at;209550_at;	0.05034965;0.016666667;	-0.966492
5997	RGS2	regulator of G-protein signaling 2, 24kDa	0.011685	-2.267332	202388_at;202388_at;	0.05034965;0.016666667;	-0.966492
79921	TCEAL4	transcription elongation factor A (SII)-like 4	0.011685	-2.267332	202371_at;202371_at;	0.05034965;0.016666667;	-0.966492
57482	KIAA1211	KIAA1211 protein	0.023034	-1.994767	227230_s_at;227230_s_at;	0.05034965;0.016666667;	-0.966492
121536	AEBP2	AE binding protein 2	0.023034	-1.994767	225889_at;225889_at;	0.05034965;0.016666667;	-0.966492
170960	ZNF721	zinc finger protein 721	0.023034	-1.994767	228029_at;228029_at;	0.05034965;0.016666667;	-0.966492
7852	CXCR4	chemokine (C-X-C motif) receptor 4	0.011993	-2.257365	217028_at;217028_at;	0.033566434;0.033333333;	-0.96655
23764	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	0.011993	-2.257365	205193_at;36711_at;	0.033566434;0.033333333;	-0.96655
55353	LAPTM4B	lysosomal associated protein transmembrane 4 beta	0.011993	-2.257365	214039_s_at;208029_s_at;	0.033566434;0.033333333;	-0.96655
80258	EFHC2	EF-hand domain (C-terminal) containing 2	0.011993	-2.257365	220591_s_at;220591_s_at;	0.033566434;0.033333333;	-0.96655
54108	CHRAC1	chromatin accessibility complex 1	0.023581	-1.984834	231764_at;231764_at;	0.033333333;0.033566434;	-0.96655
56952	PRTFDC1	phosphoribosyl transferase domain containing 1	0.023581	-1.984834	222803_at;222803_at;	0.033333333;0.033566434;	-0.96655
57534	MIB1	mindbomb homolog 1 (Drosophila)	0.023581	-1.984834	224720_at;224720_at;	0.033333333;0.033566434;	-0.96655
57539	WDR35	WD repeat domain 35	0.023581	-1.984834	226889_at;226889_at;	0.033333333;0.033566434;	-0.96655
84945	ABHD13	abhydrolase domain containing 13	0.023581	-1.984834	234993_at;234993_at;	0.033333333;0.033566434;	-0.96655
340277	C7orf46	chromosome 7 open reading frame 46	0.023581	-1.984834	228600_x_at;228600_x_at;	0.033333333;0.033566434;	-0.96655
153396	TMEM161B	transmembrane protein 161B	0.023236	-1.991076	227861_at;238783_at;	0.033333333;0.030524232;	-0.968071
5501	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	0.012111	-2.253578	200726_at;200726_at;	0.011188811;0.051988699;	-0.968411
4801	NFYB	nuclear transcription factor Y, beta	0.003934	-2.657704	244704_at;218127_at;218128_at;	0.016666667;0.005594406;0.066666667;	-0.970357
9782	MATR3	matrin 3	0.003898	-2.660771	228012_at;228012_at;200626_s_at;	0.016666667;0.002797203;0.067411619;	-0.971042
4869	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	0.003878	-2.662472	200063_s_at;200063_s_at;200063_s_at;	0.066666667;0.002797203;0.016666667;	-0.97129
5569	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	0.003878	-2.662472	226864_at;226864_at;204612_at;	0.066666667;0.002797203;0.016666667;	-0.97129
10135	PBEF1	pre-B-cell colony enhancing factor 1	0.003878	-2.662472	243296_at;217738_at;217738_at;	0.066666667;0.002797203;0.016666667;	-0.97129
284119	PTRF	polymerase I and transcript release factor	0.011101	-2.286904	208789_at;208789_at;	0.033566434;0.022245497;	-0.972094
56907	SPIRE1	spire homolog 1 (Drosophila)	0.022029	-2.01353	224995_at;225018_at;	0.033333333;0.01958042;	-0.973543
91151	TIGD7	tigger transposable element derived 7	0.022029	-2.01353	238793_at;224365_s_at;	0.033333333;0.01958042;	-0.973543
342908	ZNF404	zinc finger protein 404	0.022029	-2.01353	239043_at;239043_at;	0.033333333;0.01958042;	-0.973543
2354	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	0.010674	-2.301766	202768_at;202768_at;	0.033566434;0.016666667;	-0.974883
4744	NEFH	neurofilament, heavy polypeptide 200kDa	0.010674	-2.301766	204412_s_at;33767_at;	0.033566434;0.016666667;	-0.974883
7286	TUFT1	tuftelin 1	0.010674	-2.301766	205807_s_at;205807_s_at;	0.033566434;0.016666667;	-0.974883
9848	MFAP3L	microfibrillar-associated protein 3-like	0.010674	-2.301766	205442_at;205442_at;	0.033566434;0.016666667;	-0.974883
10656	KHDRBS3	KH domain containing, RNA binding, signal transduction associated 3	0.010674	-2.301766	209781_s_at;209781_s_at;	0.033566434;0.016666667;	-0.974883
51186	WBP5	WW domain binding protein 5	0.010674	-2.301766	217975_at;217975_at;	0.033566434;0.016666667;	-0.974883
54360	CYTL1	cytokine-like 1	0.010674	-2.301766	219837_s_at;219837_s_at;	0.033566434;0.016666667;	-0.974883
54839	LRRC49	leucine rich repeat containing 49	0.010674	-2.301766	219338_s_at;219338_s_at;	0.033566434;0.016666667;	-0.974883
55859	BEX1	brain expressed, X-linked 1	0.010674	-2.301766	218332_at;218332_at;	0.033566434;0.016666667;	-0.974883
85360	SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	0.010674	-2.301766	44702_at;44702_at;	0.033566434;0.016666667;	-0.974883
26022	TMEM98	transmembrane protein 98	0.021219	-2.029202	223170_at;223170_at;	0.033566434;0.016666667;	-0.974883
51390	AIG1	androgen-induced 1	0.021219	-2.029202	1556211_a_at;223136_at;	0.033566434;0.016666667;	-0.974883
57685	CACHD1	cache domain containing 1	0.021219	-2.029202	225627_s_at;225627_s_at;	0.033566434;0.016666667;	-0.974883
84962	JUB	jub, ajuba homolog (Xenopus laevis)	0.021219	-2.029202	225806_at;225806_at;	0.033566434;0.016666667;	-0.974883
90624	LYRM7	Lyrm7 homolog (mouse)	0.021219	-2.029202	228841_at;228841_at;	0.033566434;0.016666667;	-0.974883
283431	GAS2L3	growth arrest-specific 2 like 3	0.021219	-2.029202	238756_at;238756_at;	0.033566434;0.016666667;	-0.974883
388507	ZNF788	zinc finger family member 788	0.021219	-2.029202	244552_at;244552_at;	0.033566434;0.016666667;	-0.974883
441478	NRARP	Notch-regulated ankyrin repeat protein	0.021219	-2.029202	226499_at;226499_at;	0.033566434;0.016666667;	-0.974883
128218	TMEM125	transmembrane protein 125	0.020903	-2.035444	225822_at;225822_at;	0.030524232;0.016666667;	-0.976405
2150	F2RL1	coagulation factor II (thrombin) receptor-like 1	0.010632	-2.303278	213506_at;213506_at;	0.011188811;0.033333333;	-0.977739
2921	CXCL3	chemokine (C-X-C motif) ligand 3	0.010632	-2.303278	207850_at;207850_at;	0.011188811;0.033333333;	-0.977739
5538	PPT1	palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)	0.010632	-2.303278	200975_at;200975_at;	0.011188811;0.033333333;	-0.977739
7162	TPBG	trophoblast glycoprotein	0.010632	-2.303278	203476_at;203476_at;	0.011188811;0.033333333;	-0.977739
22929	SEPHS1	selenophosphate synthetase 1	0.010632	-2.303278	208940_at;208939_at;	0.011188811;0.033333333;	-0.977739
65056	GPBP1	GC-rich promoter binding protein 1	0.02114	-2.030747	224648_at;223705_s_at;	0.033333333;0.011188811;	-0.977739
84858	ZNF503	zinc finger protein 503	0.02114	-2.030747	227195_at;227195_at;	0.033333333;0.011188811;	-0.977739
133746	JMY	junction-mediating and regulatory protein	0.02114	-2.030747	241985_at;226352_at;	0.033333333;0.011188811;	-0.977739
258010	SVIP	small VCP/p97-interacting protein	0.02114	-2.030747	230006_s_at;230006_s_at;	0.033333333;0.011188811;	-0.977739
401097	LOC401097	Similar to LOC166075	0.02114	-2.030747	236738_at;236738_at;	0.033333333;0.011188811;	-0.977739
57531	HACE1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	0.020999	-2.033532	227471_at;227471_at;	0.033333333;0.009831063;	-0.978418
400464	LOC400464	similar to FLJ43276 protein	0.021118	-2.031189	243957_at;243957_at;	0.03963481;0.002797203;	-0.978784
6224	RPS20	ribosomal protein S20	0.01029	-2.3156	200949_x_at;214003_x_at;	0.01958042;0.022245497;	-0.979087
2624	GATA2	GATA binding protein 2	0.010192	-2.31922	207954_at;209710_at;	0.02505989;0.016666667;	-0.979137
6319	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	0.010192	-2.31922	200832_s_at;200832_s_at;	0.02505989;0.016666667;	-0.979137
6717	SRI	sorcin	0.010384	-2.312179	208920_at;208920_at;	0.006850503;0.033333333;	-0.979908
9217	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C	0.010313	-2.314756	202550_s_at;202550_s_at;	0.005594406;0.033333333;	-0.980536
5074	PAWR	PRKC, apoptosis, WT1, regulator	0.003165	-2.730212	226223_at;226231_at;204004_at;	0.016666667;0.005594406;0.033333333;	-0.981469
51101	C8orf70	chromosome 8 open reading frame 70	0.003165	-2.730212	241808_at;205308_at;205308_at;	0.016666667;0.005594406;0.033333333;	-0.981469
6403	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	0.009891	-2.330462	206049_at;206049_at;	0.01958042;0.016666667;	-0.981876
6741	SSB	Sjogren syndrome antigen B (autoantigen La)	0.009891	-2.330462	201138_s_at;201139_s_at;	0.01958042;0.016666667;	-0.981876
7913	DEK	DEK oncogene (DNA binding)	0.009891	-2.330462	200934_at;200934_at;	0.01958042;0.016666667;	-0.981876
9741	LAPTM4A	lysosomal-associated protein transmembrane 4 alpha	0.009891	-2.330462	200673_at;200673_at;	0.01958042;0.016666667;	-0.981876
22915	MMRN1	multimerin 1	0.009891	-2.330462	205612_at;205612_at;	0.01958042;0.016666667;	-0.981876
80298	MTERFD3	MTERF domain containing 3	0.0198	-2.057898	225346_at;225346_at;	0.01958042;0.016666667;	-0.981876
83690	CRISPLD1	cysteine-rich secretory protein LCCL domain containing 1	0.0198	-2.057898	223475_at;223475_at;	0.01958042;0.016666667;	-0.981876
83699	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2	0.0198	-2.057898	225354_s_at;225354_s_at;	0.01958042;0.016666667;	-0.981876
157638	FAM84B	family with sequence similarity 84, member B	0.0198	-2.057898	225864_at;225864_at;	0.01958042;0.016666667;	-0.981876
164045	HFM1	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	0.0198	-2.057898	241469_at;241469_at;	0.01958042;0.016666667;	-0.981876
643194	LOC643194	hypothetical LOC643194	0.0198	-2.057898	236598_at;236451_at;	0.01958042;0.016666667;	-0.981876
2273	FHL1	four and a half LIM domains 1	0.010157	-2.320495	201540_at;201540_at;	0.002797203;0.033333333;	-0.981935
2949	GSTM5	glutathione S-transferase M5	0.010157	-2.320495	205752_s_at;205752_s_at;	0.002797203;0.033333333;	-0.981935
5577	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta	0.010157	-2.320495	203680_at;203680_at;	0.002797203;0.033333333;	-0.981935
6160	RPL31	ribosomal protein L31	0.010157	-2.320495	200962_at;200963_x_at;	0.002797203;0.033333333;	-0.981935
6297	SALL2	sal-like 2 (Drosophila)	0.010157	-2.320495	213283_s_at;213283_s_at;	0.002797203;0.033333333;	-0.981935
7582	ZNF33B	zinc finger protein 33B	0.010157	-2.320495	215022_x_at;215022_x_at;	0.002797203;0.033333333;	-0.981935
8863	PER3	period homolog 3 (Drosophila)	0.010157	-2.320495	221045_s_at;221045_s_at;	0.002797203;0.033333333;	-0.981935
10947	AP3M2	adaptor-related protein complex 3, mu 2 subunit	0.010157	-2.320495	203410_at;203410_at;	0.002797203;0.033333333;	-0.981935
23228	PLCL2	phospholipase C-like 2	0.010157	-2.320495	213309_at;213309_at;	0.002797203;0.033333333;	-0.981935
26249	KLHL3	kelch-like 3 (Drosophila)	0.010157	-2.320495	221221_s_at;221221_s_at;	0.002797203;0.033333333;	-0.981935
27075	TSPAN13	tetraspanin 13	0.010157	-2.320495	217979_at;217979_at;	0.002797203;0.033333333;	-0.981935
51191	HERC5	hect domain and RLD 5	0.010157	-2.320495	219863_at;219863_at;	0.002797203;0.033333333;	-0.981935
55872	PBK	PDZ binding kinase	0.010157	-2.320495	219148_at;219148_at;	0.002797203;0.033333333;	-0.981935
56926	NCLN	nicalin homolog (zebrafish)	0.010157	-2.320495	213766_x_at;213766_x_at;	0.002797203;0.033333333;	-0.981935
79850	FAM57A	family with sequence similarity 57, member A	0.010157	-2.320495	218898_at;218898_at;	0.002797203;0.033333333;	-0.981935
84900	TMEM118	transmembrane protein 118	0.010157	-2.320495	221908_at;221908_at;	0.002797203;0.033333333;	-0.981935
91851	CHRDL1	chordin-like 1	0.010157	-2.320495	209763_at;209763_at;	0.002797203;0.033333333;	-0.981935
349152	DPY19L2P2	dpy-19-like 2 pseudogene 2 (C. elegans)	0.010157	-2.320495	215143_at;215143_at;	0.002797203;0.033333333;	-0.981935
49854	ZNF295	zinc finger protein 295	0.020282	-2.047964	233952_s_at;233952_s_at;	0.033333333;0.002797203;	-0.981935
51256	TBC1D7	TBC1 domain family, member 7	0.020282	-2.047964	226397_s_at;226397_s_at;	0.033333333;0.002797203;	-0.981935
84451	KIAA1804	mixed lineage kinase 4	0.020282	-2.047964	228565_at;228565_at;	0.033333333;0.002797203;	-0.981935
147184	TMEM99	transmembrane protein 99	0.020282	-2.047964	226565_at;226565_at;	0.033333333;0.002797203;	-0.981935
284262	LOC284262	hypothetical protein LOC284262	0.020282	-2.047964	227478_at;227478_at;	0.033333333;0.002797203;	-0.981935
285440	CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2	0.020282	-2.047964	235719_at;228391_at;	0.033333333;0.002797203;	-0.981935
375033	PEAR1	platelet endothelial aggregation receptor 1	0.020282	-2.047964	228618_at;228618_at;	0.033333333;0.002797203;	-0.981935
5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	0.009829	-2.332817	212610_at;212610_at;	0.011188811;0.022245497;	-0.983283
8722	CTSF	cathepsin F	0.009829	-2.332817	203657_s_at;203657_s_at;	0.011188811;0.022245497;	-0.983283
79366	NSBP1	nucleosomal binding protein 1	0.009732	-2.336535	221606_s_at;221606_s_at;	0.016620637;0.016666667;	-0.983356
57633	LRRN1	leucine rich repeat neuronal 1	0.019467	-2.064885	226884_at;226884_at;	0.016666667;0.01617457;	-0.983579
5593	PRKG2	protein kinase, cGMP-dependent, type II	0.009598	-2.341718	207505_at;207505_at;	0.006850503;0.022245497;	-0.985452
4237	MFAP2	microfibrillar-associated protein 2	0.009445	-2.347679	203417_at;203417_at;	0.011188811;0.016666667;	-0.986072
6990	DYNLT3	dynein, light chain, Tctex-type 3	0.009445	-2.347679	203303_at;203303_at;	0.011188811;0.016666667;	-0.986072
29899	GPSM2	G-protein signaling modulator 2 (AGS3-like, C. elegans)	0.009445	-2.347679	221922_at;221922_at;	0.011188811;0.016666667;	-0.986072
140597	TCEAL2	transcription elongation factor A (SII)-like 2	0.009445	-2.347679	211276_at;211276_at;	0.011188811;0.016666667;	-0.986072
338388	MRPS16P3	mitochondrial ribosomal protein S16 pseudogene 3	0.009445	-2.347679	216215_s_at;216215_s_at;	0.011188811;0.016666667;	-0.986072
53354	PANK1	pantothenate kinase 1	0.018988	-2.075115	226649_at;228717_at;	0.016666667;0.011188811;	-0.986072
55363	HEMGN	hemogen	0.018988	-2.075115	223669_at;223669_at;	0.016666667;0.011188811;	-0.986072
85461	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	0.018988	-2.075115	225308_s_at;225308_s_at;	0.016666667;0.011188811;	-0.986072
92675	DTD1	D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae)	0.018988	-2.075115	234107_s_at;234107_s_at;	0.016666667;0.011188811;	-0.986072
116843	C6orf192	chromosome 6 open reading frame 192	0.018988	-2.075115	226301_at;226301_at;	0.016666667;0.011188811;	-0.986072
122060	SLAIN1	SLAIN motif family, member 1	0.018988	-2.075115	225619_at;225619_at;	0.016666667;0.011188811;	-0.986072
158326	FREM1	FRAS1 related extracellular matrix 1	0.018988	-2.075115	237727_at;237727_at;	0.016666667;0.011188811;	-0.986072
165918	RNF168	ring finger protein 168	0.018988	-2.075115	226832_at;226832_at;	0.016666667;0.011188811;	-0.986072
