ProbeID (Affymetrix)	Fold Change(CLDN1 transfectants/Mock)	Gene Symbol	Common Name	Description	Location	Function	Genbank	UniGene	RefSeq	Pathways	GO biological process	GO molecular function	GO cellular component	Map_
212253_x_at	3.679	DST	DST	Dystonin	Plasma Membrane	other	BG253119	Hs.485616	NM_001723 ; NM_015548 ; NM_020388 ; NM_183380					6p12-p11
235205_at	3.686			Similar to solute carrier family 16 (monocarboxylic acid transporters), member 14			BF109660	Hs.127286	XM_294450					8q23.1
222449_at	3.719	TMEPAI		transmembrane, prostate androgen induced RNA	Plasma Membrane	other	AL035541	Hs.517155	NM_020182 ; NM_199169 ; NM_199170 ; NM_199171					20q13.31-q13.33
213238_at	3.725	ATP10D	ATP10D	ATPase, Class V, type 10D	Plasma Membrane	transporter	AI478147	Hs.437241	NM_020453					4p12
229139_at	3.761	JPH1	JPH1	Junctophilin 1	Plasma Membrane	other	AI202201	Hs.160574	NM_020647					8q21
201149_s_at	3.775	TIMP3	SFD; K222; K222TA2; HSMRK222	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	Extracellular Space	other	U67195	Hs.297324	NM_000362	Matrix_Metalloproteinases ; GenMAPP	GO:8624(induction of apoptosis by extracellular signals); GO:7600(sensory perception); GO:7169(transmembrane receptor protein tyrosine kinase signaling pathway); GO:7601(visual perception)	GO:4857(enzyme inhibitor activity); GO:8191(metalloendopeptidase inhibitor activity); GO:5554(molecular function unknown)	GO:5578(extracellular matrix (sensu Metazoa))	22q12.1-q13.2
205453_at	3.811	HOXB2	K8; HOX2; HOX2H; Hox-2.8	homeobox B2	Nucleus	transcription regulator	NM_002145	Hs.514289	NM_002145		GO:8015(circulation); GO:7275(development); GO:6355(regulation of transcription, DNA-dependent)	GO:3700(transcription factor activity)	GO:5634(nucleus)	17q21-q22
1552671_a_at	3.819	SLC9A7	NHE7; SLC9A6	solute carrier family 9 (sodium/hydrogen exchanger), member 7	Cytoplasm	transporter	NM_032591	Hs.496057	NM_032591		GO:6811(ion transport); GO:6813(potassium ion transport); GO:6885(regulation of pH); GO:6814(sodium ion transport)	GO:15297(antiporter activity); GO:30955(potassium ion binding); GO:15386(potassium:hydrogen antiporter activity); GO:42803(protein homodimerization activity); GO:31402(sodium ion binding); GO:15385(sodium:hydrogen antiporter activity); GO:15299(solute:hydrogen antiporter activity)	GO:5802(Golgi trans face); GO:16021(integral to membrane)	Xp11.3-p11.23
212848_s_at	3.821	C9ORF3	C9orf3	Chromosome 9 open reading frame 3	Cytoplasm	peptidase	BG036668	Hs.434253	NM_032823					9q22.32
219209_at	3.839	IFIH1	Hlcd; MDA5; MDA-5	interferon induced with helicase C domain 1	Nucleus	enzyme	NM_022168	Hs.163173	NM_022168	KEGG pathway: Folate biosynthesis 00790; KEGG pathway: Starch and sucrose metabolism 00500	GO:45087(innate immune response); GO:42981(regulation of apoptosis); GO:9615(response to virus)	GO:5524(ATP binding); GO:8026(ATP-dependent helicase activity); GO:3723(RNA binding); GO:16787(hydrolase activity); GO:166(nucleotide binding); GO:5515(protein binding)	GO:5622(intracellular)	2p24.3-q24.3
208792_s_at	3.85	CLU	CLI; APOJ; SGP2; SGP-2; SP-40; TRPM2; TRPM-2; MGC24903	clusterin (complement lysis inhibitor, SP-40,40, sulfated glycoprotein 2, testosterone-repressed prostate message 2, apolipoprotein J)	Extracellular Space	other	M25915	Hs.436657	NM_001831		GO:6915(apoptosis); GO:8219(cell death); GO:6958(complement activation, classical pathway); GO:7338(fertilization (sensu Metazoa)); GO:45087(innate immune response); GO:6629(lipid metabolism)		GO:5615(extracellular space)	8p21-p12
219932_at	3.866	SLC27A6	FATP6; ACSVL2; FACVL2; VLCS-H1; DKFZp779M0564	solute carrier family 27 (fatty acid transporter), member 6	Plasma Membrane	transporter	NM_014031	Hs.49765	NM_001017372		GO:6629(lipid metabolism); GO:6869(lipid transport); GO:8152(metabolism); GO:38(very-long-chain fatty acid metabolism)	GO:16874(ligase activity); GO:4467(long-chain-fatty-acid-CoA ligase activity); GO:166(nucleotide binding)	GO:16021(integral to membrane)	5q23.3
212560_at	3.873	C11ORF32	SORL1	Chromosome 11 open reading frame 32	Unknown	other	AV728268	Hs.368592						11q23.2-q24.2
210764_s_at	3.887	CYR61	CCN1; GIG1; IGFBP10	cysteine-rich, angiogenic inducer, 61	Extracellular Space	other	AF003114	Hs.8867	NM_001554	Hypertrophy_model ; GenMAPP	GO:7155(cell adhesion); GO:8283(cell proliferation); GO:6935(chemotaxis); GO:9653(morphogenesis); GO:1558(regulation of cell growth); GO:7600(sensory perception)	GO:8201(heparin binding); GO:5520(insulin-like growth factor binding)	GO:5576(extracellular region)	1p31-p22
203989_x_at	3.921	F2R	TR; HTR; CF2R; PAR1	coagulation factor II (thrombin) receptor	Plasma Membrane	G-protein coupled receptor	NM_001992	Hs.482562	NM_001992	KEGG pathway: Calcium signaling pathway 04020; KEGG pathway: Complement and coagulation cascades 04610; KEGG pathway: Neuroactive ligand-receptor interaction 04080; KEGG pathway: Regulation of actin cytoskeleton 04810; Reactome Event:Hemostasis 109582	GO:7186(G-protein coupled receptor protein signaling pathway); GO:7262(STAT protein nuclear translocation); GO:6915(apoptosis); GO:7596(blood coagulation); GO:6919(caspase activation); GO:6928(cell motility); GO:9653(morphogenesis); GO:43123(positive regulation of I-kappaB kinase/NF-kappaB cascade); GO:74(regulation of progression through cell cycle); GO:9611(response to wounding); GO:7165(signal transduction); GO:7260(tyrosine phosphorylation of STAT protein)	GO:4872(receptor activity); GO:5102(receptor binding); GO:1584(rhodopsin-like receptor activity); GO:15057(thrombin receptor activity)	GO:5794(Golgi apparatus); GO:5887(integral to plasma membrane); GO:5886(plasma membrane)	5q13
223629_at	3.922	PCDHB5	PCDH-BETA5; DKFZP586B0217	protocadherin beta 5	Plasma Membrane	other	BC001186	Hs.119693	NM_015669		GO:16339(calcium-dependent cell-cell adhesion); GO:7155(cell adhesion); GO:7156(homophilic cell adhesion); GO:7268(synaptic transmission); GO:7416(synaptogenesis)	GO:5509(calcium ion binding); GO:5515(protein binding)	GO:16021(integral to membrane); GO:16020(membrane)	5q31
229963_at	3.927	NGFRAP1L1	LOC340542	NGFRAP1-like 1	Cytoplasm	other	AV726956	Hs.47209	NM_001012978					Xq22.1
201107_s_at	3.944	THBS1	THBS1	Thrombospondin 1	Extracellular Space	other	AI812030	Hs.164226	NM_003246	TGF_Beta_Signaling_Pathway ; GenMAPP ; Inflammatory_Response_Pathway ; GenMAPP				15q15
201147_s_at	4.007	TIMP3	TIMP3	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	Extracellular Space	other	BF347089	Hs.297324	NM_000362	Matrix_Metalloproteinases ; GenMAPP				22q12.1-q13.2
209676_at	4.014	TFPI	EPI; LACI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	Extracellular Space	other	J03225	Hs.516578	NM_001032281	KEGG pathway: Complement and coagulation cascades 04610; Reactome Event:Hemostasis 109582	GO:7596(blood coagulation)	GO:4867(serine-type endopeptidase inhibitor activity)	GO:5576(extracellular region)	2q31-q32.1
203642_s_at	4.015	COBLL1	KIAA0977	COBL-like 1	Unknown	other	NM_014900	Hs.560777	NM_014900					2q24.3
213005_s_at	4.026	ANKRD15	KANK; KIAA0172; MGC43128; DKFZp451G231	ankyrin repeat domain 15	Nucleus	transcription regulator	D79994	Hs.306764	NM_015158		GO:7049(cell cycle); GO:45786(negative regulation of progression through cell cycle)			9p24.3
219410_at	4.069	TMEM45A	DERP7; FLJ10134	transmembrane protein 45A	Unknown	other	NM_018004	Hs.126598	NM_018004				GO:16021(integral to membrane)	3q12.2
218182_s_at	4.097	CLDN1	CLD1; SEMP1	claudin 1	Plasma Membrane	other	NM_021101	Hs.439060	NM_021101	KEGG pathway: Cell adhesion molecules (CAMs) 04514; KEGG pathway: Tight junction 04530	GO:16338(calcium-independent cell-cell adhesion); GO:7155(cell adhesion)	GO:42802(protein self binding); GO:5198(structural molecule activity)	GO:5887(integral to plasma membrane); GO:16020(membrane); GO:5923(tight junction)	3q28-q29
214841_at	4.255	CNIH3	FLJ38993	cornichon homolog 3 (Drosophila)	Unknown	other	AF070524	Hs.97338	NM_152495		GO:7242(intracellular signaling cascade)		GO:16021(integral to membrane); GO:16020(membrane)	1q42.12
205330_at	4.356	MN1	MGCR; MGCR1; MGCR1-PEN; dJ353E16.2	meningioma (disrupted in balanced translocation) 1	Nucleus	other	NM_002430	Hs.268515	NM_002430		GO:4(biological process unknown); GO:7049(cell cycle); GO:45786(negative regulation of progression through cell cycle)	GO:5554(molecular function unknown)	GO:8372(cellular component unknown)	22q11
222802_at	4.362	EDN1	ET1	endothelin 1	Extracellular Space	other	J05008	Hs.511899	NM_001955	KEGG pathway: Neuroactive ligand-receptor interaction 04080	GO:8217(blood pressure regulation); GO:7267(cell-cell signaling); GO:9405(pathogenesis); GO:8284(positive regulation of cell proliferation); GO:19229(regulation of vasoconstriction); GO:7165(signal transduction)	GO:5179(hormone activity)	GO:5615(extracellular space); GO:5625(soluble fraction)	6p24.1
223475_at	4.429	CRISPLD1	CRISP10; LCRISP1	cysteine-rich secretory protein LCCL domain containing 1	Unknown	other	AF142573	Hs.436542	NM_031461					8q21.11
1555673_at	4.435	KRTAP2-1	KAP2.1A; KRTAP2.1A	keratin associated protein 2-1	Unknown	other	BC012486	Hs.528921	NM_033184					17q12-q21
218718_at	4.485	PDGFC	SCDGF	platelet derived growth factor C	Extracellular Space	growth factor	NM_016205	Hs.148162	NM_016205	KEGG pathway: Cytokine-cytokine receptor interaction 04060; KEGG pathway: Focal adhesion 04510; KEGG pathway: Gap junction 04540				4q32
209040_s_at	4.542	PSMB8	LMP7; D6S216; RING10; D6S216E; MGC1491	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	Cytoplasm	peptidase	U17496	Hs.180062	NM_004159	Reactome Event:Cell Cycle (Mitotic) 69278; Reactome Event:Cell Cycle Checkpoints 69620; Reactome Event:DNA Replication 69306	GO:6955(immune response); GO:6508(proteolysis); GO:6511(ubiquitin-dependent protein catabolism)	GO:5515(protein binding); GO:4298(threonine endopeptidase activity)	GO:5829(cytosol); GO:5839(proteasome core complex (sensu Eukaryota)); GO:43234(protein complex)	6p21.3
213479_at	4.648	NPTX2	NP2; NARP; NP-II	neuronal pentraxin II	Extracellular Space	other	U26662	Hs.3281	NM_002523		GO:7268(synaptic transmission)	GO:5509(calcium ion binding); GO:5554(molecular function unknown); GO:5529(sugar binding)	GO:8372(cellular component unknown)	7q21.3-q22.1
206429_at	4.739	F2RL1	PAR2; GPR11	coagulation factor II (thrombin) receptor-like 1	Plasma Membrane	G-protein coupled receptor	NM_005242	Hs.154299	NM_005242	KEGG pathway: Neuroactive ligand-receptor interaction 04080	GO:7186(G-protein coupled receptor protein signaling pathway); GO:7596(blood coagulation); GO:7204(elevation of cytosolic calcium ion concentration); GO:7165(signal transduction)	GO:4872(receptor activity); GO:5102(receptor binding); GO:1584(rhodopsin-like receptor activity); GO:15057(thrombin receptor activity)	GO:5794(Golgi apparatus); GO:5887(integral to plasma membrane); GO:5886(plasma membrane)	5q13
204279_at	4.754	PSMB9	LMP2; RING12; MGC70470	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	Cytoplasm	peptidase	NM_002800	Hs.381081	NM_002800	Reactome Event:Cell Cycle (Mitotic) 69278; Reactome Event:Cell Cycle Checkpoints 69620; Reactome Event:DNA Replication 69306	GO:6955(immune response); GO:6508(proteolysis); GO:6511(ubiquitin-dependent protein catabolism)	GO:4298(threonine endopeptidase activity)	GO:5829(cytosol); GO:5839(proteasome core complex (sensu Eukaryota))	6p21.3
204944_at	4.794	PTPRG	PTPG; HPTPG; RPTPG; R-PTP-GAMMA	protein tyrosine phosphatase, receptor type, G	Plasma Membrane	phosphatase	NM_002841	Hs.148340	NM_002841	; KEGG ; Calcium signaling pathway ; KEGG ; Type I diabetes mellitus ; KEGG	GO:6730(one-carbon compound metabolism); GO:6470(protein amino acid dephosphorylation); GO:7169(transmembrane receptor protein tyrosine kinase signaling pathway)	GO:4089(carbonate dehydratase activity); GO:16787(hydrolase activity); GO:5001(transmembrane receptor protein tyrosine phosphatase activity); GO:8270(zinc ion binding)	GO:5887(integral to plasma membrane)	3p21-p14
230560_at	4.867	STXBP6 (includes EG:29091)		yx52b04.s1 Soares melanocyte 2NbHM Homo sapiens cDNA clone IMAGE:265327 3, mRNA sequence.	Cytoplasm	other	N21096	Hs.508958	NM_014178					14q12
204749_at	4.883	NAP1L3	MB20; NPL3; MGC26312	nucleosome assembly protein 1-like 3	Nucleus	other	NM_004538	Hs.21365	NM_004538		GO:6334(nucleosome assembly)		GO:5678(chromatin assembly complex); GO:5634(nucleus)	Xq21.3-q22
213248_at	4.905	LOC221362	LOC221362	Hypothetical protein LOC221362	Unknown	other	AL577024	Hs.7921						6p12.3
213506_at	4.915	F2RL1		601659282R1 NIH_MGC_70 Homo sapiens cDNA clone IMAGE:3895653 3, mRNA sequence.	Plasma Membrane	G-protein coupled receptor	BE965369	Hs.154299	NM_005242	GPCRDB_Class_A_Rhodopsin-like ; GenMAPP				5q13
208791_at	5.009	CLU	CLI; APOJ; SGP2; SGP-2; SP-40; TRPM2; TRPM-2; MGC24903	clusterin (complement lysis inhibitor, SP-40,40, sulfated glycoprotein 2, testosterone-repressed prostate message 2, apolipoprotein J)	Extracellular Space	other	M25915	Hs.436657	NM_001831		GO:6915(apoptosis); GO:8219(cell death); GO:6958(complement activation, classical pathway); GO:7338(fertilization (sensu Metazoa)); GO:45087(innate immune response); GO:6629(lipid metabolism)		GO:5615(extracellular space)	8p21-p12
212614_at	5.016	ARID5B	ARID5B	AT rich interactive domain 5B (MRF1-like)	Nucleus	transcription regulator	BG285011	Hs.567611	NM_032199					10q21.2
221047_s_at	5.054	MARK1	MARK; KIAA1477	MAP/microtubule affinity-regulating kinase 1	Cytoplasm	kinase	NM_018650	Hs.497806	NM_018650		GO:7010(cytoskeleton organization and biogenesis); GO:6468(protein amino acid phosphorylation); GO:7243(protein kinase cascade)	GO:5524(ATP binding); GO:287(magnesium ion binding); GO:166(nucleotide binding); GO:4674(protein serine/threonine kinase activity); GO:16740(transferase activity)	GO:5737(cytoplasm); GO:5856(cytoskeleton)	1q41
228489_at	5.088	TM4SF18	LOC116441	Transmembrane 4 L six family member 18	Unknown	other	AI721164	Hs.22026	NM_138786					3q25.1
226789_at	5.107		EMB	Embigin homolog (mouse)			W84421	Hs.528324	XM_498754					5q11.1
209185_s_at	5.124	IRS2	IRS2	insulin receptor substrate 2	Cytoplasm	other	AF073310	Hs.442344	NM_003749	KEGG pathway: Adipocytokine signaling pathway 04920; KEGG pathway: Insulin signaling pathway 04910; KEGG pathway: Type II diabetes mellitus 04930; Reactome Event:Insulin receptor mediated signalling 74752	GO:6006(glucose metabolism); GO:8284(positive regulation of cell proliferation); GO:7165(signal transduction)	GO:5158(insulin receptor binding); GO:4871(signal transducer activity)		13q34
216442_x_at	5.14	FN1	FN; CIG; MSF; FINC; LETS; DKFZp686H0342; DKFZp686I1370; DKFZp686F10164; DKFZp686O13149	fibronectin 1	Plasma Membrane	enzyme	AK026737	Hs.203717	NM_002026	KEGG pathway: Cell Communication 01430; KEGG pathway: ECM-receptor interaction 04512; KEGG pathway: Focal adhesion 04510; KEGG pathway: Regulation of actin cytoskeleton 04810; Reactome Event:Hemostasis 109582	GO:6953(acute-phase response); GO:7155(cell adhesion); GO:16477(cell migration); GO:8152(metabolism); GO:9611(response to wounding); GO:7169(transmembrane receptor protein tyrosine kinase signaling pathway)	GO:5518(collagen binding); GO:5201(extracellular matrix structural constituent); GO:8201(heparin binding); GO:16491(oxidoreductase activity)	GO:5578(extracellular matrix (sensu Metazoa)); GO:5576(extracellular region); GO:5615(extracellular space)	2q34
209598_at	5.165	PNMA2	MA2; MM2; RGAG2; KIAA0883	paraneoplastic antigen MA2	Nucleus	transporter	AB020690	Hs.521466	NM_007257				GO:5634(nucleus)	8p21.2
243582_at	5.321	SH3RF2	SH3RF2	SH3 domain containing ring finger 2	Unknown	other	AW082633	Hs.443728	NM_152550					5q32
210495_x_at	5.388	FN1	FN; CIG; MSF; FINC; LETS; DKFZp686H0342; DKFZp686I1370; DKFZp686F10164; DKFZp686O13149	fibronectin 1	Plasma Membrane	enzyme	AF130095	Hs.203717	NM_002026	KEGG pathway: Cell Communication 01430; KEGG pathway: ECM-receptor interaction 04512; KEGG pathway: Focal adhesion 04510; KEGG pathway: Regulation of actin cytoskeleton 04810; Reactome Event:Hemostasis 109582	GO:6953(acute-phase response); GO:7155(cell adhesion); GO:16477(cell migration); GO:8152(metabolism); GO:9611(response to wounding); GO:7169(transmembrane receptor protein tyrosine kinase signaling pathway)	GO:5518(collagen binding); GO:5201(extracellular matrix structural constituent); GO:8201(heparin binding); GO:16491(oxidoreductase activity)	GO:5578(extracellular matrix (sensu Metazoa)); GO:5576(extracellular region); GO:5615(extracellular space)	2q34
236741_at	5.404	WDR72	FLJ38736	WD repeat domain 72	Unknown	other	AW299463	Hs.208067	NM_182758					15q21.3
225897_at	5.425		MARCKS	Myristoylated alanine-rich protein kinase C substrate			AI709406	Hs.519909	NM_002356					6q22.2
201669_s_at	5.478	MARCKS (includes EG:4082)	MACS; 80K-L; PKCSL; MRACKS; PRKCSL; FLJ14368	myristoylated alanine-rich protein kinase C substrate	Plasma Membrane	other	NM_002356	Hs.519909	NM_002356		GO:6928(cell motility)	GO:51015(actin filament binding); GO:5516(calmodulin binding)	GO:15629(actin cytoskeleton); GO:5886(plasma membrane)	6q22.2
201670_s_at	5.592	MARCKS (includes EG:4082)	MACS; 80K-L; PKCSL; MRACKS; PRKCSL; FLJ14368	myristoylated alanine-rich protein kinase C substrate	Plasma Membrane	other	M68956	Hs.519909	NM_002356		GO:6928(cell motility)	GO:51015(actin filament binding); GO:5516(calmodulin binding)	GO:15629(actin cytoskeleton); GO:5886(plasma membrane)	6q22.2
218856_at	5.806	TNFRSF21	TNFRSF21	synonyms: DR6, BM-018; death receptor 6; TNFR-related death receptor 6; go_component: integral to membrane [goid 0016021] [evidence IEA]; go_function: protein binding [goid 0005515] [evidence IEA]; go_function: receptor activity [goid 0004872] [evidence IEA]; go_process: apoptosis [goid 0006915] [evidence IEA]; go_process: signal transduction [goid 0007165] [evidence IEA]; Homo sapiens tumor necrosis factor receptor superfamily, member 21 (TNFRSF21), mRNA.	Plasma Membrane	other	NM_016629	Hs.443577	NM_014452	Apoptosis ; GenMAPP				6p21.1-p12.2
242093_at	5.813		SYTL5	Synaptotagmin-like 5			AW263497	Hs.97774						Xp21.1
209656_s_at	5.931	TMEM47	BCMP1; TM4SF10; MGC32949; DKFZp564E153; DKFZP761J17121	transmembrane protein 47	Plasma Membrane	other	AL136550	Hs.8769	NM_031442				GO:16021(integral to membrane)	Xp11.4
218706_s_at	6.039	GRAMD3	NS3TP2	GRAM domain containing 3	Unknown	other	AW575493	Hs.363558	NM_023927					5q23.2
206456_at	6.053	GABRA5	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5	Plasma Membrane	ion channel	NM_000810	Hs.24969	NM_000810	KEGG pathway: Neuroactive ligand-receptor interaction 04080	GO:6821(chloride transport); GO:7214(gamma-aminobutyric acid signaling pathway); GO:6811(ion transport); GO:7165(signal transduction)	GO:4890(GABA-A receptor activity); GO:5230(extracellular ligand-gated ion channel activity); GO:5216(ion channel activity); GO:30594(neurotransmitter receptor activity); GO:5215(transporter activity)	GO:5887(integral to plasma membrane); GO:45211(postsynaptic membrane)	15q11.2-q12
211719_x_at	6.107	FN1	FN; CIG; MSF; FINC; LETS; DKFZp686H0342; DKFZp686I1370; DKFZp686F10164; DKFZp686O13149	fibronectin 1	Plasma Membrane	enzyme	BC005858	Hs.203717	NM_002026	KEGG pathway: Cell Communication 01430; KEGG pathway: ECM-receptor interaction 04512; KEGG pathway: Focal adhesion 04510; KEGG pathway: Regulation of actin cytoskeleton 04810; Reactome Event:Hemostasis 109582	GO:6953(acute-phase response); GO:7155(cell adhesion); GO:16477(cell migration); GO:8152(metabolism); GO:9611(response to wounding); GO:7169(transmembrane receptor protein tyrosine kinase signaling pathway)	GO:5518(collagen binding); GO:5201(extracellular matrix structural constituent); GO:8201(heparin binding); GO:16491(oxidoreductase activity)	GO:5578(extracellular matrix (sensu Metazoa)); GO:5576(extracellular region); GO:5615(extracellular space)	2q34
