Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
92806_at	Mm.12746	1110004D19Rik	RIKEN cDNA 1110004D19 gene	1.91	0.94	0.11	0	0.59	1.28	PP PPP
94340_at	Mm.25042	1110004L07Rik	RIKEN cDNA 1110004L07 gene	3.87	1.95	0.17	0	1.43	2.48	PP PPA
160255_at	Mm.203866	1110004P15Rik	RIKEN cDNA 1110004P15 gene	-19.24	-4.27	0.09	0	-4.55	-3.98	PP PPP
95732_at	Mm.29743	1110005L13Rik	RIKEN cDNA 1110005L13 gene	1.82	0.87	0.1	0	0.53	1.2	PP PPP
97908_at	Mm.28474	1110007A06Rik	RIKEN cDNA 1110007A06 gene	1.52	0.6	0.07	0	0.39	0.82	PP PPP
95041_at	Mm.27571	1110007C05Rik	RIKEN cDNA 1110007C05 gene	1.88	0.91	0.08	0	0.66	1.16	PP PPP
160835_i_at	Mm.3336	1110007C09Rik	RIKEN cDNA 1110007C09 gene	-2.28	-1.19	0.09	0	-1.48	-0.9	PP PPP
95760_at	Mm.29801	1110011K10Rik	RIKEN cDNA 1110011K10 gene	1.83	0.87	0.09	0	0.58	1.15	PP PPP
96184_at	Mm.200971	1110014H17Rik	RIKEN cDNA 1110014H17 gene	-1.53	-0.61	0.09	0.01	-0.9	-0.31	PP PPP
96711_at	Mm.27635	1110014N07Rik	RIKEN cDNA 1110014N07 gene	1.87	0.91	0.09	0	0.62	1.19	PP PPP
97305_at	Mm.28053	1110017C15Rik	RIKEN cDNA 1110017C15 gene	2.06	1.04	0.14	0.01	0.6	1.49	PP PPP
95409_at	Mm.24228	1110019J04Rik	RIKEN cDNA 1110019J04 gene	2.98	1.58	0.09	0	1.29	1.86	PP PPP
95592_at	Mm.279	1110019N10Rik	RIKEN cDNA 1110019N10 gene	2.25	1.17	0.1	0	0.84	1.5	PP PPP
94829_at	Mm.194225	1110020A09Rik	RIKEN cDNA 1110020A09 gene	1.63	0.71	0.06	0	0.5	0.91	PP PPP
96278_at	Mm.29865	1110020C13Rik	RIKEN cDNA 1110020C13 gene	-4.87	-2.29	0.09	0	-2.58	-1.99	PP PPP
160256_at	Mm.27901	1110020J08Rik	RIKEN cDNA 1110020J08 gene	2.37	1.25	0.17	0.01	0.7	1.79	PP PPP
97807_at	Mm.2815	1110021H02Rik	RIKEN cDNA 1110021H02 gene	1.94	0.96	0.11	0	0.62	1.3	PP PPP
104325_at	Mm.22455	1110025G12Rik	RIKEN cDNA 1110025G12 gene	-1.85	-0.89	0.16	0.01	-1.39	-0.39	PP PPP
99161_at	Mm.41665	1110025J15Rik	RIKEN cDNA 1110025J15 gene	-1.82	-0.87	0.1	0	-1.2	-0.54	PP PPP
99160_s_at	Mm.41665	1110025J15Rik	RIKEN cDNA 1110025J15 gene	-2.55	-1.35	0.14	0	-1.79	-0.91	PP PPP
104573_at	Mm.264691	1110025L05Rik	RIKEN cDNA 1110025L05 gene	2.97	1.57	0.12	0	1.18	1.96	PP PPP
160376_at	Mm.30000	1110029F20Rik	RIKEN cDNA 1110029F20 gene	-2.81	-1.49	0.13	0	-1.92	-1.07	PP PPP
95690_at	Mm.29651	1110030L07Rik	RIKEN cDNA 1110030L07 gene	2.97	1.57	0.07	0	1.34	1.79	PP PPP
96086_at	Mm.26680	1110031B06Rik	RIKEN cDNA 1110031B06 gene	1.9	0.93	0.11	0	0.58	1.28	PP PPP
104314_r_at	Mm.171374	1110032A03Rik	RIKEN cDNA 1110032A03 gene	-10.05	-3.33	0.08	0	-3.59	-3.07	PP PPP
160834_at	Mm.153684	1110032C13Rik	RIKEN cDNA 1110032C13 gene	-2.77	-1.47	0.09	0	-1.75	-1.19	PP PPP
97386_at	Mm.204893	1110032O19Rik	RIKEN cDNA 1110032O19 gene	-2.05	-1.04	0.12	0	-1.43	-0.64	PP PPP
103914_at	Mm.21439	1110033E03Rik	RIKEN cDNA 1110033E03 gene	1.75	0.81	0.1	0	0.48	1.13	PP PPP
95119_at	Mm.29382	1110038D17Rik	RIKEN cDNA 1110038D17 gene	-1.58	-0.66	0.08	0	-0.9	-0.42	PP PPP
99167_at	Mm.41687	1110039H05Rik	RIKEN cDNA 1110039H05 gene	2.96	1.56	0.11	0	1.22	1.91	PP PPP
161147_f_at	Mm.4011	1110046L09Rik	RIKEN cDNA 1110046L09 gene	2.3	1.2	0.09	0	0.93	1.48	PP PPP
92958_at	Mm.4948	1110048B16Rik	RIKEN cDNA 1110048B16 gene	1.51	0.6	0.1	0.01	0.29	0.91	PP PPP
160329_at	Mm.29131	1110049F12Rik	RIKEN cDNA 1110049F12 gene	1.69	0.75	0.1	0.01	0.43	1.08	AP APA
161444_f_at	Mm.28103	1110055N21Rik	RIKEN cDNA 1110055N21 gene	1.94	0.96	0.11	0	0.61	1.3	PP PPA
94488_at	Mm.28899	1110059P08Rik	RIKEN cDNA 1110059P08 gene	1.62	0.7	0.1	0.01	0.38	1.01	AP APA
161909_r_at	Mm.232	1110062M06Rik	RIKEN cDNA 1110062M06 gene	-2.38	-1.25	0.18	0.01	-1.82	-0.68	PP PPP
160266_r_at	Mm.28057	1110064N10Rik	RIKEN cDNA 1110064N10 gene	2.98	1.58	0.21	0	0.92	2.23	PP PPA
103521_r_at	Mm.22747	1110068J02Rik	RIKEN cDNA 1110068J02 gene	-2.85	-1.51	0.21	0.01	-2.19	-0.83	PP PPP
92817_at	Mm.12864	1190002L16Rik	RIKEN cDNA 1190002L16 gene	4.67	2.22	0.12	0	1.84	2.6	PP PPP
98594_at	Mm.258746	1190002N15Rik	RIKEN cDNA 1190002N15 gene	4.55	2.18	0.12	0	1.8	2.57	PP PPA
104332_at	Mm.182875	1190005P08Rik	RIKEN cDNA 1190005P08 gene	2.18	1.13	0.11	0	0.79	1.46	PP PPP
160322_at	Mm.29049	1190006A08Rik	RIKEN cDNA 1190006A08 gene	3.1	1.63	0.11	0	1.27	1.99	PP PPP
93548_at	Mm.20188	1190006C12Rik	RIKEN cDNA 1190006C12 gene	3.72	1.89	0.1	0	1.57	2.22	PP PPP
104076_at	Mm.21698	1190017O12Rik	RIKEN cDNA 1190017O12 gene	-2.64	-1.4	0.21	0.01	-2.08	-0.72	PP PPP
160302_at	Mm.141954	1200003C05Rik	RIKEN cDNA 1200003C05 gene	1.59	0.67	0.1	0.01	0.34	0.99	PP PPP
95595_at	Mm.27917	1200003E16Rik	RIKEN cDNA 1200003E16 gene	-1.77	-0.83	0.15	0.01	-1.32	-0.34	PP PPP
104337_f_at	Mm.2252	1200008D14Rik	RIKEN cDNA 1200008D14 gene	-2.88	-1.52	0.21	0.01	-2.2	-0.85	PP PPP
162138_s_at	Mm.38438	1200009K17Rik	RIKEN cDNA 1200009K17 gene	2.21	1.14	0.15	0	0.66	1.62	PP PPA
160195_at	Mm.24821	1200013P24Rik	RIKEN cDNA 1200013P24 gene	-1.65	-0.73	0.11	0.01	-1.08	-0.38	PP PPP
92872_at	Mm.45951	1200016B17Rik	RIKEN cDNA 1200016B17 gene	1.61	0.69	0.05	0	0.52	0.86	PP PPP
102279_at	Mm.1183	1300004C08Rik	RIKEN cDNA 1300004C08 gene	1.8	0.85	0.06	0	0.65	1.05	PP PPP
97401_at	Mm.29878	1300006C06Rik	RIKEN cDNA 1300006C06 gene	2.65	1.41	0.1	0	1.09	1.73	PP PPP
104044_at	Mm.196137	1300006N24Rik	RIKEN cDNA 1300006N24 gene	1.82	0.86	0.1	0	0.55	1.17	PP PPP
104311_at	Mm.22397	1300013G12Rik	RIKEN cDNA 1300013G12 gene	1.85	0.88	0.13	0.01	0.47	1.3	PP PPP
104164_at	Mm.27139	1300019N10Rik	RIKEN cDNA 1300019N10 gene	1.55	0.63	0.11	0.01	0.28	0.98	PP PPP
93776_at	Mm.21214	1500001L15Rik	RIKEN cDNA 1500001L15 gene	-1.79	-0.84	0.15	0.01	-1.33	-0.34	PP PPP
96732_at	Mm.28891	1500001L20Rik	RIKEN cDNA 1500001L20 gene	1.64	0.72	0.11	0.01	0.38	1.05	PP PPP
161082_r_at	Mm.38347	1500005I02Rik	RIKEN cDNA 1500005I02 gene	-3.36	-1.75	0.16	0	-2.26	-1.24	PP PPP
93358_at	Mm.65264	1500010B24Rik	RIKEN cDNA 1500010B24 gene	2.72	1.44	0.12	0	1.05	1.84	PP PPP
103885_at	Mm.246863	1500019O16Rik	RIKEN cDNA 1500019O16 gene	2.53	1.34	0.11	0	0.99	1.69	PP PPP
98938_at	Mm.246200	1500026D16Rik	RIKEN cDNA 1500026D16 gene	2.76	1.46	0.12	0	1.09	1.83	PP PPP
92241_at	Mm.34042	1500041O16Rik	RIKEN cDNA 1500041O16 gene	-1.95	-0.96	0.12	0	-1.35	-0.58	PP PPP
96900_at	Mm.30114	1620401E04Rik	RIKEN cDNA 1620401E04 gene	3.79	1.92	0.15	0	1.43	2.41	PP PPP
97380_at	Mm.25549	1700016A15Rik	RIKEN cDNA 1700016A15 gene	3.28	1.71	0.11	0	1.35	2.07	PP PPA
95551_at	Mm.27738	1700020M16Rik	RIKEN cDNA 1700020M16 gene	1.44	0.53	0.08	0.01	0.27	0.79	PP PPP
97685_at	Mm.37221	1700023D09Rik	RIKEN cDNA 1700023D09 gene	-2.16	-1.11	0.17	0.01	-1.67	-0.56	PP PPP
103847_at	Mm.20995	1700029H17Rik	RIKEN cDNA 1700029H17 gene	-2.32	-1.22	0.18	0.01	-1.77	-0.66	AP APA
93046_at	Mm.179409	1700030K07Rik	RIKEN cDNA 1700030K07 gene	1.86	0.9	0.13	0.01	0.47	1.32	AP APA
96811_at	Mm.29274	1700093E07Rik	RIKEN cDNA 1700093E07 gene	-1.72	-0.78	0.08	0	-1.04	-0.52	PP PPP
92712_at	Mm.46246	1810009J06Rik	RIKEN cDNA 1810009J06 gene	-1.76	-0.82	0.17	0.02	-1.36	-0.28	PP PPP
97885_at	Mm.28385	1810009M01Rik	RIKEN cDNA 1810009M01 gene	4.62	2.21	0.23	0	1.48	2.94	PP PPP
94473_at	Mm.28853	1810010L20Rik	RIKEN cDNA 1810010L20 gene	-1.9	-0.92	0.08	0	-1.19	-0.65	PP PPP
104052_at	Mm.21520	1810011K17Rik	RIKEN cDNA 1810011K17 gene	2.02	1.02	0.1	0	0.69	1.34	PP PPP
95137_at	Mm.29431	1810014L12Rik	RIKEN cDNA 1810014L12 gene	3.94	1.98	0.16	0	1.48	2.48	PP PPP
99604_at	Mm.258188	1810015H18Rik	RIKEN cDNA 1810015H18 gene	2.89	1.53	0.1	0	1.21	1.85	PP PPP
99154_s_at	Mm.41583	1810020D17Rik	RIKEN cDNA 1810020D17 gene	-1.81	-0.86	0.16	0.01	-1.36	-0.36	PP PPP
94508_at	Mm.28963	1810020E01Rik	RIKEN cDNA 1810020E01 gene	3.08	1.62	0.12	0	1.24	2.01	AP APP
94260_at	Mm.22428	1810024J12Rik	RIKEN cDNA 1810024J12 gene	2.23	1.16	0.1	0	0.84	1.47	PP PPP
103381_at	Mm.18634	1810024J13Rik	RIKEN cDNA 1810024J13 gene	1.8	0.85	0.1	0	0.52	1.17	PP PPP
104302_f_at	Mm.22353	1810029F08Rik	RIKEN cDNA 1810029F08 gene	-3.6	-1.85	0.19	0	-2.44	-1.25	PP PPP
160590_r_at	Mm.11827	1810030M08Rik	RIKEN cDNA 1810030M08 gene	-1.79	-0.84	0.07	0	-1.08	-0.61	PP PPP
102042_at	Mm.10200	1810037C20Rik	RIKEN cDNA 1810037C20 gene	-2.09	-1.07	0.18	0.01	-1.66	-0.48	PP PPP
95406_at	Mm.24219	1810037I17Rik	RIKEN cDNA 1810037I17 gene	1.39	0.48	0.06	0	0.29	0.67	PP PPP
94931_at	Mm.28917	1810045K17Rik	RIKEN cDNA 1810045K17 gene	1.49	0.58	0.08	0.01	0.33	0.83	PP PPP
160497_at	Mm.45155	1810059G22Rik	RIKEN cDNA 1810059G22 gene	-1.63	-0.71	0.09	0	-0.99	-0.43	PP PPP
160208_at	Mm.123038	1810061H24Rik	RIKEN cDNA 1810061H24 gene	3	1.58	0.1	0	1.26	1.91	PP PPP
104588_at	Mm.175280	1810073K19Rik	RIKEN cDNA 1810073K19 gene	-2.09	-1.07	0.24	0.02	-1.82	-0.31	PP PPP
103355_at	Mm.18422	2010001M06Rik	RIKEN cDNA 2010001M06 gene	-2.07	-1.05	0.15	0.01	-1.52	-0.58	PP PPP
102409_at	Mm.258368	2010003I05Rik	RIKEN cDNA 2010003I05 gene	3.56	1.83	0.09	0	1.53	2.13	PP PPP
101067_at	Mm.196635	2010005E08Rik	RIKEN cDNA 2010005E08 gene	1.74	0.8	0.08	0	0.55	1.05	PP PPP
100013_at	Mm.45558	2010008K16Rik	RIKEN cDNA 2010008K16 gene	1.96	0.97	0.08	0	0.71	1.22	PP PPP
95538_at	Mm.27665	2010015J01Rik	RIKEN cDNA 2010015J01 gene	1.67	0.74	0.13	0.01	0.31	1.17	PP PPA
97512_at	Mm.318	2010107E04Rik	RIKEN cDNA 2010107E04 gene	2.06	1.04	0.08	0	0.78	1.31	PP PPP
160179_at	Mm.171292	2010200I23Rik	RIKEN cDNA 2010200I23 gene	-2.02	-1.01	0.18	0.01	-1.59	-0.44	PP PPP
160955_at	Mm.209	2010309E21Rik	RIKEN cDNA 2010309E21 gene	2.77	1.47	0.2	0.01	0.82	2.12	PP PPP
99187_f_at	Mm.41890	2010315L10Rik	RIKEN cDNA 2010315L10 gene	-2.34	-1.22	0.13	0	-1.65	-0.8	PP PPP
160314_at	Mm.28897	2010317E03Rik	RIKEN cDNA 2010317E03 gene	4.2	2.07	0.19	0	1.47	2.67	AP APP
160814_at	Mm.29667	2010320B01Rik	RIKEN cDNA 2010320B01 gene	1.47	0.56	0.09	0.01	0.28	0.83	PP PPP
92622_at	Mm.11112	2210013K02Rik	RIKEN cDNA 2210013K02 gene	2	1	0.07	0	0.8	1.21	PP PPP
103601_at	Mm.268037	2210013M04Rik	RIKEN cDNA 2210013M04 gene	-2.33	-1.22	0.16	0	-1.74	-0.71	PP PPP
93187_at	Mm.5510	2210023F24Rik	RIKEN cDNA 2210023F24 gene	-2.41	-1.27	0.2	0.01	-1.91	-0.63	PP PPP
99093_at	Mm.39130	2210402A09Rik	RIKEN cDNA 2210402A09 gene	1.65	0.72	0.1	0.01	0.41	1.04	PP PPP
97484_at	Mm.73251	2210402G22Rik	RIKEN cDNA 2210402G22 gene	1.7	0.76	0.1	0	0.45	1.07	PP PPP
103867_at	Mm.197907	2210409E12Rik	RIKEN cDNA 2210409E12 gene	-1.97	-0.98	0.18	0.01	-1.56	-0.4	PP PPP
96949_at	Mm.30205	2210410K23Rik	RIKEN cDNA 2210410K23 gene	2.52	1.33	0.14	0	0.89	1.78	PP PPA
98519_r_at	Mm.35806	2300002G24Rik	RIKEN cDNA 2300002G24 gene	-1.91	-0.94	0.11	0	-1.29	-0.58	PP PPP
160217_at	Mm.26599	2310001A20Rik	RIKEN cDNA 2310001A20 gene	1.77	0.82	0.14	0.01	0.38	1.26	AP APP
103225_at	Mm.20169	2310005K03Rik	RIKEN cDNA 2310005K03 gene	-3.42	-1.77	0.14	0	-2.22	-1.33	PP PPP
160916_at	Mm.112977	2310005P05Rik	RIKEN cDNA 2310005P05 gene	-2.52	-1.33	0.13	0	-1.74	-0.92	PP PPP
160569_at	Mm.9811	2310008M10Rik	RIKEN cDNA 2310008M10 gene	3.34	1.74	0.08	0	1.5	1.98	PP PPP
95063_at	Mm.29164	2310021G01Rik	RIKEN cDNA 2310021G01 gene	4.67	2.22	0.19	0	1.63	2.82	PP PPA
99142_at	Mm.142343	2310021M12Rik	RIKEN cDNA 2310021M12 gene	1.49	0.57	0.05	0	0.4	0.74	PP PPP
96819_at	Mm.2937	2310035K24Rik	RIKEN cDNA 2310035K24 gene	-1.64	-0.72	0.1	0.01	-1.04	-0.39	PP PPP
99149_at	Mm.41535	2310035M22Rik	RIKEN cDNA 2310035M22 gene	6.01	2.59	0.1	0	2.26	2.92	PP PPA
94989_at	Mm.220979	2310035O07Rik	RIKEN cDNA 2310035O07 gene	1.74	0.8	0.09	0	0.51	1.09	PP PPP
104320_at	Mm.260578	2310036D04Rik	RIKEN cDNA 2310036D04 gene	-1.86	-0.89	0.17	0.01	-1.44	-0.34	PP PPP
94978_at	Mm.27269	2310037I24Rik	RIKEN cDNA 2310037I24 gene	1.88	0.91	0.09	0	0.63	1.18	PP PPP
96871_at	Mm.182294	2310042G06Rik	RIKEN cDNA 2310042G06 gene	2.02	1.01	0.09	0	0.71	1.31	PP PPP
161342_r_at	Mm.5612	2310046H11Rik	RIKEN cDNA 2310046H11 gene	1.75	0.81	0.1	0	0.47	1.14	PP PPA
100557_g_at	Mm.5612	2310046H11Rik	RIKEN cDNA 2310046H11 gene	2.29	1.2	0.09	0	0.89	1.5	PP PPP
104756_at	Mm.24788	2310047M15Rik	RIKEN cDNA 2310047M15 gene	2.25	1.17	0.11	0	0.82	1.52	PP PPP
97403_at	Mm.29900	2310050B20Rik	RIKEN cDNA 2310050B20 gene	2.21	1.14	0.15	0	0.68	1.61	PP PPP
160218_at	Mm.26792	2310056P07Rik	RIKEN cDNA 2310056P07 gene	2.96	1.56	0.18	0	0.99	2.14	PP PPA
160067_at	Mm.11311	2310057D15Rik	RIKEN cDNA 2310057D15 gene	1.77	0.82	0.09	0	0.52	1.12	AP APP
160461_f_at	Mm.181860	2310057H16Rik	RIKEN cDNA 2310057H16 gene	1.94	0.96	0.1	0	0.65	1.26	PP PPP
96271_at	Mm.146516	2310075C12Rik	RIKEN cDNA 2310075C12 gene	2.65	1.4	0.08	0	1.14	1.66	PP PPP
96352_at	Mm.30003	2400001E08Rik	RIKEN cDNA 2400001E08 gene	-1.56	-0.64	0.11	0.01	-0.98	-0.31	PP PPP
98069_s_at	Mm.34456	2400003N08Rik	RIKEN cDNA 2400003N08 gene	1.64	0.72	0.1	0.01	0.4	1.03	PP PPP
160239_at	Mm.27591	2400006A19Rik	RIKEN cDNA 2400006A19 gene	3.02	1.59	0.11	0	1.26	1.93	PP PPP
104758_at	Mm.24794	2410001E19Rik	RIKEN cDNA 2410001E19 gene	2.3	1.2	0.2	0.01	0.56	1.84	PP PPA
160727_at	Mm.2660	2410002F23Rik	RIKEN cDNA 2410002F23 gene	3.14	1.65	0.12	0	1.27	2.03	PP PPP
93986_at	Mm.21714	2410003A14Rik	RIKEN cDNA 2410003A14 gene	2.43	1.28	0.09	0	0.99	1.57	PP PPP
94430_at	Mm.26484	2410003H12Rik	RIKEN cDNA 2410003H12 gene	1.73	0.79	0.09	0	0.5	1.08	AP APA
99162_at	Mm.41670	2410004J23Rik	RIKEN cDNA 2410004J23 gene	2.14	1.1	0.16	0.01	0.6	1.59	AP APA
160283_at	Mm.28291	2410005K20Rik	RIKEN cDNA 2410005K20 gene	4.31	2.11	0.16	0	1.59	2.63	PP PPP
162003_at	Mm.28291	2410005K20Rik	RIKEN cDNA 2410005K20 gene	1.41	0.5	0.06	0	0.3	0.69	PP PPP
96827_at	Mm.29394	2410008J01Rik	RIKEN cDNA 2410008J01 gene	2.97	1.57	0.13	0	1.14	2	PP PPP
94843_at	Mm.22884	2410012M21Rik	RIKEN cDNA 2410012M21 gene	-1.49	-0.58	0.08	0.01	-0.83	-0.33	PP PPP
96293_at	Mm.29898	2410015N17Rik	RIKEN cDNA 2410015N17 gene	3.16	1.66	0.08	0	1.4	1.92	PP PPP
96200_at	Mm.28595	2410018C03Rik	RIKEN cDNA 2410018C03 gene	1.95	0.96	0.13	0	0.55	1.37	PP PPP
104301_at	Mm.22351	2410018G20Rik	RIKEN cDNA 2410018G20 gene	1.71	0.77	0.09	0	0.49	1.05	PP PPP
101047_at	Mm.260878	2410026K10Rik	RIKEN cDNA 2410026K10 gene	-1.94	-0.96	0.13	0.01	-1.38	-0.53	PP PPP
102098_at	Mm.179189	2410038A03Rik	RIKEN cDNA 2410038A03 gene	2.18	1.13	0.11	0	0.77	1.48	PP PPP
103553_at	Mm.23828	2410041F14Rik	RIKEN cDNA 2410041F14 gene	2.33	1.22	0.12	0	0.83	1.61	PP PPP
99490_at	Mm.41531	2410044K02Rik	RIKEN cDNA 2410044K02 gene	2.45	1.29	0.14	0	0.85	1.74	AP APP
96329_at	Mm.29965	2410104I19Rik	RIKEN cDNA 2410104I19 gene	1.7	0.76	0.08	0	0.51	1.01	PP PPP
96677_at	Mm.27424	2410195B05Rik	RIKEN cDNA 2410195B05 gene	1.41	0.49	0.07	0.01	0.27	0.72	PP PPP
93599_at	Mm.154136	2500003M10Rik	RIKEN cDNA 2500003M10 gene	2.87	1.52	0.11	0	1.18	1.86	AP APA
160810_r_at	Mm.31229	2510022D24Rik	RIKEN cDNA 2510022D24 gene	-1.89	-0.92	0.12	0	-1.29	-0.55	PP PPP
100057_at	Mm.4467	2510027N19Rik	RIKEN cDNA 2510027N19 gene	1.52	0.61	0.08	0	0.36	0.86	PP PPP
160845_at	Mm.3626	2600001J17Rik	RIKEN cDNA 2600001J17 gene	2.67	1.42	0.14	0	0.98	1.86	PP PPP
102056_f_at	Mm.10374	2610002J02Rik	RIKEN cDNA 2610002J02 gene	2.14	1.1	0.08	0	0.84	1.35	PP PPP
99151_at	Mm.41562	2610002K22Rik	RIKEN cDNA 2610002K22 gene	3.38	1.76	0.12	0	1.37	2.15	PP PPP
95723_r_at	Mm.142187	2610009E16Rik	RIKEN cDNA 2610009E16 gene	-1.49	-0.58	0.1	0.01	-0.89	-0.26	PP PPP
97252_at	Mm.27871	2610012O22Rik	RIKEN cDNA 2610012O22 gene	1.86	0.9	0.16	0.01	0.39	1.41	PP PPP
98931_at	Mm.28670	2610016K11Rik	RIKEN cDNA 2610016K11 gene	-4.6	-2.2	0.15	0	-2.69	-1.71	PP PPP
104326_at	Mm.22456	2610017G09Rik	RIKEN cDNA 2610017G09 gene	1.97	0.98	0.12	0	0.59	1.38	PA PAA
93217_at	Mm.234238	2610017J04Rik	RIKEN cDNA 2610017J04 gene	1.76	0.82	0.09	0	0.53	1.1	PP PPA
161405_r_at	Mm.5727	2610019F03Rik	RIKEN cDNA 2610019F03 gene	-2.98	-1.57	0.21	0.01	-2.26	-0.89	PP PPP
96609_at	Mm.27074	2610019N13Rik	RIKEN cDNA 2610019N13 gene	4.64	2.21	0.1	0	1.91	2.52	PP PPA
104313_at	Mm.22403	2610020G18Rik	RIKEN cDNA 2610020G18 gene	1.73	0.79	0.11	0.01	0.44	1.15	PP PPP
96266_at	Mm.157135	2610023M21Rik	RIKEN cDNA 2610023M21 gene	3.6	1.85	0.05	0	1.67	2.02	PP PPP
95692_at	Mm.29655	2610024I03Rik	RIKEN cDNA 2610024I03 gene	2.39	1.26	0.12	0	0.88	1.63	PP PPP
102199_at	Mm.9945	2610024N01Rik	RIKEN cDNA 2610024N01 gene	1.96	0.97	0.14	0.01	0.52	1.42	PP PPA
100115_at	Mm.260176	2610028H07Rik	RIKEN cDNA 2610028H07 gene	1.54	0.62	0.09	0.01	0.33	0.91	PP PPP
97315_at	Mm.174478	2610028L19Rik	RIKEN cDNA 2610028L19 gene	2.35	1.23	0.13	0	0.83	1.63	PP PPP
101053_at	Mm.7039	2610031L17Rik	RIKEN cDNA 2610031L17 gene	1.53	0.62	0.07	0	0.39	0.84	PP PPP
104229_at	Mm.46513	2610200G18Rik	RIKEN cDNA 2610200G18 gene	-2.31	-1.21	0.2	0.01	-1.83	-0.59	PP PPP
161000_i_at	Mm.254298	2610201A12Rik	RIKEN cDNA 2610201A12 gene	4.94	2.31	0.1	0	1.98	2.63	PP PPA
96096_f_at	Mm.26772	2610207I16Rik	RIKEN cDNA 2610207I16 gene	-1.72	-0.78	0.15	0.01	-1.27	-0.3	PP PPP
99574_at	Mm.260817	2610209C05Rik	RIKEN cDNA 2610209C05 gene	1.52	0.61	0.09	0.01	0.32	0.89	PP PPP
93428_at	Mm.6499	2610300B10Rik	RIKEN cDNA 2610300B10 gene	-2.12	-1.08	0.21	0.01	-1.77	-0.4	PP PPP
94008_at	Mm.176927	2610301I15Rik	RIKEN cDNA 2610301I15 gene	3.42	1.78	0.07	0	1.56	1.99	AP APA
92282_at	Mm.32200	2610304G08Rik	RIKEN cDNA 2610304G08 gene	1.68	0.75	0.13	0.01	0.33	1.16	PP PPP
94273_at	Mm.22485	2610311I19Rik	RIKEN cDNA 2610311I19 gene	1.91	0.93	0.08	0	0.68	1.19	AP APA
102385_at	Mm.257762	2610318G08Rik	RIKEN cDNA 2610318G08 gene	2.79	1.48	0.13	0	1.07	1.89	PP PPP
160206_at	Mm.253	2610510H01Rik	RIKEN cDNA 2610510H01 gene	1.83	0.87	0.16	0.01	0.37	1.38	PP PPP
93774_at	Mm.222823	2610524G07Rik	RIKEN cDNA 2610524G07 gene	-1.86	-0.9	0.15	0.01	-1.38	-0.42	PP PPP
161942_f_at	Mm.36543	2610528C06Rik	RIKEN cDNA 2610528C06 gene	-2.08	-1.05	0.19	0.01	-1.65	-0.46	PA PAA
99575_at	Mm.218286	2700004G04Rik	RIKEN cDNA 2700004G04 gene	1.63	0.7	0.07	0	0.47	0.94	PP PPP
160885_at	Mm.200894	2700010L10Rik	RIKEN cDNA 2700010L10 gene	6.44	2.69	0.1	0	2.37	3.01	PP PPP
160281_at	Mm.28285	2700023B17Rik	RIKEN cDNA 2700023B17 gene	1.81	0.86	0.1	0	0.55	1.17	PP PPP
94081_at	Mm.22162	2700027J02Rik	RIKEN cDNA 2700027J02 gene	2.17	1.12	0.14	0	0.68	1.56	PP PPP
160293_at	Mm.28437	2700038L12Rik	RIKEN cDNA 2700038L12 gene	2.71	1.44	0.14	0	1.01	1.87	PP PPP
94038_at	Mm.21932	2700060E02Rik	RIKEN cDNA 2700060E02 gene	1.91	0.93	0.09	0	0.64	1.23	PP PPP
104470_at	Mm.254015	2700066J21Rik	RIKEN cDNA 2700066J21 gene	1.87	0.91	0.13	0.01	0.5	1.31	PP PPP
98613_at	Mm.38521	2700085E05Rik	RIKEN cDNA 2700085E05 gene	1.91	0.93	0.1	0	0.62	1.25	AP APA
104060_at	Mm.103104	2700088M22Rik	RIKEN cDNA 2700088M22 gene	1.55	0.63	0.08	0	0.36	0.9	PP PPA
99156_at	Mm.41617	2700099C19Rik	RIKEN cDNA 2700099C19 gene	1.65	0.72	0.08	0	0.47	0.98	PP PPP
96946_at	Mm.30198	2810025O06Rik	RIKEN cDNA 2810025O06 gene	1.72	0.79	0.11	0.01	0.44	1.14	PP PPP
103525_at	Mm.64579	2810036L13Rik	RIKEN cDNA 2810036L13 gene	2.03	1.02	0.13	0	0.62	1.43	PP PPP
104118_at	Mm.260782	2810037C14Rik	RIKEN cDNA 2810037C14 gene	2.05	1.03	0.09	0	0.74	1.33	AP APA
104423_at	Mm.189102	2810047L02Rik	RIKEN cDNA 2810047L02 gene	3.06	1.61	0.15	0	1.15	2.08	PP PPA
95153_at	Mm.29476	2810404F18Rik	RIKEN cDNA 2810404F18 gene	-1.98	-0.99	0.13	0	-1.4	-0.57	PP PPP
95451_at	Mm.24641	2810405J04Rik	RIKEN cDNA 2810405J04 gene	2.25	1.17	0.12	0	0.79	1.55	PA PAA
160166_r_at	Mm.22661	2810409H07Rik	RIKEN cDNA 2810409H07 gene	-2.7	-1.44	0.14	0	-1.89	-0.98	PP PPP
98886_at	Mm.28536	2810410M20Rik	RIKEN cDNA 2810410M20 gene	1.83	0.87	0.06	0	0.67	1.08	PP PPP
96751_at	Mm.28972	2810410P22Rik	RIKEN cDNA 2810410P22 gene	1.66	0.73	0.09	0	0.43	1.02	PP PPP
100116_at	Mm.269025	2810417H13Rik	RIKEN cDNA 2810417H13 gene	11.85	3.57	0.32	0	2.53	4.6	PP PPA
