Probe ID	Fold change	p-value	GeneSymbol	GenbankAccession	Description
A_51_P341647	-2.65	6.90E-05	Fancc	NM_007985	Fanconi anemia, complementation group C (Fancc), transcript variant 1, mRNA [NM_007985]
A_51_P378545	-2.65	3.78E-04	Rbpms2	NM_028030	RNA binding protein with multiple splicing 2 (Rbpms2), mRNA [NM_028030]
A_51_P279062	-2.66	9.37E-04	Treml1	NM_027763	triggering receptor expressed on myeloid cells-like 1 (Treml1), mRNA [NM_027763]
A_51_P236234	-2.66	7.13E-04	Sell	NM_011346	selectin, lymphocyte (Sell), mRNA [NM_011346]
A_52_P51671	-2.66	5.82E-03	Abca5	NM_147219	ATP-binding cassette, sub-family A (ABC1), member 5 (Abca5), mRNA [NM_147219]
A_52_P139413	-2.66	8.24E-06	BC033932	XM_486124	PREDICTED:  cDNA sequence BC033932 (BC033932), mRNA [XM_486124]
A_51_P439996	-2.66	2.24E-04	Gp5	NM_008148	glycoprotein 5 (platelet) (Gp5), mRNA [NM_008148]
A_52_P158122	-2.66	6.96E-03	Rabgap1l	NM_013862	RAB GTPase activating protein 1-like (Rabgap1l), transcript variant 1, mRNA [NM_013862]
A_51_P328944	-2.66	4.39E-03	AK033083	AK033083	15 days embryo male testis cDNA, RIKEN full-length enriched library, clone:8030403A17 product:ring finger protein 39, full insert sequence. [AK033083]
A_52_P627357	-2.66	1.74E-03	Elk3	NM_205536	ELK3, member of ETS oncogene family (Elk3), transcript variant 2, mRNA [NM_205536]
A_52_P318532	-2.66	1.45E-06	Tbx2	NM_009324	T-box 2 (Tbx2), mRNA [NM_009324]
A_52_P285615	-2.66	1.99E-03	Lrrc36	NM_001033371	leucine rich repeat containing 36 (Lrrc36), mRNA [NM_001033371]
A_52_P604345	-2.66	4.26E-04	BC019134	BC019134	, clone IMAGE:5037334, mRNA, partial cds [BC019134]
A_52_P474961	-2.66	2.40E-04	Fsip1	NM_027759	fibrous sheath-interacting protein 1 (Fsip1), mRNA [NM_027759]
A_52_P351574	-2.66	4.96E-06	Plcb1	NM_019677	phospholipase C, beta 1 (Plcb1), mRNA [NM_019677]
A_51_P147822	-2.66	8.59E-04	Pon2	AK018124	adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330405I24 product:unclassifiable, full insert sequence. [AK018124]
A_52_P97648	-2.67	2.86E-03		NM_008916	putative phosphatase (Pps), mRNA [NM_008916]
A_52_P59908	-2.67	3.21E-04	E030031F02Rik	AK087170	0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030031F02 product:unclassifiable, full insert sequence. [AK087170]
A_52_P552665	-2.67	2.83E-04	Fzd7	NM_008057	frizzled homolog 7 (Drosophila) (Fzd7), mRNA [NM_008057]
A_52_P408145	-2.67	2.34E-04	Arhgef6	AK028642	10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732422I02 product:Rac/Cdc42 guanine exchange factor (GEF) 6, full insert sequence. [AK028642]
A_51_P506763	-2.67	1.89E-02	E030024N20Rik	AK142495	13 days embryo stomach cDNA, RIKEN full-length enriched library, clone:D530042I24 product:hypothetical protein, full insert sequence. [AK142495]
A_52_P912686	-2.67	8.03E-04	Zmynd12	NM_001014900	zinc finger, MYND domain containing 12 (Zmynd12), mRNA [NM_001014900]
A_52_P286166	-2.67	1.30E-04	Penk1	NM_001002927	preproenkephalin 1 (Penk1), mRNA [NM_001002927]
A_51_P134014	-2.67	5.52E-04	Nfia	NM_010905	nuclear factor I/A (Nfia), mRNA [NM_010905]
A_52_P264669	-2.67	9.03E-04	Pdlim2	NM_145978	PDZ and LIM domain 2 (Pdlim2), mRNA [NM_145978]
A_52_P445799	-2.67	2.37E-03	Kcnj3	BC068167	potassium inwardly-rectifying channel, subfamily J, member 3, mRNA (cDNA clone MGC:92970 IMAGE:30543982), complete cds [BC068167]
A_51_P364694	-2.67	5.03E-05	AK138790	AK138790	0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430071M17 product:unclassifiable, full insert sequence [AK138790]
A_51_P496023	-2.67	5.61E-03	Prdx6	NM_007453	peroxiredoxin 6 (Prdx6), mRNA [NM_007453]
A_52_P666930	-2.67	6.30E-06	Thra	NM_178060	thyroid hormone receptor alpha (Thra), mRNA [NM_178060]
A_51_P468231	-2.67	8.73E-05	Ptprd	NM_011211	protein tyrosine phosphatase, receptor type, D (Ptprd), transcript variant b, mRNA [NM_011211]
A_52_P536938	-2.68	1.85E-06	Kif21a	BC062896	kinesin family member 21A, mRNA (cDNA clone MGC:63452 IMAGE:6409819), complete cds. [BC062896]
A_52_P517762	-2.68	4.35E-03	Slc44a4	NM_023557	solute carrier family 44, member 4 (Slc44a4), mRNA [NM_023557]
A_52_P87839	-2.68	2.64E-04	Sema3c	NM_013657	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C (Sema3c), mRNA [NM_013657]
A_51_P331028	-2.68	1.15E-05	Rassf8	AK142231	13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330016F17 product:unclassifiable, full insert sequence [AK142231]
A_51_P266928	-2.68	1.04E-03	Tmem71	NM_172514	transmembrane protein 71 (Tmem71), mRNA [NM_172514]
A_52_P212429	-2.68	4.15E-06	Mr1	NM_008209	major histocompatibility complex, class I-related (Mr1), mRNA [NM_008209]
A_52_P2745	-2.68	3.15E-05	2010001K21Rik	AK008011	adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010001K21 product:hypothetical protein, full insert sequence. [AK008011]
A_51_P319022	-2.68	2.07E-03	Cxcr3	NM_009910	chemokine (C-X-C motif) receptor 3 (Cxcr3), mRNA [NM_009910]
A_52_P922974	-2.68	3.35E-04	AK030641	AK030641	adult male pituitary gland cDNA, RIKEN full-length enriched library, clone:5330440N21 product:unclassifiable, full insert sequence. [AK030641]
A_52_P440034	-2.68	4.66E-04	Dydc2	AK016963	adult male testis cDNA, RIKEN full-length enriched library, clone:4933428D01 product:hypothetical Cytochrome c family heme-binding site containing protein, full insert sequence. [AK016963]
A_51_P191100	-2.68	1.92E-04	Rtdr1	AK017008	adult male testis cDNA, RIKEN full-length enriched library, clone:4933431K05 product:hypothetical ARM repeat structure containing protein, full insert sequence. [AK017008]
A_51_P136803	-2.68	5.82E-04	Kif9	NM_010628	kinesin family member 9 (Kif9), mRNA [NM_010628]
A_52_P466542	-2.68	7.28E-03	Zfp809	NM_172763	zinc finger protein 809 (Zfp809), mRNA [NM_172763]
A_51_P229911	-2.68	7.68E-05	Adcy4	NM_080435	adenylate cyclase 4 (Adcy4), mRNA [NM_080435]
A_51_P301416	-2.68	2.92E-03	AK085633	AK085633	0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630049H02 product:unclassifiable, full insert sequence. [AK085633]
A_52_P323331	-2.68	4.27E-06	Tcp11l2	NM_146008	t-complex 11 (mouse) like 2 (Tcp11l2), mRNA [NM_146008]
A_51_P269417	-2.69	8.25E-04	AK081840	AK081840	16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130081E07 product:unclassifiable, full insert sequence. [AK081840]
A_51_P268193	-2.69	2.03E-05	Slc7a10	NM_017394	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10 (Slc7a10), mRNA [NM_017394]
A_51_P136521	-2.69	3.10E-05	Lypd2	NM_026671	Ly6/Plaur domain containing 2 (Lypd2), mRNA [NM_026671]
A_51_P284646	-2.69	4.84E-03	Abca5	NM_147219	ATP-binding cassette, sub-family A (ABC1), member 5 (Abca5), mRNA [NM_147219]
A_51_P273576	-2.69	2.40E-03	ENSMUST00000099282		RIKEN cDNA 4930529M08 gene [Source:MarkerSymbol;Acc:MGI:1926024] [ENSMUST00000099282]
A_51_P163906	-2.69	5.26E-04	Tln2	NM_001081242	talin 2 (Tln2), mRNA [NM_001081242]
A_51_P484599	-2.69	2.76E-04	1700020C07Rik	AK006145	adult male testis cDNA, RIKEN full-length enriched library, clone:1700020C07 product:hypothetical protein, full insert sequence. [AK006145]
A_51_P520310	-2.69	2.27E-04	Alox12	NM_007440	arachidonate 12-lipoxygenase (Alox12), mRNA [NM_007440]
A_51_P213260	-2.69	1.41E-03	Gata5	NM_008093	GATA binding protein 5 (Gata5), mRNA [NM_008093]
A_51_P350817	-2.7	3.34E-05	Cnn1	NM_009922	calponin 1 (Cnn1), mRNA [NM_009922]
A_52_P536950	-2.7	2.39E-04	Rcsd1	AK030934	adult male thymus cDNA, RIKEN full-length enriched library, clone:5830463J03 product:unclassifiable, full insert sequence [AK030934]
A_51_P479321	-2.7	5.20E-06	Acss1	NM_080575	acyl-CoA synthetase short-chain family member 1 (Acss1), mRNA [NM_080575]
A_51_P276479	-2.7	1.16E-03	4930486L24Rik	NM_178098	RIKEN cDNA 4930486L24 gene (4930486L24Rik), mRNA [NM_178098]
A_52_P199614	-2.7	1.34E-04	Wdfy4	AK155186	NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630207D03 product:similar to ALFY (Fragment) [Homo sapiens], full insert sequence [AK155186]
A_52_P249424	-2.7	7.29E-05	Vegfa	NM_009505	vascular endothelial growth factor A (Vegfa), transcript variant 2, mRNA [NM_009505]
A_51_P492707	-2.7	7.59E-05	Ptpro	NM_011216	protein tyrosine phosphatase, receptor type, O (Ptpro), mRNA [NM_011216]
A_51_P112932	-2.7	4.45E-04	Entpd2	NM_009849	ectonucleoside triphosphate diphosphohydrolase 2 (Entpd2), mRNA [NM_009849]
A_52_P257532	-2.7	1.25E-02	Pard3b	AK007379	10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810008K04 product:hypothetical Cysteine-rich region profile containing protein, full insert sequence [AK007379]
A_51_P288916	-2.7	2.15E-03	Tmtc2	NM_177368	transmembrane and tetratricopeptide repeat containing 2 (Tmtc2), mRNA [NM_177368]
A_52_P376804	-2.7	5.42E-04	Stch	NM_030201	stress 70 protein chaperone, microsome-associated, human homolog (Stch), mRNA [NM_030201]
A_51_P210591	-2.7	1.09E-03	Fcer2a	NM_013517	Fc receptor, IgE, low affinity II, alpha polypeptide (Fcer2a), mRNA [NM_013517]
A_52_P1197192	-2.71	2.41E-03	A_52_P1197192
A_52_P179068	-2.71	1.17E-05	Gucy1b3	NM_017469	guanylate cyclase 1, soluble, beta 3 (Gucy1b3), mRNA [NM_017469]
A_51_P338746	-2.71	1.48E-03	Prdm1	NM_007548	PR domain containing 1, with ZNF domain (Prdm1), mRNA [NM_007548]
A_51_P282523	-2.71	5.25E-03	Gpr124	NM_054044	G protein-coupled receptor 124 (Gpr124), mRNA [NM_054044]
A_51_P122157	-2.71	6.39E-06	1700129I04Rik	NM_177894	RIKEN cDNA 1700129I04 gene (1700129I04Rik), mRNA [NM_177894]
A_52_P1059771	-2.71	1.41E-03	AK035413	AK035413	adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530035J10 product:unclassifiable, full insert sequence. [AK035413]
A_52_P577180	-2.71	8.19E-05	Jak1	AK029232	0 day neonate head cDNA, RIKEN full-length enriched library, clone:4831433J01 product:Janus kinase 1, full insert sequence. [AK029232]
A_51_P120239	-2.71	1.33E-05	Ptrf	NM_008986	polymerase I and transcript release factor (Ptrf), mRNA [NM_008986]
A_51_P246345	-2.71	1.87E-05	Myl7	NM_022879	myosin, light polypeptide 7, regulatory (Myl7), mRNA [NM_022879]
A_52_P920129	-2.71	8.97E-04	Gnai1	NM_010305	guanine nucleotide binding protein, alpha inhibiting 1 (Gnai1), mRNA [NM_010305]
A_51_P358714	-2.71	2.81E-04	AK031433	AK031433	13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030431D13 product:unclassifiable, full insert sequence. [AK031433]
A_52_P285041	-2.71	8.46E-05	Gja7	NM_008122	gap junction membrane channel protein alpha 7 (Gja7), mRNA [NM_008122]
A_51_P511787	-2.71	1.55E-06	Casp4	NM_007609	caspase 4, apoptosis-related cysteine peptidase (Casp4), mRNA [NM_007609]
A_52_P69160	-2.71	2.94E-05	Swap70	NM_009302	SWA-70 protein (Swap70), mRNA [NM_009302]
A_51_P132551	-2.71	1.99E-04	Trip10	NM_134125	thyroid hormone receptor interactor 10 (Trip10), mRNA [NM_134125]
A_51_P501844	-2.71	4.68E-04	Cyp26b1	NM_175475	cytochrome P450, family 26, subfamily b, polypeptide 1 (Cyp26b1), mRNA [NM_175475]
A_52_P1147453	-2.71	9.90E-03	Fmo5	AK137645	adult female vagina cDNA, RIKEN full-length enriched library, clone:9930010G21 product:flavin containing monooxygenase 5, full insert sequence [AK137645]
A_52_P309389	-2.72	3.06E-04	Cfh	NM_009888	complement component factor h (Cfh), mRNA [NM_009888]
A_52_P49391	-2.72	4.73E-04	Cyp2d22	AK090296	21 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:G630039L19 product:cytochrome P450, 2d22, full insert sequence [AK090296]
A_52_P44205	-2.72	1.14E-04	Magi1	NM_010367	membrane associated guanylate kinase, WW and PDZ domain containing 1 (Magi1), transcript variant 1, mRNA [NM_010367]
A_52_P493965	-2.72	3.92E-04	Gucy1a3	AK031305	13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030404P15 product:guanylate cyclase 1, soluble, alpha 3, full insert sequence. [AK031305]
A_51_P157083	-2.72	5.45E-04	Gas1	NM_008086	growth arrest specific 1 (Gas1), mRNA [NM_008086]
A_51_P393332	-2.72	2.03E-03	Dock4	AK018161	adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330411N01 product:RIKEN cDNA 6330411N01 gene, full insert sequence. [AK018161]
A_52_P690871	-2.72	4.63E-03	AK047616	AK047616	adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C030002C18 product:unclassifiable, full insert sequence. [AK047616]
A_51_P419246	-2.72	1.71E-04	5830416P10Rik	AK158034	adult inner ear cDNA, RIKEN full-length enriched library, clone:F930018I05 product:unclassifiable, full insert sequence [AK158034]
A_52_P587928	-2.72	2.32E-03	Zeb2	AK031541	13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030449F06 product:zinc finger homeobox 1b, full insert sequence. [AK031541]
A_51_P354307	-2.72	1.04E-04	Clic6	NM_172469	chloride intracellular channel 6 (Clic6), mRNA [NM_172469]
A_51_P231549	-2.72	1.08E-03	Mill2	NM_153760	MHC I like leukocyte 2 (Mill2), transcript variant 2, mRNA [NM_153760]
A_51_P512085	-2.72	9.60E-05	Colec12	NM_130449	collectin sub-family member 12 (Colec12), mRNA [NM_130449]
A_52_P544090	-2.72	6.61E-04	AF218659	AF218659	clone nMeV21 immunoglobulin heavy chain variable region mRNA, partial cds. [AF218659]
A_52_P499948	-2.72	1.31E-04	1700023L04Rik	XM_485737	PREDICTED:  RIKEN cDNA 1700023L04 gene (1700023L04Rik), mRNA [XM_485737]
A_51_P487791	-2.72	1.15E-05	Adrb2	NM_007420	adrenergic receptor, beta 2 (Adrb2), mRNA [NM_007420]
A_51_P397200	-2.72	5.10E-04	5033411D12Rik	NM_138654	cDNA sequence AF397014 (AF397014), mRNA [NM_138654]
A_52_P663686	-2.72	2.69E-03	LOC667370	NM_001005858	similar to interferon-induced protein with tetratricopeptide repeats 3 (LOC667370), mRNA [NM_001005858]
A_52_P278853	-2.72	5.17E-05	Trim34	NM_030684	tripartite motif protein 34 (Trim34), mRNA [NM_030684]
A_51_P249215	-2.72	2.90E-04	Ptger2	NM_008964	prostaglandin E receptor 2 (subtype EP2) (Ptger2), mRNA [NM_008964]
A_51_P112817	-2.72	2.99E-03	Cyp27a1	NM_024264	cytochrome P450, family 27, subfamily a, polypeptide 1 (Cyp27a1), mRNA [NM_024264]
A_51_P369998	-2.72	8.51E-04	Sntg2	NM_172951	syntrophin, gamma 2 (Sntg2), mRNA [NM_172951]
A_52_P527438	-2.72	1.25E-03	9130014G24Rik	AK134038	adult male thymus cDNA, RIKEN full-length enriched library, clone:5830417K09 product:similar to DJ408K24.1 (Similar to F-box protein FBX29) (Fragment) [Homo sapiens], full insert sequence [AK134038]
A_51_P254646	-2.73	1.13E-04	Jundm2	NM_030887	Jun dimerization protein 2 (Jundm2), mRNA [NM_030887]
A_52_P319361	-2.73	2.35E-03	Rab30	NM_029494	RAB30, member RAS oncogene family (Rab30), mRNA [NM_029494]
A_51_P406346	-2.73	2.91E-03	Magi1	NM_010367	membrane associated guanylate kinase, WW and PDZ domain containing 1 (Magi1), transcript variant 1, mRNA [NM_010367]
A_51_P295085	-2.73	4.39E-05	Ogn	NM_008760	osteoglycin (Ogn), mRNA [NM_008760]
A_52_P114905	-2.73	5.08E-04	6330512M04Rik	BC049666	RIKEN cDNA 6330512M04 gene, mRNA (cDNA clone MGC:58491 IMAGE:6534368), complete cds. [BC049666]
A_52_P44449	-2.73	1.46E-03	Ttc18	AK029536	adult male testis cDNA, RIKEN full-length enriched library, clone:4921518C22 product:hypothetical TPR repeat containing protein, full insert sequence [AK029536]
A_52_P664842	-2.73	6.74E-04	Igk-V19-14	U59155	anti-DNA light chain (Vk19) mRNA, partial cds. [U59155]
A_52_P358044	-2.73	4.48E-03	Gm969	BC057135	gene model 969, (NCBI), mRNA (cDNA clone IMAGE:6312340), containing frame-shift errors [BC057135]
A_51_P466270	-2.73	1.87E-05	Heph	NM_010417	hephaestin (Heph), transcript variant 1, mRNA [NM_010417]
A_51_P496031	-2.73	8.01E-06	Ar	NM_013476	androgen receptor (Ar), mRNA [NM_013476]
A_51_P203758	-2.73	2.68E-02	AK080833	AK080833	adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230341L21 product:unclassifiable, full insert sequence. [AK080833]
A_52_P497188	-2.73	5.19E-05	BB551773	BB551773	BB551773 RIKEN full-length enriched, 2 days pregnant adult female oviduct  cDNA clone E230030F22 3. [BB551773]
A_52_P14453	-2.73	9.83E-04	Atxn1	NM_009124	ataxin 1 (Atxn1), mRNA [NM_009124]
A_51_P389135	-2.73	8.22E-03	2010015L04Rik	AK040922	adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530045M11 product:weakly similar to KIAA1751 PROTEIN (FRAGMENT) [Homo sapiens], full insert sequence. [AK040922]
A_52_P876147	-2.73	7.90E-03	E030010N08Rik	XM_355224	PREDICTED:  RIKEN cDNA E030010N08 gene (E030010N08Rik), mRNA [XM_355224]
A_51_P396570	-2.73	4.28E-05	Plod2	NM_011961	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 (Plod2), mRNA [NM_011961]
A_51_P465128	-2.74	1.30E-03	4631426J05Rik	NM_029935	RIKEN cDNA 4631426J05 gene (4631426J05Rik), mRNA [NM_029935]
A_52_P228899	-2.74	2.49E-04	Scn3b	NM_153522	sodium channel, voltage-gated, type III, beta (Scn3b), transcript variant 1, mRNA [NM_153522]
A_51_P235984	-2.74	2.97E-04	Il10ra	NM_008348	interleukin 10 receptor, alpha (Il10ra), mRNA [NM_008348]
A_51_P264835	-2.74	1.90E-02	Epn2	NM_010148	epsin 2 (Epn2), mRNA [NM_010148]
A_52_P648824	-2.74	1.69E-04	X12388	X12388	Mouse hybridoma 10B10S mRNA for IgM(b) heavy chain variable region V(H)-J(H)2. [X12388]
A_51_P227962	-2.74	5.99E-05	Dynlrb2	NM_029297	dynein light chain roadblock-type 2 (Dynlrb2), mRNA [NM_029297]
A_51_P202440	-2.74	1.22E-03	Rarb	NM_011243	retinoic acid receptor, beta (Rarb), mRNA [NM_011243]
A_51_P377452	-2.74	1.79E-04	Ncf4	NM_008677	neutrophil cytosolic factor 4 (Ncf4), mRNA [NM_008677]
A_52_P211956	-2.74	8.78E-04	Ms4a4d	NM_025658	membrane-spanning 4-domains, subfamily A, member 4D (Ms4a4d), mRNA [NM_025658]
A_52_P296632	-2.74	1.79E-04	LOC671973	XR_003643	PREDICTED:  hypothetical protein LOC671973 (LOC671973), mRNA [XR_003643]
A_52_P274437	-2.74	2.43E-03	9430047L24Rik	AK051772	12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130077A04 product:unclassifiable, full insert sequence. [AK051772]
A_51_P345775	-2.74	1.59E-03	Slc2a12	NM_178934	solute carrier family 2 (facilitated glucose transporter), member 12 (Slc2a12), mRNA [NM_178934]
A_52_P675530	-2.74	1.19E-05	Fat4	NM_183221	FAT tumor suppressor homolog 4 (Drosophila) (Fat4), mRNA [NM_183221]
A_52_P492856	-2.74	7.22E-06	Spnb2	NM_175836	spectrin beta 2 (Spnb2), transcript variant 1, mRNA [NM_175836]
A_52_P602091	-2.74	4.55E-04	Csf1r	NM_001037859	colony stimulating factor 1 receptor (Csf1r), mRNA [NM_001037859]
A_52_P360740	-2.74	1.41E-04	Lrrc43	NM_001033461	leucine rich repeat containing 43 (Lrrc43), mRNA [NM_001033461]
A_51_P398435	-2.74	5.87E-04	Lrrk1	NM_146191	leucine-rich repeat kinase 1 (Lrrk1), mRNA [NM_146191]
A_51_P144264	-2.74	1.13E-02	Klf2	NM_008452	Kruppel-like factor 2 (lung) (Klf2), mRNA [NM_008452]
A_52_P444946	-2.74	4.97E-04	Rprml	NM_001033212	reprimo-like (Rprml), mRNA [NM_001033212]
A_51_P107591	-2.75	4.80E-05	Klrb1b	NM_008526	killer cell lectin-like receptor subfamily B member 1B (Klrb1b), mRNA [NM_008526]
A_52_P547273	-2.75	6.48E-05	Dock4	AK018161	adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330411N01 product:RIKEN cDNA 6330411N01 gene, full insert sequence. [AK018161]
A_52_P598495	-2.75	6.67E-04	Serpina1e	NM_009247	serine (or cysteine) peptidase inhibitor, clade A, member 1e (Serpina1e), mRNA [NM_009247]
A_51_P107302	-2.75	1.89E-07	Cav1	NM_007616	caveolin, caveolae protein 1 (Cav1), mRNA [NM_007616]
A_52_P382325	-2.75	5.24E-04	Ahnak	NM_001039959	AHNAK nucleoprotein (desmoyokin) (Ahnak), transcript variant 3, mRNA [NM_001039959]
A_52_P499640	-2.75	3.90E-03	A530032D15Rik	NM_213615	RIKEN cDNA A530032D15Rik gene (A530032D15Rik), mRNA [NM_213615]
A_51_P356883	-2.75	1.62E-03	Npr3	NM_008728	natriuretic peptide receptor 3 (Npr3), transcript variant 1, mRNA [NM_008728]
A_52_P183598	-2.75	1.71E-04	Cfh	NM_009888	complement component factor h (Cfh), mRNA [NM_009888]
A_52_P596357	-2.75	1.69E-03	AK054546	AK054546	2 days pregnant adult female ovary cDNA, RIKEN full-length enriched library, clone:E330039N10 product:unclassifiable, full insert sequence. [AK054546]
A_51_P474103	-2.75	1.40E-03	9430020K01Rik	NM_001081963	RIKEN cDNA 9430020K01 gene (9430020K01Rik), mRNA [NM_001081963]
A_51_P278994	-2.75	2.98E-04	Swap70	NM_009302	SWA-70 protein (Swap70), mRNA [NM_009302]
A_51_P124126	-2.75	7.52E-03	Cyp2d22	NM_019823	cytochrome P450, family 2, subfamily d, polypeptide 22 (Cyp2d22), mRNA [NM_019823]
A_51_P219594	-2.76	1.22E-03	1700123K08Rik	NM_029693	RIKEN cDNA 1700123K08 gene (1700123K08Rik), mRNA [NM_029693]
A_52_P481279	-2.76	2.69E-06	Gm1060	NM_001033460	gene model 1060, (NCBI) (Gm1060), mRNA [NM_001033460]
A_51_P297068	-2.76	2.52E-05	Tmod1	S76831	Tmod=tropomodulin [mice, myogenic C2 cells, mRNA, 1572 nt]. [S76831]
A_51_P305508	-2.76	1.09E-04	Rerg	NM_181988	RAS-like, estrogen-regulated, growth-inhibitor (Rerg), mRNA [NM_181988]
A_51_P216179	-2.76	4.85E-04	Erbb2	NM_001003817	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian) (Erbb2), mRNA [NM_001003817]
A_52_P949440	-2.76	3.88E-05	Tgfb1i1	NM_009365	transforming growth factor beta 1 induced transcript 1 (Tgfb1i1), mRNA [NM_009365]
A_52_P212334	-2.76	8.37E-03	Dep1	AK034614	12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430014N24 product:diabetic embryopathy 1, full insert sequence. [AK034614]
A_51_P447595	-2.76	9.68E-04	Scube1	NM_022723	signal peptide, CUB domain, EGF-like 1 (Scube1), mRNA [NM_022723]
A_52_P472515	-2.76	8.35E-04	Nisch	AK088377	2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:E430014E16 product:unclassifiable, full insert sequence. [AK088377]
A_51_P157033	-2.76	2.70E-05	C130074G19Rik	NM_178692	RIKEN cDNA C130074G19 gene (C130074G19Rik), mRNA [NM_178692]
A_51_P381373	-2.76	1.27E-05	Wwp1	AK033138	15 days embryo male testis cDNA, RIKEN full-length enriched library, clone:8030445B08 product:WWP1 (FRAGMENT) homolog [Homo sapiens], full insert sequence. [AK033138]
A_52_P135822	-2.77	3.56E-05	ENSMUST00000092884		myosin XVIIIa [Source:MarkerSymbol;Acc:MGI:2667185] [ENSMUST00000092884]
