Probe set	Gene Symbol	Gene Title	SCTUB1	SCUTUB2	SCTUB3	SGLOM1	SGLOM2	SGLOM3	MES1	MES2	MES3	RPTEC1	RPTEC2	RPTEC3
218671_s_at	ATPIF1	ATPase inhibitory factor 1	2476.7	3457.8	2239.4	3016.6	2839.1	2601.6	1250.7	1332.6	802.7	2575.7	2593.1	3023.7
218684_at	LRRC8D	leucine rich repeat containing 8 family, member D	1099.4	847.4	1101.2	956.8	849.4	1014.1	1612.3	1889.3	1898.7	1003.1	1024.2	1140.5
218689_at	FANCF	Fanconi anemia, complementation group F	336.7	263.3	169.4	363	340.9	288.5	102.7	114.2	161.3	464.5	497.9	365.5
218691_s_at	PDLIM4	PDZ and LIM domain 4	738.6	468.3	338.6	408.5	394.9	236	125.6	246.4	141.6	79.8	45.6	73.6
218699_at	RAB7L1	RAB7, member RAS oncogene family-like 1	683.4	1284.3	1249.9	1177.7	1077.9	1542.8	404.2	549.9	491.7	1497.3	1562.1	1546.1
218717_s_at	LEPREL1	leprecan-like 1	3638.5	2413.4	1600.8	2914	2999.9	2973.6	1146	1331.2	1309.2	5232.7	5006.6	4817.7
218722_s_at	CCDC51	coiled-coil domain containing 51	983	1023.4	945.5	1064.3	1120.7	996.4	453.5	493.7	502.3	937.2	937	806.2
218725_at	SLC25A22	solute carrier family 25 (mitochondrial carrier: glutamate), member 22	546.8	392.9	489.8	235.5	274.7	217.2	284	322.2	237	222.4	226.9	180.9
218768_at	NUP107	nucleoporin 107kDa	541.2	597.8	662.3	700.3	726.3	720.6	854.3	854.5	701.9	446.6	440.5	418
218795_at	ACP6	acid phosphatase 6, lysophosphatidic	802.7	664.9	554.2	606.2	684.6	662.3	372.1	274.1	304.4	569.6	527.2	590
218797_s_at	SIRT7	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)	409.2	457.5	353	605.6	370.8	510.3	188.9	187.2	184.5	380.3	372	339.6
218815_s_at	TMEM51	transmembrane protein 51	579.4	1000	1047.6	731.7	605	563.7	17.5	81.3	60.4	322.2	377.8	332.1
218826_at	SLC35F2	solute carrier family 35, member F2	615.1	338.9	425.7	499.9	638	472.3	138.8	93	138.8	555.5	548	651.8
218834_s_at	TMEM132A	transmembrane protein 132A	1529.7	1068.3	1101.1	1262.9	1042.6	836.3	144.2	48	52.9	427.5	444.6	363.5
218838_s_at	TTC31	tetratricopeptide repeat domain 31	262.6	243	319.5	302.1	331	351.7	589.2	482.1	399.7	200.8	200.9	215
218854_at	DSE	dermatan sulfate epimerase	1693.3	1671.2	1325.1	1821.2	1776.6	1673.6	2298	3487.9	2862.7	1558.2	1435.6	1369
218856_at	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	1989.9	1463.2	1981.2	1995.1	1802.5	2283	339.5	272.9	343.1	4691	5554.7	5117.6
218858_at	DEPDC6	DEP domain containing 6	22.4	66.6	146.5	82	176	100	1337.9	1357.3	1467.2	232.4	204.8	229.6
218869_at	MLYCD	malonyl-CoA decarboxylase	374.4	458.3	449.6	348.6	356.5	510.3	105.3	72.8	85.9	409.6	423.9	450.3
218883_s_at	MLF1IP	MLF1 interacting protein	354.4	186.1	367.5	366.8	349.6	401.8	752.7	662.6	727.9	177.7	174.4	241.2
218890_x_at	MRPL35	mitochondrial ribosomal protein L35	509.8	681.4	649.8	537.7	552.7	607.5	534	538.6	461.4	953.1	1007.1	1085.8
218932_at	ZNHIT6	zinc finger, HIT type 6	1022.2	1379.6	1234.8	1081.4	1573.3	1353.3	622.6	638.7	656.5	716.6	622.3	766.3
218975_at	COL5A3	collagen, type V, alpha 3	42.1	13.8	53.1	31.4	17.8	22.5	291	361.3	401.6	8.4	11.5	9.4
218976_at	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12	159.8	153.8	133	165	100.4	80.1	297.2	219.8	251.7	1011.8	1025.4	1072.5
218980_at	FHOD3	formin homology 2 domain containing 3	1059.6	768.8	830.5	875.5	883.4	818.4	267.7	201.2	242.5	999.1	972.6	941.6
218985_at	SLC2A8	solute carrier family 2 (facilitated glucose transporter), member 8	239.3	222	133	152.4	181.8	113	26.7	34.3	26.7	75.9	68	77.4
219002_at	FASTKD1	FAST kinase domains 1	527.5	560.3	540.7	893.5	898.3	983.3	532.4	487	530.5	1177.1	1082.5	962.5
219013_at	GALNT11	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	716.7	927.3	1200.6	1037.7	1052.4	984.6	662.4	712.1	959.3	4608.9	4848.7	4654.6
219020_at	HS1BP3	HCLS1 binding protein 3	560.8	591	605	677.1	607.7	480.8	313.5	304.9	291.7	569.6	585.7	609.8
219025_at	CD248	CD248 molecule, endosialin	68.2	75.5	48	109	49.1	114.3	7030.7	7431.3	7432.4	141.2	99.1	108.1
219027_s_at	MYO9A	myosin IXA	164.3	196.6	315.3	292.6	267.4	268.4	158.4	225.1	161.2	825.1	868.1	841.4
219032_x_at	OPN3	opsin 3	1124	747.4	838.5	1216.1	1234.3	1069.6	367.1	330.9	411.2	1802.3	1930.3	1763.9
219038_at	MORC4	MORC family CW-type zinc finger 4	1091.2	813.8	711.8	1241	1040.4	1017.8	1068.4	913.3	1003	517.2	479.8	505.8
219045_at	RHOF	ras homolog gene family, member F (in filopodia)	2126.4	1764	1764.9	1591	1353.1	1499.8	149.3	22.8	156.6	815.2	658.4	785.9
219047_s_at	ZNF668	zinc finger protein 668	107.3	162.4	164.6	21.9	21	36.7	308.9	227	218.5	44	32.1	12.4
219051_x_at	METRN	meteorin, glial cell differentiation regulator	441.7	359	316	280.7	219.1	266.5	19.8	43.7	49.1	327.3	347.5	306.3
219054_at	C5orf23	chromosome 5 open reading frame 23	84.7	73.8	69.6	15.6	143	122.7	5556.2	3911.3	4984.6	138.1	102.9	84.9
219108_x_at	DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	857.1	707.8	772.8	955.5	809.7	1051.5	504.5	524.7	574.3	610.2	568.8	674.9
219133_at	OXSM	3-oxoacyl-ACP synthase, mitochondrial	817.4	575.8	668.1	775.5	758.4	699.7	264.9	197	370.8	825.5	729.6	788.3
219142_at	RASL11B	RAS-like, family 11, member B	161.8	133.9	110.5	359.1	222.6	170.4	51.2	66.9	73	101.4	89.2	118.6
219153_s_at	THSD4	thrombospondin, type I, domain containing 4	188.4	357.3	215.1	231.8	469.2	318.9	49.8	17.7	27.2	377	265.1	333.6
219169_s_at	TFB1M	transcription factor B1, mitochondrial	560.6	639.7	785.4	875.9	701.7	675.9	181.4	201.8	282.3	400.7	392.6	478.6
219175_s_at	SLC41A3	solute carrier family 41, member 3	944.8	739.6	1034.8	757.8	724.8	964	737.6	779.6	847.4	416.3	435.1	409.4
219179_at	DACT1	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)	198.4	146.9	66.3	14.9	101.3	79.2	2647.4	3491	2643.6	130.7	145.6	143.6
219181_at	LIPG	lipase, endothelial	1107.7	317.7	893.7	616.6	942.1	733.6	29.4	14.1	12.4	124.3	115.1	100.3
219192_at	UBAP2	ubiquitin associated protein 2	2255.8	2029.9	1706.7	1610.4	1752.9	2112.7	669	588.5	678.2	1644.2	1680	2021.7
219222_at	RBKS	ribokinase	1465.3	951	1668.4	1478	1339	1477.3	216.4	233.9	174	980.4	721.1	840.2
219225_at	LOC100134440 /// PGBD5	similar to PGBD5 protein /// piggyBac transposable element derived 5	576.4	676.2	1550.7	269.9	806.5	1019.7	6.3	18.3	24.3	175.3	210.8	212.4
219263_at	RNF128	ring finger protein 128	452	1034.9	836.7	981.6	1056.3	675.4	10.2	110.8	3.3	2257.2	2296.8	2449
219270_at	CHAC1	ChaC, cation transport regulator homolog 1 (E. coli)	346.8	499	283.4	227.3	387.7	172.9	1175.9	922.6	1011.8	172.3	217.5	135.9
219271_at	GALNT14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)	4398.3	3285.4	3081.8	2418.1	2571	2968.1	56.6	93.8	7.1	3367.7	3422.4	3805.5
219274_at	TSPAN12	tetraspanin 12	53	104	216.3	76.3	308.1	156.2	7.8	9.2	3.6	1227.7	1106.3	1231
219276_x_at	C9orf82	chromosome 9 open reading frame 82	699.5	761.6	743.6	876	1240.8	765.2	409.8	306.1	442.6	966	925.7	1105.1
219277_s_at	OGDHL	oxoglutarate dehydrogenase-like	240	348.1	386.2	138	290	415.5	49.6	15.2	24.2	205.2	217.9	204.6
219279_at	DOCK10	dedicator of cytokinesis 10	21.7	14.7	13.4	18.1	6.6	8.1	258.5	134.4	191.6	4.2	7.2	2.8
219282_s_at	TRPV2	transient receptor potential cation channel, subfamily V, member 2	80.8	89.6	40.7	164.4	54.5	165.2	407.8	468.9	577.7	48.1	49.7	30.3
219291_at	DTWD1	DTW domain containing 1	80.7	111.1	135.5	115.1	138.4	124.8	383.7	419.4	352.5	87	85.2	73.2
219293_s_at	OLA1	Obg-like ATPase 1	2486.9	3720	3086.7	3906.5	3727.5	3861.2	1898.6	1921.1	1648.1	2849.4	2618.3	2856
219298_at	ECHDC3	enoyl Coenzyme A hydratase domain containing 3	262.5	183.4	106.4	243	276	253.7	157.1	161.1	203.6	2336.6	2182.9	1938.6
219315_s_at	TMEM204	transmembrane protein 204	95.6	61.5	41.7	36.4	60.6	104.9	382.2	424.7	313	76.3	50.3	83.5
219327_s_at	GPRC5C	G protein-coupled receptor, family C, group 5, member C	605.9	1383.7	609.1	477.5	1168.8	782.7	37.6	26	35.8	676.7	743.8	645.9
219350_s_at	DIABLO	diablo homolog (Drosophila)	1539.7	1791.5	1520.8	1632.5	1862.5	1659.5	1053	981.5	1024.6	2007.1	1818	1733.4
219369_s_at	OTUB2	OTU domain, ubiquitin aldehyde binding 2	584	1827.8	631.8	601.6	340.5	617.4	15	15.6	95.1	170.1	190	165.2
219371_s_at	KLF2	Kruppel-like factor 2 (lung)	169.8	12.7	87.1	26.6	71.4	68.3	3779.4	3807.4	3668.9	27	54.1	11.2
219389_at	SUSD4	sushi domain containing 4	183.1	141.7	203.2	133.1	143.1	185.2	36.1	26.6	31.4	37.4	28.1	27.2
219390_at	FKBP14	FK506 binding protein 14, 22 kDa	465.5	425.4	319.1	320.7	358.9	553.2	1243	1069	803.9	247.4	148.3	203.6
219406_at	C1orf50	chromosome 1 open reading frame 50	320.2	408.5	370.2	254.7	393.5	322.8	195.3	153	184.8	325.5	328.1	366.7
219412_at	RAB38	RAB38, member RAS oncogene family	196.2	308.6	197.7	157	238.8	323.1	27.4	33.9	12.7	133.9	153	95.8
219414_at	CLSTN2	calsyntenin 2	1266	369.4	322.8	896.8	1040.7	640.3	19	101.2	20.4	1471.1	1489.4	1355.5
219418_at	NHEJ1	nonhomologous end-joining factor 1	390.2	404.8	518.9	326.4	437.2	340.6	195.8	116	87.4	418.9	354	461.9
219447_s_at	SLC35C2	solute carrier family 35, member C2	254.7	264.5	390	190.8	221.5	102.7	58	31.2	26.9	195.7	187	231.3
219476_at	C1orf116	chromosome 1 open reading frame 116	542	659.9	1045	861.4	614.7	658.9	7.6	30.6	35.2	666.3	602.7	581.6
219477_s_at	THSD1 /// THSD1P	thrombospondin, type I, domain containing 1 /// thrombospondin, type I, domain containing 1 pseudogene	408.9	267.7	383.6	457.3	380.2	277.1	178.4	136.6	292.9	63.5	94.3	61.5
219492_at	CHIC2	cysteine-rich hydrophobic domain 2	233.3	356.4	290.7	293.3	267	237.5	543.1	571	729.5	337.5	353	340.1
219496_at	ANKRD57	ankyrin repeat domain 57	291.4	292.7	371.3	281.8	364.4	363.8	557.2	701.7	536.1	229.4	260.4	248.9
219506_at	C1orf54	chromosome 1 open reading frame 54	131.3	112.1	68.2	174.9	103.9	64.8	1212.9	1211.4	1125.6	50.6	58.2	14.7
219508_at	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	428.7	2062.9	888.2	678.2	1195.5	844.5	43.5	135.4	56.1	273.7	307.2	316.2
219527_at	MOSC2	MOCO sulphurase C-terminal domain containing 2	248.6	161.5	158.4	204.7	223.4	178.9	139.2	120.8	147.1	412.3	439.5	442.5
219542_at	NEK11	NIMA (never in mitosis gene a)- related kinase 11	299.6	328.8	335.2	351.2	361	283.7	325.6	323.2	331.2	182.5	204.1	213.4
219545_at	KCTD14	potassium channel tetramerisation domain containing 14	526	69.3	310.3	458.4	283.6	381	19.8	20.6	14.8	353.2	353.1	338.7
219557_s_at	NRIP3	nuclear receptor interacting protein 3	502	440.2	406.5	420.5	329.7	386.6	262.7	437.2	296.1	162.4	178	167.2
219558_at	ATP13A3	ATPase type 13A3	818.3	1337.3	731.9	574.4	1294.3	981.1	403.4	222.4	355.7	1894.3	1998.4	2190.9
219561_at	COPZ2	coatomer protein complex, subunit zeta 2	238.6	275.6	149.2	191	221	135.1	4477	4650.9	4010.1	369.9	427	420.3
219564_at	KCNJ16	potassium inwardly-rectifying channel, subfamily J, member 16	800.1	2600.3	1676.7	2216.1	3023.4	1697.3	58.9	11.7	13.9	2588.5	4174.8	3664.5
219602_s_at	FAM38B	family with sequence similarity 38, member B	162.5	101.7	27.1	70.3	67.6	77	801.8	1099.3	977.1	37.2	70.7	83.6
219610_at	RGNEF	Rho-guanine nucleotide exchange factor	418.4	698.8	740.3	523.5	626.5	504.1	212.1	95.1	163.6	507.8	537.7	582.7
219630_at	PDZK1IP1	PDZK1 interacting protein 1	7185.7	12464.6	11393.3	9072	10670.2	11659.7	17.4	18	28.6	16910	16541	15959.9
219662_at	C2orf49	chromosome 2 open reading frame 49	391.8	425.1	442.4	387.8	319.6	383.6	157.3	157.6	96.6	512.7	396.7	393.1
219677_at	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	337.4	259.1	346.9	253.1	262.9	477.9	120.9	128.3	160.2	601.8	689.9	588
219686_at	STK32B	serine/threonine kinase 32B	200.7	218.5	531.1	264.5	345.2	649.1	18.6	11.1	12.3	112.2	112	142.5
219693_at	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	398.4	132.7	201.2	146.5	97.7	122.7	22.2	16.6	14.5	221.3	271.5	170.6
219729_at	PRRX2	paired related homeobox 2	45	42.7	218.5	49.4	36.1	23.2	1258.1	1590.9	1347.6	21.9	25.4	82.4
219736_at	TRIM36	tripartite motif-containing 36	92.8	116.4	76.1	109.3	78.8	53.2	7.9	12.1	6.5	50.8	60.9	31.6
219778_at	ZFPM2	zinc finger protein, multitype 2	13	3.5	12.3	44.2	9.1	37.7	391.9	172.8	330	19.1	21.4	11.9
219789_at	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	77.2	23.4	16.3	71.5	71.4	30	3021.7	3836	3027.4	73.2	105.2	115.3
219790_s_at	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	38.5	31	28	37.6	13.8	17.9	765.5	930.6	677.5	10.7	19.5	19.7
219819_s_at	MRPS28	mitochondrial ribosomal protein S28	965.9	988.3	911.2	1047.3	1212	939.5	534.3	478	617	1315.6	1296	1356.9
219836_at	ZBED2	zinc finger, BED-type containing 2	668	427.7	572.9	447.2	522.4	595.7	33.3	6.4	5.7	115.4	95.1	114.5
219847_at	HDAC11	histone deacetylase 11	36.3	23.2	65.1	19.8	25.9	30.3	112.2	220	110.5	22	24.6	25.3
219869_s_at	SLC39A8	solute carrier family 39 (zinc transporter), member 8	594.1	483.9	1808.7	1007	1011.9	1061	154	16.5	25	1459.2	1418.3	1513.8
219874_at	SLC12A8	solute carrier family 12 (potassium/chloride transporters), member 8	453.6	373.1	515	259.4	304.9	437.3	95	43.1	106.8	251	169.5	193.7
219901_at	FGD6	FYVE, RhoGEF and PH domain containing 6	230.2	540.3	471.8	460.4	487.7	274.9	21.8	5.5	5.6	168.6	162.1	189.8
219911_s_at	LOC100134295 /// SLCO4A1	similar to Solute carrier organic anion transporter family, member 4A1 /// solute carrier organic anion transporter family, member 4A1	220.4	1077.8	569.6	454.7	532	350.1	24.9	36.8	38.4	212	191.8	172.7
219922_s_at	LTBP3	latent transforming growth factor beta binding protein 3	339.3	311.1	118.2	271.3	257.2	128.9	1090.9	855.6	1029.8	135.3	72	70.6
219937_at	TRHDE	thyrotropin-releasing hormone degrading enzyme	243.1	107.1	147.7	420.3	210.9	110.9	4.9	7	33.9	443.1	438.2	370.3
219939_s_at	CSDE1	cold shock domain containing E1, RNA-binding	2316.9	2516.4	2359.7	2233.1	2306.2	2877.6	4358.5	3598	3556.2	1996.9	2110.3	1769.9
219956_at	GALNT6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	969.1	288.8	834.9	845.5	534.2	470.9	66.3	111.6	74.7	108.4	148.1	126.9
219977_at	AIPL1	aryl hydrocarbon receptor interacting protein-like 1	162	120.8	89.4	183.4	175.7	131.4	202.9	236.8	225.1	43.1	57.8	84
219991_at	SLC2A9	solute carrier family 2 (facilitated glucose transporter), member 9	332.9	326.1	562.4	353.5	270.6	501.6	197.5	205.4	226.1	3302.2	3150	2801.7
220008_at	SGK269	NKF3 kinase family member	51.1	63.9	92.2	53.7	67.6	43.4	173.9	530.5	162.7	13.3	28.8	25.4
220014_at	PRR16	proline rich 16	18.1	34.3	106.2	38.6	7	12.5	1119.3	879.9	1065.9	1.4	19.5	8.8
220044_x_at	CROP	cisplatin resistance-associated overexpressed protein	668.6	747.6	676.2	916.2	757.3	616.6	1172.7	1065.5	933.2	434.6	330.2	426.2
220147_s_at	FAM60A	family with sequence similarity 60, member A	2868.8	2791.7	3356.2	2815.1	2782.1	3372.1	150.7	207.5	338.4	2751.5	2595.6	2777.8
220189_s_at	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	2524.8	2497.7	2947.2	2370.2	2535.4	2405.8	723.2	743.8	974	1283.6	1122.3	1275.3
220259_at	PLEKHH3	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3	13.1	17.7	14.6	13.5	9.2	8	15	14.9	17.6	4.5	5.4	3.2
220260_at	TBC1D19	TBC1 domain family, member 19	300.1	422.7	377.4	370.3	340.9	208.2	1066.9	767.1	844.6	595.5	568.4	694.1
220327_at	VGLL3	vestigial like 3 (Drosophila)	111	34.9	165.6	12.5	23.6	36.9	481.3	734.7	502	26.7	22.2	14
220419_s_at	USP25	ubiquitin specific peptidase 25	886.3	927.7	1195.6	1114.4	1054.6	1233.3	1141.7	1282.9	1087	1760.8	1899.8	1852.7
220564_at	C10orf59	chromosome 10 open reading frame 59	34.3	49.9	37.1	45.2	39	45.6	77.4	84.2	78.1	26.9	27.8	41.8
220714_at	PRDM14	PR domain containing 14	45.1	95.3	82.8	60.9	37.7	41.6	29.1	17.8	17.9	94.5	86.3	107.6
220731_s_at	NECAP2	NECAP endocytosis associated 2	1312.9	1285.8	1476.8	1554.3	1258.9	1547	802.3	1038.3	751.1	744.8	551.1	581.4
220741_s_at	PPA2	pyrophosphatase (inorganic) 2	2906.4	2393	2624.5	2801.9	2482.8	3084.4	1162.4	881.4	907	4226.2	4073.8	4525.1
220753_s_at	CRYL1	crystallin, lambda 1	411.6	731.5	493.3	353.7	412.8	496.3	273.5	81.9	123.8	1702.3	1482	1823
220765_s_at	LIMS2	LIM and senescent cell antigen-like domains 2	512.9	211.6	274.2	280.1	151.8	175.3	674.6	770	869.5	162.8	163.3	109.5
220773_s_at	GPHN	gephyrin	264.6	176.5	220.5	237.4	175.3	242.3	146.7	158	171.8	357.8	342.9	393.7
220794_at	GREM2	gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)	14.6	45.2	33.1	17.4	6.7	32.7	387.1	748.2	609.8	8.1	20.7	7.4
220892_s_at	PSAT1	phosphoserine aminotransferase 1	1226.1	2072.9	1251.8	1022.6	1717.6	1614.6	5748.9	4971.9	3609.8	4923	5011	5044.9
220924_s_at	SLC38A2	solute carrier family 38, member 2	2000.4	3093.6	2949.1	3080.4	3988.7	2838.2	12525.6	11160.5	11702.2	2380	2062.8	2560.4
220942_x_at	FAM162A	family with sequence similarity 162, member A	5480.3	6348.6	2832.2	8666.9	4948	3574	1866.3	1707.7	1281.7	9655.4	10476.4	10412.1
220948_s_at	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	2480.8	2276.6	2067.4	1767	2142.7	1848.6	1452.8	1563.7	1388.1	4299.4	4225.3	3834.7
220949_s_at	C7orf49	chromosome 7 open reading frame 49	1477.2	1236.3	1129	1391.1	1166	1033.3	452.4	475.5	565.8	1495.1	1359.9	1650.4
220952_s_at	PLEKHA5	pleckstrin homology domain containing, family A member 5	476.3	756.2	809.3	1118.9	931	1211.3	392.2	650.7	586.2	1624.2	1710.1	2041.7
220955_x_at	RAB23	RAB23, member RAS oncogene family	84.6	178.1	138.7	228.1	198.4	259.8	764.2	613	743.8	194	194.3	233.5
220976_s_at	KRTAP1-1 /// LOC728946	keratin associated protein 1-1 /// hypothetical LOC728946	46.4	48.5	56.2	96.2	118.6	50	415.3	423.6	658.2	58	63.9	73.1
220987_s_at	C11orf17 /// NUAK2	chromosome 11 open reading frame 17 /// NUAK family, SNF1-like kinase, 2	2146.7	1660.9	2060.3	1633.4	2034.1	1801.7	357.6	93.2	141.1	440.8	440.2	517.6
221024_s_at	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10	261.3	310.2	211.3	227.3	359.3	370.7	1057.3	1446.2	1293.5	226.1	263	241.3
221029_s_at	WNT5B	wingless-type MMTV integration site family, member 5B	219.9	588.5	377.2	185.6	209	164.7	501.9	541.6	772.8	99.2	140.7	113.8
221050_s_at	GTPBP2	GTP binding protein 2	608.1	493.4	513.9	548.3	434.6	397.6	671.3	739	640.8	281	289.7	268
221088_s_at	PPP1R9A	protein phosphatase 1, regulatory (inhibitor) subunit 9A	476.8	298.2	247.6	506	379.8	620.1	16.8	16.7	13.4	269.7	267.8	306.4
221127_s_at	RIG	regulated in glioma	542.9	680.9	388.9	525.1	558.9	431.9	151	88.5	186.3	107.3	118.9	124
221177_at	MIA2	melanoma inhibitory activity 2	108.4	70.6	121.9	194.6	100.5	113.6	7.9	14	16	53.4	101.5	96
221215_s_at	RIPK4	receptor-interacting serine-threonine kinase 4	1178.9	759.8	1782.5	1308.1	853.5	2601.4	18.5	30.3	30.6	458.7	425.9	494.9
221218_s_at	TPK1	thiamin pyrophosphokinase 1	717.8	514.1	1215.9	865.2	752.9	1223.3	150.8	183.1	86	172.7	194.7	186
221223_x_at	CISH	cytokine inducible SH2-containing protein	344	53.1	153.4	197.9	103.4	118.9	23	13.7	20.4	343.1	302	362
221245_s_at	FZD5	frizzled homolog 5 (Drosophila)	434.5	236	464.5	497.4	444.3	432.2	100	199.5	185.2	1144.7	1167.2	917.2
221261_x_at	MAGED4 /// MAGED4B	melanoma antigen family D, 4 /// melanoma antigen family D, 4B	1205.4	650.2	831.5	549.6	1018.4	775.3	521.6	872.4	904.5	229	231.9	225.7
221268_s_at	SGPP1	sphingosine-1-phosphate phosphatase 1	287.1	265.9	355.1	198.4	263.6	206.7	537.5	273.3	367.1	727.7	868.3	632.1
221269_s_at	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3	3515.2	3573.9	2449.6	2694.6	2097.9	2303.8	4695.9	5097.4	5497.5	1672.4	1653.8	1475.7
221305_s_at	UGT1A6 /// UGT1A8 /// UGT1A9	UDP glucuronosyltransferase 1 family, polypeptide A6 /// UDP glucuronosyltransferase 1 family, polypeptide A8 /// UDP glucuronosyltransferase 1 family, polypeptide A9	5	137.8	42.4	60.4	17.2	13	9.7	10.2	4.1	2884	2829.5	3002.4
221307_at	KCNIP1	Kv channel interacting protein 1	1056.5	462.3	875.3	400.7	612.2	978.6	96.4	89.1	55.1	366.7	362.8	306.2
221308_at	FRS2	fibroblast growth factor receptor substrate 2	27.1	67.3	25.9	106	92.7	120.9	14.1	12.4	18.4	64	135.3	66
221417_x_at	S1PR5	sphingosine-1-phosphate receptor 5	13.7	8.6	10.9	8.1	8.6	8.6	10.7	8	6.5	3.3	3.8	3.2
221452_s_at	TMEM14B	transmembrane protein 14B	2156.1	4509.8	2940.5	3129.5	2948.9	2396.1	975.5	830.4	1128.6	2948.7	2490.9	2843.5
221477_s_at	SOD2	superoxide dismutase 2, mitochondrial	1646.7	3216.5	2330.5	2210.3	3121.6	2492.1	230.3	296.9	232.9	3731.5	3906.3	3818.6
221485_at	B4GALT5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	1379.8	952	1268.2	1575.9	1263.4	1810.8	685.8	730.6	545.1	1602.1	1802.9	1483.3
221490_at	UBAP1	ubiquitin associated protein 1	709.6	673.8	558.5	622	729	730.9	507.1	374.1	390.6	828.3	937.9	833.1
221497_x_at	EGLN1	egl nine homolog 1 (C. elegans)	329.9	552.7	387.4	400.4	305.4	213.2	212.4	183.4	178.3	557.6	757.2	701.4
221501_x_at	LOC100132540 /// LOC100132620 /// LOC339047 /// NPIP	similar to LOC339047 protein /// similar to LOC339047 protein /// hypothetical protein LOC339047 /// nuclear pore complex interacting protein	1497.2	1177.3	1783.1	1615.6	2101.8	2067.8	7417.9	6607.7	6687.2	1225.1	1204.2	1153.9
221503_s_at	KPNA3	karyopherin alpha 3 (importin alpha 4)	663	1017.4	729.4	692.4	928.7	1015.5	1782.8	2053.9	1847.1	1004.8	1008.6	1093.2
221509_at	DENR	density-regulated protein	1920.4	1713	2022.6	2136.4	2077.7	1602.7	1673.7	1572.5	1683.2	1130.9	1168.9	1256.4
221511_x_at	CCPG1	cell cycle progression 1	137.3	331.8	350.6	275.5	315.1	527.4	1651.4	1742.1	2394.9	287.5	284.7	153.1
221515_s_at	LCMT1	leucine carboxyl methyltransferase 1	1470.5	1644.7	1700.5	1399.6	1540.3	1303.9	1163.6	1168.8	1147.2	1135.6	914.9	955.3
221523_s_at	RRAGD	Ras-related GTP binding D	175.3	352.5	252.5	116.9	262.9	231.2	34.4	10	12.2	178.9	179.9	118.4
221524_s_at	RRAGD	Ras-related GTP binding D	193.1	434.6	702.3	326.2	654.7	461.6	29.8	27.2	17.7	287.8	537.7	366.9
221526_x_at	PARD3	par-3 partitioning defective 3 homolog (C. elegans)	2157.4	2386.2	1998.5	2341.2	1789	1899.2	412.5	356	193.8	1219.2	1469.6	1494.6
221527_s_at	PARD3	par-3 partitioning defective 3 homolog (C. elegans)	1922.9	1737.5	1602.8	1351.7	1224.6	1565.6	108.1	330.3	227.1	1033.9	779.9	933.4
221538_s_at	PLXNA1	plexin A1	333.7	469.9	500.8	329.3	352.6	628.5	1036.2	1411.8	1046.5	312.1	349.9	369.2
221556_at	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	574.1	691.3	533.6	590.8	766.2	703.1	507	383.8	590.3	1140.4	1230.9	1128.7
221563_at	DUSP10	dual specificity phosphatase 10	1258.2	959.7	1181.2	855	728.1	1011.5	410.8	330.4	280.7	306.9	273	214.3
221564_at	PRMT2	protein arginine methyltransferase 2	503	618.4	541	534.8	491.6	536.5	696.4	716.5	632.1	313.3	376	336.7
221565_s_at	CALHM2	calcium homeostasis modulator 2	15	34.3	32.2	49.5	9.7	22.5	1084.7	909	800.9	7.5	12.5	7.1
221569_at	AHI1	Abelson helper integration site 1	223.4	124.9	211.5	152.4	176	218.7	707.8	495.6	784.4	108.9	92.4	102.3
