Refseq	Geneid	Gene symbol	Gene name	Fold Change	q-value (%)	Negative Fold Change
NM_012459	26521	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	2.45234296	3.9508566	NA
NM_003255	7077	TIMP2	TIMP metallopeptidase inhibitor 2	0.40273471	2.0161834	-2.483024123
NM_000362	7078	TIMP3	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	2.45383845	0.637618	NA
NM_003257	7082	TJP1	tight junction protein 1 (zona occludens 1)	0.41053221	2.9727196	-2.435862463
NM_175610	7082	TJP1	tight junction protein 1 (zona occludens 1)	0.41053221	2.9727196	-2.435862463
NM_003264	7097	TLR2	toll-like receptor 2	0.29454186	1.7079054	-3.395103161
NM_020123	56889	TM9SF3	transmembrane 9 superfamily member 3	0.463871	3.9508566	-2.155771756
NM_007364	23423	TMED3	transmembrane emp24 protein transport domain containing 3	1.59524113	9.6306887	NA
NM_018374	54664	TMEM106B	transmembrane protein 106B	0.23700003	1.9393426	-4.219408749
NM_024056	79022	TMEM106C	transmembrane protein 106C	2.28101476	2.4738185	NA
NM_003876	8834	TMEM11	transmembrane protein 11	2.67382033	0.637618	NA
NM_032256	84216	TMEM117	transmembrane protein 117	0.47710687	7.2505573	-2.095966466
NM_025124	80194	TMEM134	transmembrane protein 134	3.09495401	4.9341886	NA
NM_174926	219902	TMEM136	transmembrane protein 136	1.82086374	2.4738185	NA
NM_032928	85014	TMEM141	transmembrane protein 141	2.27731203	5.9122677	NA
NM_018043	55107	TMEM16A	transmembrane protein 16A	1.5814121	7.6537443	NA
NM_152834	129787	TMEM18	transmembrane protein 18	1.90338891	2.4738185	NA
NM_147156	259230	TMEM23	transmembrane protein 23	0.37696079	3.753678	-2.652795799
NM_001017970	161291	TMEM30B	transmembrane protein 30B	0.29041427	1.7079054	-3.443356967
NM_018306	55287	TMEM40	transmembrane protein 40	3.27437762	0.8369687	NA
NM_015012	440026	TMEM41B	transmembrane protein 41B	0.40699062	9.0782945	-2.457059084
NM_144638	131616	TMEM42	transmembrane protein 42	2.14321587	5.5989565	NA
NM_033504	113452	TMEM54	transmembrane protein 54	2.02076917	8.0395314	NA
NM_144568	90809	TMEM55B	transmembrane protein 55B	2.52934533	0.8855806	NA
NM_004872	9528	TMEM59	transmembrane protein 59	0.52235986	8.7274414	-1.914389057
NM_182532	199964	TMEM61	transmembrane protein 61	0.44235161	2.0161834	-2.260645101
NM_021259	58986	TMEM8	transmembrane protein 8 (five membrane-spanning domains)	1.82492984	7.2505573	NA
NM_015497	25963	TMEM87A	transmembrane protein 87A	0.42733359	8.0395314	-2.340092198
NM_001014764	83460	TMEM93	transmembrane protein 93	2.54673407	2.9727196	NA
NM_031298	83460	TMEM93	transmembrane protein 93	2.54673407	2.9727196	NA
NM_145274	147184	TMEM99	transmembrane protein 99	1.81137867	9.8653909	NA
NM_031925	83862	TMPIT	transmembrane protein induced by tumor necrosis factor alpha	2.06484305	7.6537443	NA
NM_021103	9168	TMSB10	thymosin, beta 10	1.57712283	7.2505573	NA
NM_021992	11013	TMSL8	thymosin-like 8	2.39431697	0.637618	NA
NM_021137	7126	TNFAIP1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	1.64958519	8.593663	NA
NM_006291	7127	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	1.71142976	3.2351467	NA
NM_006290	7128	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	0.363334	9.6306887	-2.752288528
NM_003820	8764	TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	1.77494796	7.6537443	NA
NM_014452	27242	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	0.54351158	9.6306887	-1.839887202
NM_148970	8718	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	0.55568311	4.9341886	-1.799586818
NM_148967	8718	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	0.57557425	6.3497914	-1.737395306
NM_003790	8718	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	0.57557425	6.3497914	-1.737395306
NM_148965	8718	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	0.57557425	6.3497914	-1.737395306
NM_148966	8718	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	0.57557425	6.3497914	-1.737395306
NM_032945	8771	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	2.50265981	0.637618	NA
NM_003823	8771	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	11.85673454	0	NA
NM_001252	970	TNFSF7	tumor necrosis factor (ligand) superfamily, member 7	3.35525253	0.637618	NA
NM_003283	7138	TNNT1	troponin T type 1 (skeletal, slow)	1.62581047	8.593663	NA
NM_015575	26058	TNRC15	trinucleotide repeat containing 15	0.55959582	9.0782945	-1.787004056
NM_020243	56993	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	2.78672742	2.4738185	NA
NM_006809	10953	TOMM34	translocase of outer mitochondrial membrane 34	2.39352058	4.3199052	NA
NM_006114	10452	TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)	2.78223689	1.3001076	NA
NM_003286	7150	TOP1	topoisomerase (DNA) I	0.36478954	2.3697766	-2.741306672
NM_005426	7159	TP53BP2	tumor protein p53 binding protein, 2	0.39604076	1.7079054	-2.52499263
NM_033550	112858	TP53RK	TP53 regulating kinase	1.72494698	8.0395314	NA
NM_006670	7162	TPBG	trophoblast glycoprotein	0.37562131	2.9727196	-2.66225577
NM_001025253	7163	TPD52	tumor protein D52	1.89853556	5.7639809	NA
NM_001025252	7163	TPD52	tumor protein D52	1.89853556	5.7639809	NA
NM_005079	7163	TPD52	tumor protein D52	1.89853556	5.7639809	NA
NM_001003395	7164	TPD52L1	tumor protein D52-like 1	1.73905361	5.9122677	NA
NM_001003397	7164	TPD52L1	tumor protein D52-like 1	1.83422518	4.6110465	NA
NM_001003396	7164	TPD52L1	tumor protein D52-like 1	1.83422518	4.6110465	NA
NM_003287	7164	TPD52L1	tumor protein D52-like 1	1.83422518	4.6110465	NA
NM_199360	7165	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	NA
NM_199363	7165	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	NA
NM_199361	7165	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	NA
NM_199359	7165	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	NA
NM_003288	7165	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	NA
NM_199362	7165	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	NA
NM_000365	7167	TPI1	triosephosphate isomerase 1	2.17692534	3.2351467	NA
NM_001018004	7168	TPM1	tropomyosin 1 (alpha)	2.12487132	3.2351467	NA
NM_001018006	7168	TPM1	tropomyosin 1 (alpha)	2.24308462	2.5903232	NA
NM_001018007	7168	TPM1	tropomyosin 1 (alpha)	2.12487132	3.2351467	NA
NM_001018020	7168	TPM1	tropomyosin 1 (alpha)	2.24308462	2.5903232	NA
NM_001018008	7168	TPM1	tropomyosin 1 (alpha)	3.09273692	1.0218237	NA
NM_000366	7168	TPM1	tropomyosin 1 (alpha)	2.91546585	0.637618	NA
NM_001018005	7168	TPM1	tropomyosin 1 (alpha)	2.60011602	0.637618	NA
NM_003289	7169	TPM2	tropomyosin 2 (beta)	2.28698838	0.637618	NA
NM_213674	7169	TPM2	tropomyosin 2 (beta)	3.92607149	0.637618	NA
NM_003290	7171	TPM4	tropomyosin 4	2.65476484	2.9727196	NA
NM_003292	7175	TPR	translocated promoter region (to activated MET oncogene)	0.53802007	9.4283268	-1.858666722
NM_003596	8460	TPST1	tyrosylprotein sulfotransferase 1	2.65097448	1.9393426	NA
NM_001008566	8459	TPST2	tyrosylprotein sulfotransferase 2	1.57991733	8.27025	NA
NM_003595	8459	TPST2	tyrosylprotein sulfotransferase 2	1.57991733	8.27025	NA
NM_147200	10758	TRAF3IP2	TRAF3 interacting protein 2	1.59397917	9.0782945	NA
NM_147686	10758	TRAF3IP2	TRAF3 interacting protein 2	1.59397917	9.0782945	NA
NM_206835	84231	TRAF7	TNF receptor-associated factor 7	1.7535685	8.0395314	NA
NM_032271	84231	TRAF7	TNF receptor-associated factor 7	1.7535685	8.0395314	NA
NM_021210	58485	TRAPPC1	trafficking protein particle complex 1	2.57319989	3.797649	NA
NM_014408	27095	TRAPPC3	trafficking protein particle complex 3	2.38298513	0.637618	NA
NM_024108	79090	TRAPPC6A	trafficking protein particle complex 6A	1.8446701	8.593663	NA
NM_018643	54210	TREM1	triggering receptor expressed on myeloid cells 1	1.47496881	8.27025	NA
NM_016399	51499	TRIAP1	TP53 regulated inhibitor of apoptosis 1	1.92506308	8.1979458	NA
NM_003852	8805	TRIM24	tripartite motif-containing 24	0.38967551	8.7274414	-2.56623774
NM_015905	8805	TRIM24	tripartite motif-containing 24	0.38967551	8.7274414	-2.56623774
NM_003449	7726	TRIM26	tripartite motif-containing 26	1.87345694	3.753678	NA
NM_018700	55521	TRIM36	tripartite motif-containing 36	0.34441422	2.0161834	-2.903480582
NM_201627	90933	TRIM41	tripartite motif-containing 41	1.74695163	6.8159167	NA
NM_033549	90933	TRIM41	tripartite motif-containing 41	1.74695163	6.8159167	NA
NM_003302	7205	TRIP6	thyroid hormone receptor interactor 6	1.98645637	3.3991674	NA
NM_003304	7220	TRPC1	transient receptor potential cation channel, subfamily C, member 1	0.42895279	3.9508566	-2.331258878
NM_001001188	7226	TRPM2	transient receptor potential cation channel, subfamily M, member 2	0.54614153	4.3199052	-1.831027206
NM_003307	7226	TRPM2	transient receptor potential cation channel, subfamily M, member 2	0.54614153	4.3199052	-1.831027206
NM_031472	83707	TRPT1	tRNA phosphotransferase 1	1.81587904	4.6110465	NA
NM_003496	8295	TRRAP	transformation/transcription domain-associated protein	0.49103369	6.3497914	-2.036520142
NM_207346	283989	TSEN54	tRNA splicing endonuclease 54 homolog (S. cerevisiae)	1.62371996	9.0782945	NA
NM_001025239	7106	TSPAN4	tetraspanin 4	2.31359589	0.637618	NA
NM_003271	7106	TSPAN4	tetraspanin 4	2.31359589	0.637618	NA
NM_001025235	7106	TSPAN4	tetraspanin 4	2.31359589	0.637618	NA
NM_001025238	7106	TSPAN4	tetraspanin 4	2.31359589	0.637618	NA
NM_001025237	7106	TSPAN4	tetraspanin 4	2.31359589	0.637618	NA
NM_001025236	7106	TSPAN4	tetraspanin 4	2.31359589	0.637618	NA
NM_001025234	7106	TSPAN4	tetraspanin 4	2.31359589	0.637618	NA
NM_003310	7260	TSSC1	tumor suppressing subtransferable candidate 1	2.53679746	2.3697766	NA
NM_005706	10078	TSSC4	tumor suppressing subtransferable candidate 4	1.74362905	3.6724243	NA
NM_003312	7263	TST	thiosulfate sulfurtransferase (rhodanese)	1.94050765	3.2351467	NA
NM_003313	7264	TSTA3	tissue specific transplantation antigen P35B	3.26791486	0.637618	NA
NM_015140	23170	TTLL12	tubulin tyrosine ligase-like family, member 12	1.86130686	8.27025	NA
NM_178014	203068	TUBB	tubulin, beta	2.15606591	2.5903232	NA
NM_003321	7284	TUFM	Tu translation elongation factor, mitochondrial	2.09907103	1.4706181	NA
NM_001004125	286319	TUSC1	tumor suppressor candidate 1	2.55227854	3.9508566	NA
NM_007275	11334	TUSC2	tumor suppressor candidate 2	2.12649208	8.0395314	NA
NM_000474	7291	TWIST1	twist homolog 1 (acrocephalosyndactyly 3; Saethre-Chotzen syndrome) (Drosophila)	0.46716347	8.1979458	-2.140578329
NM_001002926	221830	TWISTNB	TWIST neighbor	1.55503505	9.0782945	NA
NM_020648	57045	TWSG1	twisted gastrulation homolog 1 (Drosophila)	0.51087205	8.593663	-1.957437288
NM_003329	7295	TXN	thioredoxin	1.95834744	3.2351467	NA
NM_012473	25828	TXN2	thioredoxin 2	2.54815595	1.9982331	NA
NM_019022	54495	TXNDC10	thioredoxin domain containing 10	0.27125422	1.7079054	-3.68657859
NM_015051	23071	TXNDC4	thioredoxin domain containing 4 (endoplasmic reticulum)	0.5606203	7.6537443	-1.783738477
NM_017853	54957	TXNL4B	thioredoxin-like 4B	2.10264599	4.9341886	NA
NM_032731	84817	TXNL5	thioredoxin-like 5	2.01459522	5.7639809	NA
NM_207309	91373	UAP1L1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	1.5014688	8.8660141	NA
NM_003335	7318	UBE1L	ubiquitin-activating enzyme E1-like	0.40122683	2.9727196	-2.492355758
NM_181777	7319	UBE2A	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	2.29904289	3.2351467	NA
NM_181762	7319	UBE2A	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	2.27481208	3.2351467	NA
NM_003336	7319	UBE2A	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	2.25635077	3.6724243	NA
NM_015983	51619	UBE2D4	ubiquitin-conjugating enzyme E2D 4 (putative)	2.34526624	0.637618	NA
NM_152653	7325	UBE2E2	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)	1.75159732	7.2505573	NA
NM_003969	9040	UBE2M	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	2.71848611	2.3206861	NA
NM_004788	9354	UBE4A	ubiquitination factor E4A (UFD2 homolog, yeast)	0.45954993	3.753678	-2.176042111
NM_024292	59286	UBL5	ubiquitin-like 5	2.0488041	3.797649	NA
NM_014948	22888	UBOX5	U-box domain containing 5	1.84414793	5.7639809	NA
NM_199415	22888	UBOX5	U-box domain containing 5	1.84414793	5.7639809	NA
NM_019116	56061	UBPH	ubiquitin-binding protein homolog	3.04431676	0.637618	NA
NM_053067	29979	UBQLN1	ubiquilin 1	1.88212984	4.9341886	NA
NM_015255	23304	UBR2	ubiquitin protein ligase E3 component n-recognin 2	0.45731365	6.8159167	-2.186683035
NM_024954	80019	UBTD1	ubiquitin domain containing 1	2.20913536	0.637618	NA
NM_005671	7993	UBXD6	UBX domain containing 6	0.5335243	8.0395314	-1.874328873
NM_031432	83549	UCK1	uridine-cytidine kinase 1	1.62716176	6.3497914	NA
NM_017859	54963	UCKL1	uridine-cytidine kinase 1-like 1	4.05039143	0.637618	NA
NM_001003684	29796	UCRC	ubiquinol-cytochrome c reductase complex (7.2 kD)	1.98058572	3.3991674	NA
NM_013387	29796	UCRC	ubiquinol-cytochrome c reductase complex (7.2 kD)	1.98058572	3.3991674	NA
NM_016406	51506	UFC1	ubiquitin-fold modifier conjugating enzyme 1	1.97256488	3.797649	NA
NM_003358	7357	UGCG	UDP-glucose ceramide glucosyltransferase	0.36020592	4.9341886	-2.776189797
NM_207106	55559	UIP1	26S proteasome-associated UCH interacting protein 1	4.30286207	0.637618	NA
NM_017518	55559	UIP1	26S proteasome-associated UCH interacting protein 1	5.26197374	0	NA
NM_207107	55559	UIP1	26S proteasome-associated UCH interacting protein 1	4.85173946	0	NA
NM_006377	10497	UNC13B	unc-13 homolog B (C. elegans)	2.06110454	5.3706176	NA
NM_025154	23353	UNC84A	unc-84 homolog A (C. elegans)	0.28970395	2.6012277	-3.451799673
NM_001024592	10309	UNG2	uracil-DNA glycosylase 2	2.01929358	6.3497914	NA
NM_021147	10309	UNG2	uracil-DNA glycosylase 2	2.01929358	6.3497914	NA
NM_015542	26019	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	0.34645921	1.7079054	-2.886342666
NM_080599	26019	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	0.34645921	1.7079054	-2.886342666
NM_006952	7348	UPK1B	uroplakin 1B	3.76083382	0	NA
NM_003364	7378	UPP1	uridine phosphorylase 1	1.85577688	8.593663	NA
NM_181597	7378	UPP1	uridine phosphorylase 1	1.85577688	8.593663	NA
NM_006830	10975	UQCR	ubiquinol-cytochrome c reductase, 6.4kDa subunit	1.96999631	5.9122677	NA
NM_006004	7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein	1.83151916	8.1979458	NA
NM_014402	27089	UQCRQ	ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa	1.87903911	1.9982331	NA
NM_000375	7390	UROS	uroporphyrinogen III synthase (congenital erythropoietic porphyria)	2.56431529	0.637618	NA
NM_003940	8975	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)	0.44282714	3.753678	-2.258217507
NM_006313	9958	USP15	ubiquitin specific peptidase 15	0.42670997	4.3199052	-2.343512152
NM_001014443	27005	USP21	ubiquitin specific peptidase 21	1.8996573	6.8159167	NA
NM_012475	27005	USP21	ubiquitin specific peptidase 21	2.12555498	4.3199052	NA
NM_013396	29761	USP25	ubiquitin specific peptidase 25	0.51252761	4.6110465	-1.951114399
NM_015017	23032	USP33	ubiquitin specific peptidase 33	0.46768152	8.0395314	-2.138207214
NM_201624	23032	USP33	ubiquitin specific peptidase 33	0.46768152	8.0395314	-2.138207214
NM_022832	64854	USP46	ubiquitin specific peptidase 46	2.11220657	6.3497914	NA
NM_017944	55031	USP47	ubiquitin specific peptidase 47	0.45334621	9.8653909	-2.205819698
NM_014871	9924	USP52	ubiquitin specific peptidase 52	0.476809	9.0782945	-2.097275848
NM_153477	8409	UXT	ubiquitously-expressed transcript	2.2161102	2.1038158	NA
NM_004182	8409	UXT	ubiquitously-expressed transcript	2.07181394	3.3991674	NA
NM_004781	9341	VAMP3	vesicle-associated membrane protein 3 (cellubrevin)	1.93512533	4.3199052	NA
NM_003762	8674	VAMP4	vesicle-associated membrane protein 4	1.80526954	4.3199052	NA
NM_003761	8673	VAMP8	vesicle-associated membrane protein 8 (endobrevin)	2.06022328	3.3991674	NA
NM_025054	80124	VCPIP1	valosin containing protein (p97)/p47 complex interacting protein 1	0.5583739	8.593663	-1.790914654
NM_003374	7416	VDAC1	voltage-dependent anion channel 1	1.90282149	8.27025	NA
NM_003375	7417	VDAC2	voltage-dependent anion channel 2	2.71329161	0.637618	NA
NM_001018037	23230	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	0.41299045	7.6537443	-2.421363496
NM_033305	23230	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	0.41299045	7.6537443	-2.421363496
NM_015186	23230	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	0.36629184	1.7079054	-2.730063547
NM_020821	54832	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae)	0.48899342	4.3199052	-2.045017293
NM_017684	54832	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae)	0.48899342	4.3199052	-2.045017293
NM_015378	55187	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)	0.40460314	2.6012277	-2.471557685
NM_018156	55187	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)	0.40460314	2.6012277	-2.471557685
NM_016079	51652	VPS24	vacuolar protein sorting 24 homolog (S. cerevisiae)	1.51238779	8.593663	NA
NM_001005753	51652	VPS24	vacuolar protein sorting 24 homolog (S. cerevisiae)	1.51238779	8.593663	NA
NM_032353	84313	VPS25	vacuolar protein sorting 25 homolog (S. cerevisiae)	1.99904685	6.5999626	NA
NM_052875	112936	VPS26B	vacuolar protein sorting 26 homolog B (S. cerevisiae)	1.75619462	6.3497914	NA
NM_183057	51160	VPS28	vacuolar protein sorting 28 homolog (S. cerevisiae)	2.67994978	0.637618	NA
NM_016208	51160	VPS28	vacuolar protein sorting 28 homolog (S. cerevisiae)	2.6866678	0.637618	NA
NM_005997	6944	VPS72	vacuolar protein sorting 72 (yeast)	2.03161406	1.9393426	NA
NM_016440	51231	VRK3	vaccinia related kinase 3	1.93983218	5.9122677	NA
NM_006370	10490	VTI1B	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)	1.93879485	2.5903232	NA
NM_148842	81554	WBSCR16	Williams-Beuren syndrome chromosome region 16	1.7779618	7.6537443	NA
NM_030798	81554	WBSCR16	Williams-Beuren syndrome chromosome region 16	1.7779618	7.6537443	NA
NM_014991	23001	WDFY3	WD repeat and FYVE domain containing 3	0.35478011	1.7079054	-2.818647302
NM_178585	23001	WDFY3	WD repeat and FYVE domain containing 3	0.35478011	1.7079054	-2.818647302
NM_178583	23001	WDFY3	WD repeat and FYVE domain containing 3	0.61354977	8.8660141	-1.629859628
NM_017883	64743	WDR13	WD repeat domain 13	1.86630465	6.8159167	NA
NM_024100	57418	WDR18	WD repeat domain 18	2.29100789	4.9341886	NA
NM_025132	57728	WDR19	WD repeat domain 19	0.36635284	2.0161834	-2.729608975
NM_181357	80344	WDR23	WD repeat domain 23	1.9694752	6.8159167	NA
NM_025230	80344	WDR23	WD repeat domain 23	1.9694752	6.8159167	NA
NM_033661	10785	WDR4	WD repeat domain 4	1.9641598	9.0782945	NA
NM_015397	25853	WDR40A	WD repeat domain 40A	1.86582284	5.3706176	NA
NM_019045	54521	WDR44	WD repeat domain 44	0.428994	5.9122677	-2.331034933
NM_005452	9277	WDR46	WD repeat domain 46	2.51546454	6.3497914	NA
NM_017588	11091	WDR5	WD repeat domain 5	1.99119883	2.5903232	NA
NM_052821	11091	WDR5	WD repeat domain 5	1.99119883	2.5903232	NA
NM_032118	84058	WDR54	WD repeat domain 54	3.97437805	0.637618	NA
NM_145647	93594	WDR67	WD repeat domain 67	0.41327148	2.1038158	-2.419716938
NM_001003725	10238	WDR68	WD repeat domain 68	1.58960477	6.5999626	NA
NM_015285	23335	WDR7	WD repeat domain 7	0.30349213	1.7079054	-3.294978357
NM_052834	23335	WDR7	WD repeat domain 7	0.30349213	1.7079054	-3.294978357
NM_024908	79968	WDR76	WD repeat domain 76	1.79908449	9.0782945	NA
NM_024102	79084	WDR77	WD repeat domain 77	3.15269509	1.219488	NA
NM_080733	10406	WFDC2	WAP four-disulfide core domain 2	11.49850349	0	NA
NM_006103	10406	WFDC2	WAP four-disulfide core domain 2	13.33639276	0	NA
NM_080735	10406	WFDC2	WAP four-disulfide core domain 2	2.26792076	1.5613079	NA
NM_032345	84305	WIBG	within bgcn homolog (Drosophila)	2.07403825	3.6724243	NA
NM_017983	55062	WIPI1	WD repeat domain, phosphoinositide interacting 1	1.97953705	2.0161834	NA
NM_000553	7486	WRN	Werner syndrome	0.28747677	4.3199052	-3.478541936
NM_000379	7498	XDH	xanthine dehydrogenase	2.95556465	2.9727196	NA
