Probe set	Symbol	Name	Fold-difference
213348_at	CDKN1C	Cyclin-dependent kinase inhibitor 1C (p57, Kip2)	0.1254099
203585_at	ZNF185	zinc finger protein 185 (LIM domain)	0.12484
207738_s_at	NCKAP1	NCK-associated protein 1	0.1247826
209290_s_at	NFIB	nuclear factor I/B	0.1241022
204797_s_at	EML1	echinoderm microtubule associated protein like 1	0.1239491
226223_at	PAWR	PRKC, apoptosis, WT1, regulator	0.1237576
228546_at	DPP6	dipeptidyl-peptidase 6	0.1235341
225613_at	MAST4	microtubule associated serine/threonine kinase family member 4	0.1230225
224997_x_at	H19	H19, imprinted maternally expressed untranslated mRNA	0.122711
209369_at	ANXA3	annexin A3	0.1223172
223796_at	CNTNAP3 /// CNTNAP3B /// LOC642342 /// LOC642373 /// FLJ37512	contactin associated protein-like 3 /// contactin associated protein-like 3B /// similar to Contactin-associated protein-like 3 precursor (Cell recognition molecule Caspr3) /// similar to Contactin-associated protein-like 3 precursor (Cell recognition molecule Caspr3) /// similar to Contactin-associated protein-like 3 precursor (Cell recognition molecule Caspr3)	0.1220851
202555_s_at	MYLK	myosin, light polypeptide kinase /// myosin, light polypeptide kinase	0.122074
225140_at	KLF3	Kruppel-like factor 3 (basic)	0.1219615
202685_s_at	AXL	AXL receptor tyrosine kinase	0.1216756
223952_x_at	DHRS9	dehydrogenase/reductase (SDR family) member 9	0.1214828
216258_s_at	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	0.1212688
1558647_at	SH3D19	SH3 domain protein D19	0.1208146
212992_at	C14orf78	chromosome 14 open reading frame 78	0.1205522
207720_at	LOR	loricrin	0.1204141
213240_s_at	KRT4	keratin 4	0.119896
206674_at	FLT3	fms-related tyrosine kinase 3	0.1195806
223681_s_at	INADL	InaD-like (Drosophila)	0.118839
230104_s_at	TPPP	brain-specific protein p25 alpha	0.1187516
219532_at	ELOVL4	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	0.1182159
233882_s_at	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	0.1176001
227432_s_at	ZNF557	zinc finger protein 557	0.117593
204058_at	ME1	Malic enzyme 1, NADP(+)-dependent, cytosolic	0.1174718
225133_at	---	---	0.1174636
226614_s_at	C8orf13	chromosome 8 open reading frame 13	0.115845
212062_at	ATP9A	ATPase, Class II, type 9A	0.1156328
239066_at	---	Transcribed locus, moderately similar to NP_055301.1 neuronal thread protein AD7c-NTP [Homo sapiens]	0.1155986
221530_s_at	BHLHB3	basic helix-loop-helix domain containing, class B, 3	0.1155862
210829_s_at	SSBP2	single-stranded DNA binding protein 2	0.1150819
204975_at	EMP2	epithelial membrane protein 2	0.1142352
227643_at	---	Transcribed locus, strongly similar to NP_060610.1 hypothetical protein FLJ10565 [Homo sapiens]	0.11405
229354_at	PDCD6 /// AHRR	programmed cell death 6 /// aryl-hydrocarbon receptor repressor	0.113138
227798_at	SMAD1	SMAD, mothers against DPP homolog 1 (Drosophila)	0.113095
226806_s_at	---	---	0.1130803
206643_at	HAL	histidine ammonia-lyase	0.1128798
203780_at	EVA1	epithelial V-like antigen 1	0.1128705
211362_s_at	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	0.112328
232112_at	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	0.112287
224802_at	NDFIP2	Nedd4 family interacting protein 2	0.1119547
212724_at	RND3	Rho family GTPase 3	0.1118506
201559_s_at	CLIC4	chloride intracellular channel 4	0.1117217
242769_at	CTTNBP2	Cortactin binding protein 2	0.111578
227084_at	DTNA	dystrobrevin, alpha	0.1114228
1560001_at	LOC389634	Hypothetical LOC389634	0.1109335
229830_at	---	Transcribed locus, strongly similar to NP_148983.1 platelet-derived growth factor alpha, isoform 2, preproprotein [Homo sapiens]	0.1107912
218182_s_at	CLDN1	claudin 1	0.1106276
206950_at	SCN9A	sodium channel, voltage-gated, type IX, alpha	0.1101031
223519_at	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	0.1092131
1555310_a_at	PAK6	p21(CDKN1A)-activated kinase 6	0.1088724
241382_at	PCP4L1	Purkinje cell protein 4 like 1	0.108063
212327_at	DKFZP686A01247	hypothetical protein	0.1079619
237548_at	ZAK	Sterile alpha motif and leucine zipper containing kinase AZK	0.1078178
209291_at	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	0.107514
203407_at	PPL	periplakin	0.1073476
227417_at	MOSC2	MOCO sulphurase C-terminal domain containing 2	0.1071807
222449_at	TMEPAI	transmembrane, prostate androgen induced RNA	0.1068748
214734_at	EXPH5	exophilin 5	0.1067153
203963_at	CA12	carbonic anhydrase XII	0.1066547
215125_s_at	UGT1A10 /// UGT1A8 /// UGT1A7 /// UGT1A6 /// UGT1A5 /// UGT1A9 /// UGT1A4 /// UGT1A1 /// UGT1A3	UDP glucuronosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A8 /// UDP glucuronosyltransferase 1 family, polypeptide A7 /// UDP glucuronosyltransferase 1 family, polypeptide A6 /// UDP glucuronosyltransferase 1 family, polypeptide A5 /// UDP glucuronosyltransferase 1 family, polypeptide A9 /// UDP glucuronosyltransferase 1 family, polypeptide A4 /// UDP glucuronosyltransferase 1 family, polypeptide A1 /// UDP glucuronosyltransferase 1 family, polypeptide A3	0.1064431
219388_at	GRHL2	grainyhead-like 2 (Drosophila)	0.106119
204029_at	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	0.1060382
222484_s_at	CXCL14	chemokine (C-X-C motif) ligand 14	0.1058207
228056_s_at	NAPSB	napsin B aspartic peptidase pseudogene	0.1057285
228766_at	CD36	---	0.1056154
200602_at	APP	amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)	0.1054297
226246_at	KCTD1	potassium channel tetramerisation domain containing 1	0.1050548
207861_at	CCL22	chemokine (C-C motif) ligand 22	0.1049754
201427_s_at	SEPP1	selenoprotein P, plasma, 1	0.1047229
209373_at	MALL	mal, T-cell differentiation protein-like	0.1041111
201560_at	CLIC4	chloride intracellular channel 4	0.1033239
236009_at	---	Transcribed locus	0.102946
241455_at	---	Transcribed locus, strongly similar to XP_371820.3 PREDICTED: similar to AI661453 protein [Homo sapiens]	0.101541
238022_at	LOC643911 /// LOC650242	hypothetical protein LOC643911 /// hypothetical protein LOC650242	0.1014905
219527_at	MOSC2	MOCO sulphurase C-terminal domain containing 2	0.1011357
221881_s_at	ADD3 /// CLIC4	adducin 3 (gamma) /// chloride intracellular channel 4	0.101011
221636_s_at	MOSC2	MOCO sulphurase C-terminal domain containing 2	0.1006745
207655_s_at	BLNK	B-cell linker	0.1006582
1554253_a_at	LASS3	LAG1 longevity assurance homolog 3 (S. cerevisiae)	0.1002002
226803_at	CHMP4C	chromatin modifying protein 4C	0.0998679
204765_at	ARHGEF5	Rho guanine nucleotide exchange factor (GEF) 5	0.0997861
206104_at	ISL1	ISL1 transcription factor, LIM/homeodomain, (islet-1)	0.099509
214599_at	IVL	involucrin	0.0990096
225464_at	FRMD6	FERM domain containing 6	0.0989853
40016_g_at	MAST4	microtubule associated serine/threonine kinase family member 4	0.0989763
243383_at	---	Transcribed locus	0.0988856
222368_at	LOC389634	Hypothetical LOC389634	0.0981464
225016_at	APCDD1	adenomatosis polyposis coli down-regulated 1	0.0975139
212294_at	GNG12	guanine nucleotide binding protein (G protein), gamma 12	0.096826
228596_at	LOC653250	similar to rho guanine nucleotide exchange factor 5 isoform 1	0.0967335
209602_s_at	GATA3	GATA binding protein 3	0.0957547
202575_at	CRABP2	cellular retinoic acid binding protein 2	0.0956771
220816_at	EDG7	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 7	0.0954995
223694_at	TRIM7	tripartite motif-containing 7	0.0943884
209386_at	TM4SF1	transmembrane 4 L six family member 1	0.0941861
238778_at	MPP7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	0.093992
226425_at	RSNL2	restin-like 2	0.0938138
204963_at	SSPN	sarcospan (Kras oncogene-associated gene)	0.093548
204151_x_at	AKR1C1	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)	0.0934652
203238_s_at	NOTCH3	Notch homolog 3 (Drosophila)	0.0931415
210913_at	CDH20	cadherin 20, type 2	0.0925209
225001_at	RAB3D	RAB3D, member RAS oncogene family	0.0915728
204105_s_at	NRCAM	neuronal cell adhesion molecule	0.0910088
206637_at	P2RY14	purinergic receptor P2Y, G-protein coupled, 14	0.0905506
212912_at	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2	0.0904298
228440_at	PET112L	PET112-like (yeast)	0.0902862
226932_at	SSPN	Sarcospan (Kras oncogene-associated gene)	0.0900916
214549_x_at	SPRR1A	small proline-rich protein 1A	0.089954
204115_at	GNG11	guanine nucleotide binding protein (G protein), gamma 11	0.0893993
227998_at	S100A16	S100 calcium binding protein A16	0.0884063
208690_s_at	PDLIM1	PDZ and LIM domain 1 (elfin)	0.0881898
222895_s_at	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)	0.0880158
212599_at	AUTS2	autism susceptibility candidate 2	0.0870975
210883_x_at	EFNB3	ephrin-B3	0.0870886
205490_x_at	GJB3	gap junction protein, beta 3, 31kDa (connexin 31)	0.0869734
227238_at	MUC15	mucin 15, cell surface associated	0.0867722
227717_at	FLJ41603	FLJ41603 protein	0.086739
204005_s_at	PAWR	PRKC, apoptosis, WT1, regulator	0.0867256
233641_s_at	C8orf13	Chromosome 8 open reading frame 13	0.086625
203962_s_at	NEBL	nebulette	0.0866091
219476_at	C1orf116 /// LOC653098	chromosome 1 open reading frame 116 /// similar to chromosome 1 open reading frame 116	0.086555
226682_at	LOC283666	hypothetical protein LOC283666	0.0863441
222730_s_at	ZDHHC2	zinc finger, DHHC-type containing 2	0.0862192
214651_s_at	HOXA9	homeobox A9	0.0861542
231311_at	---	CDNA FLJ11417 fis, clone HEMBA1000960	0.0850217
231733_at	ICEBERG	ICEBERG caspase-1 inhibitor	0.0844568
209570_s_at	D4S234E	DNA segment on chromosome 4 (unique) 234 expressed sequence	0.0843467
203789_s_at	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	0.083723
214090_at	PAWR	PRKC, apoptosis, WT1, regulator	0.083583
203074_at	ANXA8 /// LOC653107 /// ANXA8L1	annexin A8 /// annexin A8-like /// annexin A8-like 1	0.0834282
204059_s_at	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	0.0833809
222549_at	CLDN1	claudin 1	0.0830982
225450_at	AMOTL1	angiomotin like 1	0.0822283
210096_at	CYP4B1	cytochrome P450, family 4, subfamily B, polypeptide 1	0.0814939
200999_s_at	CKAP4	cytoskeleton-associated protein 4	0.080732
222834_s_at	GNG12	guanine nucleotide binding protein (G protein), gamma 12	0.0805147
224799_at	NDFIP2	Nedd4 family interacting protein 2	0.0804066
209596_at	MXRA5	matrix-remodelling associated 5	0.0801754
224823_at	MYLK	myosin, light polypeptide kinase	0.0795536
220026_at	CLCA4	chloride channel, calcium activated, family member 4	0.0791627
1559263_s_at	ZC3H12D	zinc finger CCCH-type containing 12D	0.0789408
225525_at		KIAA1671 protein	0.0787752
230769_at	DENND2C	DENN/MADD domain containing 2C	0.0785067
225806_at	JUB	jub, ajuba homolog (Xenopus laevis)	0.0779085
1553328_a_at	SLC18A2	solute carrier family 18 (vesicular monoamine), member 2	0.0768166
202489_s_at	FXYD3	FXYD domain containing ion transport regulator 3	0.0767884
212077_at	CALD1	caldesmon 1	0.0767872
220413_at	SLC39A2	solute carrier family 39 (zinc transporter), member 2	0.0759976
203961_at	NEBL	nebulette	0.0759718
227481_at	CNKSR3	CNKSR family member 3	0.0757467
226188_at	HSPC159	HSPC159 protein	0.0756748
224013_s_at	SOX7	SRY (sex determining region Y)-box 7	0.0751177
200636_s_at	PTPRF	protein tyrosine phosphatase, receptor type, F	0.0748069
213032_at	NFIB	nuclear factor I/B	0.0746637
223185_s_at	BHLHB3	basic helix-loop-helix domain containing, class B, 3	0.0744891
206605_at	P11	26 serine protease	0.0744365
221900_at	COL8A2	collagen, type VIII, alpha 2	0.074161
242414_at	QPRT	quinolinate phosphoribosyltransferase (nicotinate-nucleotide pyrophosphorylase (carboxylating))	0.0738069
37005_at	NBL1	neuroblastoma, suppression of tumorigenicity 1	0.0735323
209720_s_at	SERPINB3	serpin peptidase inhibitor, clade B (ovalbumin), member 3	0.0729549
237120_at	KRT77	keratin 77	0.0727845
201287_s_at	SDC1	syndecan 1	0.071852
224009_x_at	DHRS9	dehydrogenase/reductase (SDR family) member 9	0.0712681
208651_x_at	CD24	CD24 molecule	0.0704147
206488_s_at	CD36	CD36 molecule (thrombospondin receptor)	0.0695675
202668_at	EFNB2	ephrin-B2	0.0695471
213929_at	---	Homo sapiens, Similar to likely ortholog of yeast ARV1, clone IMAGE:4733238, mRNA	0.0688992
226374_at	CXADR	Coxsackie virus and adenovirus receptor	0.0687611
209125_at	KRT6A /// KRT6C /// KRT6E	keratin 6A /// keratin 6C /// keratin 6C	0.0685091
232136_s_at	CTTNBP2	cortactin binding protein 2	0.0683806
205030_at	FABP7	fatty acid binding protein 7, brain	0.0683254
235567_at	LOC283666	Hypothetical protein LOC283666	0.0681884
220723_s_at	FLJ21511	hypothetical protein FLJ21511	0.0676188
232361_s_at	EHF	ets homologous factor	0.0673675
218186_at	RAB25	RAB25, member RAS oncogene family	0.0672273
203917_at	CXADR	coxsackie virus and adenovirus receptor	0.0672025
203691_at	PI3	peptidase inhibitor 3, skin-derived (SKALP) /// peptidase inhibitor 3, skin-derived (SKALP)	0.0668419
228698_at	SOX7	SRY (sex determining region Y)-box 7	0.0663694
227388_at	TUSC1	tumor suppressor candidate 1	0.0660581
225662_at	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	0.0659344
231075_x_at	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	0.0658345
223832_s_at	CAPNS2	calpain, small subunit 2	0.0653308
205783_at	KLK13	kallikrein 13	0.0652542
228575_at	FNDC6	fibronectin type III domain containing 6	0.064743
52651_at	COL8A2	collagen, type VIII, alpha 2	0.0643728
1563900_at	FAM83B	family with sequence similarity 83, member B	0.0635855
240951_at	LOC283666	Hypothetical protein LOC283666	0.0632994
41469_at	PI3	peptidase inhibitor 3, skin-derived (SKALP)	0.0631001
227241_at	MUC15	mucin 15, cell surface associated	0.0629255
227475_at	FOXQ1	forkhead box Q1	0.0628865
222725_s_at	PALMD	palmdelphin	0.0627662
1555383_a_at	POF1B	premature ovarian failure, 1B	0.0625787
210413_x_at	SERPINB4	serpin peptidase inhibitor, clade B (ovalbumin), member 4	0.0625115
201984_s_at	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	0.0618634
266_s_at	CD24	CD24 molecule	0.0618506
1564307_a_at	A2ML1	alpha-2-macroglobulin-like 1	0.0615795
225355_at	DKFZP761M1511	hypothetical protein DKFZP761M1511	0.061526
235768_at	SH3RF2	SH3 domain containing ring finger 2	0.0611012
205220_at	GPR109B	G protein-coupled receptor 109B /// G protein-coupled receptor 109B	0.0610128
225667_s_at	---	---	0.0606264
205014_at	FGFBP1	fibroblast growth factor binding protein 1	0.0604487
235651_at	---	---	0.0604481
221646_s_at	ZDHHC11	zinc finger, DHHC-type containing 11	0.0599622
240420_at	AADACL2	arylacetamide deacetylase-like 2	0.0599529
202686_s_at	AXL	AXL receptor tyrosine kinase	0.0594526
225665_at	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	0.0593154
205694_at	TYRP1	tyrosinase-related protein 1	0.0592542
232164_s_at	EPPK1	epiplakin 1	0.0576819
226933_s_at	ID4	Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	0.0576577
232165_at	---	---	0.0563162
218546_at	C1orf115	chromosome 1 open reading frame 115	0.0562933
1559410_at	---	CDNA FLJ34677 fis, clone LIVER2002660	0.0561091
221854_at	PKP1	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)	0.0553668
225189_s_at	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	0.0552826
225188_at	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	0.0548407
209791_at	PADI2	peptidyl arginine deiminase, type II	0.0542734
219799_s_at	DHRS9	dehydrogenase/reductase (SDR family) member 9	0.0541073
225186_at	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	0.0537089
202504_at	TRIM29	tripartite motif-containing 29	0.0537051
206276_at	LY6D	lymphocyte antigen 6 complex, locus D	0.0534635
213194_at	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	0.0533467
231771_at	GJB6	gap junction protein, beta 6 (connexin 30)	0.0531856
1552797_s_at	PROM2	prominin 2	0.0523791
225079_at	EMP2	epithelial membrane protein 2	0.0523287
201425_at	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	0.0522275
239155_at	LOC653108	similar to coxsackie virus and adenovirus receptor	0.0519455
204268_at	S100A2	S100 calcium binding protein A2	0.0518113
210633_x_at	KRT10	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	0.0514838
207602_at	TMPRSS11D	transmembrane protease, serine 11D	0.0509267
1553057_at	SERPINB12	serpin peptidase inhibitor, clade B (ovalbumin), member 12	0.0508784
216867_s_at	PDGFA	platelet-derived growth factor alpha polypeptide	0.0500692
204400_at	EFS	embryonal Fyn-associated substrate	0.0499782
205595_at	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	0.0499383
204256_at	ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	0.0493396
224189_x_at	EHF	ets homologous factor	0.0486457
201286_at	SDC1	syndecan 1	0.0479353
209212_s_at	KLF5	Kruppel-like factor 5 (intestinal)	0.0478929
208650_s_at	CD24 /// LOC647456	CD24 molecule /// hypothetical protein LOC647456	0.0477726
229638_at	IRX3	iroquois homeobox protein 3	0.047439
202289_s_at	TACC2	transforming, acidic coiled-coil containing protein 2	0.0472425
208399_s_at	EDN3	endothelin 3	0.0470303
209699_x_at	AKR1C2	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)	0.0468737
237444_at	---	Transcribed locus	0.046483
242687_at	---	Homo sapiens, Similar to hypothetical protein DKFZp566M1046, clone IMAGE:3921921, mRNA	0.0458589
238017_at	RDHE2	retinal short chain dehydrogenase reductase isoform 1	0.0450848
211194_s_at	TP73L	tumor protein p73-like	0.0448507
204379_s_at	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	0.0447088
226213_at	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	0.0445522
210479_s_at	RORA	RAR-related orphan receptor A	0.0445476
202917_s_at	S100A8	S100 calcium binding protein A8 (calgranulin A)	0.0445164
210426_x_at	RORA	RAR-related orphan receptor A	0.0432646
206884_s_at	SCEL	sciellin	0.0432323
216379_x_at	CD24	CD24 molecule	0.0426789
213287_s_at	KRT10	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	0.0413851
243582_at	SH3RF2	SH3 domain containing ring finger 2	0.0412739
219121_s_at	RBM35A	RNA binding motif protein 35A	0.0410442
217272_s_at	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	0.0410331
202597_at	IRF6	interferon regulatory factor 6	0.0409974
206033_s_at	DSC3	desmocollin 3	0.0401143
203798_s_at	VSNL1	visinin-like 1	0.0400456
209863_s_at	TP73L	tumor protein p73-like	0.0390699
236266_at	LOC283666	Hypothetical protein LOC283666	0.0390278
237690_at	GPR115	G protein-coupled receptor 115	0.0389942
205470_s_at	KLK11	kallikrein 11	0.038988
211002_s_at	TRIM29	tripartite motif-containing 29	0.0387795
214370_at	S100A8	S100 calcium binding protein A8 (calgranulin A)	0.0382505
207023_x_at	KRT10	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	0.038204
218677_at	S100A14	S100 calcium binding protein A14	0.0381675
204654_s_at	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	0.0373574
